newsgroup_a,newsgroup_b,users_a,users_b,shared_users,jaccard
no.marked.bil,no.ms-windows,998,2456,154,0.04666666666666667
no.folklore.edb,no.prat.politikk,207,1118,59,0.04660347551342812
no.ai,no.sources.list,214,78,13,0.04659498207885305
no.alt.arkiv,no.uninett.diverse,160,177,15,0.046583850931677016
no.folklore.edb,no.irc,207,1141,60,0.046583850931677016
no.alt.mat,no.uninett.skole,983,455,64,0.046579330422125184
no.alt.sjokolade,no.general,635,5478,272,0.04656736860126691
no.kjemi,no.uninett.skole,489,455,42,0.04656319290465632
no.alt.gledesutbrudd,no.amiga,1358,1519,128,0.04656238632229902
no.linux,no.lisp,2391,194,115,0.0465587044534413
no.pc,no.prat.seksualitet,5851,848,298,0.04655522574597719
no.alt.tegneserier,no.spill,779,2481,145,0.04654895666131621
no.alt.mat,no.c,983,727,76,0.046511627906976744
no.amiga,no.mac,1519,2036,158,0.046511627906976744
no.lisp,no.org.nobug.diverse,194,76,12,0.046511627906976744
no.bibsys,no.biz.annonser.data,218,1493,76,0.046483180428134555
no.c,no.kjemi,727,489,54,0.04647160068846816
no.nuug,no.uninett.skole,108,455,25,0.046468401486988845
no.reiser,no.student.nett,633,358,44,0.046462513199577615
no.alt.gledesutbrudd,no.marked,1358,6278,339,0.04645744826641086
no.alt.arkiv,no.news.drift,160,223,17,0.04644808743169399
no.embnet,no.org.efn.diskusjon,63,320,17,0.04644808743169399
no.c,no.tele,727,1842,114,0.04643584521384929
no.musikk,no.unix,2990,1157,184,0.0464294726217512
no.bibsys,no.student.samfund,218,188,18,0.04639175257731959
no.alkohol,no.alt.pompel-og-pilt,880,293,52,0.0463871543264942
no.general,no.org.efn.diskusjon,5478,320,257,0.046381519581303016
no.jus,no.student.samfund,1414,188,71,0.046374918354016983
no.ef,no.student.nett,319,358,30,0.04636785162287481
no.film,no.unix,1867,1157,134,0.04636678200692042
no.bibsys,no.uninett.katalog,218,53,12,0.04633204633204633
no.hobby.diverse,no.pc,790,5851,294,0.04632109658106192
no.biz.nettilbydere,no.radio-tv,656,1987,117,0.04631828978622328
no.alkohol,no.alt.katter,880,453,59,0.04631083202511774
no.alt.mat.drikke,no.folklore.edb,516,207,32,0.04630969609261939
no.linux,no.vitser,2391,2603,221,0.04630211606955793
no.alt.diskusjoner,no.folklore.edb,1895,207,93,0.04629168740666999
no.biz.diskusjoner,no.lisp,326,194,23,0.04627766599597585
no.psykologi,no.typografi,458,243,31,0.04626865671641791
no.biz.annonser.data,no.mac,1493,2036,156,0.046249629410020754
no.alt.amiga,no.alt.fan.de-lillos,93,88,8,0.046242774566473986
no.folklore.overtro,no.pressemeldinger.diskusjon,122,59,8,0.046242774566473986
no.alkohol,no.uninett.skole,880,455,59,0.04623824451410658
no.alt.god.jul,no.norsk,443,1503,86,0.046236559139784944
no.folklore.overtro,no.kjemi,122,489,27,0.046232876712328765
no.alt.god.jul,no.alt.mat,443,983,63,0.046221570066030816
no.mail.diverse,no.medisin,657,928,70,0.0462046204620462
no.ef,no.general,319,5478,256,0.04620104674246526
no.mail.drift,no.sources.wanted,243,142,17,0.04619565217391304
no.bolig,no.reiser,862,633,66,0.04618614415675298
no.multimedia,no.news.drift,910,223,50,0.046168051708217916
no.it.diverse,no.radio-tv,574,1987,113,0.04616013071895425
no.alt.pompel-og-pilt,no.c,293,727,45,0.046153846153846156
no.folklore.overtro,no.tegnsett,122,150,12,0.046153846153846156
no.reiser,no.stortinget,633,501,50,0.046125461254612546
no.ms-windows,no.vit.diverse,2456,449,128,0.046092906013683835
no.bolig,no.c,862,727,70,0.04608294930875576
no.biz.annonser.data,no.film,1493,1867,148,0.0460772104607721
no.alt.diskusjoner,no.lisp,1895,194,92,0.04606910365548322
no.folklore.generelt,no.vr,40,119,7,0.046052631578947366
no.multimedia,no.unix,910,1157,91,0.046052631578947366
no.news.drift,no.org.isoc-no,223,50,12,0.04597701149425287
no.eunet.diverse,no.folklore.generelt,74,40,5,0.045871559633027525
no.irc,no.uninett.skole,1141,455,70,0.045871559633027525
no.bolig,no.elektronikk,862,1920,122,0.04586466165413534
no.bibsys,no.kjemi,218,489,31,0.04585798816568047
no.kjemi,no.tegnsett,489,150,28,0.04582651391162029
no.audio,no.bolig,1992,862,125,0.04580432392817882
no.alt.flame,no.irc,1736,1141,126,0.04580152671755725
no.alt.radio-tv.irma-1000,no.sources.wanted,269,142,18,0.04580152671755725
no.news.drift,no.student.samfund,223,188,18,0.04580152671755725
no.alt.flame,no.media,1736,709,107,0.04576561163387511
no.perl,no.psykologi,479,458,41,0.04575892857142857
no.alkohol,no.bibsys,880,218,48,0.045714285714285714
no.biz.diskusjoner,no.news.drift,326,223,24,0.045714285714285714
no.elektronikk,no.it.diverse,1920,574,109,0.04570230607966457
no.ef,no.prat.seksualitet,319,848,51,0.0456989247311828
no.org.efn.diskusjon,no.prat.seksualitet,320,848,51,0.045658012533572066
no.marked.bolig,no.marked.jobb,537,1616,94,0.045653229723166586
no.jus,no.pressemeldinger,1414,328,76,0.04561824729891957
no.alt.gledesutbrudd,no.mac,1358,2036,148,0.04559457794208256
no.alt.sjokolade,no.folklore.overtro,635,122,33,0.04558011049723757
no.c,no.folklore.overtro,727,122,37,0.04556650246305419
no.alt.god.jul,no.irc,443,1141,69,0.04554455445544554
no.news.drift,no.pressemeldinger,223,328,24,0.04554079696394687
no.skole.diverse,no.student.nett,538,358,39,0.045507584597432905
no.biz.annonser,no.vitser,1973,2603,199,0.04546493031756911
no.alt.mat.drikke,no.sport.diverse,516,1094,70,0.045454545454545456
no.biz.diskusjoner,no.media,326,709,45,0.045454545454545456
no.embnet,no.eunet.drift,63,75,6,0.045454545454545456
no.prat.narkotika,no.prat.ufo,414,299,31,0.045454545454545456
no.alt.katter,no.norsk,453,1503,85,0.045430251202565476
no.news.drift,no.norsk,223,1503,75,0.04542701393095094
no.film,no.linux,1867,2391,185,0.04542106555364596
no.amiga,no.tele,1519,1842,146,0.04541213063763608
no.pc,no.religion,5851,1357,313,0.045395213923132706
no.news.diverse,no.video,1446,903,102,0.04539385847797063
no.alt.diskusjoner,no.it.emacs,1895,247,93,0.04538799414348463
no.kjemi,no.norsk.fagord,489,225,31,0.04538799414348463
no.alt.irc-treff,no.alt.pompel-og-pilt,237,293,23,0.045364891518737675
no.norsk,no.perl,1503,479,86,0.04535864978902954
no.alt.pompel-og-pilt,no.uninett.katalog,293,53,15,0.045317220543806644
no.marked.data,no.net,7009,862,341,0.0452855245683931
no.havforskning,no.org.nobug.diverse,201,76,12,0.045283018867924525
no.alt.mat.drikke,no.news.drift,516,223,32,0.04526166902404526
no.org.efn.diskusjon,no.sources.wanted,320,142,20,0.04524886877828054
no.kryptografi,no.prat.politikk,245,1118,59,0.04524539877300614
no.alt.katter,no.lisp,453,194,28,0.045234248788368334
no.marked.jobb,no.unix,1616,1157,120,0.04523181304183943
no.alt.god.jul,no.org.efn.diskusjon,443,320,33,0.045205479452054796
no.embnet,no.folklore.overtro,63,122,8,0.04519774011299435
no.alt.katter,no.vit.diverse,453,449,39,0.04519119351100811
no.bil,no.norsk,1920,1503,148,0.04519083969465649
no.alt.gledesutbrudd,no.biz.annonser,1358,1973,144,0.04518355820520866
no.multimedia,no.uninett.skole,910,455,59,0.0451761102603369
no.biz.nettilbydere,no.uninett.diverse,656,177,36,0.0451693851944793
no.prat.seksualitet,no.reiser,848,633,64,0.04516584333098095
no.perl,no.prat.politikk,479,1118,69,0.045157068062827224
no.alt.radio-tv.irma-1000,no.lisp,269,194,20,0.045146726862302484
no.bibsys,no.uninett.hjelp,218,83,13,0.04513888888888889
no.pressemeldinger,no.telepost,328,112,19,0.04513064133016627
no.alt.gledesutbrudd,no.lisp,1358,194,67,0.04511784511784512
no.lisp,no.stortinget,194,501,30,0.045112781954887216
no.biz.diskusjoner,no.folklore.edb,326,207,23,0.045098039215686274
no.kjemi,no.unix,489,1157,71,0.04507936507936508
no.folklore.generelt,no.org.nobug.diverse,40,76,5,0.04504504504504504
no.folklore.overtro,no.it.diverse,122,574,30,0.04504504504504504
no.biz.nettilbydere,no.elektronikk,656,1920,111,0.04503042596348884
no.alt.tegneserier,no.amiga,779,1519,99,0.045020463847203276
no.alt.arkiv,no.sources.wanted,160,142,13,0.04498269896193772
no.c,no.psykologi,727,458,51,0.04497354497354497
no.alt.arkiv,no.vr,160,119,12,0.0449438202247191
no.folklore.generelt,no.uninett.katalog,40,53,4,0.0449438202247191
no.psykologi,no.standard,458,100,24,0.0449438202247191
no.student.nett,no.uninett.diverse,358,177,23,0.044921875
no.marked.jobb,no.ms-windows,1616,2456,175,0.04490633820887863
no.amiga,no.unix,1519,1157,115,0.04490433424443577
no.litteratur,no.multimedia,1161,910,89,0.04490413723511604
no.amiga,no.jus,1519,1414,126,0.04488778054862843
no.norsk,no.typografi,1503,243,75,0.04488330341113106
no.it.diverse,no.marked.diskusjon,574,171,32,0.04488078541374474
no.alt.mat,no.prat.narkotika,983,414,60,0.04487658937920718
no.mail.drift,no.uninett.hjelp,243,83,14,0.04487179487179487
no.alt.config,no.uninett.hjelp,313,83,17,0.044854881266490766
no.alt.pompel-og-pilt,no.mail.drift,293,243,23,0.04483430799220273
no.elektronikk,no.unix,1920,1157,132,0.044821731748726654
no.org.efn.diskusjon,no.uninett.katalog,320,53,16,0.04481792717086835
no.psykologi,no.student.nett,458,358,35,0.04481434058898848
no.alt.mat,no.sport.diverse,983,1094,89,0.04476861167002012
no.medisin,no.ms-windows,928,2456,145,0.044766903365236185
no.biz.diskusjoner,no.eunet.hjelp,326,141,20,0.0447427293064877
no.alt.irc-treff,no.prat.politikk,237,1118,58,0.04471858134155744
no.alt.diskusjoner,no.bolig,1895,862,118,0.0447139067828723
no.alt.mat,no.multimedia,983,910,81,0.04470198675496689
no.litteratur,no.vitser,1161,2603,161,0.0446849847349431
no.lisp,no.prat.narkotika,194,414,26,0.044673539518900345
no.ef,no.mail.drift,319,243,24,0.04460966542750929
no.folklore.edb,no.norsk,207,1503,73,0.04459376908979841
no.multimedia,no.vit.diverse,910,449,58,0.044581091468101464
no.alt.katter,no.prat.narkotika,453,414,37,0.04457831325301205
no.ai,no.kjemi,214,489,30,0.04457652303120357
no.biz.nettilbydere,no.linux,656,2391,130,0.04456633527596846
no.amiga,no.media,1519,709,95,0.04453820909517112
no.alkohol,no.news.drift,880,223,47,0.04450757575757576
no.news.diverse,no.tegnsett,1446,150,68,0.04450261780104712
no.alt.arkiv,no.folklore.overtro,160,122,12,0.044444444444444446
no.news.drift,no.pressemeldinger.diskusjon,223,59,12,0.044444444444444446
no.speider,no.uninett.skole,368,455,35,0.044416243654822336
no.multimedia,no.stortinget,910,501,60,0.04441154700222058
no.alt.config,no.religion,313,1357,71,0.04440275171982489
no.marked.jobb,no.tele,1616,1842,147,0.04439746300211417
no.multimedia,no.typografi,910,243,49,0.044384057971014496
no.ai,no.mail.diverse,214,657,37,0.04436450839328537
no.alt.arkiv,no.student.nett,160,358,22,0.04435483870967742
no.alt.katter,no.kjemi,453,489,40,0.04434589800443459
no.amiga,no.linux,1519,2391,166,0.04433760683760684
no.film,no.mail.diverse,1867,657,107,0.04426975589573852
no.c,no.radio-tv,727,1987,115,0.04424778761061947
no.mail.diverse,no.student.nett,657,358,43,0.044238683127572016
no.jus,no.test,1414,6243,324,0.04418382653756989
no.alt.mat,no.hobby.diverse,983,790,75,0.044169611307420496
no.alt.mat,no.bolig,983,862,78,0.044142614601018676
no.amiga,no.spill,1519,2481,169,0.04411380840511616
no.prat.politikk,no.spill,1118,2481,152,0.04409631563678561
no.biz.annonser,no.marked.bolig,1973,537,106,0.04409317803660566
no.film,no.stortinget,1867,501,100,0.04409171075837742
no.alkohol,no.unix,880,1157,86,0.044079958995386984
no.org.efn.diskusjon,no.pressemeldinger.diskusjon,320,59,16,0.0440771349862259
no.org.efn.diskusjon,no.uninett.hjelp,320,83,17,0.04404145077720207
no.biz.diskusjoner,no.mail.drift,326,243,24,0.044036697247706424
no.mac,no.marked.jobb,2036,1616,154,0.0440251572327044
no.mac,no.prat.politikk,2036,1118,133,0.0440251572327044
no.bolig,no.tele,862,1842,114,0.044015444015444015
no.biz.nettilbydere,no.norsk,656,1503,91,0.044003868471953575
no.pressemeldinger,no.uninett.skole,328,455,33,0.044
no.kjemi,no.news.drift,489,223,30,0.04398826979472141
no.alt.pompel-og-pilt,no.mail.diverse,293,657,40,0.04395604395604396
no.video,no.www,903,3396,181,0.043953375424963574
no.biz.nettilbydere,no.it.emacs,656,247,38,0.04393063583815029
no.alt.tegneserier,no.hobby.diverse,779,790,66,0.043912175648702596
no.audio,no.norsk,1992,1503,147,0.04390681003584229
no.folklore.overtro,no.tungregning,122,92,9,0.04390243902439024
no.prat.politikk,no.sykkel,1118,999,89,0.04388560157790927
no.alt.tegneserier,no.psykologi,779,458,52,0.04388185654008439
no.hobby.diverse,no.litteratur,790,1161,82,0.043873729266987696
no.litteratur,no.net,1161,862,85,0.043859649122807015
no.mail.diverse,no.prat.narkotika,657,414,45,0.043859649122807015
no.prat.narkotika,no.skole.diverse,414,538,40,0.043859649122807015
no.alt.mat,no.pc,983,5851,287,0.043836871849702155
no.ef,no.www,319,3396,156,0.04383253722955886
no.pressemeldinger,no.psykologi,328,458,33,0.043824701195219126
no.audio,no.linux,1992,2391,184,0.04381995713265063
no.folklore.overtro,no.irc,122,1141,53,0.043801652892561986
no.alt.fan.de-lillos,no.biz,88,55,6,0.043795620437956206
no.havforskning,no.uninett.drift,201,85,12,0.043795620437956206
no.hobby.diverse,no.irc,790,1141,81,0.04378378378378378
no.tele,no.test,1842,6243,339,0.04376452362509682
no.bolig,no.video,862,903,74,0.04376108811354228
no.media,no.pc,709,5851,275,0.04375497215592681
no.alt.amiga,no.eunet.diverse,93,74,7,0.04375
no.multimedia,no.religion,910,1357,95,0.043738489871086556
no.alkohol,no.lisp,880,194,45,0.043731778425655975
no.biz.annonser.data,no.unix,1493,1157,111,0.043717999212288305
no.mail.diverse,no.marked.bolig,657,537,50,0.043706293706293704
no.biz.annonser.data,no.marked.bolig,1493,537,85,0.043701799485861184
no.bil,no.marked.jobb,1920,1616,148,0.043683589138134596
no.ai,no.uninett.skole,214,455,28,0.0436817472698908
no.alt.tegneserier,no.unix,779,1157,81,0.04366576819407008
no.perl,no.stortinget,479,501,41,0.043663471778487756
no.biz.annonser,no.prat.seksualitet,1973,848,118,0.0436551979282279
no.elektronikk,no.irc,1920,1141,128,0.043641322877599725
no.multimedia,no.student.nett,910,358,53,0.043621399176954734
no.alt.sjokolade,no.amiga,635,1519,90,0.0436046511627907
no.marked.bil,no.pc,998,5851,286,0.0435776321804053
no.media,no.ms-windows,709,2456,132,0.043521266073194856
no.amiga,no.musikk,1519,2990,188,0.04350844711872252
no.alt.irc-treff,no.mail.drift,237,243,20,0.043478260869565216
no.folklore.overtro,no.jus,122,1414,64,0.043478260869565216
no.net,no.psykologi,862,458,55,0.043478260869565216
no.lisp,no.uninett.skole,194,455,27,0.04340836012861737
no.litteratur,no.mac,1161,2036,133,0.04340731070496084
no.folklore.overtro,no.uninett.skole,122,455,24,0.0433996383363472
no.ai,no.mail.drift,214,243,19,0.04337899543378995
no.news.drift,no.tex,223,210,18,0.043373493975903614
no.norsk,no.video,1503,903,100,0.04336513443191674
no.alt.pompel-og-pilt,no.stortinget,293,501,33,0.04336399474375821
no.perl,no.typografi,479,243,30,0.04335260115606936
no.irc,no.mac,1141,2036,132,0.04334975369458128
no.mail.drift,no.uninett.skole,243,455,29,0.043348281016442454
no.typografi,no.uninett.skole,243,455,29,0.043348281016442454
no.kryptografi,no.tungregning,245,92,14,0.043343653250773995
no.prat.narkotika,no.student.samfund,414,188,25,0.043327556325823226
no.elektronikk,no.mail.diverse,1920,657,107,0.04331983805668016
no.alt.config,no.www,313,3396,154,0.043319268635724335
no.alkohol,no.tele,880,1842,113,0.04331161364507474
no.folklore.edb,no.prat.ufo,207,299,21,0.04329896907216495
no.alt.irc-treff,no.kryptografi,237,245,20,0.04329004329004329
no.folklore.generelt,no.havforskning,40,201,10,0.04329004329004329
no.unix,no.vitser,1157,2603,156,0.04328523862375139
no.standard,no.student.nett,100,358,19,0.04328018223234624
no.alt.pompel-og-pilt,no.eunet.hjelp,293,141,18,0.04326923076923077
no.multimedia,no.org.efn.diskusjon,910,320,51,0.043256997455470736
no.elektronikk,no.media,1920,709,109,0.04325396825396825
no.perl,no.standard,479,100,24,0.043243243243243246
no.alt.radio-tv.irma-1000,no.uninett.skole,269,455,30,0.043227665706051875
no.it.diverse,no.religion,574,1357,80,0.04321988114532685
no.alt.arkiv,no.alt.mat.drikke,160,516,28,0.043209876543209874
no.mail.diverse,no.student.samfund,657,188,35,0.043209876543209874
no.org.isoc-no,no.vr,50,119,7,0.043209876543209874
no.film,no.hobby.diverse,1867,790,110,0.043188064389477816
no.ai,no.kryptografi,214,245,19,0.04318181818181818
no.hobby.diverse,no.marked.bil,790,998,74,0.043173862310385065
no.linux,no.litteratur,2391,1161,147,0.04317180616740088
no.alt.flame,no.religion,1736,1357,128,0.043170320404721754
no.biz.annonser.data,no.irc,1493,1141,109,0.043168316831683165
no.alt.gledesutbrudd,no.marked.jobb,1358,1616,123,0.043142756927393895
no.news.drift,no.student.nett,223,358,24,0.04308797127468582
no.it.diverse,no.video,574,903,61,0.04307909604519774
no.amiga,no.bil,1519,1920,142,0.043069457082195936
no.news.drift,no.tungregning,223,92,13,0.04304635761589404
no.multimedia,no.nuug,910,108,42,0.0430327868852459
no.kryptografi,no.litteratur,245,1161,58,0.04302670623145401
no.kryptografi,no.psykologi,245,458,29,0.04302670623145401
no.psykologi,no.reiser,458,633,45,0.043021032504780114
no.mail.drift,no.norsk,243,1503,72,0.043010752688172046
no.alt.gledesutbrudd,no.folklore.overtro,1358,122,61,0.04298801973220578
no.bibsys,no.mail.drift,218,243,19,0.042986425339366516
no.ef,no.sources.wanted,319,142,19,0.042986425339366516
no.linux,no.multimedia,2391,910,136,0.04296998420221169
no.alt.irc-treff,no.jus,237,1414,68,0.04295641187618446
no.film,no.sykkel,1867,999,118,0.04294032023289665
no.lisp,no.prat.politikk,194,1118,54,0.04292527821939587
no.alt.tegneserier,no.elektronikk,779,1920,111,0.042890262751159196
no.alt.mat.drikke,no.religion,516,1357,77,0.04287305122494432
no.ef,no.vr,319,119,18,0.04285714285714286
no.news.drift,no.prat.seksualitet,223,848,44,0.042843232716650435
no.alt.tegneserier,no.prat.narkotika,779,414,49,0.04283216783216783
no.prat.ufo,no.student.samfund,299,188,20,0.042826552462526764
no.biz.nettilbydere,no.kryptografi,656,245,37,0.04282407407407408
no.alt.sjokolade,no.biz.nettilbydere,635,656,53,0.04281098546042003
no.folklore.overtro,no.prat.narkotika,122,414,22,0.042801556420233464
no.alt.gledesutbrudd,no.uninett.diverse,1358,177,63,0.042798913043478264
no.film,no.vit.diverse,1867,449,95,0.04277352543899145
no.alkohol,no.biz.annonser,880,1973,117,0.04276315789473684
no.audio,no.net,1992,862,117,0.04274753379612715
no.lisp,no.org.isoc-no,194,50,10,0.042735042735042736
no.mail.drift,no.media,243,709,39,0.04271631982475356
no.bibsys,no.speider,218,368,24,0.042704626334519574
no.bil,no.mac,1920,2036,162,0.042698998418555616
no.alt.fan.de-lillos,no.uninett.hjelp,88,83,7,0.042682926829268296
no.alt.tegneserier,no.biz.annonser.data,779,1493,93,0.04268012849931161
no.bolig,no.prat.politikk,862,1118,81,0.04265402843601896
no.irc,no.x,1141,228,56,0.04265041888804265
no.alt.katter,no.it.diverse,453,574,42,0.04263959390862944
no.biz.annonser,no.unix,1973,1157,128,0.04263824117255163
no.alt.config,no.norsk.fagord,313,225,22,0.04263565891472868
no.alt.config,no.multimedia,313,910,50,0.042625745950554135
no.alt.mat,no.biz.nettilbydere,983,656,67,0.04262086513994911
no.alt.irc-treff,no.x,237,228,19,0.042600896860986545
no.c,no.spill,727,2481,131,0.04257393565160871
no.alt.irc-treff,no.vit.diverse,237,449,28,0.0425531914893617
no.havforskning,no.sources.wanted,201,142,14,0.0425531914893617
no.student.nett,no.uninett.hjelp,358,83,18,0.0425531914893617
no.alt.mat.drikke,no.kjemi,516,489,41,0.04253112033195021
no.havforskning,no.mail.diverse,201,657,35,0.0425273390036452
no.ms-windows,no.video,2456,903,137,0.04252017380509
no.alkohol,no.multimedia,880,910,73,0.0425160163075131
no.bolig,no.marked.jobb,862,1616,101,0.04249053428691628
no.alt.radio-tv.irma-1000,no.org.efn.diskusjon,269,320,24,0.04247787610619469
no.bil,no.mail.diverse,1920,657,105,0.04247572815533981
no.media,no.tegnsett,709,150,35,0.04247572815533981
no.ai,no.biz.diskusjoner,214,326,22,0.04247104247104247
no.mac,no.ms-windows,2036,2456,183,0.04246925040612671
no.alkohol,no.elektronikk,880,1920,114,0.04244229337304542
no.alt.pompel-og-pilt,no.standard,293,100,16,0.042440318302387266
no.ef,no.eunet.diverse,319,74,16,0.042440318302387266
no.film,no.ms-windows,1867,2456,176,0.042440318302387266
no.alt.pompel-og-pilt,no.net,293,862,47,0.042418772563176894
no.kryptografi,no.org.isoc-no,245,50,12,0.04240282685512368
no.alt.mat,no.it.emacs,983,247,50,0.0423728813559322
no.alt.radio-tv.irma-1000,no.standard,269,100,15,0.0423728813559322
no.bolig,no.ef,862,319,48,0.04236540158870256
no.alt.sjokolade,no.uninett.diverse,635,177,33,0.04236200256739409
no.alt.mat.drikke,no.bolig,516,862,56,0.04236006051437216
no.biz.diskusjoner,no.news.diverse,326,1446,72,0.042352941176470586
no.c,no.uninett.skole,727,455,48,0.042328042328042326
no.bolig,no.net,862,862,70,0.04232164449818621
no.bolig,no.norsk,862,1503,96,0.042309387395328336
no.alt.irc-treff,no.alt.katter,237,453,28,0.04229607250755287
no.alt.config,no.pressemeldinger,313,328,26,0.04227642276422764
no.alt.katter,no.student.samfund,453,188,26,0.04227642276422764
no.sources.wanted,no.x,142,228,15,0.04225352112676056
no.alt.sjokolade,no.it.diverse,635,574,49,0.04224137931034483
no.c,no.ms-windows,727,2456,129,0.04223968565815324
no.hobby.diverse,no.religion,790,1357,87,0.04223300970873786
no.folklore.edb,no.student.samfund,207,188,16,0.04221635883905013
no.alkohol,no.marked.jobb,880,1616,101,0.042171189979123176
no.alt.katter,no.bil,453,1920,96,0.04216073781291173
no.kjemi,no.x,489,228,29,0.04215116279069767
no.linux,no.prat.seksualitet,2391,848,131,0.042149292149292146
no.alt.tegneserier,no.tele,779,1842,106,0.04214711729622266
no.irc,no.marked,1141,6278,300,0.04214075010535188
no.biz.diskusjoner,no.typografi,326,243,23,0.04212454212454213
no.alt.mat,no.ms-windows,983,2456,139,0.04212121212121212
no.ai,no.uninett.hjelp,214,83,12,0.042105263157894736
no.alt.mat.drikke,no.www,516,3396,158,0.04208843899840171
no.alt.radio-tv.irma-1000,no.uninett.diverse,269,177,18,0.04205607476635514
no.havforskning,no.kryptografi,201,245,18,0.04205607476635514
no.marked.diskusjon,no.vit.diverse,171,449,25,0.04201680672268908
no.multimedia,no.perl,910,479,56,0.042010502625656414
no.pc,no.sport.diverse,5851,1094,280,0.042010502625656414
no.alt.god.jul,no.biz.diskusjoner,443,326,31,0.04200542005420054
no.alt.pompel-og-pilt,no.x,293,228,21,0.042
no.alt.god.jul,no.prat.seksualitet,443,848,52,0.041969330104923326
no.marked,no.prat.seksualitet,6278,848,287,0.04196519959058342
no.alt.katter,no.litteratur,453,1161,65,0.04196255648805681
no.eunet.drift,no.news.drift,75,223,12,0.04195804195804196
no.news.drift,no.prat.politikk,223,1118,54,0.04195804195804196
no.general,no.psykologi,5478,458,239,0.04195190451114622
no.linux,no.mail.drift,2391,243,106,0.041930379746835444
no.bolig,no.general,862,5478,255,0.0419063270336894
no.biz.diskusjoner,no.irc,326,1141,59,0.04190340909090909
no.c,no.typografi,727,243,39,0.04189044038668099
no.biz.nettilbydere,no.skole.diverse,656,538,48,0.041884816753926704
no.linux,no.marked.jobb,2391,1616,161,0.04186167446697868
no.alt.mat.drikke,no.uninett.skole,516,455,39,0.04184549356223176
no.test,no.unix,6243,1157,297,0.04181331831620442
no.biz.annonser,no.prat.politikk,1973,1118,124,0.04179305695989215
no.litteratur,no.spill,1161,2481,146,0.041762013729977114
no.kjemi,no.religion,489,1357,74,0.0417607223476298
no.alt.diskusjoner,no.biz.diskusjoner,1895,326,89,0.04174484052532833
no.alt.mat.drikke,no.student.nett,516,358,35,0.041716328963051254
no.alt.tegneserier,no.sport.diverse,779,1094,75,0.04171301446051168
no.kjemi,no.multimedia,489,910,56,0.04169769173492182
no.alt.fan.de-lillos,no.alt.irc-treff,88,237,13,0.041666666666666664
no.bibsys,no.folklore.edb,218,207,17,0.041666666666666664
no.biz.nettilbydere,no.lisp,656,194,34,0.041666666666666664
no.c,no.prat.seksualitet,727,848,63,0.041666666666666664
no.eunet.diverse,no.havforskning,74,201,11,0.041666666666666664
no.eunet.drift,no.tegnsett,75,150,9,0.041666666666666664
no.folklore.overtro,no.medisin,122,928,42,0.041666666666666664
no.student.nett,no.tungregning,358,92,18,0.041666666666666664
no.alt.gledesutbrudd,no.mail.drift,1358,243,64,0.04163955757970072
no.alt.mat.drikke,no.multimedia,516,910,57,0.04163623082542001
no.norsk,no.sykkel,1503,999,100,0.041631973355537054
no.alt.tegneserier,no.prat.seksualitet,779,848,65,0.041613316261203584
no.film,no.test,1867,6243,324,0.04161315181094272
no.marked.jobb,no.musikk,1616,2990,184,0.041610131162369966
no.bibsys,no.psykologi,218,458,27,0.04160246533127889
no.alt.pompel-og-pilt,no.student.nett,293,358,26,0.0416
no.folklore.overtro,no.perl,122,479,24,0.0415944540727903
no.mail.drift,no.student.nett,243,358,24,0.0415944540727903
no.nuug,no.speider,108,368,19,0.04157549234135667
no.alkohol,no.sykkel,880,999,75,0.041574279379157426
no.biz.nettilbydere,no.marked.diskusjon,656,171,33,0.041561712846347604
no.alt.pompel-og-pilt,no.uninett.hjelp,293,83,15,0.04155124653739612
no.general,no.skole.diverse,5478,538,240,0.04155124653739612
no.hobby.diverse,no.kjemi,790,489,51,0.041530944625407164
no.psykologi,no.vr,458,119,23,0.04151624548736462
no.alt.mat,no.sykkel,983,999,79,0.04151339989490278
no.news.drift,no.org.dnd,223,53,11,0.04150943396226415
no.news.drift,no.uninett.katalog,223,53,11,0.04150943396226415
no.embnet,no.student.samfund,63,188,10,0.04149377593360996
no.linux,no.org.efn.diskusjon,2391,320,108,0.041490587783326933
no.bil,no.prat.politikk,1920,1118,121,0.0414809736030168
no.ef,no.nuug,319,108,17,0.041463414634146344
no.multimedia,no.musikk.gitar,910,798,68,0.041463414634146344
no.norsk.fagord,no.unix,225,1157,55,0.04144687264506405
no.biz.annonser.data,no.vitser,1493,2603,163,0.04144419018560895
no.tegnsett,no.unix,150,1157,52,0.04143426294820717
no.bolig,no.ms-windows,862,2456,132,0.04143126177024482
no.alt.mat.drikke,no.student.samfund,516,188,28,0.04142011834319527
no.alt.radio-tv.irma-1000,no.uninett.hjelp,269,83,14,0.04142011834319527
no.marked.diskusjon,no.media,171,709,35,0.04142011834319527
no.bolig,no.prat.seksualitet,862,848,68,0.04141291108404385
no.alt.gledesutbrudd,no.x,1358,228,63,0.04136572554169402
no.alt.diskusjoner,no.kryptografi,1895,245,85,0.0413625304136253
no.lisp,no.uninett.hjelp,194,83,11,0.041353383458646614
no.it.diverse,no.student.nett,574,358,37,0.041340782122905026
no.ef,no.tex,319,210,21,0.04133858267716536
no.alt.god.jul,no.sport.diverse,443,1094,61,0.041327913279132794
no.elektronikk,no.mac,1920,2036,157,0.0413266649118189
no.alt.pompel-og-pilt,no.uninett.drift,293,85,15,0.04132231404958678
no.alt.sjokolade,no.it.emacs,635,247,35,0.04132231404958678
