newsgroup_a,newsgroup_b,users_a,users_b,shared_users,jaccard
no.bil,no.news.diverse,2153,1892,230,0.06028833551769332
no.alt.irc-treff,no.lisp,296,302,34,0.06028368794326241
no.eunet.drift,no.nuug,135,164,17,0.06028368794326241
no.religion,no.vitser,1583,3555,292,0.06025588113908378
no.alt.config,no.vit.diverse,407,473,50,0.060240963855421686
no.org.efn.diskusjon,no.student.nett,446,452,51,0.0602125147579693
no.alt.arkiv,no.tungregning,199,118,18,0.06020066889632107
no.amiga,no.multimedia,1543,1383,166,0.060144927536231886
no.ef,no.prat.narkotika,567,526,62,0.06013579049466537
no.film,no.mac,2587,2742,302,0.06007559180425701
no.biz.annonser.data,no.mail.diverse,1548,993,144,0.060075093867334166
no.kryptografi,no.stortinget,359,665,58,0.060041407867494824
no.alt.gledesutbrudd,no.prat.narkotika,1753,526,129,0.06
no.bibsys,no.litteratur,235,1532,100,0.059988002399520096
no.ef,no.perl,567,564,64,0.05998125585754452
no.radio-tv,no.stortinget,2075,665,155,0.059961315280464215
no.alt.pompel-og-pilt,no.vr,329,166,28,0.059957173447537475
no.alt.katter,no.org.efn.diskusjon,774,446,69,0.05994787141615986
no.biz.nettilbydere,no.multimedia,686,1383,117,0.05993852459016393
no.audio,no.mail.diverse,2492,993,197,0.05991484184914842
no.alt.gledesutbrudd,no.spill,1753,2992,268,0.05986151440696895
no.alt.config,no.unix,407,1435,104,0.05983889528193326
no.alt.radio-tv.irma-1000,no.bil,309,2153,139,0.05983641842445114
no.it.diverse,no.prat.seksualitet,605,883,84,0.05982905982905983
no.tex,no.vit.diverse,218,473,39,0.0598159509202454
no.alt.tegneserier,no.video,1043,942,112,0.0597971169247197
no.alt.pompel-og-pilt,no.bil,329,2153,140,0.059777967549103334
no.alkohol,no.prat.seksualitet,1192,883,117,0.05975485188968335
no.alt.gledesutbrudd,no.mail.drift,1753,430,123,0.05970873786407767
no.kryptografi,no.perl,359,564,52,0.05970149253731343
no.kryptografi,no.typografi,359,280,36,0.05970149253731343
no.news.drift,no.vit.diverse,379,473,48,0.05970149253731343
no.musikk.gitar,no.news.drift,1148,379,86,0.05968077723802915
no.alt.irc-treff,no.folklore.edb,296,219,29,0.059670781893004114
no.tex,no.unix,218,1435,93,0.05961538461538462
no.amiga,no.audio,1543,2492,227,0.05961134453781513
no.biz.nettilbydere,no.stortinget,686,665,76,0.0596078431372549
no.linux,no.test,3019,6386,529,0.059598918431726
no.havforskning,no.sources.list,397,101,28,0.059574468085106386
no.alt.frustrasjoner,no.it.emacs,3039,394,193,0.0595679012345679
no.alt.arkiv,no.uninett.katalog,199,68,15,0.05952380952380952
no.amiga,no.net,1543,1216,155,0.05952380952380952
no.alt.god.jul,no.audio,570,2492,172,0.05951557093425606
no.ai,no.alt.radio_tv.irma1000,254,209,26,0.059496567505720827
no.news.drift,no.typografi,379,280,37,0.0594855305466238
no.folklore.overtro,no.uninett.diverse,130,262,22,0.05945945945945946
no.mail.drift,no.x,430,301,41,0.059420289855072465
no.bil,no.havforskning,2153,397,143,0.059410054009140005
no.alkohol,no.net,1192,1216,135,0.05939287285525737
no.kryptografi,no.x,359,301,37,0.0593900481540931
no.ef,no.linux,567,3019,201,0.059379615952732646
no.alt.pompelog,no.org.efn.diskusjon,143,446,33,0.05935251798561151
no.alt.radio-tv.irma-1000,no.jus,309,1851,121,0.05934281510544385
no.alt.mat,no.org.efn.diskusjon,1286,446,97,0.05932721712538226
no.alt.god.jul,no.media,570,734,73,0.059301380991064176
no.uninett.katalog,no.uninett.skole,68,522,33,0.059245960502693
no.news.diverse,no.sykkel,1892,1148,170,0.059233449477351915
no.it.diverse,no.stortinget,605,665,71,0.05921601334445371
no.prat.politikk,no.vitser,1150,3555,263,0.05920756416028816
no.amiga,no.biz.annonser,1543,2197,209,0.059190031152647975
no.standard,no.x,129,301,24,0.059113300492610835
no.elektronikk,no.marked.bil,2250,1423,205,0.0591118800461361
no.alt.mat.drikke,no.prat.seksualitet,659,883,86,0.059065934065934064
no.net,no.vitser,1216,3555,266,0.05904550499445061
no.net,no.religion,1216,1583,156,0.05902383654937571
no.linux,no.spill,3019,2992,335,0.05902043692741367
no.ms-windows,no.test,3235,6386,536,0.05899834892680242
no.folklore.overtro,no.x,130,301,24,0.05896805896805897
no.ai,no.tegnsett,254,249,28,0.05894736842105263
no.marked.data,no.net,7987,1216,512,0.058911517661949145
no.alt.irc-treff,no.ef,296,567,48,0.05889570552147239
no.audio,no.spill,2492,2992,305,0.05889167793010234
no.alt.mat.drikke,no.reiser,659,1050,95,0.05885997521685254
no.alt.gledesutbrudd,no.bil,1753,2153,217,0.058823529411764705
no.c,no.pc,1036,7028,448,0.058823529411764705
no.ef,no.eunet.drift,567,135,39,0.058823529411764705
no.embnet,no.tungregning,260,118,21,0.058823529411764705
no.alt.diskusjoner,no.uninett.diverse,2367,262,146,0.05879983890455095
no.folklore.edb,no.mail.drift,219,430,36,0.05872756933115824
no.marked.data,no.radio-tv,7987,2075,558,0.058712121212121215
no.biz.annonser,no.video,2197,942,174,0.058684654300168636
no.alt.sjokolade,no.elektronikk,656,2250,161,0.05865209471766849
no.alt.gledesutbrudd,no.mac,1753,2742,249,0.05864342910975035
no.alt.mat.drikke,no.medisin,659,1038,94,0.058640049906425455
no.stortinget,no.www,665,3452,228,0.0586268963743893
no.litteratur,no.skole.diverse,1532,563,116,0.05861546235472461
no.prat.politikk,no.sport.diverse,1150,1507,147,0.05856573705179283
no.alt.config,no.typografi,407,280,38,0.05855161787365177
no.alt.motorsykler,no.marked.bil,1688,1423,172,0.05852330724736305
no.tungregning,no.typografi,118,280,22,0.05851063829787234
no.uninett.skole,no.vit.diverse,522,473,55,0.05851063829787234
no.alt.diskusjoner,no.amiga,2367,1543,216,0.05847319978343259
no.bibsys,no.bolig,235,978,67,0.05846422338568935
no.alt.gledesutbrudd,no.radio_tv,1753,583,129,0.05845038513819665
no.media,no.uninett.diverse,734,262,55,0.05844845908607864
no.folklore.overtro,no.kryptografi,130,359,27,0.05844155844155844
no.alt.tegneserier,no.marked.jobb,1043,2181,178,0.058437294812869335
no.havforskning,no.speider,397,491,49,0.058402860548271755
no.alt.diskusjoner,no.biz.annonser.data,2367,1548,216,0.058394160583941604
no.prat.narkotika,no.prat.ufo,526,327,47,0.05831265508684864
no.hobby.diverse,no.jus,817,1851,147,0.058310194367314556
no.elektronikk,no.norsk,2250,1962,232,0.05829145728643216
no.typografi,no.x,280,301,32,0.058287795992714025
no.folklore.overtro,no.news.drift,130,379,28,0.058212058212058215
no.marked.bolig,no.marked.jobb,892,2181,169,0.058195592286501376
no.ef,no.sport.diverse,567,1507,114,0.058163265306122446
no.perl,no.vit.diverse,564,473,57,0.058163265306122446
no.it.emacs,no.norsk.fagord,394,243,35,0.05813953488372093
no.alt.mat.drikke,no.net,659,1216,103,0.05812641083521445
no.mail.drift,no.typografi,430,280,39,0.05812220566318927
no.alt.frustrasjoner,no.psykologi,3039,584,199,0.058119158878504676
no.alt.sjokolade,no.vit.diverse,656,473,62,0.05810684161199625
no.alt.config,no.biz.nettilbydere,407,686,60,0.05808325266214908
no.elektronikk,no.mac,2250,2742,274,0.05807545570156846
no.alkohol,no.lisp,1192,302,82,0.05807365439093484
no.alt.mat.drikke,no.radio-tv,659,2075,150,0.05804953560371517
no.audio,no.ms-windows,2492,3235,314,0.058008498060225386
no.bil,no.litteratur,2153,1532,202,0.05799598047660063
no.lisp,no.stortinget,302,665,53,0.05798687089715536
no.sport.diverse,no.stortinget,1507,665,119,0.05796395518753044
no.alt.config,no.multimedia,407,1383,98,0.057919621749408984
no.ef,no.student.samfund,567,255,45,0.05791505791505792
no.alt.gledesutbrudd,no.it.diverse,1753,605,129,0.05787348586810229
no.ef,no.folklore.edb,567,219,43,0.05787348586810229
no.hobby.diverse,no.prat.seksualitet,817,883,93,0.05787181082762912
no.sources.wanted,no.vr,218,166,21,0.05785123966942149
no.tungregning,no.uninett.skole,118,522,35,0.05785123966942149
no.org.efn.diskusjon,no.tele,446,2097,139,0.057820299500831944
no.jus,no.perl,1851,564,132,0.05781865965834428
no.alt.katter,no.kjemi,774,745,83,0.057799442896935935
no.alt.frustrasjoner,no.it.diverse,3039,605,199,0.05776487663280116
no.biz.annonser,no.media,2197,734,160,0.057740887766149405
no.havforskning,no.org.efn.diskusjon,397,446,46,0.05771643663739021
no.general,no.prat.seksualitet,7075,883,434,0.05768208399787347
no.film,no.marked.jobb,2587,2181,260,0.05767524401064774
no.alt.tegneserier,no.www,1043,3452,245,0.05764705882352941
no.alt.god.jul,no.norsk,570,1962,138,0.05764411027568922
no.alt.god.jul,no.nuug,570,164,40,0.05763688760806916
no.alt.sjokolade,no.religion,656,1583,122,0.05762871988663203
no.lisp,no.medisin,302,1038,73,0.05761641673243883
no.irc,no.psykologi,1472,584,112,0.05761316872427984
no.speider,no.uninett.diverse,491,262,41,0.05758426966292135
no.alt.frustrasjoner,no.kjemi,3039,745,206,0.05757406372275014
no.alt.config,no.alt.flame,407,2514,159,0.057566980448950034
no.general,no.sport.diverse,7075,1507,467,0.05754775107825015
no.marked.data,no.test,7987,6386,782,0.05753807666838349
no.alt.gledesutbrudd,no.perl,1753,564,126,0.05750798722044728
no.alt.mat,no.linux,1286,3019,234,0.05747973470891673
no.alt.god.jul,no.bil,570,2153,148,0.05747572815533981
no.jus,no.sykkel,1851,1148,163,0.057475317348378
no.medisin,no.www,1038,3452,244,0.0574658502119642
no.alt.diskusjoner,no.sykkel,2367,1148,191,0.05746089049338147
no.alt.mat,no.stortinget,1286,665,106,0.05745257452574526
no.alt.sjokolade,no.it.emacs,656,394,57,0.05740181268882175
no.marked,no.norsk,8430,1962,564,0.057387057387057384
no.mail.drift,no.vit.diverse,430,473,49,0.05737704918032787
no.mail.drift,no.uninett.katalog,430,68,27,0.05732484076433121
no.linux,no.prat.politikk,3019,1150,226,0.057316763885366474
no.alt.katter,no.litteratur,774,1532,125,0.05731315910132966
no.ef,no.medisin,567,1038,87,0.05731225296442688
no.news.diverse,no.radio_tv,1892,583,134,0.05724049551473729
no.alt.mat.drikke,no.it.emacs,659,394,57,0.0572289156626506
no.radio-tv,no.unix,2075,1435,190,0.0572289156626506
no.kjemi,no.religion,745,1583,126,0.05722070844686648
no.alt.mat.drikke,no.kryptografi,659,359,55,0.05711318795430945
no.alt.god.jul,no.news.diverse,570,1892,133,0.05710605410047231
no.media,no.sport.diverse,734,1507,121,0.05707547169811321
no.alt.diskusjoner,no.mail.drift,2367,430,151,0.057067271352985637
no.ms-windows,no.unix,3235,1435,252,0.057039384336803986
no.kryptografi,no.multimedia,359,1383,94,0.05703883495145631
no.norsk,no.uninett.diverse,1962,262,120,0.057034220532319393
no.sport.diverse,no.vitser,1507,3555,273,0.057005637920233866
no.alt.god.jul,no.alt.radio_tv.irma1000,570,209,42,0.05698778833107191
no.alt.katter,no.lisp,774,302,58,0.05697445972495088
no.biz.diskusjoner,no.jus,431,1851,123,0.05697081982399259
no.biz.nettilbydere,no.org.efn.diskusjon,686,446,61,0.05695611577964519
no.bibsys,no.kryptografi,235,359,32,0.05693950177935943
no.alt.diskusjoner,no.reiser,2367,1050,184,0.05691308382307454
no.ai,no.alt.sjokolade,254,656,49,0.056910569105691054
no.embnet,no.folklore.overtro,260,130,21,0.056910569105691054
no.biz.annonser.data,no.jus,1548,1851,183,0.05690298507462686
no.alt.frustrasjoner,no.news.drift,3039,379,184,0.05689548546691404
no.alkohol,no.tele,1192,2097,177,0.05687660668380463
no.amiga,no.pc,1543,7028,461,0.056843403205918616
no.elektronikk,no.embnet,2250,260,135,0.056842105263157895
no.alt.radio-tv.irma-1000,no.litteratur,309,1532,99,0.05683122847301952
no.alt.frustrasjoner,no.sykkel,3039,1148,225,0.056789500252397776
no.elektronikk,no.mail.drift,2250,430,144,0.056782334384858045
no.bil,no.mac,2153,2742,263,0.05677892918825561
no.alt.tegneserier,no.vitser,1043,3555,247,0.056768558951965066
no.alt.gledesutbrudd,no.elektronikk,1753,2250,215,0.05675818373812038
no.norsk.fagord,no.org.efn.diskusjon,243,446,37,0.05674846625766871
no.alt.frustrasjoner,no.biz.nettilbydere,3039,686,200,0.05673758865248227
no.spill,no.tele,2992,2097,273,0.056686046511627904
no.elektronikk,no.prat.seksualitet,2250,883,168,0.0566610455311973
no.psykologi,no.sources.wanted,584,218,43,0.05665349143610013
no.hobby.diverse,no.net,817,1216,109,0.056652806652806656
no.alt.config,no.norsk,407,1962,127,0.056645851917930416
no.alt.mat,no.multimedia,1286,1383,143,0.05661124307205067
no.embnet,no.eunet.hjelp,260,244,27,0.05660377358490566
no.mail.drift,no.uninett.skole,430,522,51,0.05660377358490566
no.typografi,no.uninett.drift,280,112,21,0.05660377358490566
no.biz.nettilbydere,no.prat.seksualitet,686,883,84,0.05656565656565657
no.alt.god.jul,no.film,570,2587,169,0.056559571619812586
no.marked.jobb,no.musikk,2181,3667,313,0.05654923215898826
no.org.efn.diskusjon,no.prat.narkotika,446,526,52,0.05652173913043478
no.multimedia,no.uninett.diverse,1383,262,88,0.056518946692357096
no.alt.sjokolade,no.uninett.skole,656,522,63,0.05650224215246637
no.alt.frustrasjoner,no.biz.annonser,3039,2197,280,0.05649717514124294
no.alt.sjokolade,no.norsk,656,1962,140,0.05649717514124294
no.alt.gledesutbrudd,no.test,1753,6386,435,0.05646417445482866
no.alt.mat.drikke,no.kjemi,659,745,75,0.056433408577878104
no.hobby.diverse,no.prat.politikk,817,1150,105,0.05639097744360902
no.litteratur,no.news.drift,1532,379,102,0.05638474295190713
no.biz.annonser,no.radio-tv,2197,2075,228,0.05637982195845697
no.hobby.diverse,no.sport.diverse,817,1507,124,0.056363636363636366
no.alt.arkiv,no.sources.list,199,101,16,0.056338028169014086
no.biz.diskusjoner,no.eunet.hjelp,431,244,36,0.056338028169014086
no.kryptografi,no.news.diverse,359,1892,120,0.05631159080244017
no.alt.god.jul,no.radio-tv,570,2075,141,0.056309904153354635
no.alt.gledesutbrudd,no.biz.nettilbydere,1753,686,130,0.056301429190125596
no.psykologi,no.standard,584,129,38,0.056296296296296296
no.havforskning,no.vr,397,166,30,0.05628517823639775
no.biz.nettilbydere,no.unix,686,1435,113,0.05627490039840637
no.uninett.drift,no.x,112,301,22,0.056265984654731455
no.kjemi,no.musikk,745,3667,235,0.056260474024419437
no.alt.diskusjoner,no.it.emacs,2367,394,147,0.056235654169854626
no.prat.politikk,no.pressemeldinger,1150,334,79,0.056227758007117434
no.sources.wanted,no.stortinget,218,665,47,0.056220095693779906
no.alt.sjokolade,no.marked.jobb,656,2181,151,0.056217423678332094
no.student.nett,no.uninett.diverse,452,262,38,0.05621301775147929
no.alkohol,no.bil,1192,2153,178,0.05620461004104831
no.alt.mat.drikke,no.biz.diskusjoner,659,431,58,0.0562015503875969
no.ef,no.vr,567,166,39,0.056195965417867436
no.tegnsett,no.uninett.skole,249,522,41,0.056164383561643834
no.musikk,no.sport.diverse,3667,1507,275,0.056133904878546644
no.ef,no.typografi,567,280,45,0.05610972568578554
no.standard,no.telepost,129,417,29,0.05609284332688588
no.alt.gledesutbrudd,no.musikk.gitar,1753,1148,154,0.056061157626501636
no.nuug,no.stortinget,164,665,44,0.05605095541401274
no.lisp,no.student.nett,302,452,40,0.056022408963585436
no.biz.nettilbydere,no.folklore.edb,686,219,48,0.056009334889148193
no.it.diverse,no.media,605,734,71,0.055993690851735015
no.c,no.vit.diverse,1036,473,80,0.05598320503848846
no.jus,no.radio_tv,1851,583,129,0.05596529284164859
no.alt.arkiv,no.bibsys,199,235,23,0.05596107055961071
no.alkohol,no.sport.diverse,1192,1507,143,0.05594679186228482
no.it.diverse,no.linux,605,3019,192,0.055944055944055944
no.irc,no.kryptografi,1472,359,97,0.05594002306805075
no.alt.arkiv,no.kjemi,199,745,50,0.05592841163310962
no.litteratur,no.prat.narkotika,1532,526,109,0.055926115956900974
no.alt.arkiv,no.eunet.diverse,199,141,18,0.055900621118012424
no.mail.drift,no.tungregning,430,118,29,0.055876685934489405
no.biz.nettilbydere,no.bolig,686,978,88,0.05583756345177665
no.alt.mat,no.news.drift,1286,379,88,0.05580215599239061
no.it.diverse,no.news.drift,605,379,52,0.055793991416309016
no.biz.annonser,no.mac,2197,2742,261,0.05579307396323215
no.audio,no.kjemi,2492,745,171,0.05577299412915851
no.prat.politikk,no.prat.ufo,1150,327,78,0.05575411007862759
no.alt.katter,no.alt.motorsykler,774,1688,130,0.05574614065180103
no.kjemi,no.unix,745,1435,115,0.05569007263922518
no.alt.radio-tv.irma-1000,no.biz.diskusjoner,309,431,39,0.05563480741797432
no.religion,no.spill,1583,2992,241,0.05560682971850484
no.jus,no.uninett.skole,1851,522,125,0.055604982206405695
no.norsk,no.radio_tv,1962,583,134,0.05557859809207798
no.alt.gullkorn,no.svar,7,12,1,0.05555555555555555
no.folklore.overtro,no.pressemeldinger.diskusjon,130,79,11,0.05555555555555555
no.irc,no.marked,1472,8430,521,0.055537789148278435
no.alt.arkiv,no.alt.diskusjoner,199,2367,135,0.05553270259152612
no.audio,no.hobby.diverse,2492,817,174,0.05550239234449761
no.media,no.student.samfund,734,255,52,0.05549626467449306
no.alt.tegneserier,no.mac,1043,2742,199,0.05549358616843279
no.biz.nettilbydere,no.hobby.diverse,686,817,79,0.05547752808988764
no.jus,no.uninett.diverse,1851,262,111,0.05544455544455545
no.alt.sjokolade,no.musikk,656,3667,227,0.055419921875
no.alt.irc-treff,no.alt.mat,296,1286,83,0.05537024683122081
no.alt.sjokolade,no.psykologi,656,584,65,0.05531914893617021
no.it.emacs,no.uninett.skole,394,522,48,0.055299539170506916
no.alt.config,no.it.diverse,407,605,53,0.05526590198123045
no.elektronikk,no.litteratur,2250,1532,198,0.05524553571428571
no.religion,no.unix,1583,1435,158,0.05524475524475524
no.it.diverse,no.org.efn.diskusjon,605,446,55,0.055220883534136546
no.linux,no.vitser,3019,3555,344,0.05521669341894061
no.news.drift,no.tungregning,379,118,26,0.055201698513800426
no.alt.tegneserier,no.spill,1043,2992,211,0.05517782426778243
no.hobby.diverse,no.medisin,817,1038,97,0.055176336746302616
no.prat.politikk,no.reiser,1150,1050,115,0.05515587529976019
no.bolig,no.mail.diverse,978,993,103,0.05513918629550321
no.kryptografi,no.medisin,359,1038,73,0.05513595166163142
no.org.efn.diskusjon,no.vit.diverse,446,473,48,0.05510907003444317
no.ai,no.standard,254,129,20,0.05509641873278237
no.hobby.diverse,no.radio-tv,817,2075,151,0.05508938343670193
no.film,no.musikk.gitar,2587,1148,195,0.05508474576271186
no.alt.sjokolade,no.news.drift,656,379,54,0.05504587155963303
no.stortinget,no.tele,665,2097,144,0.05500381970970206
no.alkohol,no.alt.motorsykler,1192,1688,150,0.054945054945054944
no.embnet,no.uninett.hjelp,260,124,20,0.054945054945054944
no.folklore.overtro,no.media,130,734,45,0.054945054945054944
no.tex,no.uninett.diverse,218,262,25,0.054945054945054944
no.org.efn.diskusjon,no.www,446,3452,203,0.05493910690121786
no.irc,no.radio_tv,1472,583,107,0.054928131416837785
no.alt.gledesutbrudd,no.audio,1753,2492,221,0.05492047713717694
no.alt.arkiv,no.uninett.diverse,199,262,24,0.05491990846681922
no.kryptografi,no.tex,359,218,30,0.054844606946983544
no.ef,no.nuug,567,164,38,0.05483405483405483
no.alt.radio-tv.irma-1000,no.elektronikk,309,2250,133,0.05482275350370981
no.eunet.diverse,no.telepost,141,417,29,0.054820415879017016
no.alt.god.jul,no.biz.diskusjoner,570,431,52,0.0547945205479452
no.folklore.overtro,no.student.samfund,130,255,20,0.0547945205479452
no.kjemi,no.prat.narkotika,745,526,66,0.054771784232365145
no.alt.mat.drikke,no.bolig,659,978,85,0.0547680412371134
no.hobby.diverse,no.uninett.diverse,817,262,56,0.05474095796676442
no.embnet,no.stortinget,260,665,48,0.05473204104903079
no.film,no.tele,2587,2097,243,0.05471740598964197
no.hobby.diverse,no.kjemi,817,745,81,0.054692775151924375
no.eunet.diverse,no.standard,141,129,14,0.0546875
no.radio-tv,no.sykkel,2075,1148,167,0.05464659685863874
no.net,no.uninett.skole,1216,522,90,0.05461165048543689
no.jus,no.skole.diverse,1851,563,125,0.054608999563128
no.biz.nettilbydere,no.ms-windows,686,3235,203,0.054599246906939215
no.alt.sjokolade,no.vitser,656,3555,218,0.054595542198847984
no.uninett.hjelp,no.x,124,301,22,0.05459057071960298
no.norsk.fagord,no.stortinget,243,665,47,0.0545876887340302
no.telepost,no.uninett.hjelp,417,124,28,0.05458089668615984
no.elektronikk,no.lisp,2250,302,132,0.05454545454545454
no.folklore.overtro,no.tex,130,218,18,0.05454545454545454
no.news.drift,no.speider,379,491,45,0.05454545454545454
no.biz.nettilbydere,no.havforskning,686,397,56,0.054527750730282376
no.uninett.diverse,no.vit.diverse,262,473,38,0.054519368723098996
no.alt.tegneserier,no.linux,1043,3019,210,0.05451713395638629
no.embnet,no.x,260,301,29,0.05451127819548872
no.alt.god.jul,no.uninett.diverse,570,262,43,0.05449936628643853
no.org.isoc-no,no.sources.wanted,53,218,14,0.054474708171206226
no.havforskning,no.uninett.katalog,397,68,24,0.05442176870748299
no.speider,no.standard,491,129,32,0.05442176870748299
no.mail.diverse,no.sport.diverse,993,1507,129,0.05440742302825812
no.havforskning,no.kryptografi,397,359,39,0.05439330543933055
no.alt.mat.drikke,no.org.efn.diskusjon,659,446,57,0.05438931297709924
no.alt.mat.drikke,no.unix,659,1435,108,0.054380664652567974
no.alt.diskusjoner,no.uninett.skole,2367,522,149,0.05437956204379562
no.alt.fan.de-lillos,no.alt.radio-tv.irma-1000,176,309,25,0.05434782608695652
no.news.diverse,no.x,1892,301,113,0.05432692307692308
no.musikk,no.tele,3667,2097,297,0.05432595573440644
no.ai,no.alt.diskusjoner,254,2367,135,0.05430410297666935
no.bil,no.sykkel,2153,1148,170,0.05429575215586075
no.mail.diverse,no.marked,993,8430,485,0.054262698590288656
no.marked.jobb,no.media,2181,734,150,0.054249547920433995
no.audio,no.media,2492,734,166,0.0542483660130719
no.mac,no.tele,2742,2097,249,0.0542483660130719
no.news.drift,no.uninett.katalog,379,68,23,0.054245283018867926
no.alt.arkiv,no.uninett.drift,199,112,16,0.05423728813559322
no.biz,no.ef,55,567,32,0.05423728813559322
no.bil,no.linux,2153,3019,266,0.05421932327761924
no.alt.motorsykler,no.jus,1688,1851,182,0.05421507298182902
no.alt.radio-tv.irma-1000,no.audio,309,2492,144,0.054196462175385776
no.speider,no.uninett.drift,491,112,31,0.05419580419580419
no.audio,no.marked.bil,2492,1423,201,0.05411954765751212
no.audio,no.bibsys,2492,235,140,0.05411673753382296
no.bil,no.lisp,2153,302,126,0.054100472305710606
no.alt.mat.drikke,no.biz.nettilbydere,659,686,69,0.054075235109717866
no.kryptografi,no.litteratur,359,1532,97,0.05406911928651059
no.alt.mat,no.musikk,1286,3667,254,0.05405405405405406
no.org.dnd,no.org.nobug.diverse,66,90,8,0.05405405405405406
no.psykologi,no.tungregning,584,118,36,0.05405405405405406
no.alkohol,no.radio_tv,1192,583,91,0.054038004750593824
no.mail.drift,no.prat.politikk,430,1150,81,0.054036024016010674
no.pressemeldinger,no.radio_tv,334,583,47,0.054022988505747126
no.biz.annonser.data,no.linux,1548,3019,234,0.05400415416570505
no.linux,no.radio-tv,3019,2075,261,0.054003724394785846
no.kryptografi,no.standard,359,129,25,0.05399568034557235
no.medisin,no.skole.diverse,1038,563,82,0.053982883475971036
no.alt.irc-treff,no.org.efn.diskusjon,296,446,38,0.05397727272727273
no.biz.annonser,no.linux,2197,3019,267,0.05395029298848252
no.alt.god.jul,no.prat.politikk,570,1150,88,0.05392156862745098
no.biz.annonser,no.marked.bolig,2197,892,158,0.053906516547253494
no.marked.jobb,no.ms-windows,2181,3235,277,0.053901537264059156
no.religion,no.sport.diverse,1583,1507,158,0.0538881309686221
no.musikk,no.test,3667,6386,514,0.05388405493238285
no.litteratur,no.vitser,1532,3555,260,0.05386368344727574
no.ai,no.biz.diskusjoner,254,431,35,0.05384615384615385
no.alt.gledesutbrudd,no.lisp,1753,302,105,0.05384615384615385
no.mail.drift,no.student.samfund,430,255,35,0.05384615384615385
no.religion,no.tele,1583,2097,188,0.053837342497136315
no.embnet,no.uninett.drift,260,112,19,0.053824362606232294
no.ef,no.prat.seksualitet,567,883,74,0.05377906976744186
no.alt.pompelog,no.tegnsett,143,249,20,0.053763440860215055
no.folklore.overtro,no.org.dnd,130,66,10,0.053763440860215055
no.medisin,no.student.nett,1038,452,76,0.05374823196605375
no.c,no.folklore.edb,1036,219,64,0.05373635600335852
no.irc,no.medisin,1472,1038,128,0.05373635600335852
no.biz.annonser.data,no.irc,1548,1472,154,0.05373342637822749
no.kryptografi,no.tegnsett,359,249,31,0.053726169844020795
no.alt.diskusjoner,no.lisp,2367,302,136,0.053691275167785234
no.stortinget,no.unix,665,1435,107,0.05368790767686904
no.alt.flame,no.norsk,2514,1962,228,0.05367231638418079
no.alkohol,no.news.drift,1192,379,80,0.05365526492287056
no.kryptografi,no.linux,359,3019,172,0.053649407361197755
no.news.diverse,no.tegnsett,1892,249,109,0.05364173228346457
no.ai,no.alt.irc-treff,254,296,28,0.05363984674329502
no.bolig,no.havforskning,978,397,70,0.05363984674329502
no.speider,no.tungregning,491,118,31,0.05363321799307959
no.alkohol,no.elektronikk,1192,2250,175,0.053565962656871746
no.alt.diskusjoner,no.perl,2367,564,149,0.053558590941768514
no.eunet.diverse,no.mail.drift,141,430,29,0.05350553505535055
no.c,no.radio-tv,1036,2075,158,0.05350491026075178
no.it.diverse,no.uninett.diverse,605,262,44,0.053462940461725394
no.elektronikk,no.unix,2250,1435,187,0.05345911949685535
no.alt.katter,no.stortinget,774,665,73,0.053440702781844804
no.film,no.unix,2587,1435,204,0.0534311157674175
no.medisin,no.tele,1038,2097,159,0.05342741935483871
no.vit.diverse,no.www,473,3452,199,0.05340848094471283
no.net,no.sport.diverse,1216,1507,138,0.053384912959381046
no.bibsys,no.film,235,2587,143,0.05337812616648003
no.norsk,no.tegnsett,1962,249,112,0.0533587422582182
no.alt.mat.drikke,no.prat.narkotika,659,526,60,0.05333333333333334
no.alt.tegneserier,no.prat.politikk,1043,1150,111,0.053314121037463975
no.linux,no.x,3019,301,168,0.0532994923857868
no.irc,no.perl,1472,564,103,0.05328504914640455
no.ai,no.kryptografi,254,359,31,0.05326460481099656
no.irc,no.it.diverse,1472,605,105,0.053245436105476676
no.mail.drift,no.uninett.hjelp,430,124,28,0.053231939163498096
no.prat.politikk,no.student.samfund,1150,255,71,0.05322338830584707
no.marked.jobb,no.tele,2181,2097,216,0.053175775480059084
no.kryptografi,no.vit.diverse,359,473,42,0.053164556962025315
no.typografi,no.vit.diverse,280,473,38,0.05314685314685315
no.audio,no.litteratur,2492,1532,203,0.0531274535461921
no.hobby.diverse,no.tele,817,2097,147,0.05312612938200217
no.folklore.edb,no.tungregning,219,118,17,0.053125
no.audio,no.vitser,2492,3555,305,0.053117380703587604
no.alt.gledesutbrudd,no.alt.pompel-og-pilt,1753,329,105,0.05311077389984825
no.norsk,no.test,1962,6386,421,0.053109625331146715
no.alt.tegneserier,no.psykologi,1043,584,82,0.05307443365695793
no.ai,no.c,254,1036,65,0.053061224489795916
no.alt.mat,no.alt.pompelog,1286,143,72,0.05305821665438467
no.alt.pompel-og-pilt,no.psykologi,329,584,46,0.0530565167243368
no.film,no.mail.drift,2587,430,152,0.05305410122164049
no.standard,no.stortinget,129,665,40,0.05305039787798409
no.litteratur,no.vit.diverse,1532,473,101,0.05304621848739496
no.it.diverse,no.kjemi,605,745,68,0.0530421216848674
no.lisp,no.norsk,302,1962,114,0.053023255813953486
no.alt.arkiv,no.mail.diverse,199,993,60,0.053003533568904596
