from_newsgroup,to_newsgroup,number_of_references
no.alt.frustrasjoner,no.marked.jobb,122
no.alt.mat.drikke,no.alkohol,122
no.multimedia,no.slekt,122
no.norsk,no.nuug,122
no.prat.narkotika,no.stortinget,122
no.alt.god.jul,unknown,121
no.alt.radio_tv.irma1000,no.alt.motorsykler,121
no.alt.tegneserier,no.norsk,121
no.embnet,no.eunet.drift,121
no.eunet.hjelp,no.c,121
no.eunet.hjelp,no.ef,121
no.kryptografi,no.org.efn.diskusjon,121
no.mail.diverse,no.nuug,121
no.marked,no.nuug,121
no.multimedia,no.nuug,121
no.norsk,no.sport.diverse,121
no.psykologi,no.pc,121
no.sport.diverse,no.alt.frustrasjoner,121
no.uninett.skole,no.alt.gledesutbrudd,121
no.general,no.alt.katter,120
no.jus,no.nuug,120
no.net,no.psykologi,120
no.psykologi,no.multimedia,120
no.alt.arkiv,no.alt.motorsykler,119
no.alt.diskusjoner,no.alt.radio_tv.irma1000,119
no.alt.god.jul,no.alkohol,119
no.litteratur,no.psykologi,119
no.news.drift,no.org.efn.diskusjon,119
no.nuug,no.net,119
no.nuug,no.norsk,119
no.stortinget,no.news.diverse,119
no.alt.config,no.alt.radio_tv.irma1000,118
no.c,no.eunet.hjelp,118
no.eunet.hjelp,no.alt.pompelog,118
no.havforskning,no.stortinget,118
no.norsk,no.alkohol,118
no.norsk,no.kjemi,118
no.nuug,no.litteratur,118
no.nuug,no.mac,118
no.nuug,no.mail.diverse,118
no.nuug,no.mail.drift,118
no.nuug,no.marked,118
no.nuug,no.multimedia,118
no.nuug,no.pc,118
no.pc,no.sport.diverse,118
no.spill,no.biz.annonser,118
no.alt.sjokolade,no.alt.frustrasjoner,117
no.alt.tegneserier,no.eunet.drift,117
no.eunet.diverse,no.eunet.drift,117
no.eunet.diverse,no.havforskning,117
no.it.diverse,no.biz.annonser,117
no.mail.diverse,no.psykologi,117
no.medisin,unknown,117
no.musikk.gitar,unknown,117
no.biz.annonser,no.biz.nettilbydere,116
no.c,no.alt.pompelog,116
no.ef,no.alt.config,116
no.ef,no.eunet.hjelp,116
no.pc,no.news.drift,116
no.prat.politikk,no.alkohol,116
no.sport.diverse,no.pc,116
no.biz.annonser,no.it.diverse,115
no.c,no.eunet.drift,115
no.ef,no.eunet.drift,115
no.eunet.hjelp,no.eunet.drift,115
no.news.diverse,no.stortinget,115
no.psykologi,no.kjemi,115
no.stortinget,no.kjemi,115
no.alt.frustrasjoner,no.alt.sjokolade,114
no.alt.frustrasjoner,no.havforskning,114
no.alt.gledesutbrudd,no.news.diverse,114
no.alt.tegneserier,no.alt.gledesutbrudd,114
no.ef,no.alt.pompelog,114
no.mac,no.psykologi,114
no.mail.drift,no.psykologi,114
no.ms-windows,no.marked.jobb,114
no.net,no.org.efn.diskusjon,114
no.norsk,no.vitser,114
no.psykologi,no.mac,114
no.radio-tv,no.musikk,114
no.stortinget,no.ef,114
no.www,no.news.diverse,114
no.alt.config,no.ef,113
no.musikk.gitar,no.alt.frustrasjoner,113
no.musikk.gitar,no.alt.gledesutbrudd,113
no.pc,no.musikk.gitar,113
no.alt.frustrasjoner,no.audio,112
no.alt.mat.drikke,unknown,112
no.kjemi,no.vit.diverse,112
no.mac,no.news.drift,112
no.multimedia,no.psykologi,112
no.org.efn.diskusjon,no.norsk,112
no.kjemi,no.stortinget,111
no.marked,no.tele,111
no.marked.data,no.biz.nettilbydere,111
no.news.diverse,no.audio,111
no.psykologi,no.news.drift,111
no.biz.annonser,no.spill,110
no.multimedia,no.news.drift,110
no.news.diverse,no.alt.radio-tv.irma-1000,110
no.news.diverse,no.org.efn.diskusjon,110
no.psykologi,no.linux,110
no.psykologi,no.mail.drift,110
no.psykologi,no.marked,110
no.psykologi,no.musikk.gitar,110
no.psykologi,no.net,110
no.psykologi,no.nuug,110
no.alt.flame,no.slekt,109
no.jus,no.prat.seksualitet,109
no.litteratur,no.news.drift,109
no.pc,no.tele,109
no.alt.gledesutbrudd,no.alt.tegneserier,108
no.alt.mat.drikke,no.alt.gledesutbrudd,108
no.alt.mat.drikke,no.alt.katter,108
no.alt.mat.drikke,no.general,108
no.mail.drift,no.org.efn.diskusjon,108
no.musikk.gitar,no.news.drift,108
no.norsk,no.psykologi,108
no.kjemi,no.psykologi,107
no.pc,no.org.efn.diskusjon,107
no.vitser,no.alt.flame,107
no.alt.diskusjoner,no.eunet.hjelp,106
no.eunet.drift,no.eunet.hjelp,106
no.kjemi,no.news.drift,106
no.marked,no.news.drift,106
no.norsk,no.musikk.gitar,106
no.religion,no.org.efn.diskusjon,106
no.alt.katter,no.alt.mat.drikke,105
no.alt.motorsykler,no.ai,105
no.musikk,no.marked.bolig,105
no.tegnsett,no.linux,105
no.alt.diskusjoner,no.c,104
no.alt.pompelog,no.net,104
no.alt.pompelog,no.news.drift,104
no.org.efn.diskusjon,no.kjemi,104
no.org.efn.diskusjon,no.linux,104
no.org.efn.diskusjon,no.litteratur,104
no.org.efn.diskusjon,no.mac,104
no.org.efn.diskusjon,no.mail.diverse,104
no.org.efn.diskusjon,no.mail.drift,104
no.org.efn.diskusjon,no.marked,104
no.org.efn.diskusjon,no.multimedia,104
no.org.efn.diskusjon,no.net,104
no.org.efn.diskusjon,no.news.drift,104
no.org.efn.diskusjon,no.nuug,104
no.org.efn.diskusjon,no.pc,104
no.org.efn.diskusjon,no.psykologi,104
no.psykologi,no.org.efn.diskusjon,104
no.alkohol,no.norsk,103
no.linux,no.www,103
no.litteratur,no.org.efn.diskusjon,103
no.mac,no.org.efn.diskusjon,103
no.org.efn.diskusjon,no.musikk.gitar,103
no.unix,no.c,103
no.video,no.multimedia,103
no.alt.flame,no.alt.sjokolade,102
no.alt.flame,no.musikk.gitar,102
no.alt.gledesutbrudd,no.alt.mat.drikke,102
no.alt.radio-tv.irma-1000,unknown,102
no.it.diverse,unknown,102
no.kjemi,no.nuug,102
no.linux,no.psykologi,102
no.marked,no.psykologi,102
no.musikk.gitar,no.norsk,102
no.musikk.gitar,no.pc,102
no.alt.flame,no.marked.jobb,101
no.alt.gledesutbrudd,no.alt.sjokolade,101
no.eunet.hjelp,no.alt.diskusjoner,101
no.eunet.hjelp,no.general,101
no.marked.bil,no.marked,101
no.medisin,no.alkohol,101
no.ai,no.alt.pompelog,100
no.alt.arkiv,no.alt.pompelog,100
no.alt.katter,no.alt.gledesutbrudd,100
no.vit.diverse,no.alt.diskusjoner,100
no.alt.god.jul,no.alt.frustrasjoner,99
no.nuug,no.jus,99
no.nuug,no.kjemi,99
no.nuug,no.musikk.gitar,99
no.nuug,no.news.drift,99
no.nuug,no.psykologi,99
no.pc,no.video,99
no.alkohol,no.alt.radio_tv.irma1000,98
no.marked.bolig,no.marked,98
no.multimedia,no.alt.config,98
no.musikk.gitar,no.nuug,98
no.ai,no.alt.motorsykler,97
no.alt.diskusjoner,no.alt.katter,97
no.alt.diskusjoner,no.alt.mat.drikke,97
no.alt.frustrasjoner,no.lisp,97
no.alt.gledesutbrudd,no.alt.katter,97
no.musikk.gitar,no.psykologi,97
no.news.diverse,no.lisp,97
no.pc,no.hobby.diverse,97
no.kjemi,no.org.efn.diskusjon,96
no.linux,no.org.efn.diskusjon,96
no.mail.diverse,no.org.efn.diskusjon,96
no.marked,no.marked.bil,96
no.marked,no.org.efn.diskusjon,96
no.multimedia,no.org.efn.diskusjon,96
no.nuug,no.org.efn.diskusjon,96
no.spill,no.radio_tv,96
no.www,no.marked,96
no.alt.sjokolade,no.alt.flame,95
no.alt.sjokolade,no.marked.jobb,95
no.alt.sjokolade,no.musikk.gitar,95
no.alt.sjokolade,no.news.diverse,95
no.alt.sjokolade,no.vitser,95
no.biz.annonser,no.mac,95
no.general,no.student.nett,95
no.marked,no.marked.bolig,95
no.musikk,no.bolig,95
no.radio-tv,no.multimedia,95
no.alt.frustrasjoner,no.eunet.diverse,94
no.alt.frustrasjoner,no.eunet.drift,94
no.alt.frustrasjoner,no.eunet.hjelp,94
no.alt.frustrasjoner,no.org.efn.diskusjon,94
no.alt.pompelog,no.ai,94
no.alt.pompelog,no.alt.arkiv,94
no.linux,no.alt.gledesutbrudd,94
no.multimedia,no.news.diverse,94
no.musikk.gitar,no.alt.flame,94
no.musikk.gitar,no.alt.sjokolade,94
no.musikk.gitar,no.vitser,94
no.news.diverse,no.alt.sjokolade,94
no.alt.gledesutbrudd,no.marked.jobb,93
no.net,no.alt.arkiv,93
no.alkohol,no.alt.flame,92
no.biz.annonser,no.alt.diskusjoner,92
no.eunet.drift,no.eunet.diverse,92
no.hobby.diverse,no.video,92
no.musikk,no.nuug,92
no.video,no.hobby.diverse,92
no.alt.frustrasjoner,no.kjemi,91
no.alt.frustrasjoner,no.religion,91
no.biz.diskusjoner,no.general,91
no.c,no.alt.diskusjoner,91
no.general,no.vr,91
no.havforskning,no.eunet.diverse,91
no.havforskning,no.eunet.drift,91
no.mac,no.biz.annonser,91
no.musikk.gitar,no.org.efn.diskusjon,91
no.sport.diverse,no.multimedia,91
no.video,no.pc,91
no.alt.frustrasjoner,no.multimedia,90
no.alt.radio-tv.irma-1000,no.alt.diskusjoner,90
no.eunet.drift,no.alt.tegneserier,90
no.eunet.drift,no.c,90
no.eunet.drift,no.ef,90
no.eunet.drift,no.embnet,90
no.eunet.drift,no.havforskning,90
no.kjemi,no.alkohol,90
no.spill.rollespill,unknown,90
no.tele,no.vitser,90
no.vitser,no.norsk,90
no.alt.god.jul,no.alt.mat,89
no.alt.katter,no.alt.frustrasjoner,89
no.alt.mat,no.alt.flame,89
no.alt.radio_tv.irma1000,no.alt.diskusjoner,89
no.biz.diskusjoner,no.c,89
no.eunet.hjelp,no.net,89
no.eunet.hjelp,no.news.drift,89
no.hobby.diverse,no.pc,89
no.it.diverse,no.marked,89
no.medisin,no.net,89
no.ms-windows,no.slekt,89
no.multimedia,no.sport.diverse,89
no.net,no.medisin,89
no.slekt.etterlysning,no.slekt,89
no.telepost,unknown,89
no.alt.gledesutbrudd,no.alt.god.jul,88
no.alt.mat,no.alt.god.jul,88
no.alt.motorsykler,no.alt.mat.drikke,88
no.alt.radio-tv.irma-1000,no.alt.arkiv,88
no.alt.radio-tv.irma-1000,no.alt.config,88
no.alt.radio-tv.irma-1000,no.alt.flame,88
no.folklore.edb,no.norsk.fagord,88
no.marked,no.biz.nettilbydere,88
no.speider,unknown,88
no.vitser,no.alt.sjokolade,88
no.vitser,no.marked.jobb,88
no.vitser,no.musikk.gitar,88
no.alt.diskusjoner,no.alt.god.jul,87
no.alt.frustrasjoner,no.mail.drift,87
no.alt.god.jul,no.alt.gledesutbrudd,87
no.alt.motorsykler,no.alt.god.jul,87
no.alt.radio_tv.irma1000,no.alkohol,87
no.alt.radio_tv.irma1000,no.alt.config,87
no.biz.diskusjoner,no.ef,87
no.it.diverse,no.marked.jobb,87
no.litteratur,no.news.diverse,87
no.news.diverse,no.alt.arkiv,87
no.news.drift,no.c,87
no.news.drift,no.ef,87
no.news.drift,no.eunet.hjelp,87
no.prat.ufo,unknown,87
no.uninett.diverse,no.biz.annonser,87
no.uninett.diverse,no.sport.diverse,87
no.alt.flame,no.ef,86
no.alt.flame,no.religion,86
no.alt.frustrasjoner,no.psykologi,86
no.alt.mat,no.alt.katter,86
no.alt.mat.drikke,no.ai,86
no.alt.mat.drikke,no.alt.arkiv,86
no.alt.mat.drikke,no.alt.config,86
no.alt.mat.drikke,no.alt.diskusjoner,86
no.alt.mat.drikke,no.alt.flame,86
no.audio,no.eunet.drift,86
no.c,no.news.drift,86
no.mac,no.alt.config,86
no.marked.jobb,no.news.diverse,86
no.radio-tv,no.norsk,86
no.www,no.linux,86
no.ai,no.alt.flame,85
no.alkohol,no.medisin,85
no.alkohol,no.multimedia,85
no.alt.motorsykler,no.alt.flame,85
no.ms-windows,no.general,85
no.news.drift,unknown,85
no.prat.seksualitet,no.general,85
no.radio_tv,no.spill,85
no.alt.frustrasjoner,no.litteratur,84
no.alt.god.jul,no.alt.motorsykler,84
no.alt.motorsykler,no.biz.annonser,84
no.biz.annonser,no.uninett.diverse,84
no.ef,no.news.drift,84
no.news.drift,no.alt.pompelog,84
no.norsk,no.alt.god.jul,84
no.slekt,no.slekt.etterlysning,84
no.vit.diverse,no.news.diverse,84
no.ai,no.alt.katter,83
no.ai,no.alt.mat.drikke,83
no.alkohol,no.alt.katter,83
no.alt.arkiv,no.alt.katter,83
no.alt.arkiv,no.alt.mat.drikke,83
no.alt.arkiv,no.net,83
no.alt.config,no.alt.mat.drikke,83
no.alt.diskusjoner,no.alt.radio-tv.irma-1000,83
no.alt.flame,no.linux,83
no.alt.frustrasjoner,no.slekt,83
no.alt.katter,no.ai,83
no.alt.katter,no.alkohol,83
no.alt.katter,no.alt.arkiv,83
no.alt.katter,no.alt.diskusjoner,83
no.alt.katter,no.alt.flame,83
no.alt.katter,no.alt.mat,83
no.it.diverse,no.general,83
no.multimedia,no.alkohol,83
no.musikk,no.news.drift,83
no.nuug,no.musikk,83
no.psykologi,no.musikk,83
no.reiser,unknown,83
no.uninett.diverse,no.marked,83
no.c,no.biz.diskusjoner,82
no.general,no.prat.seksualitet,82
no.marked.data,no.video,82
no.multimedia,no.video,82
no.net,no.eunet.hjelp,82
no.net,no.unix,82
no.org.efn.diskusjon,no.musikk,82
no.pc,no.norsk.fagord,82
no.radio-tv,no.audio,82
no.sykkel,no.bil,82
no.uninett.diverse,no.norsk,82
no.video,no.marked.data,82
no.marked.jobb,no.alt.flame,81
no.marked.jobb,no.alt.frustrasjoner,81
no.marked.jobb,no.alt.gledesutbrudd,81
no.marked.jobb,no.alt.sjokolade,81
no.marked.jobb,no.vitser,81
no.www,no.alt.motorsykler,81
no.alkohol,no.kjemi,80
no.alt.diskusjoner,no.alt.tegneserier,80
no.alt.flame,no.bil,80
no.alt.pompelog,no.alt.god.jul,80
no.general,no.ms-windows,80
no.linux,no.tegnsett,80
no.mac,no.alt.gledesutbrudd,80
no.musikk,no.alt.diskusjoner,80
no.unix,no.net,80
no.vit.diverse,unknown,80
no.www,no.marked.data,80
no.alt.config,no.multimedia,79
no.ef,no.biz.diskusjoner,79
no.eunet.diverse,no.film,79
no.eunet.diverse,no.irc,79
no.general,no.medisin,79
no.irc,no.norsk,79
no.marked,no.www,79
no.net,no.alt.pompelog,79
no.news.diverse,no.irc,79
no.alt.pompelog,no.alt.tegneserier,78
no.biz.diskusjoner,no.marked.data,78
no.eunet.drift,no.general,78
no.marked.data,no.www,78
no.alt.flame,no.sykkel,77
no.alt.gledesutbrudd,no.linux,77
no.general,no.alt.arkiv,77
no.general,no.reiser,77
no.jus,no.alt.gledesutbrudd,77
no.news.diverse,no.spill,77
no.alt.diskusjoner,no.biz.diskusjoner,76
no.alt.frustrasjoner,no.speider,76
no.alt.pompelog,unknown,76
no.biz.annonser,no.norsk,76
no.nuug,no.news.diverse,76
no.org.efn.diskusjon,no.news.diverse,76
no.x,no.unix,76
no.alt.frustrasjoner,no.telepost,75
no.alt.gledesutbrudd,no.mac,75
no.alt.god.jul,no.norsk,75
no.alt.mat,no.vit.diverse,75
no.biz.annonser,no.sport.diverse,75
no.it.os.os2,unknown,75
no.slekt,no.spill,75
no.alt.flame,no.film,74
no.alt.god.jul,no.alt.diskusjoner,74
no.alt.pompelog,no.embnet,74
no.bil,no.marked.bil,74
no.biz.nettilbydere,no.pc,74
no.c,no.alt.frustrasjoner,74
no.mail.diverse,no.it.emacs,74
no.marked,no.uninett.diverse,74
no.musikk,no.psykologi,74
no.norsk,no.radio_tv,74
no.radio-tv,no.pc,74
no.speider,no.marked,74
no.telepost,no.ef,74
no.vr,no.general,74
no.alt.frustrasjoner,no.stortinget,73
no.bolig,no.marked,73
no.musikk,no.org.efn.diskusjon,73
no.net,no.biz.diskusjoner,73
no.unix,no.alt.tegneserier,73
no.alt.config,no.alt.radio-tv.irma-1000,72
no.alt.mat,no.alt.tegneserier,72
no.alt.tegneserier,no.alt.mat,72
no.alt.tegneserier,no.alt.pompelog,72
no.film,no.alt.frustrasjoner,72
no.norsk,no.uninett.diverse,72
no.unix,no.x,72
no.vitser,no.kjemi,72
no.www,no.vitser,72
no.alt.gledesutbrudd,no.jus,71
no.alt.pompelog,no.biz.diskusjoner,71
no.elektronikk,no.alt.flame,71
no.jus,no.stortinget,71
no.mac,no.alkohol,71
no.marked.data,no.mswindow,71
no.radio-tv,no.marked,71
no.alt.arkiv,no.alt.radio-tv.irma-1000,70
no.alt.diskusjoner,no.unix,70
no.alt.flame,no.alt.radio-tv.irma-1000,70
no.alt.god.jul,no.alt.pompelog,70
no.alt.god.jul,no.alt.radio_tv.irma1000,70
no.alt.radio_tv.irma1000,no.alt.god.jul,70
no.alt.tegneserier,no.radio_tv,70
no.biz.annonser.data,no.spill,70
no.film,no.alt.mat,70
no.marked.jobb,no.ms-windows,70
no.news.drift,no.unix,70
no.norsk,no.biz.annonser,70
no.prat.seksualitet,no.psykologi,70
no.stortinget,no.vitser,70
no.unix,no.news.drift,70
no.alt.gledesutbrudd,no.c,69
no.alt.gledesutbrudd,no.ef,69
no.alt.gledesutbrudd,no.embnet,69
no.alt.pompelog,no.unix,69
no.biz.diskusjoner,no.alt.diskusjoner,69
no.biz.diskusjoner,no.eunet.hjelp,69
no.eunet.hjelp,no.biz.diskusjoner,69
no.news.diverse,no.speider,69
no.radio-tv,no.religion,69
no.spill,no.uninett.diverse,69
no.stortinget,no.jus,69
no.uninett.skole,no.alt.frustrasjoner,69
no.ai,no.alt.radio_tv.irma1000,68
no.alt.arkiv,no.alt.radio_tv.irma1000,68
no.alt.mat,no.c,68
no.alt.mat,no.ef,68
no.alt.mat,no.embnet,68
no.bibsys,unknown,68
no.biz.diskusjoner,no.net,68
no.it.emacs,no.alt.gledesutbrudd,68
no.mswindow,no.marked.data,68
no.news.diverse,no.film,68
no.unix,no.perl,68
no.alt.mat.drikke,no.alt.pompelog,67
no.alt.mat.drikke,no.alt.radio_tv.irma1000,67
no.alt.pompelog,no.eunet.diverse,67
no.alt.pompelog,no.eunet.drift,67
no.alt.pompelog,no.havforskning,67
no.alt.pompelog,no.jus,67
no.amiga,no.mac,67
no.bil,no.sykkel,67
no.c,no.spill,67
no.lisp,no.it.emacs,67
no.spill,no.biz.annonser.data,67
no.sport.diverse,no.marked.data,67
no.alt.diskusjoner,no.mail.drift,66
no.alt.frustrasjoner,no.nuug,66
no.alt.gledesutbrudd,no.eunet.diverse,66
no.alt.katter,no.alt.pompelog,66
no.alt.katter,no.alt.radio_tv.irma1000,66
no.marked.bil,no.marked.data,66
no.norsk,no.slekt,66
no.pc,no.uninett.diverse,66
no.radio-tv,no.marked.data,66
no.uninett.diverse,no.spill,66
no.alt.frustrasjoner,no.tegnsett,65
no.alt.gledesutbrudd,no.havforskning,65
no.alt.gledesutbrudd,no.radio_tv,65
no.biz.diskusjoner,no.news.drift,65
no.biz.diskusjoner,no.unix,65
no.eunet.hjelp,no.unix,65
no.marked.bolig,no.marked.data,65
no.marked.data,no.sport.diverse,65
no.musikk,no.sport.diverse,65
no.net,no.alt.config,65
no.reiser,no.general,65
no.spill,no.c,65
no.spill,no.speider,65
no.uninett.diverse,no.radio_tv,65
no.alt.mat,no.havforskning,64
no.biz.annonser,no.film,64
no.biz.diskusjoner,no.biz.annonser,64
no.mac,no.typografi,64
no.multimedia,no.uninett.diverse,64
no.news.diverse,no.reiser,64
no.news.diverse,no.religion,64
no.norsk.fagord,no.pc,64
no.pc,no.radio-tv,64
no.radio_tv,no.alt.tegneserier,64
no.vit.diverse,no.medisin,64
no.ef,no.alt.frustrasjoner,63
no.it.emacs,no.linux,63
no.jus,no.eunet.diverse,63
no.marked.bil,no.bil,63
no.musikk,no.radio-tv,63
no.news.drift,no.biz.diskusjoner,63
no.student.nett,no.general,63
no.uninett.diverse,no.multimedia,63
no.uninett.diverse,no.pc,63
no.unix,no.alt.diskusjoner,63
no.unix,no.biz.diskusjoner,63
no.unix,no.ef,63
no.unix,no.eunet.hjelp,63
no.alt.gledesutbrudd,no.eunet.drift,62
no.alt.gledesutbrudd,no.eunet.hjelp,62
no.alt.mat,no.eunet.diverse,62
no.alt.mat,no.eunet.drift,62
no.alt.mat,no.eunet.hjelp,62
no.alt.mat,no.jus,62
no.alt.pompelog,no.alt.flame,62
no.alt.pompelog,no.alt.katter,62
no.alt.pompelog,no.alt.mat.drikke,62
no.alt.tegneserier,no.eunet.hjelp,62
no.biz.diskusjoner,no.alt.pompelog,62
no.marked,no.bolig,62
no.marked.data,no.marked.bil,62
no.multimedia,no.biz.annonser,62
no.standard,no.c,62
no.alt.motorsykler,no.film,61
no.alt.radio_tv.irma1000,no.radio_tv,61
no.alt.radio_tv.irma1000,unknown,61
no.c,no.pc,61
no.general,no.alt.mat.drikke,61
no.jus,no.eunet.drift,61
no.ms-windows,no.mswindow,61
no.news.diverse,no.c,61
no.pc,no.c,61
no.radio_tv,no.uninett.diverse,61
no.spill,no.norsk,61
no.tele,no.news.diverse,61
no.typografi,no.mac,61
no.alt.mat,no.stortinget,60
no.biz.annonser,no.mail.diverse,60
no.c,no.alt.gledesutbrudd,60
no.c,no.alt.mat,60
no.ef,no.alt.gledesutbrudd,60
no.ef,no.alt.mat,60
no.embnet,no.alt.frustrasjoner,60
no.embnet,no.alt.gledesutbrudd,60
no.embnet,no.alt.mat,60
no.embnet,no.alt.pompelog,60
no.mac,no.ms-windows,60
no.marked.bil,no.marked.bolig,60
no.marked.bolig,no.marked.bil,60
no.news.diverse,no.havforskning,60
no.pc,no.vr,60
no.slekt,no.marked,60
no.slekt.etterlysning,unknown,60
no.spill,no.alt.diskusjoner,60
no.spill,no.vr,60
no.sport.diverse,no.biz.annonser.data,60
no.stortinget,no.alt.frustrasjoner,60
no.tele,no.ef,60
no.tele,no.ms-windows,60
no.unix,no.alt.pompelog,60
no.alt.frustrasjoner,no.spill,59
no.alt.mat.drikke,no.it.emacs,59
no.biz.annonser,no.musikk,59
no.biz.diskusjoner,no.marked,59
no.embnet,no.eunet.hjelp,59
no.havforskning,no.alt.gledesutbrudd,59
no.marked,no.alt.flame,59
no.marked.data,no.marked.bolig,59
no.org.efn.diskusjon,no.org.isoc-no,59
no.speider,no.spill,59
no.alkohol,no.mac,58
no.alt.config,no.mac,58
no.alt.diskusjoner,no.spill,58
no.alt.flame,no.kjemi,58
no.alt.frustrasjoner,no.sources.list,58
no.alt.frustrasjoner,no.sources.wanted,58
no.alt.radio-tv.irma-1000,no.news.diverse,58
no.biz.annonser.data,no.multimedia,58
no.biz.annonser.data,no.sport.diverse,58
no.eunet.drift,no.audio,58
no.havforskning,no.alt.mat,58
no.irc,no.radio_tv,58
no.litteratur,no.skole.diverse,58
no.multimedia,no.biz.annonser.data,58
no.spill,no.vitser,58
no.alkohol,no.alt.tegneserier,57
no.alt.arkiv,no.alt.tegneserier,57
no.alt.diskusjoner,no.vr,57
no.alt.radio_tv.irma1000,no.ai,57
no.alt.radio_tv.irma1000,no.alt.arkiv,57
no.alt.radio_tv.irma1000,no.alt.flame,57
no.alt.radio_tv.irma1000,no.alt.katter,57
no.alt.radio_tv.irma1000,no.alt.mat.drikke,57
no.alt.tegneserier,no.alkohol,57
no.alt.tegneserier,no.alt.arkiv,57
no.ef,no.unix,57
no.eunet.diverse,no.alt.gledesutbrudd,57
no.eunet.diverse,no.eunet.hjelp,57
no.havforskning,no.alt.frustrasjoner,57
no.ms-windows,no.mac,57
no.multimedia,no.vr,57
no.norsk,no.spill,57
no.prat.seksualitet,no.prat.politikk,57
no.radio_tv,no.vr,57
no.slekt,no.pc,57
no.slekt,no.speider,57
no.sport.diverse,no.speider,57
no.uninett.diverse,no.vr,57
no.vr,no.alt.diskusjoner,57
no.vr,no.multimedia,57
no.vr,no.pc,57
no.vr,no.radio_tv,57
no.vr,no.spill,57
no.vr,no.uninett.diverse,57
no.alt.katter,no.marked,56
no.biz.diskusjoner,no.pc,56
no.bolig,no.biz.annonser,56
no.eunet.diverse,no.alt.frustrasjoner,56
no.eunet.diverse,no.alt.mat,56
no.eunet.diverse,no.alt.pompelog,56
no.eunet.diverse,no.jus,56
no.eunet.drift,no.alt.frustrasjoner,56
no.eunet.drift,no.alt.gledesutbrudd,56
no.eunet.drift,no.alt.mat,56
no.eunet.drift,no.alt.pompelog,56
no.eunet.drift,no.jus,56
no.eunet.hjelp,no.alt.frustrasjoner,56
no.eunet.hjelp,no.alt.gledesutbrudd,56
no.eunet.hjelp,no.alt.mat,56
no.eunet.hjelp,no.alt.tegneserier,56
no.eunet.hjelp,no.embnet,56
no.eunet.hjelp,no.eunet.diverse,56
no.eunet.hjelp,no.havforskning,56
no.eunet.hjelp,no.jus,56
no.havforskning,no.alt.pompelog,56
no.havforskning,no.eunet.hjelp,56
no.jus,no.alt.mat,56
no.jus,no.alt.pompelog,56
no.jus,no.eunet.hjelp,56
no.kjemi,no.alt.flame,56
no.litteratur,no.spill,56
no.pc,no.film,56
no.prat.aksjer,unknown,56
no.radio_tv,no.alt.gledesutbrudd,56
no.speider,no.alt.gledesutbrudd,56
no.speider,no.slekt,56
no.tegnsett,no.vitser,56
no.alt.arkiv,no.kjemi,55
no.alt.arkiv,no.mail.diverse,55
no.alt.arkiv,no.mail.drift,55
no.alt.arkiv,no.marked,55
no.alt.arkiv,no.news.diverse,55
no.alt.config,no.kjemi,55
no.alt.config,no.mail.diverse,55
no.alt.config,no.mail.drift,55
no.alt.config,no.marked,55
no.alt.config,no.net,55
no.alt.flame,no.mail.diverse,55
no.alt.flame,no.mail.drift,55
no.alt.motorsykler,no.marked.bil,55
no.alt.radio-tv.irma-1000,no.alt.katter,55
no.alt.radio-tv.irma-1000,no.alt.mat.drikke,55
no.film,no.biz.annonser,55
no.kjemi,no.alt.arkiv,55
no.kjemi,no.alt.config,55
no.mac,no.amiga,55
no.mail.diverse,no.alt.arkiv,55
no.mail.diverse,no.alt.config,55
no.mail.diverse,no.alt.flame,55
no.mail.drift,no.alt.arkiv,55
no.mail.drift,no.alt.config,55
no.mail.drift,no.alt.diskusjoner,55
no.mail.drift,no.alt.flame,55
no.marked,no.alt.arkiv,55
no.marked,no.alt.config,55
no.ms-windows,no.tele,55
no.speider,no.sport.diverse,55
no.spill,no.net,55
no.sport.diverse,no.slekt,55
no.tegnsett,no.alt.frustrasjoner,55
no.www,no.alt.frustrasjoner,55
no.alt.gledesutbrudd,no.sport.diverse,54
no.alt.motorsykler,no.jus,54
no.film,no.alt.motorsykler,54
no.general,no.bolig,54
no.norsk,no.typografi,54
no.pc,no.media,54
no.radio_tv,no.irc,54
no.slekt,no.sport.diverse,54
no.sport.diverse,no.radio_tv,54
no.alt.mat,no.marked,53
no.bolig,no.marked.bolig,53
no.elektronikk,no.sources.wanted,53
no.marked.jobb,no.marked.bil,53
no.marked.jobb,no.marked.bolig,53
no.net,no.standard,53
no.radio-tv,no.havforskning,53
no.student.nett,no.jus,53
no.alt.pompel-og-pilt,no.alt.katter,52
no.alt.pompel-og-pilt,no.alt.mat.drikke,52
no.biz.annonser,no.bolig,52
no.biz.annonser,no.multimedia,52
no.biz.nettilbydere,unknown,52
no.eunet.drift,no.film,52
no.eunet.drift,no.irc,52
no.general,no.video,52
no.litteratur,no.slekt,52
no.marked,no.alt.mat,52
no.marked,no.radio_tv,52
no.news.diverse,no.ms-windows,52
no.norsk,no.sykkel,52
no.radio-tv,no.irc,52
no.radio-tv,no.kjemi,52
no.radio-tv,no.linux,52
no.radio-tv,no.litteratur,52
no.radio-tv,no.mac,52
no.radio-tv,no.mail.diverse,52
no.radio-tv,no.mail.drift,52
no.radio-tv,no.musikk.gitar,52
no.radio-tv,no.net,52
no.radio_tv,no.film,52
no.slekt.programmer,unknown,52
no.spill,no.litteratur,52
no.sport.diverse,no.alt.gledesutbrudd,52
