from_newsgroup,to_newsgroup,number_of_references
no.stortinget,no.alt.gledesutbrudd,28
no.stortinget,no.alt.god.jul,28
no.stortinget,no.alt.mat,28
no.stortinget,no.alt.motorsykler,28
no.stortinget,no.alt.pompelog,28
no.stortinget,no.alt.radio_tv.irma1000,28
no.stortinget,no.alt.tegneserier,28
no.stortinget,no.audio,28
no.stortinget,no.c,28
no.stortinget,no.embnet,28
no.stortinget,no.eunet.diverse,28
no.stortinget,no.eunet.drift,28
no.stortinget,no.eunet.hjelp,28
no.stortinget,no.linux,28
no.stortinget,no.litteratur,28
no.stortinget,no.mac,28
no.stortinget,no.mail.diverse,28
no.stortinget,no.mail.drift,28
no.stortinget,no.multimedia,28
no.stortinget,no.news.drift,28
no.stortinget,no.nuug,28
no.stortinget,no.pc,28
no.stortinget,no.psykologi,28
no.student.nett,no.alt.arkiv,28
no.student.nett,no.standard,28
no.student.samfund,no.alt.arkiv,28
no.student.samfund,no.net,28
no.student.samfund,no.standard,28
no.tegnsett,no.net,28
no.telepost,no.alt.gledesutbrudd,28
no.telepost,no.alt.god.jul,28
no.telepost,no.alt.mat,28
no.telepost,no.alt.motorsykler,28
no.telepost,no.alt.pompelog,28
no.telepost,no.alt.radio_tv.irma1000,28
no.telepost,no.alt.tegneserier,28
no.telepost,no.audio,28
no.telepost,no.c,28
no.telepost,no.embnet,28
no.telepost,no.eunet.diverse,28
no.telepost,no.eunet.hjelp,28
no.telepost,no.irc,28
no.telepost,no.org.efn.diskusjon,28
no.www,no.alt.flame,28
no.www,no.litteratur,28
no.www,no.norsk,28
no.alt.motorsykler,no.tungregning,27
no.alt.pompelog,no.film,27
no.alt.pompelog,no.irc,27
no.alt.pompelog,no.standard,27
no.alt.radio-tv.irma-1000,no.alt.radio_tv.irma1000,27
no.biz.diskusjoner,no.biz.annonser.data,27
no.biz.diskusjoner,no.marked.jobb,27
no.bolig,no.ef,27
no.c,no.nuug,27
no.c,no.org.efn.diskusjon,27
no.c,no.psykologi,27
no.c,no.radio_tv,27
no.c,no.sources.list,27
no.c,no.sources.wanted,27
no.c,no.speider,27
no.c,no.stortinget,27
no.c,no.tegnsett,27
no.c,no.telepost,27
no.ef,no.nuug,27
no.ef,no.org.efn.diskusjon,27
no.ef,no.psykologi,27
no.ef,no.radio_tv,27
no.ef,no.slekt,27
no.ef,no.sources.list,27
no.ef,no.sources.wanted,27
no.ef,no.speider,27
no.ef,no.spill,27
no.ef,no.sport.diverse,27
no.ef,no.tegnsett,27
no.ef,no.telepost,27
no.embnet,no.news.drift,27
no.embnet,no.norsk,27
no.embnet,no.nuug,27
no.embnet,no.org.efn.diskusjon,27
no.embnet,no.pc,27
no.embnet,no.psykologi,27
no.embnet,no.radio_tv,27
no.embnet,no.slekt,27
no.embnet,no.sources.list,27
no.embnet,no.sources.wanted,27
no.embnet,no.speider,27
no.embnet,no.spill,27
no.embnet,no.sport.diverse,27
no.embnet,no.stortinget,27
no.embnet,no.tegnsett,27
no.embnet,no.telepost,27
no.eunet.drift,no.telepost,27
no.kryptografi,no.linux,27
no.linux,no.it.os.os2,27
no.linux,no.x,27
no.litteratur,no.marked.bil,27
no.litteratur,no.marked.bolig,27
no.marked,no.stortinget,27
no.medisin,no.prat.seksualitet,27
no.news.diverse,no.alt.tegneserier,27
no.norsk,no.embnet,27
no.norsk,no.eunet.diverse,27
no.norsk,no.eunet.drift,27
no.nuug,no.alt.god.jul,27
no.nuug,no.havforskning,27
no.nuug,no.radio_tv,27
no.nuug,no.slekt,27
no.nuug,no.sources.list,27
no.nuug,no.sources.wanted,27
no.nuug,no.speider,27
no.nuug,no.spill,27
no.nuug,no.sport.diverse,27
no.nuug,no.tegnsett,27
no.nuug,no.telepost,27
no.psykologi,no.vr,27
no.sources.list,no.standard,27
no.sources.list,no.stortinget,27
no.sources.wanted,no.standard,27
no.sport.diverse,no.standard,27
no.stortinget,no.musikk.gitar,27
no.tegnsett,no.havforskning,27
no.tegnsett,no.kjemi,27
no.tegnsett,no.litteratur,27
no.tegnsett,no.mail.diverse,27
no.tegnsett,no.mail.drift,27
no.tegnsett,no.marked,27
no.tegnsett,no.multimedia,27
no.tegnsett,no.news.drift,27
no.tegnsett,no.nuug,27
no.tegnsett,no.pc,27
no.tegnsett,no.psykologi,27
no.tegnsett,no.standard,27
no.tegnsett,no.stortinget,27
no.uninett.skole,no.biz.annonser,27
no.uninett.skole,unknown,27
no.alt.gledesutbrudd,no.tungregning,26
no.alt.god.jul,no.tungregning,26
no.alt.katter,no.jus,26
no.alt.mat,no.tungregning,26
no.alt.radio_tv.irma1000,no.tungregning,26
no.alt.tegneserier,no.tungregning,26
no.audio,no.tungregning,26
no.biz.annonser.data,no.biz.diskusjoner,26
no.bolig,no.film,26
no.bolig,no.irc,26
no.general,no.sources.wanted,26
no.havforskning,no.tungregning,26
no.irc,no.slekt,26
no.jus,no.tungregning,26
no.jus,no.www,26
no.kjemi,no.tungregning,26
no.linux,no.ms-windows,26
no.linux,no.tungregning,26
no.litteratur,no.www,26
no.mac,no.marked.bil,26
no.mac,no.marked.bolig,26
no.mail.diverse,no.tungregning,26
no.mail.drift,no.tungregning,26
no.marked,no.alt.radio_tv.irma1000,26
no.marked,no.tungregning,26
no.marked,no.uninett.skole,26
no.marked.data,no.media,26
no.marked.diskusjon,no.media,26
no.marked.diskusjon,no.net,26
no.marked.diskusjon,no.norsk,26
no.marked.diskusjon,no.nuug,26
no.marked.diskusjon,no.pc,26
no.marked.jobb,no.biz.annonser,26
no.media,no.mac,26
no.multimedia,no.alt.gledesutbrudd,26
no.multimedia,no.tungregning,26
no.musikk.klassisk,no.alt.frustrasjoner,26
no.net,no.tungregning,26
no.news.drift,no.tungregning,26
no.norsk,no.tungregning,26
no.reiser,no.spill,26
no.speider,no.irc,26
no.speider,no.reiser,26
no.spill,no.reiser,26
no.sport.diverse,no.sport.fotball,26
no.sport.diverse,no.vitser,26
no.stortinget,no.standard,26
no.stortinget,no.tungregning,26
no.tegnsett,no.alt.gledesutbrudd,26
no.tegnsett,no.musikk.gitar,26
no.tegnsett,no.tungregning,26
no.alt.katter,no.alt.tegneserier,25
no.alt.mat.drikke,no.alt.tegneserier,25
no.alt.mat.drikke,no.c,25
no.alt.motorsykler,no.standard,25
no.alt.tegneserier,no.alt.katter,25
no.alt.tegneserier,no.alt.mat.drikke,25
no.alt.tegneserier,no.biz.annonser,25
no.bolig,no.kjemi,25
no.bolig,no.linux,25
no.bolig,no.lisp,25
no.bolig,no.litteratur,25
no.bolig,no.marked.jobb,25
no.elektronikk,no.marked.bil,25
no.eunet.drift,no.news.drift,25
no.kjemi,no.alt.motorsykler,25
no.mail.drift,no.marked.bil,25
no.mail.drift,no.marked.bolig,25
no.marked.bil,no.linux,25
no.marked.bolig,no.linux,25
no.marked.data,no.biz.diskusjoner,25
no.marked.data,no.norsk,25
no.marked.data,no.nuug,25
no.marked.diskusjon,no.litteratur,25
no.marked.diskusjon,no.mac,25
no.marked.diskusjon,no.mail.diverse,25
no.marked.diskusjon,no.mail.drift,25
no.marked.diskusjon,no.medisin,25
no.marked.diskusjon,no.multimedia,25
no.marked.diskusjon,no.norsk.fagord,25
no.media,no.marked.data,25
no.media,no.musikk,25
no.ms-windows,no.alt.frustrasjoner,25
no.musikk.gitar,no.slekt,25
no.musikk.gitar,no.sources.list,25
no.musikk.gitar,no.sources.wanted,25
no.musikk.gitar,no.speider,25
no.musikk.gitar,no.spill,25
no.musikk.gitar,no.sport.diverse,25
no.musikk.gitar,no.tegnsett,25
no.musikk.gitar,no.telepost,25
no.net,no.alt.motorsykler,25
no.news.drift,no.eunet.drift,25
no.norsk,no.marked.data,25
no.radio_tv,no.havforskning,25
no.radio_tv,no.jus,25
no.radio_tv,no.kjemi,25
no.radio_tv,no.litteratur,25
no.radio_tv,no.mail.diverse,25
no.radio_tv,no.mail.drift,25
no.radio_tv,no.news.drift,25
no.radio_tv,no.nuug,25
no.radio_tv,no.psykologi,25
no.slekt,no.audio,25
no.slekt,no.c,25
no.sport.diverse,no.alt.god.jul,25
no.sport.diverse,no.audio,25
no.sport.diverse,no.c,25
no.sport.diverse,no.irc,25
no.student.nett,unknown,25
no.sykkel,no.general,25
no.uninett.diverse,unknown,25
no.alt.diskusjoner,no.film,24
no.alt.gledesutbrudd,no.standard,24
no.alt.god.jul,no.standard,24
no.alt.irctreff,no.irc,24
no.alt.katter,no.audio,24
no.alt.katter,no.bil,24
no.alt.katter,no.biz.diskusjoner,24
no.alt.katter,no.bolig,24
no.alt.katter,no.c,24
no.alt.katter,no.ef,24
no.alt.katter,no.elektronikk,24
no.alt.katter,no.embnet,24
no.alt.mat,no.irc,24
no.alt.mat,no.standard,24
no.alt.mat.drikke,no.audio,24
no.alt.mat.drikke,no.bil,24
no.alt.mat.drikke,no.biz.diskusjoner,24
no.alt.mat.drikke,no.bolig,24
no.alt.mat.drikke,no.ef,24
no.alt.mat.drikke,no.elektronikk,24
no.alt.mat.drikke,no.embnet,24
no.alt.radio_tv.irma1000,no.film,24
no.alt.radio_tv.irma1000,no.irc,24
no.alt.radio_tv.irma1000,no.standard,24
no.alt.tegneserier,no.biz.diskusjoner,24
no.alt.tegneserier,no.bolig,24
no.alt.tegneserier,no.standard,24
no.audio,no.biz.diskusjoner,24
no.audio,no.kryptografi,24
no.audio,no.standard,24
no.bil,no.kryptografi,24
no.biz.annonser,no.irc,24
no.biz.annonser,no.kryptografi,24
no.biz.annonser,no.linux,24
no.biz.annonser,no.ms-windows,24
no.biz.diskusjoner,no.audio,24
no.biz.diskusjoner,no.bolig,24
no.biz.diskusjoner,no.elektronikk,24
no.biz.diskusjoner,no.ms-windows,24
no.bolig,no.biz.diskusjoner,24
no.bolig,no.kryptografi,24
no.bolig,no.mac,24
no.bolig,no.marked.data,24
no.c,no.kryptografi,24
no.elektronikk,no.biz.diskusjoner,24
no.elektronikk,no.kryptografi,24
no.embnet,no.kryptografi,24
no.eunet.diverse,no.alt.god.jul,24
no.eunet.diverse,no.alt.motorsykler,24
no.eunet.diverse,no.alt.radio_tv.irma1000,24
no.eunet.diverse,no.kjemi,24
no.eunet.diverse,no.linux,24
no.eunet.diverse,no.litteratur,24
no.eunet.diverse,no.mac,24
no.eunet.diverse,no.mail.diverse,24
no.eunet.diverse,no.mail.drift,24
no.eunet.diverse,no.marked,24
no.eunet.diverse,no.multimedia,24
no.eunet.diverse,no.net,24
no.eunet.diverse,no.news.drift,24
no.eunet.diverse,no.norsk,24
no.eunet.diverse,no.nuug,24
no.eunet.diverse,no.org.efn.diskusjon,24
no.eunet.diverse,no.pc,24
no.eunet.diverse,no.psykologi,24
no.eunet.diverse,no.radio_tv,24
no.eunet.diverse,no.slekt,24
no.eunet.diverse,no.sources.list,24
no.eunet.diverse,no.sources.wanted,24
no.eunet.diverse,no.speider,24
no.eunet.diverse,no.spill,24
no.eunet.diverse,no.sport.diverse,24
no.eunet.diverse,no.stortinget,24
no.eunet.diverse,no.tegnsett,24
no.eunet.diverse,no.telepost,24
no.eunet.drift,no.alt.god.jul,24
no.eunet.drift,no.alt.motorsykler,24
no.eunet.drift,no.alt.radio_tv.irma1000,24
no.eunet.drift,no.kjemi,24
no.eunet.drift,no.linux,24
no.eunet.drift,no.litteratur,24
no.eunet.drift,no.mac,24
no.eunet.drift,no.mail.diverse,24
no.eunet.drift,no.mail.drift,24
no.eunet.drift,no.marked,24
no.eunet.drift,no.multimedia,24
no.eunet.drift,no.net,24
no.eunet.drift,no.norsk,24
no.eunet.drift,no.nuug,24
no.eunet.drift,no.org.efn.diskusjon,24
no.eunet.drift,no.psykologi,24
no.eunet.drift,no.radio_tv,24
no.eunet.drift,no.slekt,24
no.eunet.drift,no.sources.list,24
no.eunet.drift,no.sources.wanted,24
no.eunet.drift,no.speider,24
no.eunet.drift,no.spill,24
no.eunet.drift,no.sport.diverse,24
no.eunet.drift,no.stortinget,24
no.eunet.drift,no.tegnsett,24
no.eunet.hjelp,no.alt.god.jul,24
no.eunet.hjelp,no.alt.motorsykler,24
no.eunet.hjelp,no.alt.radio_tv.irma1000,24
no.eunet.hjelp,no.audio,24
no.eunet.hjelp,no.kjemi,24
no.eunet.hjelp,no.linux,24
no.eunet.hjelp,no.litteratur,24
no.eunet.hjelp,no.mac,24
no.eunet.hjelp,no.mail.diverse,24
no.eunet.hjelp,no.mail.drift,24
no.eunet.hjelp,no.marked,24
no.eunet.hjelp,no.multimedia,24
no.eunet.hjelp,no.norsk,24
no.eunet.hjelp,no.nuug,24
no.eunet.hjelp,no.org.efn.diskusjon,24
no.eunet.hjelp,no.pc,24
no.eunet.hjelp,no.psykologi,24
no.eunet.hjelp,no.radio_tv,24
no.eunet.hjelp,no.slekt,24
no.eunet.hjelp,no.sources.list,24
no.eunet.hjelp,no.sources.wanted,24
no.eunet.hjelp,no.speider,24
no.eunet.hjelp,no.spill,24
no.eunet.hjelp,no.sport.diverse,24
no.eunet.hjelp,no.stortinget,24
no.eunet.hjelp,no.tegnsett,24
no.eunet.hjelp,no.telepost,24
no.film,no.prat.seksualitet,24
no.general,no.marked.bil,24
no.general,no.marked.bolig,24
no.havforskning,no.alt.motorsykler,24
no.havforskning,no.alt.radio_tv.irma1000,24
no.havforskning,no.org.efn.diskusjon,24
no.havforskning,no.standard,24
no.jus,no.alt.radio_tv.irma1000,24
no.jus,no.standard,24
no.kjemi,no.alt.frustrasjoner,24
no.kjemi,no.alt.gledesutbrudd,24
no.kjemi,no.alt.pompelog,24
no.kjemi,no.alt.radio_tv.irma1000,24
no.kjemi,no.eunet.diverse,24
no.kjemi,no.eunet.drift,24
no.kjemi,no.eunet.hjelp,24
no.kjemi,no.standard,24
no.linux,no.alt.mat,24
no.linux,no.alt.motorsykler,24
no.linux,no.alt.radio_tv.irma1000,24
no.linux,no.eunet.diverse,24
no.linux,no.eunet.drift,24
no.linux,no.standard,24
no.linux,no.stortinget,24
no.mail.diverse,no.alt.gledesutbrudd,24
no.mail.diverse,no.alt.motorsykler,24
no.mail.diverse,no.alt.pompelog,24
no.mail.diverse,no.alt.radio_tv.irma1000,24
no.mail.diverse,no.eunet.diverse,24
no.mail.diverse,no.eunet.drift,24
no.mail.diverse,no.eunet.hjelp,24
no.mail.diverse,no.standard,24
no.mail.diverse,no.stortinget,24
no.mail.drift,no.alt.gledesutbrudd,24
no.mail.drift,no.alt.mat,24
no.mail.drift,no.alt.motorsykler,24
no.mail.drift,no.alt.pompelog,24
no.mail.drift,no.alt.radio_tv.irma1000,24
no.mail.drift,no.eunet.diverse,24
no.mail.drift,no.eunet.drift,24
no.mail.drift,no.eunet.hjelp,24
no.mail.drift,no.standard,24
no.mail.drift,no.stortinget,24
no.marked,no.alt.pompelog,24
no.marked,no.eunet.diverse,24
no.marked,no.eunet.drift,24
no.marked,no.eunet.hjelp,24
no.marked,no.standard,24
no.media,no.mail.diverse,24
no.ms-windows,no.biz.annonser,24
no.multimedia,no.alt.motorsykler,24
no.multimedia,no.alt.pompelog,24
no.multimedia,no.alt.radio_tv.irma1000,24
no.multimedia,no.eunet.diverse,24
no.multimedia,no.eunet.drift,24
no.multimedia,no.eunet.hjelp,24
no.multimedia,no.standard,24
no.multimedia,no.stortinget,24
no.musikk.gitar,no.radio_tv,24
no.musikk.gitar,no.standard,24
no.net,no.alt.gledesutbrudd,24
no.net,no.alt.mat,24
no.net,no.alt.radio_tv.irma1000,24
no.news.drift,no.alt.gledesutbrudd,24
no.news.drift,no.alt.god.jul,24
no.news.drift,no.alt.mat,24
no.news.drift,no.alt.motorsykler,24
no.news.drift,no.alt.radio_tv.irma1000,24
no.news.drift,no.alt.tegneserier,24
no.news.drift,no.audio,24
no.news.drift,no.embnet,24
no.news.drift,no.eunet.diverse,24
no.news.drift,no.standard,24
no.news.drift,no.stortinget,24
no.norsk,no.alt.mat,24
no.norsk,no.alt.motorsykler,24
no.norsk,no.alt.pompelog,24
no.norsk,no.alt.radio_tv.irma1000,24
no.norsk,no.eunet.hjelp,24
no.norsk,no.standard,24
no.nuug,no.alt.frustrasjoner,24
no.nuug,no.alt.gledesutbrudd,24
no.nuug,no.alt.mat,24
no.nuug,no.alt.motorsykler,24
no.nuug,no.alt.pompelog,24
no.nuug,no.alt.radio_tv.irma1000,24
no.nuug,no.alt.tegneserier,24
no.nuug,no.audio,24
no.nuug,no.c,24
no.nuug,no.ef,24
no.nuug,no.embnet,24
no.nuug,no.eunet.diverse,24
no.nuug,no.eunet.drift,24
no.nuug,no.eunet.hjelp,24
no.nuug,no.stortinget,24
no.org.efn.diskusjon,no.film,24
no.prat.politikk,no.havforskning,24
no.prat.politikk,no.vitser,24
no.radio_tv,no.alt.god.jul,24
no.radio_tv,no.alt.mat,24
no.radio_tv,no.alt.motorsykler,24
no.radio_tv,no.alt.pompelog,24
no.radio_tv,no.c,24
no.radio_tv,no.ef,24
no.radio_tv,no.embnet,24
no.radio_tv,no.eunet.diverse,24
no.radio_tv,no.eunet.drift,24
no.radio_tv,no.eunet.hjelp,24
no.radio_tv,no.musikk.gitar,24
no.radio_tv,no.org.efn.diskusjon,24
no.radio_tv,no.tungregning,24
no.skole.diverse,no.alt.diskusjoner,24
no.skole.diverse,no.havforskning,24
no.skole.diverse,no.vit.diverse,24
no.slekt,no.alt.gledesutbrudd,24
no.slekt,no.alt.god.jul,24
no.slekt,no.alt.mat,24
no.slekt,no.alt.motorsykler,24
no.slekt,no.alt.pompelog,24
no.slekt,no.alt.radio_tv.irma1000,24
no.slekt,no.alt.tegneserier,24
no.slekt,no.ef,24
no.slekt,no.embnet,24
no.slekt,no.eunet.diverse,24
no.slekt,no.eunet.drift,24
no.slekt,no.eunet.hjelp,24
no.slekt,no.org.efn.diskusjon,24
no.sources.list,no.alt.frustrasjoner,24
no.sources.list,no.alt.gledesutbrudd,24
no.sources.list,no.alt.god.jul,24
no.sources.list,no.alt.mat,24
no.sources.list,no.alt.motorsykler,24
no.sources.list,no.alt.pompelog,24
no.sources.list,no.alt.radio_tv.irma1000,24
no.sources.list,no.alt.tegneserier,24
no.sources.list,no.audio,24
no.sources.list,no.c,24
no.sources.list,no.ef,24
no.sources.list,no.embnet,24
no.sources.list,no.eunet.diverse,24
no.sources.list,no.eunet.drift,24
no.sources.list,no.eunet.hjelp,24
no.sources.list,no.irc,24
no.sources.list,no.org.efn.diskusjon,24
no.sources.wanted,no.alt.frustrasjoner,24
no.sources.wanted,no.alt.gledesutbrudd,24
no.sources.wanted,no.alt.god.jul,24
no.sources.wanted,no.alt.mat,24
no.sources.wanted,no.alt.motorsykler,24
no.sources.wanted,no.alt.pompelog,24
no.sources.wanted,no.alt.radio_tv.irma1000,24
no.sources.wanted,no.alt.tegneserier,24
no.sources.wanted,no.audio,24
no.sources.wanted,no.c,24
no.sources.wanted,no.ef,24
no.sources.wanted,no.embnet,24
no.sources.wanted,no.eunet.diverse,24
no.sources.wanted,no.eunet.drift,24
no.sources.wanted,no.eunet.hjelp,24
no.sources.wanted,no.irc,24
no.sources.wanted,no.org.efn.diskusjon,24
no.speider,no.alt.god.jul,24
no.speider,no.alt.mat,24
no.speider,no.alt.pompelog,24
no.speider,no.alt.radio_tv.irma1000,24
no.speider,no.alt.tegneserier,24
no.speider,no.audio,24
no.speider,no.c,24
no.speider,no.ef,24
no.speider,no.embnet,24
no.speider,no.eunet.diverse,24
no.speider,no.eunet.drift,24
no.speider,no.eunet.hjelp,24
no.speider,no.org.efn.diskusjon,24
no.sport.diverse,no.alt.mat,24
no.sport.diverse,no.alt.motorsykler,24
no.sport.diverse,no.alt.pompelog,24
no.sport.diverse,no.alt.radio_tv.irma1000,24
no.sport.diverse,no.alt.tegneserier,24
no.sport.diverse,no.ef,24
no.sport.diverse,no.embnet,24
no.sport.diverse,no.eunet.diverse,24
no.sport.diverse,no.eunet.drift,24
no.sport.diverse,no.eunet.hjelp,24
no.sport.diverse,no.org.efn.diskusjon,24
no.sport.diverse,no.reiser,24
no.tegnsett,no.alt.god.jul,24
no.tegnsett,no.alt.mat,24
no.tegnsett,no.alt.motorsykler,24
no.tegnsett,no.alt.pompelog,24
no.tegnsett,no.alt.radio_tv.irma1000,24
no.tegnsett,no.alt.tegneserier,24
no.tegnsett,no.audio,24
no.tegnsett,no.c,24
no.tegnsett,no.ef,24
no.tegnsett,no.embnet,24
no.tegnsett,no.eunet.diverse,24
no.tegnsett,no.eunet.drift,24
no.tegnsett,no.eunet.hjelp,24
no.tegnsett,no.org.efn.diskusjon,24
no.uninett.skole,no.skole.diverse,24
no.vit.diverse,no.skole.diverse,24
no.alt.frustrasjoner,no.ms-windows,23
no.alt.katter,no.biz.annonser,23
no.alt.mat.drikke,no.biz.annonser,23
no.alt.mat.drikke,no.marked,23
no.amiga,no.www,23
no.biz.diskusjoner,no.embnet,23
no.c,no.tungregning,23
no.ef,no.kryptografi,23
no.ef,no.tungregning,23
no.embnet,no.biz.diskusjoner,23
no.embnet,no.tungregning,23
no.eunet.diverse,no.musikk.gitar,23
no.eunet.diverse,unknown,23
no.eunet.drift,no.musikk.gitar,23
no.eunet.hjelp,no.musikk.gitar,23
no.eunet.hjelp,no.news.diverse,23
no.marked.data,no.vitser,23
no.musikk.gitar,no.tungregning,23
no.news.diverse,no.bil,23
no.news.diverse,no.elektronikk,23
no.norsk,no.svar,23
no.nuug,no.tungregning,23
no.org.efn.diskusjon,no.tungregning,23
no.prat.narkotika,no.perl,23
no.prat.ufo,no.marked,23
no.prat.ufo,no.media,23
no.prat.ufo,no.perl,23
no.reiser,no.sport.diverse,23
no.typografi,unknown,23
no.uninett.skole,no.mail.diverse,23
no.uninett.skole,no.marked,23
no.alkohol,no.alt.sjokolade,22
no.alt.arkiv,no.alt.sjokolade,22
no.alt.katter,no.medisin,22
no.alt.motorsykler,no.alt.sjokolade,22
no.alt.motorsykler,no.reiser,22
no.alt.pompel-og-pilt,no.biz.diskusjoner,22
no.alt.pompel-og-pilt,no.bolig,22
no.alt.radio-tv.irma-1000,no.biz.diskusjoner,22
no.alt.radio-tv.irma-1000,no.bolig,22
no.alt.tegneserier,no.alt.sjokolade,22
no.audio,no.alt.katter,22
no.audio,no.alt.mat.drikke,22
no.bil,no.alt.katter,22
no.bil,no.alt.mat.drikke,22
no.biz.annonser.data,unknown,22
no.biz.diskusjoner,no.alt.katter,22
no.biz.diskusjoner,no.alt.mat.drikke,22
no.biz.diskusjoner,no.alt.pompel-og-pilt,22
no.biz.diskusjoner,no.alt.radio-tv.irma-1000,22
no.biz.diskusjoner,no.alt.tegneserier,22
no.biz.diskusjoner,no.havforskning,22
no.biz.diskusjoner,no.jus,22
no.biz.diskusjoner,no.kjemi,22
no.bolig,no.alt.katter,22
no.bolig,no.alt.mat.drikke,22
no.bolig,no.alt.pompel-og-pilt,22
no.bolig,no.alt.radio-tv.irma-1000,22
no.bolig,no.alt.tegneserier,22
no.bolig,no.havforskning,22
no.c,no.alt.katter,22
no.c,no.alt.mat.drikke,22
no.c,no.biz.annonser,22
no.ef,no.alt.katter,22
no.ef,no.alt.mat.drikke,22
no.elektronikk,no.alt.katter,22
no.elektronikk,no.alt.mat.drikke,22
no.embnet,no.alt.katter,22
no.embnet,no.alt.mat.drikke,22
no.embnet,no.biz.annonser,22
no.folklore.edb,no.general,22
no.havforskning,no.news.diverse,22
no.irc,no.sport.diverse,22
no.jus,no.alt.flame,22
no.linux,no.kryptografi,22
no.litteratur,no.media,22
no.litteratur,no.norsk.fagord,22
no.marked,no.kryptografi,22
no.marked.diskusjon,no.lisp,22
no.marked.diskusjon,no.marked.bil,22
no.marked.diskusjon,no.marked.bolig,22
no.marked.diskusjon,no.perl,22
no.nuug,no.marked.data,22
no.org.efn.diskusjon,no.standard,22
no.radio_tv,no.standard,22
no.standard,no.tegnsett,22
no.stortinget,no.film,22
no.stortinget,no.irc,22
no.telepost,no.film,22
no.vit.diverse,no.alt.god.jul,22
no.vit.diverse,no.stortinget,22
no.alt.gledesutbrudd,no.bil,21
no.alt.gledesutbrudd,no.it.emacs,21
no.alt.god.jul,no.ai,21
no.alt.god.jul,no.alt.arkiv,21
no.alt.mat.drikke,no.havforskning,21
no.alt.mat.drikke,no.kjemi,21
no.alt.mat.drikke,no.marked.jobb,21
no.alt.motorsykler,no.musikk,21
no.alt.pompel-og-pilt,no.biz.annonser,21
no.alt.radio-tv.irma-1000,no.biz.annonser,21
no.audio,no.marked.bil,21
no.biz.diskusjoner,no.film,21
no.biz.diskusjoner,no.irc,21
no.biz.diskusjoner,no.kryptografi,21
no.biz.diskusjoner,no.linux,21
no.biz.diskusjoner,no.lisp,21
no.biz.diskusjoner,no.litteratur,21
no.biz.diskusjoner,no.mac,21
no.biz.diskusjoner,no.mail.diverse,21
no.biz.diskusjoner,no.mail.drift,21
no.bolig,no.mail.diverse,21
no.bolig,no.mail.drift,21
no.ef,no.biz.annonser,21
no.ef,no.standard,21
no.embnet,no.standard,21
no.general,no.alt.radio_tv.irma1000,21
no.irc,no.alt.gledesutbrudd,21
no.irc,no.nuug,21
no.irc,no.psykologi,21
no.irc,no.sources.list,21
no.irc,no.sources.wanted,21
no.irc,no.speider,21
no.irc,no.tegnsett,21
no.irc,no.telepost,21
no.it.emacs,no.mac,21
no.litteratur,no.perl,21
no.nuug,no.irc,21
no.nuug,no.standard,21
no.pc,no.prat.aksjer,21
no.sources.wanted,no.elektronikk,21
no.sport.diverse,no.marked.jobb,21
no.tegnsett,no.irc,21
no.uninett.skole,no.news.diverse,21
no.video,no.general,21
no.vit.diverse,no.elektronikk,21
no.ai,no.alt.god.jul,20
no.alt.arkiv,no.alt.god.jul,20
no.alt.diskusjoner,no.bil,20
no.alt.katter,no.film,20
no.alt.katter,no.havforskning,20
no.alt.katter,no.irc,20
no.alt.katter,no.it.emacs,20
no.alt.katter,no.kjemi,20
no.alt.katter,no.kryptografi,20
no.alt.katter,no.linux,20
no.alt.katter,no.lisp,20
no.alt.katter,no.litteratur,20
no.alt.katter,no.mac,20
no.alt.katter,no.mail.diverse,20
no.alt.katter,no.mail.drift,20
no.alt.katter,no.marked.bil,20
no.alt.katter,no.marked.bolig,20
no.alt.katter,no.marked.data,20
no.alt.katter,no.marked.jobb,20
no.alt.mat,no.alt.pompel-og-pilt,20
no.alt.mat.drikke,no.film,20
no.alt.mat.drikke,no.irc,20
no.alt.mat.drikke,no.jus,20
no.alt.mat.drikke,no.kryptografi,20
no.alt.mat.drikke,no.linux,20
no.alt.mat.drikke,no.lisp,20
no.alt.mat.drikke,no.litteratur,20
no.alt.mat.drikke,no.mac,20
no.alt.mat.drikke,no.mail.diverse,20
no.alt.mat.drikke,no.mail.drift,20
no.alt.mat.drikke,no.marked.bil,20
no.alt.mat.drikke,no.marked.bolig,20
no.alt.mat.drikke,no.marked.data,20
no.alt.motorsykler,no.alt.pompel-og-pilt,20
no.alt.pompel-og-pilt,no.it.emacs,20
no.alt.pompel-og-pilt,no.kryptografi,20
no.alt.pompel-og-pilt,no.marked.bil,20
no.alt.pompel-og-pilt,no.marked.bolig,20
no.alt.radio-tv.irma-1000,no.it.emacs,20
no.alt.radio-tv.irma-1000,no.kryptografi,20
no.alt.radio-tv.irma-1000,no.marked.bil,20
no.alt.radio-tv.irma-1000,no.marked.bolig,20
no.alt.tegneserier,no.it.emacs,20
no.alt.tegneserier,no.kryptografi,20
no.alt.tegneserier,no.marked.bil,20
no.alt.tegneserier,no.marked.bolig,20
no.audio,no.it.emacs,20
no.audio,no.marked.bolig,20
no.bil,no.it.emacs,20
no.bil,no.marked.bolig,20
no.biz.annonser,no.jus,20
no.biz.annonser,no.net,20
no.biz.annonser,no.news.diverse,20
no.biz.diskusjoner,no.it.emacs,20
no.biz.diskusjoner,no.marked.bil,20
no.biz.diskusjoner,no.marked.bolig,20
