from_newsgroup,to_newsgroup,number_of_references
no.mac,no.norsk,35
no.mail.diverse,no.alt.pompel-og-pilt,35
no.mail.drift,no.alt.pompel-og-pilt,35
no.marked.bolig,no.marked,35
no.marked.jobb,no.alt.pompel-og-pilt,35
no.marked.jobb,no.alt.radio-tv.irma-1000,35
no.marked.jobb,no.musikk,35
no.net,no.lisp,35
no.news.diverse,no.slekt.programmer,35
no.norsk,no.alkohol,35
no.pc,no.litteratur,35
no.psykologi,no.news.diverse,35
no.skole.diverse,no.medisin,35
no.spill,no.www,35
no.sport.diverse,no.pc,35
no.sykkel,no.marked,35
no.telepost,no.pc,35
no.video,no.marked.data,35
no.vit.diverse,no.religion,35
no.alkohol,no.alt.god.jul,34
no.alt.amiga,unknown,34
no.alt.config,no.alt.god.jul,34
no.alt.diskusjoner,no.uninett.diverse,34
no.alt.flame,no.ai,34
no.alt.frustrasjoner,no.ef,34
no.alt.frustrasjoner,no.marked.data,34
no.alt.frustrasjoner,no.marked.jobb,34
no.alt.god.jul,no.elektronikk,34
no.alt.pompel-og-pilt,no.alt.diskusjoner,34
no.alt.pompel-og-pilt,no.multimedia,34
no.alt.pompel-og-pilt,no.musikk,34
no.alt.pompel-og-pilt,no.musikk.gitar,34
no.alt.radio-tv.irma-1000,no.multimedia,34
no.alt.sjokolade,no.irc,34
no.alt.sjokolade,no.kjemi,34
no.alt.sjokolade,no.linux,34
no.alt.sjokolade,no.lisp,34
no.alt.sjokolade,no.litteratur,34
no.alt.sjokolade,no.mac,34
no.alt.sjokolade,no.mail.diverse,34
no.alt.sjokolade,no.mail.drift,34
no.alt.sjokolade,no.marked,34
no.alt.tegneserier,no.eunet.diverse,34
no.amiga,no.c,34
no.bibsys,no.biz.annonser,34
no.bibsys,no.biz.diskusjoner,34
no.bibsys,no.biz.nettilbydere,34
no.bil,no.biz.annonser.data,34
no.biz.annonser.data,no.bil,34
no.biz.annonser.data,no.embnet,34
no.biz.diskusjoner,no.pc,34
no.biz.nettilbydere,no.bil,34
no.bolig,no.marked,34
no.c,no.biz.nettilbydere,34
no.ef,no.biz,34
no.eunet.diverse,no.audio,34
no.film,no.biz,34
no.it.diverse,no.biz.annonser,34
no.jus,no.medisin,34
no.kryptografi,no.mail.diverse,34
no.kryptografi,no.mail.drift,34
no.linux,no.alt.sjokolade,34
no.lisp,no.alt.sjokolade,34
no.lisp,no.ef,34
no.lisp,no.elektronikk,34
no.lisp,unknown,34
no.litteratur,no.alt.sjokolade,34
no.mail.diverse,no.alt.sjokolade,34
no.mail.diverse,no.bil,34
no.mail.drift,no.alt.sjokolade,34
no.mail.drift,no.bil,34
no.marked,no.alt.sjokolade,34
no.marked,no.marked.bolig,34
no.marked.data,no.alt.god.jul,34
no.marked.data,no.c,34
no.marked.diskusjon,no.marked.jobb,34
no.marked.jobb,no.bil,34
no.marked.jobb,no.c,34
no.marked.jobb,no.elektronikk,34
no.marked.jobb,no.havforskning,34
no.marked.jobb,no.www,34
no.media,no.marked.jobb,34
no.medisin,no.jus,34
no.multimedia,no.typografi,34
no.musikk,no.c,34
no.musikk,no.ef,34
no.musikk.gitar,no.alt.god.jul,34
no.musikk.gitar,no.alt.tegneserier,34
no.musikk.gitar,no.audio,34
no.musikk.gitar,no.c,34
no.musikk.gitar,no.ef,34
no.musikk.gitar,no.embnet,34
no.net,no.amiga,34
no.net,no.stortinget,34
no.news.diverse,no.medisin,34
no.norsk,no.ef,34
no.norsk,no.kjemi,34
no.pc,no.musikk.gitar,34
no.pc,no.sport.diverse,34
no.pc,no.telepost,34
no.religion,no.norsk,34
no.skole.diverse,no.stortinget,34
no.slekt,no.spill,34
no.sport.orientering,unknown,34
no.test,no.marked.data,34
no.test,no.marked.jobb,34
no.typografi,no.general,34
no.typografi,no.multimedia,34
no.uninett.skole,no.norsk,34
no.unix,no.c,34
no.ai,no.alt.frustrasjoner,33
no.alt.arkiv,no.alt.frustrasjoner,33
no.alt.gledesutbrudd,no.alt.radio_tv.irma1000,33
no.alt.god.jul,no.lisp,33
no.alt.god.jul,no.marked.jobb,33
no.alt.god.jul,no.musikk,33
no.alt.katter,no.bil,33
no.alt.pompelog,no.alt.radio_tv.irma1000,33
no.amiga,no.linux,33
no.amiga,no.mac,33
no.audio,no.biz.annonser,33
no.bibsys,no.biz,33
no.bil,no.multimedia,33
no.biz,no.ef,33
no.biz,no.film,33
no.biz.annonser,no.biz,33
no.biz.annonser,no.mac,33
no.biz.annonser.data,no.bolig,33
no.biz.annonser.data,no.general,33
no.biz.nettilbydere,no.bolig,33
no.bolig,no.biz.annonser.data,33
no.bolig,no.biz.nettilbydere,33
no.elektronikk,no.spill,33
no.general,no.alt.pompelog,33
no.havforskning,no.alt.diskusjoner,33
no.havforskning,no.biz.nettilbydere,33
no.hobby.diverse,no.biz.annonser,33
no.irc,no.biz.annonser.data,33
no.irc,no.pc,33
no.kjemi,no.bibsys,33
no.kryptografi,unknown,33
no.mail.drift,no.norsk,33
no.mail.drift,no.pc,33
no.marked,no.bolig,33
no.marked.data,no.embnet,33
no.marked.jobb,no.embnet,33
no.marked.jobb,no.net,33
no.marked.jobb,unknown,33
no.media,no.mail.drift,33
no.medisin,no.prat.politikk,33
no.ms-windows,no.medisin,33
no.ms-windows,no.musikk,33
no.multimedia,no.biz.annonser.data,33
no.musikk,no.ms-windows,33
no.musikk.gitar,no.film,33
no.news.diverse,no.audio,33
no.news.diverse,no.biz.nettilbydere,33
no.news.drift,no.mac,33
no.norsk,no.mail.drift,33
no.org.efn.diskusjon,no.kryptografi,33
no.prat.politikk,no.alt.flame,33
no.prat.politikk,no.uninett.skole,33
no.prat.seksualitet,no.jus,33
no.radio-tv,no.news.diverse,33
no.stortinget,no.net,33
no.tele,no.marked.data,33
no.uninett.diverse,no.alt.diskusjoner,33
no.unix,no.mail.diverse,33
no.ai,no.alt.mat,32
no.alkohol,no.alt.flame,32
no.alt.arkiv,no.alt.mat,32
no.alt.diskusjoner,no.alt.god.jul,32
no.alt.frustrasjoner,no.bil,32
no.alt.gledesutbrudd,no.alt.tegneserier,32
no.alt.motorsykler,no.alt.arkiv,32
no.alt.pompelog,no.eunet.hjelp,32
no.alt.radio-tv.irma-1000,no.musikk,32
no.alt.radio-tv.irma-1000,no.musikk.gitar,32
no.alt.radio_tv.irma1000,no.alt.gledesutbrudd,32
no.alt.tegneserier,no.musikk,32
no.bibsys,no.elektronikk,32
no.bibsys,no.jus,32
no.bibsys,no.kjemi,32
no.bibsys,no.linux,32
no.bibsys,no.lisp,32
no.bibsys,no.mac,32
no.bibsys,no.marked,32
no.bibsys,no.marked.jobb,32
no.bil,no.musikk.gitar,32
no.bil,no.net,32
no.biz,no.biz.annonser.data,32
no.biz,no.c,32
no.biz.annonser,no.multimedia,32
no.biz.annonser.data,no.biz,32
no.biz.nettilbydere,no.havforskning,32
no.c,no.amiga,32
no.c,no.eunet.hjelp,32
no.c,no.unix,32
no.ef,no.eunet.hjelp,32
no.embnet,no.musikk,32
no.eunet.diverse,no.havforskning,32
no.eunet.drift,no.eunet.hjelp,32
no.eunet.hjelp,no.c,32
no.eunet.hjelp,no.ef,32
no.eunet.hjelp,no.eunet.drift,32
no.general,no.alt.irc-treff,32
no.havforskning,no.biz,32
no.havforskning,no.biz.annonser.data,32
no.irc,no.biz.nettilbydere,32
no.lisp,no.net,32
no.litteratur,no.pc,32
no.mac,no.bibsys,32
no.mail.diverse,no.psykologi,32
no.marked.data,no.bibsys,32
no.marked.data,no.ef,32
no.marked.data,no.video,32
no.marked.jobb,no.ef,32
no.medisin,no.alkohol,32
no.ms-windows,no.elektronikk,32
no.net,no.marked.jobb,32
no.news.diverse,no.film,32
no.news.drift,no.multimedia,32
no.norsk,no.nuug,32
no.org.efn.diskusjon,no.religion,32
no.pc,no.hobby.diverse,32
no.pc,no.radio_tv,32
no.pc,no.uninett.diverse,32
no.prat.narkotika,no.www,32
no.prat.politikk,no.medisin,32
no.psykologi,no.mail.diverse,32
no.radio-tv,no.pc,32
no.religion,no.vit.diverse,32
no.spill,no.elektronikk,32
no.spill,no.slekt,32
no.uninett.skole,no.prat.politikk,32
no.www,no.biz.annonser,32
no.www,no.sport.diverse,32
no.x,unknown,32
no.alt.arkiv,no.alt.gledesutbrudd,31
no.alt.diskusjoner,no.biz.annonser,31
no.alt.frustrasjoner,no.alt.katter,31
no.alt.frustrasjoner,no.biz.diskusjoner,31
no.alt.frustrasjoner,no.embnet,31
no.alt.frustrasjoner,no.sport.diverse,31
no.alt.god.jul,no.alt.frustrasjoner,31
no.alt.pompelog,no.alt.motorsykler,31
no.alt.radio_tv.irma1000,no.alt.frustrasjoner,31
no.alt.radio_tv.irma1000,no.alt.mat,31
no.alt.radio_tv.irma1000,no.alt.pompelog,31
no.alt.tegneserier,no.alt.frustrasjoner,31
no.alt.tegneserier,no.alt.gledesutbrudd,31
no.alt.tegneserier,no.radio-tv,31
no.amiga,no.biz.annonser,31
no.bibsys,no.general,31
no.bibsys,no.mail.diverse,31
no.bibsys,no.mail.drift,31
no.bibsys,no.marked.data,31
no.bibsys,no.multimedia,31
no.bibsys,no.musikk,31
no.biz,no.biz.annonser,31
no.biz.annonser,no.alt.diskusjoner,31
no.biz.annonser,no.hobby.diverse,31
no.biz.annonser.data,no.irc,31
no.biz.nettilbydere,no.biz,31
no.biz.nettilbydere,no.irc,31
no.c,no.alt.pompelog,31
no.c,no.biz,31
no.ef,no.alt.pompelog,31
no.elektronikk,no.alt.god.jul,31
no.elektronikk,no.hobby.diverse,31
no.elektronikk,no.musikk.gitar,31
no.embnet,no.biz,31
no.general,no.eunet.hjelp,31
no.irc,no.biz,31
no.irc,no.spill,31
no.it.diverse,no.c,31
no.kryptografi,no.org.efn.diskusjon,31
no.linux,no.bibsys,31
no.lisp,no.bibsys,31
no.lisp,no.musikk,31
no.litteratur,no.nuug,31
no.mac,no.nuug,31
no.mail.diverse,no.nuug,31
no.mail.drift,no.nuug,31
no.marked,no.bibsys,31
no.multimedia,no.news.drift,31
no.musikk,no.alt.tegneserier,31
no.musikk,no.bibsys,31
no.musikk.gitar,no.general,31
no.net,no.bibsys,31
no.net,no.bil,31
no.news.diverse,no.alt.gledesutbrudd,31
no.news.drift,no.musikk,31
no.norsk,no.medisin,31
no.norsk,no.uninett.diverse,31
no.nuug,no.litteratur,31
no.nuug,no.mac,31
no.nuug,no.norsk,31
no.pc,no.psykologi,31
no.psykologi,no.pc,31
no.radio-tv,no.alt.diskusjoner,31
no.radio_tv,no.pc,31
no.religion,no.radio-tv,31
no.slekt,no.marked,31
no.slekt,no.pc,31
no.uninett.diverse,no.pc,31
no.uninett.skole,no.litteratur,31
no.alt.frustrasjoner,no.kjemi,30
no.alt.frustrasjoner,no.news.drift,30
no.alt.frustrasjoner,no.psykologi,30
no.alt.mat,no.alt.radio_tv.irma1000,30
no.alt.mat.drikke,no.alt.gledesutbrudd,30
no.alt.sjokolade,no.multimedia,30
no.alt.sjokolade,no.net,30
no.amiga,no.biz.diskusjoner,30
no.bibsys,no.musikk.gitar,30
no.bibsys,no.net,30
no.bil,no.alt.diskusjoner,30
no.bil,no.biz,30
no.biz,no.bil,30
no.biz,no.bolig,30
no.biz,no.embnet,30
no.biz,no.havforskning,30
no.biz,no.irc,30
no.biz.annonser.data,no.havforskning,30
no.bolig,no.biz,30
no.bolig,no.general,30
no.eunet.hjelp,no.alt.pompelog,30
no.general,no.student.nett,30
no.hobby.diverse,no.sport.diverse,30
no.irc,no.vitser,30
no.kryptografi,no.multimedia,30
no.mail.diverse,no.bibsys,30
no.mail.drift,no.bibsys,30
no.marked,no.slekt,30
no.marked,no.sykkel,30
no.marked.data,no.news.diverse,30
no.marked.jobb,no.bibsys,30
no.medisin,no.net,30
no.multimedia,no.alt.radio-tv.irma-1000,30
no.multimedia,no.bil,30
no.multimedia,no.news.diverse,30
no.multimedia,no.psykologi,30
no.musikk,no.biz.annonser,30
no.musikk,no.embnet,30
no.net,no.alt.sjokolade,30
no.news.diverse,no.pressemeldinger,30
no.news.drift,no.musikk.gitar,30
no.norsk,no.psykologi,30
no.norsk,no.vitser,30
no.nuug,no.mail.diverse,30
no.nuug,no.mail.drift,30
no.pc,no.biz.nettilbydere,30
no.pc,no.news.drift,30
no.psykologi,no.kjemi,30
no.psykologi,no.multimedia,30
no.radio-tv,no.marked.data,30
no.stortinget,no.havforskning,30
no.test,no.marked,30
no.vitser,no.irc,30
no.vitser,no.norsk,30
no.www,no.prat.narkotika,30
no.ai,no.alt.flame,29
no.alkohol,no.medisin,29
no.alt.config,no.alt.pompelog,29
no.alt.diskusjoner,no.alt.amiga,29
no.alt.diskusjoner,no.bil,29
no.alt.diskusjoner,no.eunet.hjelp,29
no.alt.frustrasjoner,no.media,29
no.alt.gledesutbrudd,no.alt.sjokolade,29
no.alt.pompelog,no.alkohol,29
no.alt.pompelog,no.alt.config,29
no.alt.radio_tv.irma1000,no.alt.motorsykler,29
no.biz,no.biz.nettilbydere,29
no.biz.annonser,no.amiga,29
no.biz.diskusjoner,no.alt.frustrasjoner,29
no.biz.diskusjoner,no.amiga,29
no.eunet.diverse,no.film,29
no.irc,no.news.diverse,29
no.jus,no.kryptografi,29
no.kjemi,no.psykologi,29
no.lisp,no.alt.god.jul,29
no.lisp,no.medisin,29
no.litteratur,no.psykologi,29
no.litteratur,no.uninett.skole,29
no.marked.bil,unknown,29
no.marked.jobb,no.alt.god.jul,29
no.media,no.kjemi,29
no.multimedia,no.alt.pompel-og-pilt,29
no.multimedia,no.bibsys,29
no.musikk,no.alt.flame,29
no.musikk,no.alt.god.jul,29
no.musikk,no.alt.pompel-og-pilt,29
no.musikk,no.alt.radio-tv.irma-1000,29
no.musikk.gitar,no.alt.pompel-og-pilt,29
no.musikk.gitar,no.alt.radio-tv.irma-1000,29
no.musikk.gitar,no.bil,29
no.musikk.gitar,no.news.drift,29
no.news.drift,no.kjemi,29
no.news.drift,no.linux,29
no.news.drift,no.marked,29
no.news.drift,no.pc,29
no.norsk,no.musikk.gitar,29
no.norsk,no.spill,29
no.perl,no.unix,29
no.pressemeldinger,no.marked,29
no.psykologi,no.mac,29
no.sport.diverse,no.hobby.diverse,29
no.sport.diverse,no.www,29
no.tele,no.linux,29
no.video,no.multimedia,29
no.vit.diverse,no.alt.mat.drikke,29
no.www,no.irc,29
no.alkohol,no.alt.pompelog,28
no.alt.arkiv,no.alt.motorsykler,28
no.alt.diskusjoner,no.alt.katter,28
no.alt.frustrasjoner,no.havforskning,28
no.alt.frustrasjoner,no.religion,28
no.alt.gledesutbrudd,no.alt.katter,28
no.alt.motorsykler,no.alt.pompelog,28
no.alt.motorsykler,no.alt.radio_tv.irma1000,28
no.alt.sjokolade,no.alt.diskusjoner,28
no.biz,no.biz.diskusjoner,28
no.biz.diskusjoner,no.biz,28
no.eunet.hjelp,no.alt.diskusjoner,28
no.eunet.hjelp,no.general,28
no.folklore.overtro,no.vit.diverse,28
no.havforskning,no.stortinget,28
no.kjemi,no.news.drift,28
no.linux,no.ms-windows,28
no.linux,no.tele,28
no.lisp,no.musikk.gitar,28
no.mac,no.psykologi,28
no.marked,no.news.drift,28
no.media,no.net,28
no.ms-windows,no.audio,28
no.ms-windows,no.hobby.diverse,28
no.multimedia,no.alt.sjokolade,28
no.multimedia,no.video,28
no.musikk,no.alt.sjokolade,28
no.musikk,no.biz.annonser.data,28
no.musikk.gitar,no.bibsys,28
no.musikk.gitar,no.elektronikk,28
no.musikk.gitar,no.lisp,28
no.musikk.gitar,no.norsk,28
no.net,no.kryptografi,28
no.news.diverse,no.it.diverse,28
no.news.diverse,no.tele,28
no.news.drift,no.psykologi,28
no.pc,no.slekt,28
no.prat.ufo,no.vit.diverse,28
no.pressemeldinger.diskusjon,no.www,28
no.slekt,no.norsk,28
no.stortinget,no.kjemi,28
no.test,no.multimedia,28
no.vit.diverse,no.folklore.overtro,28
no.www,no.pressemeldinger.diskusjon,28
no.alt.diskusjoner,no.c,27
no.alt.frustrasjoner,no.lisp,27
no.alt.god.jul,no.alt.mat,27
no.alt.katter,no.alt.diskusjoner,27
no.alt.mat,no.film,27
no.audio,no.eunet.diverse,27
no.biz.annonser.data,no.it.diverse,27
no.biz.annonser.data,no.musikk,27
no.biz.nettilbydere,no.alt.diskusjoner,27
no.c,no.alt.diskusjoner,27
no.ef,no.alt.config,27
no.ef,no.norsk,27
no.embnet,unknown,27
no.folklore.edb,no.pc,27
no.irc,no.norsk,27
no.kjemi,no.stortinget,27
no.mac,no.news.drift,27
no.marked,no.biz.diskusjoner,27
no.media,no.jus,27
no.media,no.linux,27
no.multimedia,no.biz.annonser,27
no.news.diverse,no.biz.annonser,27
no.news.diverse,no.havforskning,27
no.news.diverse,no.hobby.diverse,27
no.news.diverse,no.stortinget,27
no.news.drift,no.alt.frustrasjoner,27
no.news.drift,no.litteratur,27
no.news.drift,no.nuug,27
no.org.efn.diskusjon,no.norsk,27
no.pc,no.radio-tv,27
no.perl,no.www,27
no.prat.politikk,no.alt.frustrasjoner,27
no.psykologi,no.linux,27
no.psykologi,no.marked,27
no.psykologi,no.news.drift,27
no.radio-tv,no.sport.diverse,27
no.religion,no.alt.frustrasjoner,27
no.spill,no.irc,27
no.sport.diverse,no.alt.frustrasjoner,27
no.sport.diverse,no.uninett.diverse,27
no.tegnsett,no.jus,27
no.tele,no.alt.flame,27
no.tele,no.stortinget,27
no.telepost,unknown,27
no.test,no.audio,27
no.www,no.jus,27
no.www,no.perl,27
no.alkohol,no.alt.amiga,26
no.alt.config,no.alt.amiga,26
no.alt.flame,no.alt.mat,26
no.alt.flame,no.tele,26
no.alt.frustrasjoner,no.alt.mat.drikke,26
no.alt.god.jul,no.norsk,26
no.alt.katter,no.alt.frustrasjoner,26
no.alt.katter,no.alt.gledesutbrudd,26
no.alt.katter,no.alt.mat.drikke,26
no.alt.mat,no.alt.god.jul,26
no.alt.mat,no.medisin,26
no.alt.mat.drikke,no.alt.arkiv,26
no.alt.mat.drikke,no.alt.katter,26
no.alt.mat.drikke,no.alt.sjokolade,26
no.alt.motorsykler,no.ai,26
no.alt.sjokolade,no.alt.flame,26
no.audio,no.ms-windows,26
no.elektronikk,no.alt.flame,26
no.hobby.diverse,no.ms-windows,26
no.it.emacs,no.prat.politikk,26
no.jus,no.nuug,26
no.kjemi,no.nuug,26
no.kryptografi,no.medisin,26
no.kryptografi,no.net,26
no.linux,no.psykologi,26
no.litteratur,no.news.drift,26
no.mac,no.alt.frustrasjoner,26
no.mail.drift,no.psykologi,26
no.marked,no.kryptografi,26
no.marked,no.pressemeldinger,26
no.marked,no.psykologi,26
no.marked,no.radio-tv,26
no.marked.data,no.alt.frustrasjoner,26
no.net,no.medisin,26
no.net,no.psykologi,26
no.news.diverse,no.spill,26
no.news.drift,no.c,26
no.news.drift,no.ef,26
no.news.drift,no.eunet.hjelp,26
no.nuug,no.jus,26
no.nuug,no.kjemi,26
no.org.efn.diskusjon,no.kjemi,26
no.org.efn.diskusjon,no.linux,26
no.pc,no.video,26
no.psykologi,no.mail.drift,26
no.psykologi,no.musikk.gitar,26
no.psykologi,no.net,26
no.psykologi,no.nuug,26
no.stortinget,no.tele,26
no.telepost,no.alt.flame,26
no.video,no.hobby.diverse,26
no.vit.diverse,no.hobby.diverse,26
no.vitser,no.alt.flame,26
no.www,no.biz.diskusjoner,26
no.www,no.mail.diverse,26
no.alt.amiga,no.alkohol,25
no.alt.amiga,no.alt.config,25
no.alt.amiga,no.alt.diskusjoner,25
no.alt.config,no.ef,25
no.alt.diskusjoner,no.alt.sjokolade,25
no.alt.flame,no.telepost,25
no.alt.gledesutbrudd,no.alt.god.jul,25
no.alt.gledesutbrudd,no.alt.mat.drikke,25
no.alt.god.jul,no.alt.gledesutbrudd,25
no.alt.motorsykler,no.biz.annonser,25
no.alt.pompelog,no.net,25
no.alt.pompelog,no.news.drift,25
no.amiga,no.alt.amiga,25
no.bil,no.alt.katter,25
no.biz.annonser.data,no.amiga,25
no.biz.annonser.data,no.elektronikk,25
no.biz.annonser.data,no.spill,25
no.c,no.news.drift,25
no.ef,no.news.drift,25
no.eunet.hjelp,no.net,25
no.eunet.hjelp,no.news.drift,25
no.general,no.biz,25
no.general,no.spill.rollespill,25
no.hobby.diverse,no.elektronikk,25
no.hobby.diverse,no.pc,25
no.irc,no.alt.irc-treff,25
no.it.diverse,no.news.diverse,25
no.kryptografi,no.pc,25
no.mail.diverse,no.www,25
no.marked.jobb,no.ms-windows,25
no.ms-windows,no.typografi,25
no.multimedia,unknown,25
no.musikk.gitar,no.nuug,25
no.musikk.gitar,no.pc,25
no.net,no.eunet.hjelp,25
no.net,no.spill,25
no.news.diverse,no.biz.annonser.data,25
no.news.diverse,no.bolig,25
no.news.diverse,no.ef,25
no.norsk,no.film,25
no.nuug,no.musikk.gitar,25
no.nuug,no.news.drift,25
no.nuug,no.psykologi,25
no.org.efn.diskusjon,no.litteratur,25
no.org.efn.diskusjon,no.mac,25
no.org.efn.diskusjon,no.mail.diverse,25
no.org.efn.diskusjon,no.mail.drift,25
no.org.efn.diskusjon,no.marked,25
no.pc,no.it.os.os2,25
no.prat.politikk,no.musikk,25
no.religion,no.org.efn.diskusjon,25
no.slekt,no.multimedia,25
no.spill,no.net,25
no.spill,no.norsk,25
no.sport.diverse,no.biz.annonser,25
no.sport.diverse,no.radio-tv,25
no.test,no.film,25
no.test,no.jus,25
no.typografi,no.audio,25
no.typografi,no.hobby.diverse,25
no.typografi,no.marked,25
no.typografi,no.marked.data,25
no.typografi,no.ms-windows,25
no.typografi,no.musikk,25
no.uninett.diverse,no.sport.diverse,25
no.vitser,no.stortinget,25
no.www,no.biz.annonser.data,25
no.x,no.general,25
no.alkohol,no.prat.seksualitet,24
no.alt.arkiv,no.alt.mat.drikke,24
no.alt.diskusjoner,no.alt.radio_tv.irma1000,24
no.alt.diskusjoner,no.biz.diskusjoner,24
no.alt.frustrasjoner,no.mail.drift,24
no.alt.frustrasjoner,no.multimedia,24
no.alt.gledesutbrudd,no.linux,24
no.alt.gledesutbrudd,no.musikk.gitar,24
no.alt.mat,no.alt.flame,24
no.alt.radio-tv.irma-1000,no.alt.diskusjoner,24
no.amiga,no.ef,24
no.biz.annonser,no.sport.diverse,24
no.biz.annonser,no.uninett.diverse,24
no.elektronikk,no.bolig,24
no.eunet.drift,no.embnet,24
no.eunet.drift,no.havforskning,24
no.film,no.alt.mat,24
no.havforskning,no.eunet.diverse,24
no.hobby.diverse,no.video,24
no.irc,no.alt.frustrasjoner,24
no.it.emacs,no.alt.gledesutbrudd,24
no.litteratur,no.media,24
no.marked,no.uninett.diverse,24
no.marked.data,no.vitser,24
no.media,no.alt.frustrasjoner,24
no.media,no.marked.data,24
no.media,no.www,24
no.multimedia,no.slekt,24
no.musikk,no.news.drift,24
no.musikk.gitar,no.psykologi,24
no.net,no.biz.nettilbydere,24
no.news.diverse,no.alt.sjokolade,24
no.news.drift,no.alt.pompelog,24
no.news.drift,no.org.efn.diskusjon,24
no.news.drift,unknown,24
no.org.efn.diskusjon,no.multimedia,24
no.org.efn.diskusjon,no.net,24
no.org.efn.diskusjon,no.news.drift,24
no.org.efn.diskusjon,no.nuug,24
no.org.efn.diskusjon,no.pc,24
no.org.efn.diskusjon,no.psykologi,24
no.pc,no.org.efn.diskusjon,24
no.radio-tv,no.mac,24
no.religion,no.prat.ufo,24
no.spill,no.biz.annonser.data,24
no.spill,no.vitser,24
no.student.nett,no.net,24
no.test,no.net,24
no.uninett.skole,no.religion,24
no.video,no.pc,24
no.www,no.media,24
no.alt.flame,no.alt.radio_tv.irma1000,23
no.alt.frustrasjoner,no.litteratur,23
no.alt.gledesutbrudd,no.radio_tv,23
no.alt.god.jul,no.alt.motorsykler,23
no.alt.mat.drikke,no.vit.diverse,23
no.alt.motorsykler,no.alt.god.jul,23
no.alt.motorsykler,no.alt.mat.drikke,23
no.alt.radio-tv.irma-1000,no.alt.arkiv,23
no.alt.radio-tv.irma-1000,no.alt.config,23
no.alt.radio-tv.irma-1000,no.alt.flame,23
no.amiga,no.unix,23
no.audio,no.typografi,23
no.biz.annonser,no.norsk,23
no.eunet.drift,no.eunet.diverse,23
no.film,no.alt.motorsykler,23
no.folklore.edb,unknown,23
no.hobby.diverse,no.typografi,23
no.hobby.diverse,no.vit.diverse,23
no.kjemi,no.kryptografi,23
no.kjemi,no.org.efn.diskusjon,23
no.linux,no.alt.gledesutbrudd,23
no.linux,no.folklore.edb,23
no.linux,no.org.efn.diskusjon,23
no.litteratur,no.kryptografi,23
no.litteratur,no.org.efn.diskusjon,23
no.litteratur,no.sources.wanted,23
no.mac,no.org.efn.diskusjon,23
no.mac,no.tegnsett,23
no.mail.diverse,no.org.efn.diskusjon,23
no.mail.drift,no.org.efn.diskusjon,23
no.marked,no.org.efn.diskusjon,23
no.marked,no.typografi,23
no.marked.data,no.tele,23
no.marked.data,no.typografi,23
no.media,no.lisp,23
no.multimedia,no.org.efn.diskusjon,23
no.musikk,no.nuug,23
no.musikk,no.typografi,23
no.musikk.gitar,no.alt.frustrasjoner,23
no.musikk.gitar,no.alt.gledesutbrudd,23
no.musikk.gitar,unknown,23
no.net,no.alt.pompelog,23
no.net,no.org.efn.diskusjon,23
no.net,no.student.nett,23
no.net,no.uninett.diverse,23
no.news.diverse,no.ms-windows,23
no.news.diverse,no.nuug,23
no.news.drift,no.unix,23
no.norsk,no.alt.god.jul,23
no.norsk,no.slekt,23
no.nuug,no.org.efn.diskusjon,23
no.org.efn.diskusjon,no.musikk.gitar,23
no.pc,no.biz.diskusjoner,23
no.prat.politikk,no.net,23
no.prat.seksualitet,no.alkohol,23
no.prat.ufo,no.religion,23
no.pressemeldinger,no.news.diverse,23
no.pressemeldinger.diskusjon,no.general,23
no.psykologi,no.org.efn.diskusjon,23
no.radio_tv,no.film,23
no.religion,no.uninett.skole,23
no.spill,no.radio_tv,23
no.student.nett,no.pc,23
no.test,no.bil,23
no.typografi,no.norsk,23
no.uninett.diverse,no.biz.annonser,23
no.uninett.diverse,no.marked,23
no.x,no.linux,23
no.x,no.unix,23
no.ai,no.alt.motorsykler,22
no.alt.config,no.alt.radio_tv.irma1000,22
no.alt.diskusjoner,no.alt.pompel-og-pilt,22
no.alt.flame,no.alt.sjokolade,22
no.alt.frustrasjoner,no.alt.amiga,22
no.alt.gledesutbrudd,no.eunet.diverse,22
no.alt.irc-treff,no.irc,22
no.alt.pompel-og-pilt,no.biz.diskusjoner,22
no.alt.pompelog,no.alt.god.jul,22
no.alt.radio_tv.irma1000,no.alt.diskusjoner,22
no.alt.tegneserier,no.eunet.drift,22
no.amiga,no.tele,22
no.biz.annonser,no.it.diverse,22
no.biz.annonser,no.marked.jobb,22
no.biz.annonser,no.net,22
no.biz.diskusjoner,no.alt.diskusjoner,22
no.c,no.eunet.drift,22
no.ef,no.amiga,22
no.ef,no.eunet.drift,22
no.embnet,no.eunet.drift,22
no.eunet.diverse,no.alt.gledesutbrudd,22
no.eunet.diverse,no.eunet.drift,22
no.eunet.diverse,no.jus,22
no.eunet.drift,no.alt.tegneserier,22
no.eunet.drift,no.c,22
no.eunet.drift,no.ef,22
no.film,no.pc,22
no.havforskning,no.eunet.drift,22
no.hobby.diverse,no.uninett.diverse,22
no.jus,no.bolig,22
no.jus,no.stortinget,22
no.linux,no.uninett.diverse,22
no.marked.bolig,no.bolig,22
no.marked.bolig,no.marked.bil,22
no.marked.diskusjon,unknown,22
no.media,no.biz.annonser.data,22
no.media,no.pc,22
no.multimedia,no.radio-tv,22
no.multimedia,no.sport.diverse,22
no.musikk,no.prat.politikk,22
no.net,no.biz.annonser,22
no.norsk,no.biz.annonser,22
no.pc,no.student.nett,22
no.prat.politikk,no.havforskning,22
no.radio-tv,no.spill,22
