from_newsgroup,to_newsgroup,number_of_references
no.alt.sjokolade,no.alt.motorsykler,9
no.alt.sjokolade,no.biz.annonser,9
no.alt.tegneserier,no.alt.katter,9
no.alt.tegneserier,no.spill,9
no.amiga,no.embnet,9
no.amiga,no.irc,9
no.audio,no.biz.diskusjoner,9
no.audio,no.slekt,9
no.audio,no.spill,9
no.audio,no.sport.diverse,9
no.bibsys,unknown,9
no.biz.annonser,no.alkohol,9
no.biz.annonser,no.kryptografi,9
no.biz.annonser,no.media,9
no.biz.annonser,no.ms-windows,9
no.biz.annonser,no.musikk.gitar,9
no.biz.annonser,no.unix,9
no.biz.annonser.data,no.alt.arkiv,9
no.biz.annonser.data,no.alt.config,9
no.biz.annonser.data,no.alt.flame,9
no.biz.annonser.data,no.kjemi,9
no.biz.annonser.data,no.mail.drift,9
no.biz.nettilbydere,no.audio,9
no.biz.nettilbydere,no.mail.diverse,9
no.c,no.alt.arkiv,9
no.c,no.alt.config,9
no.c,no.norsk,9
no.c,no.slekt,9
no.c,no.sport.diverse,9
no.ef,no.alt.arkiv,9
no.elektronikk,no.alt.arkiv,9
no.elektronikk,no.alt.config,9
no.elektronikk,no.biz,9
no.elektronikk,no.it.diverse,9
no.elektronikk,no.news.diverse,9
no.elektronikk,no.sources.wanted,9
no.embnet,no.alt.arkiv,9
no.embnet,no.alt.config,9
no.embnet,no.alt.diskusjoner,9
no.eunet.drift,no.telepost,9
no.film,no.prat.seksualitet,9
no.film,no.spill,9
no.folklore.edb,no.alt.frustrasjoner,9
no.folklore.edb,no.alt.irc-treff,9
no.folklore.edb,no.norsk.fagord,9
no.folklore.generelt,no.general,9
no.general,no.marked.diskusjon,9
no.general,no.prat.aksjer,9
no.havforskning,no.radio_tv,9
no.hobby.diverse,no.alt.arkiv,9
no.hobby.diverse,no.alt.config,9
no.hobby.diverse,no.alt.flame,9
no.hobby.diverse,no.alt.radio-tv.irma-1000,9
no.hobby.diverse,no.mail.drift,9
no.hobby.diverse,no.radio-tv,9
no.it.diverse,no.elektronikk,9
no.it.diverse,no.lisp,9
no.it.emacs,no.lisp,9
no.it.os.os2,no.linux,9
no.jus,no.radio_tv,9
no.kjemi,no.radio_tv,9
no.kryptografi,no.biz.annonser,9
no.kryptografi,no.havforskning,9
no.litteratur,no.it.emacs,9
no.litteratur,no.marked.bil,9
no.litteratur,no.radio_tv,9
no.mac,no.marked.bolig,9
no.mail.diverse,no.biz.diskusjoner,9
no.mail.diverse,no.hobby.diverse,9
no.mail.diverse,no.marked.bil,9
no.mail.diverse,no.radio_tv,9
no.mail.drift,no.alt.frustrasjoner,9
no.mail.drift,no.marked.bil,9
no.mail.drift,no.radio_tv,9
no.marked,no.alt.mat.drikke,9
no.marked,no.stortinget,9
no.marked.bil,no.audio,9
no.marked.bolig,no.litteratur,9
no.marked.bolig,no.mac,9
no.marked.bolig,no.mail.diverse,9
no.marked.bolig,no.mail.drift,9
no.marked.data,no.norsk,9
no.marked.jobb,no.media,9
no.media,no.biz.annonser,9
no.media,no.ef,9
no.media,no.spill,9
no.medisin,no.havforskning,9
no.ms-windows,no.biz.annonser,9
no.net,no.radio_tv,9
no.news.diverse,no.alt.katter,9
no.news.diverse,no.eunet.hjelp,9
no.news.diverse,no.marked.bolig,9
no.news.diverse,no.perl,9
no.news.drift,no.radio_tv,9
no.norsk.fagord,no.ms-windows,9
no.nuug,no.alt.god.jul,9
no.nuug,no.radio_tv,9
no.nuug,no.slekt,9
no.nuug,no.sources.list,9
no.nuug,no.sources.wanted,9
no.nuug,no.speider,9
no.nuug,no.spill,9
no.nuug,no.sport.diverse,9
no.nuug,no.tegnsett,9
no.nuug,no.telepost,9
no.org.efn.diskusjon,no.alt.tegneserier,9
no.org.efn.diskusjon,no.audio,9
no.org.efn.diskusjon,no.c,9
no.org.efn.diskusjon,no.ef,9
no.org.efn.diskusjon,no.embnet,9
no.org.efn.diskusjon,no.eunet.diverse,9
no.org.isoc-no,no.org.efn.diskusjon,9
no.pc,no.ef,9
no.pc,no.eunet.drift,9
no.perl,no.news.diverse,9
no.perl,no.pc,9
no.prat.aksjer,no.jus,9
no.prat.narkotika,no.prat.seksualitet,9
no.pressemeldinger,no.ef,9
no.pressemeldinger,no.radio_tv,9
no.radio-tv,no.hobby.diverse,9
no.radio-tv,no.pressemeldinger,9
no.radio-tv,no.slekt,9
no.radio_tv,no.sources.list,9
no.radio_tv,no.sources.wanted,9
no.radio_tv,no.speider,9
no.radio_tv,no.tegnsett,9
no.radio_tv,no.telepost,9
no.reiser,no.speider,9
no.reiser,no.spill,9
no.samfunn.narkotika,unknown,9
no.skole.diverse,no.havforskning,9
no.slekt,no.audio,9
no.slekt,no.c,9
no.slekt,no.musikk.gitar,9
no.slekt,no.standard,9
no.slekt,no.tungregning,9
no.slekt.programmer,no.pc,9
no.speider,no.musikk.gitar,9
no.speider,no.reiser,9
no.spill,no.alt.tegneserier,9
no.spill,no.audio,9
no.spill,no.film,9
no.spill,no.musikk.gitar,9
no.spill,no.reiser,9
no.sport.diverse,no.audio,9
no.sport.diverse,no.c,9
no.sport.diverse,no.irc,9
no.sport.diverse,no.medisin,9
no.sport.diverse,no.musikk.gitar,9
no.sport.diverse,no.standard,9
no.sport.volleyball,no.sport.fotball,9
no.standard,no.telepost,9
no.student.samfund,no.news.diverse,9
no.sykkel,no.speider,9
no.tegnsett,no.mail.diverse,9
no.tegnsett,no.mail.drift,9
no.tegnsett,no.multimedia,9
no.tegnsett,no.news.drift,9
no.tegnsett,no.nuug,9
no.tegnsett,no.pc,9
no.tegnsett,no.psykologi,9
no.tegnsett,no.standard,9
no.tele,no.biz.diskusjoner,9
no.tele,no.norsk,9
no.telepost,no.alt.frustrasjoner,9
no.telepost,no.eunet.drift,9
no.telepost,no.musikk.gitar,9
no.test,no.typografi,9
no.test,no.vitser,9
no.typografi,no.mac,9
no.uninett.diverse,unknown,9
no.uninett.skole,no.biz.annonser,9
no.uninett.skole,no.marked,9
no.unix,no.biz.annonser,9
no.unix,no.jus,9
no.video,no.norsk.fagord,9
no.video,no.www,9
no.vitser,no.jus,9
no.vitser,no.kjemi,9
no.www,no.c,9
no.www,no.litteratur,9
no.ai,no.jus,8
no.alkohol,no.alt.pompel-og-pilt,8
no.alkohol,no.pressemeldinger,8
no.alt.amiga,no.alt.god.jul,8
no.alt.amiga,no.alt.motorsykler,8
no.alt.amiga,no.alt.radio_tv.irma1000,8
no.alt.arkiv,no.biz.annonser.data,8
no.alt.arkiv,no.c,8
no.alt.arkiv,no.ef,8
no.alt.arkiv,no.embnet,8
no.alt.arkiv,no.hobby.diverse,8
no.alt.config,no.biz.annonser.data,8
no.alt.config,no.c,8
no.alt.config,no.embnet,8
no.alt.config,no.hobby.diverse,8
no.alt.diskusjoner,no.embnet,8
no.alt.fan.de-lillos,no.ai,8
no.alt.fan.de-lillos,no.alt.arkiv,8
no.alt.fan.de-lillos,no.alt.config,8
no.alt.flame,no.biz.annonser.data,8
no.alt.flame,no.hobby.diverse,8
no.alt.flame,no.slekt.etterlysning,8
no.alt.frustrasjoner,no.slekt.etterlysning,8
no.alt.frustrasjoner,no.sources.list,8
no.alt.frustrasjoner,no.sources.wanted,8
no.alt.gledesutbrudd,no.biz.annonser,8
no.alt.gledesutbrudd,no.it.emacs,8
no.alt.gledesutbrudd,no.multimedia,8
no.alt.gledesutbrudd,no.slekt.etterlysning,8
no.alt.god.jul,no.psykologi,8
no.alt.katter,no.audio,8
no.alt.mat,no.bil,8
no.alt.mat.drikke,no.amiga,8
no.alt.mat.drikke,no.c,8
no.alt.motorsykler,no.c,8
no.alt.motorsykler,no.ef,8
no.alt.motorsykler,no.embnet,8
no.alt.motorsykler,no.kjemi,8
no.alt.motorsykler,no.net,8
no.alt.motorsykler,no.reiser,8
no.alt.motorsykler,no.spill,8
no.alt.radio-tv.irma-1000,no.biz.annonser.data,8
no.alt.radio-tv.irma-1000,no.hobby.diverse,8
no.alt.radio_tv.irma1000,no.alt.amiga,8
no.alt.radio_tv.irma1000,no.marked,8
no.alt.radio_tv.irma1000,no.radio-tv,8
no.alt.sjokolade,no.slekt.etterlysning,8
no.alt.tegneserier,no.alt.amiga,8
no.alt.tegneserier,no.amiga,8
no.alt.tegneserier,no.sport.diverse,8
no.amiga,no.jus,8
no.amiga,no.kjemi,8
no.amiga,no.litteratur,8
no.audio,no.alt.mat.drikke,8
no.biz.annonser.data,no.marked.diskusjon,8
no.biz.diskusjoner,no.alt.mat.drikke,8
no.biz.diskusjoner,no.alt.radio-tv.irma-1000,8
no.biz.diskusjoner,no.alt.sjokolade,8
no.biz.diskusjoner,no.alt.tegneserier,8
no.biz.diskusjoner,no.elektronikk,8
no.biz.diskusjoner,no.tele,8
no.bolig,no.alt.mat.drikke,8
no.bolig,no.alt.pompel-og-pilt,8
no.bolig,no.alt.radio-tv.irma-1000,8
no.bolig,no.alt.sjokolade,8
no.bolig,no.alt.tegneserier,8
no.bolig,no.marked.jobb,8
no.bolig,no.musikk,8
no.c,no.alt.amiga,8
no.c,no.alt.mat.drikke,8
no.c,no.alt.motorsykler,8
no.c,no.alt.radio_tv.irma1000,8
no.ef,no.alt.mat.drikke,8
no.ef,no.alt.motorsykler,8
no.ef,no.alt.radio_tv.irma1000,8
no.ef,no.pc,8
no.ef,no.pressemeldinger,8
no.elektronikk,no.alt.mat.drikke,8
no.embnet,no.alt.amiga,8
no.embnet,no.alt.mat.drikke,8
no.embnet,no.alt.motorsykler,8
no.embnet,no.alt.radio_tv.irma1000,8
no.eunet.diverse,no.elektronikk,8
no.eunet.drift,no.news.drift,8
no.film,no.tegnsett,8
no.folklore.generelt,no.jus,8
no.general,no.marked.bil,8
no.general,no.perl,8
no.general,no.speider,8
no.general,no.spill.sjakk,8
no.general,no.test,8
no.havforskning,no.kryptografi,8
no.irc,no.alt.katter,8
no.it.emacs,no.c,8
no.it.emacs,no.kryptografi,8
no.jus,no.ai,8
no.jus,no.it.diverse,8
no.kjemi,no.alt.mat.drikke,8
no.kjemi,no.alt.motorsykler,8
no.kjemi,no.biz.annonser.data,8
no.kjemi,no.norsk.fagord,8
no.kryptografi,no.amiga,8
no.kryptografi,no.audio,8
no.linux,no.marked.bil,8
no.linux,no.vr,8
no.lisp,no.amiga,8
no.lisp,no.it.diverse,8
no.lisp,no.marked.bil,8
no.litteratur,no.alt.flame,8
no.litteratur,no.marked.bolig,8
no.mac,no.hobby.diverse,8
no.mail.diverse,no.marked.bolig,8
no.mail.diverse,no.standard,8
no.mail.drift,no.biz.annonser.data,8
no.mail.drift,no.hobby.diverse,8
no.mail.drift,no.it.emacs,8
no.mail.drift,no.marked.bolig,8
no.marked,no.alt.radio_tv.irma1000,8
no.marked,no.vr,8
no.marked.bolig,no.linux,8
no.marked.bolig,no.lisp,8
no.marked.bolig,no.musikk.gitar,8
no.marked.data,no.nuug,8
no.marked.data,no.slekt.etterlysning,8
no.marked.diskusjon,no.spill,8
no.media,no.c,8
no.media,no.embnet,8
no.media,no.havforskning,8
no.media,no.irc,8
no.media,no.uninett.skole,8
no.media,no.vitser,8
no.medisin,no.irc,8
no.medisin,no.norsk,8
no.medisin,no.stortinget,8
no.ms-windows,no.unix,8
no.multimedia,no.alt.gledesutbrudd,8
no.musikk.gitar,no.marked.bolig,8
no.musikk.gitar,no.slekt,8
no.musikk.gitar,no.speider,8
no.musikk.gitar,no.spill,8
no.musikk.gitar,no.sport.diverse,8
no.musikk.gitar,no.tegnsett,8
no.musikk.gitar,no.telepost,8
no.musikk.klassisk,no.musikk.gitar,8
no.net,no.alt.motorsykler,8
no.net,no.vr,8
no.news.diverse,no.marked.bil,8
no.news.diverse,no.norsk.fagord,8
no.news.diverse,no.radio_tv,8
no.news.diverse,no.uninett.diverse,8
no.news.drift,no.eunet.drift,8
no.news.drift,no.uninett.drift,8
no.norsk,no.alt.flame,8
no.norsk,no.student.nett,8
no.org.efn.diskusjon,no.eunet.drift,8
no.org.efn.diskusjon,no.havforskning,8
no.org.efn.diskusjon,no.pressemeldinger,8
no.pc,no.alt.god.jul,8
no.pc,no.alt.pompelog,8
no.pc,no.eunet.hjelp,8
no.prat.politikk,no.pressemeldinger.diskusjon,8
no.prat.politikk,no.psykologi,8
no.prat.politikk,no.slekt,8
no.prat.ufo,no.media,8
no.pressemeldinger,no.biz.annonser,8
no.pressemeldinger,no.media,8
no.pressemeldinger,no.radio-tv,8
no.psykologi,no.irc,8
no.psykologi,no.standard,8
no.psykologi,no.tungregning,8
no.radio-tv,no.speider,8
no.radio_tv,no.havforskning,8
no.radio_tv,no.jus,8
no.radio_tv,no.kjemi,8
no.radio_tv,no.litteratur,8
no.radio_tv,no.mail.diverse,8
no.radio_tv,no.mail.drift,8
no.radio_tv,no.news.drift,8
no.radio_tv,no.nuug,8
no.radio_tv,no.psykologi,8
no.reiser,no.sport.diverse,8
no.religion,no.vitser,8
no.slekt,no.radio-tv,8
no.sources.list,no.standard,8
no.sources.list,no.tungregning,8
no.sources.wanted,no.standard,8
no.sources.wanted,no.tungregning,8
no.speider,no.irc,8
no.speider,no.standard,8
no.speider,no.tungregning,8
no.spill,no.alt.god.jul,8
no.spill,no.alt.motorsykler,8
no.spill,no.media,8
no.spill,no.standard,8
no.spill,no.tungregning,8
no.spill,no.vit.diverse,8
no.sport.diverse,no.alt.god.jul,8
no.sport.diverse,no.alt.tegneserier,8
no.sport.diverse,no.reiser,8
no.sport.diverse,no.tungregning,8
no.standard,no.sport.diverse,8
no.stortinget,no.linux,8
no.stortinget,no.litteratur,8
no.stortinget,no.mac,8
no.stortinget,no.org.efn.diskusjon,8
no.stortinget,no.sources.list,8
no.stortinget,no.tegnsett,8
no.student.nett,no.it.diverse,8
no.student.nett,no.norsk,8
no.student.nett,no.uninett.skole,8
no.tegnsett,no.alt.gledesutbrudd,8
no.tegnsett,no.musikk.gitar,8
no.tegnsett,no.stortinget,8
no.tele,no.mac,8
no.telepost,no.ef,8
no.telepost,no.tungregning,8
no.test,no.alt.gledesutbrudd,8
no.test,no.hobby.diverse,8
no.test,no.prat.politikk,8
no.tex,no.unix,8
no.uninett.drift,no.news.drift,8
no.uninett.skole,no.alt.gledesutbrudd,8
no.uninett.skole,no.mail.diverse,8
no.uninett.skole,no.student.nett,8
no.unix,no.tele,8
no.vitser,no.media,8
no.vitser,no.slekt.etterlysning,8
no.vr,no.linux,8
no.vr,no.marked,8
no.www,no.bolig,8
no.ai,no.alt.god.jul,7
no.ai,no.alt.pompel-og-pilt,7
no.ai,no.eunet.diverse,7
no.ai,no.eunet.drift,7
no.ai,no.eunet.hjelp,7
no.ai,no.havforskning,7
no.alkohol,no.alt.fan.de-lillos,7
no.alkohol,no.audio,7
no.alkohol,no.biz.annonser,7
no.alkohol,no.eunet.diverse,7
no.alkohol,no.eunet.drift,7
no.alkohol,no.eunet.hjelp,7
no.alkohol,no.havforskning,7
no.alt.amiga,no.alt.tegneserier,7
no.alt.amiga,no.c,7
no.alt.amiga,no.embnet,7
no.alt.amiga,no.eunet.diverse,7
no.alt.amiga,no.eunet.drift,7
no.alt.amiga,no.eunet.hjelp,7
no.alt.amiga,no.havforskning,7
no.alt.amiga,no.jus,7
no.alt.arkiv,no.alt.god.jul,7
no.alt.arkiv,no.alt.pompel-og-pilt,7
no.alt.arkiv,no.eunet.diverse,7
no.alt.arkiv,no.eunet.drift,7
no.alt.arkiv,no.eunet.hjelp,7
no.alt.arkiv,no.havforskning,7
no.alt.arkiv,no.jus,7
no.alt.config,no.alt.pompel-og-pilt,7
no.alt.config,no.eunet.diverse,7
no.alt.config,no.eunet.drift,7
no.alt.config,no.eunet.hjelp,7
no.alt.config,no.havforskning,7
no.alt.config,no.jus,7
no.alt.diskusjoner,no.alt.fan.de-lillos,7
no.alt.diskusjoner,no.biz.nettilbydere,7
no.alt.fan.de-lillos,no.alt.amiga,7
no.alt.fan.de-lillos,unknown,7
no.alt.flame,no.alt.pompel-og-pilt,7
no.alt.flame,no.slekt,7
no.alt.frustrasjoner,no.alt.fan.de-lillos,7
no.alt.frustrasjoner,no.amiga,7
no.alt.frustrasjoner,no.biz.nettilbydere,7
no.alt.frustrasjoner,no.prat.narkotika,7
no.alt.gledesutbrudd,no.kjemi,7
no.alt.gledesutbrudd,no.mail.diverse,7
no.alt.gledesutbrudd,no.mail.drift,7
no.alt.gledesutbrudd,no.news.drift,7
no.alt.gledesutbrudd,no.nuug,7
no.alt.gledesutbrudd,no.org.efn.diskusjon,7
no.alt.gledesutbrudd,no.slekt,7
no.alt.gledesutbrudd,no.sources.list,7
no.alt.gledesutbrudd,no.sources.wanted,7
no.alt.gledesutbrudd,no.speider,7
no.alt.gledesutbrudd,no.spill,7
no.alt.gledesutbrudd,no.stortinget,7
no.alt.gledesutbrudd,no.tegnsett,7
no.alt.gledesutbrudd,no.telepost,7
no.alt.god.jul,no.eunet.diverse,7
no.alt.god.jul,no.eunet.drift,7
no.alt.god.jul,no.eunet.hjelp,7
no.alt.god.jul,no.news.drift,7
no.alt.god.jul,no.org.efn.diskusjon,7
no.alt.god.jul,no.radio_tv,7
no.alt.god.jul,no.slekt,7
no.alt.god.jul,no.sources.list,7
no.alt.god.jul,no.sources.wanted,7
no.alt.god.jul,no.speider,7
no.alt.god.jul,no.stortinget,7
no.alt.god.jul,no.tegnsett,7
no.alt.god.jul,no.telepost,7
no.alt.katter,no.alt.sjokolade,7
no.alt.katter,no.amiga,7
no.alt.katter,no.biz.annonser,7
no.alt.katter,no.biz.diskusjoner,7
no.alt.katter,no.bolig,7
no.alt.katter,no.c,7
no.alt.katter,no.ef,7
no.alt.katter,no.elektronikk,7
no.alt.katter,no.embnet,7
no.alt.mat,no.alt.pompel-og-pilt,7
no.alt.mat,no.alt.sjokolade,7
no.alt.mat,no.linux,7
no.alt.mat,no.mac,7
no.alt.mat,no.mail.drift,7
no.alt.mat,no.net,7
no.alt.mat,no.news.drift,7
no.alt.mat,no.norsk,7
no.alt.mat,no.nuug,7
no.alt.mat,no.org.efn.diskusjon,7
no.alt.mat,no.pc,7
no.alt.mat,no.psykologi,7
no.alt.mat,no.radio_tv,7
no.alt.mat,no.slekt,7
no.alt.mat,no.sources.list,7
no.alt.mat,no.sources.wanted,7
no.alt.mat,no.speider,7
no.alt.mat,no.spill,7
no.alt.mat,no.sport.diverse,7
no.alt.mat,no.tegnsett,7
no.alt.mat,no.telepost,7
no.alt.mat.drikke,no.biz.diskusjoner,7
no.alt.mat.drikke,no.bolig,7
no.alt.mat.drikke,no.ef,7
no.alt.mat.drikke,no.elektronikk,7
no.alt.mat.drikke,no.embnet,7
no.alt.mat.drikke,no.medisin,7
no.alt.motorsykler,no.alt.radio-tv.irma-1000,7
no.alt.motorsykler,no.eunet.drift,7
no.alt.motorsykler,no.eunet.hjelp,7
no.alt.motorsykler,no.havforskning,7
no.alt.motorsykler,no.linux,7
no.alt.motorsykler,no.mail.diverse,7
no.alt.motorsykler,no.mail.drift,7
no.alt.motorsykler,no.multimedia,7
no.alt.motorsykler,no.news.drift,7
no.alt.motorsykler,no.norsk,7
no.alt.motorsykler,no.nuug,7
no.alt.motorsykler,no.org.efn.diskusjon,7
no.alt.motorsykler,no.pc,7
no.alt.motorsykler,no.psykologi,7
no.alt.motorsykler,no.radio_tv,7
no.alt.motorsykler,no.slekt,7
no.alt.motorsykler,no.sources.list,7
no.alt.motorsykler,no.sources.wanted,7
no.alt.motorsykler,no.sport.diverse,7
no.alt.motorsykler,no.stortinget,7
no.alt.motorsykler,no.tegnsett,7
no.alt.motorsykler,no.telepost,7
no.alt.pompelog,no.kjemi,7
no.alt.pompelog,no.linux,7
no.alt.pompelog,no.litteratur,7
no.alt.pompelog,no.mac,7
no.alt.pompelog,no.mail.diverse,7
no.alt.pompelog,no.mail.drift,7
no.alt.pompelog,no.marked,7
no.alt.pompelog,no.multimedia,7
no.alt.pompelog,no.norsk,7
no.alt.pompelog,no.nuug,7
no.alt.pompelog,no.org.efn.diskusjon,7
no.alt.pompelog,no.pc,7
no.alt.pompelog,no.psykologi,7
no.alt.pompelog,no.radio_tv,7
no.alt.pompelog,no.slekt,7
no.alt.pompelog,no.sources.list,7
no.alt.pompelog,no.sources.wanted,7
no.alt.pompelog,no.speider,7
no.alt.pompelog,no.spill,7
no.alt.pompelog,no.sport.diverse,7
no.alt.pompelog,no.stortinget,7
no.alt.pompelog,no.tegnsett,7
no.alt.pompelog,no.telepost,7
no.alt.radio_tv.irma1000,no.eunet.diverse,7
no.alt.radio_tv.irma1000,no.eunet.drift,7
no.alt.radio_tv.irma1000,no.eunet.hjelp,7
no.alt.radio_tv.irma1000,no.havforskning,7
no.alt.radio_tv.irma1000,no.jus,7
no.alt.radio_tv.irma1000,no.kjemi,7
no.alt.radio_tv.irma1000,no.linux,7
no.alt.radio_tv.irma1000,no.litteratur,7
no.alt.radio_tv.irma1000,no.mac,7
no.alt.radio_tv.irma1000,no.mail.diverse,7
no.alt.radio_tv.irma1000,no.mail.drift,7
no.alt.radio_tv.irma1000,no.multimedia,7
no.alt.radio_tv.irma1000,no.net,7
no.alt.radio_tv.irma1000,no.news.drift,7
no.alt.radio_tv.irma1000,no.norsk,7
no.alt.radio_tv.irma1000,no.nuug,7
no.alt.radio_tv.irma1000,no.org.efn.diskusjon,7
no.alt.radio_tv.irma1000,no.pc,7
no.alt.radio_tv.irma1000,no.psykologi,7
no.alt.radio_tv.irma1000,no.slekt,7
no.alt.radio_tv.irma1000,no.sources.list,7
no.alt.radio_tv.irma1000,no.sources.wanted,7
no.alt.radio_tv.irma1000,no.speider,7
no.alt.radio_tv.irma1000,no.spill,7
no.alt.radio_tv.irma1000,no.sport.diverse,7
no.alt.radio_tv.irma1000,no.stortinget,7
no.alt.radio_tv.irma1000,no.tegnsett,7
no.alt.radio_tv.irma1000,no.telepost,7
no.alt.sjokolade,no.amiga,7
no.alt.tegneserier,no.biz.diskusjoner,7
no.alt.tegneserier,no.bolig,7
no.alt.tegneserier,no.news.drift,7
no.alt.tegneserier,no.nuug,7
no.alt.tegneserier,no.org.efn.diskusjon,7
no.alt.tegneserier,no.psykologi,7
no.alt.tegneserier,no.slekt,7
no.alt.tegneserier,no.sources.list,7
no.alt.tegneserier,no.sources.wanted,7
no.alt.tegneserier,no.speider,7
no.alt.tegneserier,no.stortinget,7
no.alt.tegneserier,no.tegnsett,7
no.alt.tegneserier,no.telepost,7
no.amiga,no.alt.mat.drikke,7
no.amiga,no.alt.radio-tv.irma-1000,7
no.amiga,no.alt.sjokolade,7
no.amiga,no.alt.tegneserier,7
no.amiga,no.bolig,7
no.amiga,no.vr,7
no.audio,no.alkohol,7
no.audio,no.alt.katter,7
no.audio,no.eunet.hjelp,7
no.audio,no.news.diverse,7
no.audio,no.news.drift,7
no.audio,no.nuug,7
no.audio,no.org.efn.diskusjon,7
no.audio,no.psykologi,7
no.audio,no.sources.list,7
no.audio,no.sources.wanted,7
no.audio,no.speider,7
no.audio,no.stortinget,7
no.audio,no.tegnsett,7
no.audio,no.telepost,7
no.bibsys,no.ms-windows,7
no.bil,no.alt.mat,7
no.bil,no.eunet.diverse,7
no.biz.annonser,no.alt.gledesutbrudd,7
no.biz.annonser,no.alt.god.jul,7
no.biz.annonser,no.alt.radio-tv.irma-1000,7
no.biz.annonser,no.eunet.diverse,7
no.biz.annonser,no.jus,7
no.biz.annonser,no.marked.diskusjon,7
no.biz.annonser,no.vr,7
no.biz.annonser.data,no.marked.jobb,7
no.biz.annonser.data,no.vr,7
no.biz.diskusjoner,no.alt.katter,7
no.biz.nettilbydere,no.linux,7
no.bolig,no.alt.katter,7
no.bolig,no.linux,7
no.bolig,no.lisp,7
no.bolig,no.litteratur,7
no.bolig,no.marked.data,7
no.bolig,no.musikk.gitar,7
no.c,no.alt.katter,7
no.c,no.nuug,7
no.c,no.org.efn.diskusjon,7
no.c,no.psykologi,7
no.c,no.radio_tv,7
no.c,no.sources.list,7
no.c,no.sources.wanted,7
no.c,no.speider,7
no.c,no.stortinget,7
no.c,no.tegnsett,7
no.c,no.telepost,7
no.c,no.x,7
no.ef,no.alt.katter,7
no.ef,no.nuug,7
no.ef,no.org.efn.diskusjon,7
no.ef,no.psykologi,7
no.ef,no.radio_tv,7
no.ef,no.slekt,7
no.ef,no.sources.list,7
no.ef,no.sources.wanted,7
no.ef,no.speider,7
no.ef,no.spill,7
no.ef,no.sport.diverse,7
no.ef,no.tegnsett,7
no.ef,no.telepost,7
no.elektronikk,no.alt.katter,7
no.embnet,no.alt.katter,7
no.embnet,no.news.drift,7
no.embnet,no.norsk,7
no.embnet,no.nuug,7
no.embnet,no.org.efn.diskusjon,7
no.embnet,no.pc,7
no.embnet,no.psykologi,7
no.embnet,no.radio_tv,7
no.embnet,no.slekt,7
no.embnet,no.sources.list,7
no.embnet,no.sources.wanted,7
no.embnet,no.speider,7
no.embnet,no.spill,7
no.embnet,no.sport.diverse,7
no.embnet,no.stortinget,7
no.embnet,no.tegnsett,7
no.embnet,no.telepost,7
no.eunet.diverse,no.ai,7
no.eunet.diverse,no.alkohol,7
no.eunet.diverse,no.alt.arkiv,7
no.eunet.diverse,no.alt.config,7
no.eunet.diverse,no.alt.pompel-og-pilt,7
no.eunet.diverse,no.alt.radio-tv.irma-1000,7
no.eunet.diverse,no.alt.radio_tv.irma1000,7
no.eunet.diverse,no.alt.sjokolade,7
no.eunet.diverse,no.bibsys,7
no.eunet.diverse,no.biz.annonser,7
no.eunet.diverse,no.news.drift,7
no.eunet.diverse,no.norsk,7
no.eunet.diverse,no.nuug,7
no.eunet.diverse,no.org.efn.diskusjon,7
no.eunet.diverse,no.pc,7
no.eunet.diverse,no.psykologi,7
no.eunet.diverse,no.radio_tv,7
no.eunet.diverse,no.slekt,7
no.eunet.diverse,no.sources.list,7
no.eunet.diverse,no.sources.wanted,7
no.eunet.diverse,no.speider,7
no.eunet.diverse,no.spill,7
no.eunet.diverse,no.sport.diverse,7
no.eunet.diverse,no.stortinget,7
no.eunet.diverse,no.tegnsett,7
no.eunet.diverse,no.telepost,7
no.eunet.drift,no.ai,7
no.eunet.drift,no.alkohol,7
no.eunet.drift,no.alt.arkiv,7
no.eunet.drift,no.alt.config,7
no.eunet.drift,no.alt.god.jul,7
no.eunet.drift,no.alt.motorsykler,7
no.eunet.drift,no.alt.radio_tv.irma1000,7
no.eunet.drift,no.kjemi,7
no.eunet.drift,no.linux,7
no.eunet.drift,no.litteratur,7
no.eunet.drift,no.mac,7
no.eunet.drift,no.mail.diverse,7
no.eunet.drift,no.mail.drift,7
no.eunet.drift,no.marked,7
no.eunet.drift,no.multimedia,7
no.eunet.drift,no.net,7
no.eunet.drift,no.norsk,7
no.eunet.drift,no.nuug,7
no.eunet.drift,no.org.efn.diskusjon,7
no.eunet.drift,no.psykologi,7
no.eunet.drift,no.radio_tv,7
no.eunet.drift,no.slekt,7
no.eunet.drift,no.sources.list,7
no.eunet.drift,no.sources.wanted,7
no.eunet.drift,no.speider,7
no.eunet.drift,no.spill,7
no.eunet.drift,no.sport.diverse,7
no.eunet.drift,no.stortinget,7
no.eunet.drift,no.tegnsett,7
no.eunet.hjelp,no.ai,7
no.eunet.hjelp,no.alkohol,7
no.eunet.hjelp,no.alt.arkiv,7
no.eunet.hjelp,no.alt.config,7
no.eunet.hjelp,no.alt.god.jul,7
no.eunet.hjelp,no.alt.motorsykler,7
no.eunet.hjelp,no.alt.radio_tv.irma1000,7
no.eunet.hjelp,no.audio,7
no.eunet.hjelp,no.kjemi,7
no.eunet.hjelp,no.linux,7
no.eunet.hjelp,no.litteratur,7
no.eunet.hjelp,no.mac,7
no.eunet.hjelp,no.mail.diverse,7
no.eunet.hjelp,no.mail.drift,7
no.eunet.hjelp,no.marked,7
no.eunet.hjelp,no.multimedia,7
