newsgroup_a,newsgroup_b,users_a,users_b,shared_users,jaccard
no.mswindow,no.radio_tv,358,583,36,0.039779005524861875
no.marked.jobb,no.medisin,1996,514,96,0.03976801988400994
no.it.emacs,no.religion,281,1105,53,0.03975993998499625
no.alt.gledesutbrudd,no.tegnsett,1621,184,69,0.039746543778801845
no.lisp,no.religion,203,1105,50,0.0397456279809221
no.bolig,no.lisp,608,203,31,0.03974358974358974
no.kryptografi,no.stortinget,212,599,31,0.03974358974358974
no.alt.radio-tv.irma-1000,no.film,202,2416,100,0.03971405877680699
no.alt.gledesutbrudd,no.alt.sjokolade,1621,212,70,0.03970504821327283
no.org.efn.diskusjon,no.radio-tv,357,1319,64,0.03970223325062035
no.marked.data,no.unix,6029,1073,271,0.03967208315034402
no.eunet.drift,no.radio_tv,125,583,27,0.039647577092511016
no.multimedia,no.uninett.diverse,1241,149,53,0.039640987284966345
no.net,no.speider,1073,423,57,0.03961084086170952
no.uninett.drift,no.uninett.fik,68,37,4,0.039603960396039604
no.radio_tv,no.sources.wanted,583,126,27,0.039589442815249266
no.prat.seksualitet,no.radio-tv,336,1319,63,0.03957286432160804
no.stortinget,no.vitser,599,3342,150,0.039567396465312585
no.unix,no.vitser,1073,3342,168,0.03955733458912173
no.reiser,no.religion,972,1105,79,0.03953953953953954
no.biz.nettilbydere,no.mail.drift,258,373,24,0.039538714991762765
no.litteratur,no.tele,1408,1538,112,0.03952011291460833
no.c,no.www,940,560,57,0.0395010395010395
no.news.drift,no.speider,314,423,28,0.039492242595204514
no.psykologi,no.standard,405,69,18,0.039473684210526314
no.alt.mat,no.medisin,1172,514,64,0.03945745992601726
no.hobby.diverse,no.prat.seksualitet,270,336,23,0.03945111492281304
no.bil,no.norsk,1461,1809,124,0.03941513032422123
no.alkohol,no.sykkel,1064,756,69,0.03940605368360937
no.alt.tegneserier,no.it.emacs,906,281,45,0.03940455341506129
no.psykologi,no.typografi,405,176,22,0.03935599284436494
no.prat.narkotika,no.prat.ufo,316,133,17,0.03935185185185185
no.norsk,no.perl,1809,385,83,0.039317858834675506
no.alt.mat,no.lisp,1172,203,52,0.039304610733182165
no.mac,no.religion,2597,1105,140,0.039303761931499155
no.linux,no.religion,2863,1105,150,0.0392875851231011
no.prat.politikk,no.unix,382,1073,55,0.039285714285714285
no.c,no.sport.diverse,940,1362,87,0.03927765237020316
no.alt.arkiv,no.mail.diverse,130,902,39,0.03927492447129909
no.multimedia,no.nuug,1241,83,50,0.03924646781789639
no.ms-windows,no.religion,2258,1105,127,0.039245982694684795
no.alt.motorsykler,no.vitser,1690,3342,190,0.039239983477901696
no.standard,no.uninett.fik,69,37,4,0.0392156862745098
no.uninett.fik,no.uninett.hjelp,37,69,4,0.0392156862745098
no.litteratur,no.prat.narkotika,1408,316,65,0.03918022905364678
no.mail.drift,no.speider,373,423,30,0.0391644908616188
no.biz.annonser,no.radio-tv,1415,1319,103,0.039148612694792854
no.alt.pompelog,no.uninett.diverse,143,149,11,0.03914590747330961
no.alt.mat.drikke,no.telepost,420,403,31,0.039141414141414144
no.kjemi,no.ms-windows,663,2258,110,0.03913198150124511
no.mail.drift,no.radio_tv,373,583,36,0.0391304347826087
no.marked.jobb,no.vitser,1996,3342,201,0.03912789565894491
no.alt.frustrasjoner,no.alt.irc-treff,3040,227,123,0.039122137404580155
no.elektronikk,no.hobby.diverse,1511,270,67,0.039089848308051345
no.alt.amiga,no.alt.pompelog,256,143,15,0.0390625
no.alkohol,no.mail.drift,1064,373,54,0.039045553145336226
no.kjemi,no.sport.diverse,663,1362,76,0.038994356080041044
no.folklore.edb,no.perl,68,385,17,0.0389908256880734
no.alt.mat.drikke,no.student.nett,420,300,27,0.03896103896103896
no.alt.motorsykler,no.mail.diverse,1690,902,97,0.038877755511022044
no.alt.config,no.prat.narkotika,327,316,24,0.03877221324717286
no.alt.god.jul,no.tegnsett,459,184,24,0.03877221324717286
no.alkohol,no.marked,1064,8022,339,0.03875614496398765
no.kjemi,no.reiser,663,972,61,0.03875476493011436
no.alt.pompel-og-pilt,no.marked.jobb,202,1996,82,0.038752362948960305
no.musikk,no.stortinget,3425,599,150,0.03871966959215281
no.reiser,no.speider,972,423,52,0.0387192851824274
no.irc,no.uninett.skole,1349,395,65,0.03871351995235259
no.folklore.edb,no.it.emacs,68,281,13,0.03869047619047619
no.sources.wanted,no.stortinget,126,599,27,0.03868194842406877
no.alt.diskusjoner,no.uninett.skole,2183,395,96,0.038678485092667206
no.norsk.fagord,no.nuug,105,83,7,0.03867403314917127
no.alt.config,no.www,327,560,33,0.03864168618266979
no.news.diverse,no.prat.narkotika,1727,316,76,0.03863751906456533
no.musikk,no.radio_tv,3425,583,149,0.03861103912930811
no.org.efn.diskusjon,no.prat.narkotika,357,316,25,0.038580246913580245
no.ef,no.nuug,510,83,22,0.03852889667250438
no.mswindow,no.pc,358,5333,211,0.038503649635036497
no.alt.katter,no.bil,535,1461,74,0.03850156087408949
no.alt.katter,no.stortinget,535,599,42,0.038461538461538464
no.embnet,no.telepost,218,403,23,0.038461538461538464
no.news.drift,no.sport.diverse,314,1362,62,0.03841387856257745
no.alt.diskusjoner,no.vit.diverse,2183,196,88,0.03841117415975556
no.alt.god.jul,no.biz.diskusjoner,459,190,24,0.0384
no.general,no.psykologi,5599,405,222,0.038395019024558975
no.norsk,no.vit.diverse,1809,196,74,0.038322112894873125
no.alt.god.jul,no.nuug,459,83,20,0.038314176245210725
no.alt.mat.drikke,no.radio_tv,420,583,37,0.038302277432712216
no.folklore.edb,no.typografi,68,176,9,0.03829787234042553
no.typografi,no.uninett.drift,176,68,9,0.03829787234042553
no.news.drift,no.student.samfund,314,147,17,0.038288288288288286
no.marked.data,no.norsk,6029,1809,289,0.03828321632004239
no.litteratur,no.prat.politikk,1408,382,66,0.0382830626450116
no.biz.annonser,no.reiser,1415,972,88,0.03827751196172249
no.bil,no.spill,1461,2771,156,0.038272816486751716
no.psykologi,no.x,405,220,23,0.03820598006644518
no.lisp,no.uninett.skole,203,395,22,0.03819444444444445
no.norsk,no.slekt,1809,1728,130,0.038156736131493986
no.alt.god.jul,no.linux,459,2863,122,0.038125
no.bolig,no.reiser,608,972,58,0.03810775295663601
no.audio,no.radio_tv,2278,583,105,0.038098693759071114
no.alt.irc-treff,no.mail.drift,227,373,22,0.03806228373702422
no.alkohol,no.embnet,1064,218,47,0.03805668016194332
no.mail.drift,no.tele,373,1538,70,0.03802281368821293
no.ai,no.typografi,179,176,13,0.038011695906432746
no.biz.annonser.data,no.multimedia,534,1241,65,0.038011695906432746
no.mac,no.stortinget,2597,599,117,0.037999350438454045
no.eunet.diverse,no.radio_tv,100,583,25,0.037993920972644375
no.ms-windows,no.test,2258,1212,127,0.03798982949446605
no.bibsys,no.folklore.generelt,69,13,3,0.0379746835443038
no.litteratur,no.ms-windows,1408,2258,134,0.037938844847112116
no.alt.mat,no.bolig,1172,608,65,0.037900874635568516
no.prat.narkotika,no.reiser,316,972,47,0.0378726833199033
no.alt.amiga,no.alt.radio_tv.irma1000,256,210,17,0.0378619153674833
no.norsk,no.x,1809,220,74,0.037851662404092073
no.musikk,no.unix,3425,1073,164,0.03784033225657591
no.biz.annonser,no.www,1415,560,72,0.03783499737256963
no.alt.irc-treff,no.kryptografi,227,212,16,0.037825059101654845
no.biz.diskusjoner,no.marked.diskusjon,190,57,9,0.037815126050420166
no.bolig,no.mail.diverse,608,902,55,0.037800687285223365
no.alt.radio_tv.irma1000,no.student.samfund,210,147,13,0.0377906976744186
no.tele,no.x,1538,220,64,0.03778040141676505
no.bolig,no.news.diverse,608,1727,85,0.03777777777777778
no.linux,no.stortinget,2863,599,126,0.03776978417266187
no.eunet.hjelp,no.mail.diverse,225,902,41,0.037753222836095765
no.alt.frustrasjoner,no.prat.narkotika,3040,316,122,0.03772418058132344
no.kjemi,no.radio-tv,663,1319,72,0.03769633507853403
no.media,no.sport.fotball,96,372,17,0.037694013303769404
no.alt.god.jul,no.general,459,5599,220,0.03768413840356286
no.alt.pompel-og-pilt,no.film,202,2416,95,0.037653586999603646
no.it.emacs,no.tele,281,1538,66,0.037649743297204795
no.alkohol,no.uninett.diverse,1064,149,44,0.037639007698887936
no.it.emacs,no.norsk.fagord,281,105,14,0.03763440860215054
no.mac,no.radio-tv,2597,1319,142,0.03762586115527292
no.alkohol,no.spill,1064,2771,139,0.03760822510822511
no.alt.radio-tv.irma-1000,no.kryptografi,202,212,15,0.03759398496240601
no.mail.diverse,no.speider,902,423,48,0.037588097102584185
no.alkohol,no.havforskning,1064,344,51,0.03758290346352248
no.kryptografi,no.student.samfund,212,147,13,0.03757225433526012
no.embnet,no.radio_tv,218,583,29,0.03756476683937824
no.alt.config,no.prat.seksualitet,327,336,24,0.03755868544600939
no.mail.diverse,no.typografi,902,176,39,0.03753609239653513
no.general,no.mail.drift,5599,373,216,0.037526059763724806
no.c,no.marked.data,940,6029,252,0.037516748548459135
no.audio,no.marked.bil,2278,875,114,0.03751233958538993
no.it.emacs,no.student.nett,281,300,21,0.0375
no.radio_tv,no.religion,583,1105,61,0.037492317148125384
no.ef,no.medisin,510,514,37,0.037487335359675786
no.alt.mat,no.alt.sjokolade,1172,212,50,0.037481259370314844
no.religion,no.vit.diverse,1105,196,47,0.037480063795853266
no.kjemi,no.radio_tv,663,583,45,0.03746877601998335
no.eunet.drift,no.mail.diverse,125,902,37,0.03737373737373737
no.audio,no.video,2278,248,91,0.03737166324435318
no.alt.config,no.uninett.skole,327,395,26,0.03735632183908046
no.religion,no.uninett.skole,1105,395,54,0.03734439834024896
no.alt.frustrasjoner,no.test,3040,1212,153,0.037326177116369846
no.alt.irc-treff,no.org.efn.diskusjon,227,357,21,0.037300177619893425
no.biz.annonser,no.vitser,1415,3342,171,0.03728739642389882
no.alt.katter,no.biz.annonser,535,1415,70,0.03723404255319149
no.perl,no.uninett.skole,385,395,28,0.03723404255319149
no.kjemi,no.tele,663,1538,79,0.03722902921771913
no.bolig,no.tele,608,1538,77,0.03721604639922668
no.speider,no.tungregning,423,51,17,0.037199124726477024
no.ai,no.eunet.diverse,179,100,10,0.03717472118959108
no.alt.arkiv,no.uninett.diverse,130,149,10,0.03717472118959108
no.alt.katter,no.reiser,535,972,54,0.03716448726772195
no.news.drift,no.student.nett,314,300,22,0.037162162162162164
no.biz.annonser,no.it.diverse,1415,260,60,0.03715170278637771
no.alt.pompelog,no.x,143,220,13,0.037142857142857144
no.alt.motorsykler,no.film,1690,2416,147,0.03713058853245769
no.alt.irc-treff,no.x,227,220,16,0.037122969837587005
no.biz.annonser.data,no.pc,534,5333,210,0.03712214954923104
no.radio-tv,no.reiser,1319,972,82,0.03712086917157085
no.alt.mat,no.sykkel,1172,756,69,0.037116729424421735
no.alt.radio_tv.irma1000,no.psykologi,210,405,22,0.03709949409780776
no.biz.annonser,no.unix,1415,1073,89,0.037098791162984576
no.alt.katter,no.x,535,220,27,0.03708791208791209
no.alt.tegneserier,no.marked.data,906,6029,248,0.03708688500074772
no.norsk,no.uninett.diverse,1809,149,70,0.037076271186440676
no.news.diverse,no.test,1727,1212,105,0.03705010585744531
no.eunet.diverse,no.uninett.drift,100,68,6,0.037037037037037035
no.kryptografi,no.uninett.drift,212,68,10,0.037037037037037035
no.alt.diskusjoner,no.alt.pompelog,2183,143,83,0.03700401248328132
no.medisin,no.reiser,514,972,53,0.03698534542916958
no.perl,no.typografi,385,176,20,0.036968576709796676
no.litteratur,no.marked.data,1408,6029,265,0.03694924707194646
no.alt.mat.drikke,no.bil,420,1461,67,0.03693495038588754
no.havforskning,no.radio_tv,344,583,33,0.03691275167785235
no.multimedia,no.x,1241,220,52,0.036905606813342796
no.kryptografi,no.uninett.hjelp,212,69,10,0.03690036900369004
no.perl,no.stortinget,385,599,35,0.0368809272918862
no.student.nett,no.telepost,300,403,25,0.03687315634218289
no.mail.diverse,no.prat.seksualitet,902,336,44,0.03685092127303183
no.biz.diskusjoner,no.typografi,190,176,13,0.036827195467422094
no.marked,no.unix,8022,1073,323,0.03682170542635659
no.alt.pompel-og-pilt,no.audio,202,2278,88,0.03678929765886288
no.c,no.marked,940,8022,318,0.036788523831559464
no.musikk,no.reiser,3425,972,156,0.036783777410987976
no.jus,no.speider,1720,423,76,0.036768263183357526
no.psykologi,no.student.nett,405,300,25,0.03676470588235294
no.alt.motorsykler,no.ef,1690,510,78,0.036757775683317624
no.alt.config,no.general,327,5599,210,0.03673897830650805
no.marked.jobb,no.reiser,1996,972,105,0.03667481662591687
no.bolig,no.kryptografi,608,212,29,0.03666245259165613
no.alt.mat,no.marked.jobb,1172,1996,112,0.03664921465968586
no.alt.sjokolade,no.prat.politikk,212,382,21,0.03664921465968586
no.media,no.perl,96,385,17,0.036637931034482756
no.alt.gledesutbrudd,no.test,1621,1212,100,0.03658982802780827
no.norsk,no.prat.narkotika,1809,316,75,0.036585365853658534
no.biz.nettilbydere,no.skole.diverse,258,224,17,0.03655913978494624
no.alkohol,no.tegnsett,1064,184,44,0.036544850498338874
no.org.efn.diskusjon,no.vr,357,97,16,0.0365296803652968
no.alt.motorsykler,no.marked.data,1690,6029,272,0.0365247750772123
no.standard,no.student.nett,69,300,13,0.03651685393258427
no.student.nett,no.uninett.hjelp,300,69,13,0.03651685393258427
no.typografi,no.unix,176,1073,44,0.036514522821576766
no.litteratur,no.radio_tv,1408,583,70,0.03643935450286309
no.eunet.hjelp,no.sources.list,225,31,9,0.03643724696356275
no.media,no.multimedia,96,1241,47,0.03643410852713178
no.alt.mat.drikke,no.psykologi,420,405,29,0.0364321608040201
no.biz.annonser,no.kjemi,1415,663,73,0.03640897755610972
no.radio_tv,no.sykkel,583,756,47,0.03637770897832817
no.alt.flame,no.mail.diverse,2346,902,114,0.036375239310784936
no.org.isoc-no,no.sources.list,26,31,2,0.03636363636363636
no.sport.diverse,no.uninett.diverse,1362,149,53,0.03635116598079561
no.kryptografi,no.news.diverse,212,1727,68,0.036344200962052375
no.alt.mat.drikke,no.general,420,5599,211,0.036329201101928374
no.pc,no.telepost,5333,403,201,0.036314363143631435
no.folklore.edb,no.www,68,560,22,0.036303630363036306
no.psykologi,no.speider,405,423,29,0.03629536921151439
no.ef,no.student.samfund,510,147,23,0.03627760252365931
no.general,no.news.drift,5599,314,207,0.03627760252365931
no.psykologi,no.skole.diverse,405,224,22,0.036243822075782535
no.kjemi,no.uninett.skole,663,395,37,0.03623898139079334
no.embnet,no.uninett.drift,218,68,10,0.036231884057971016
no.norsk,no.prat.seksualitet,1809,336,75,0.036231884057971016
no.speider,no.uninett.diverse,423,149,20,0.036231884057971016
no.alt.mat,no.havforskning,1172,344,53,0.036226930963773066
no.marked.bil,no.pc,875,5333,217,0.036220998163912534
no.alt.irc-treff,no.jus,227,1720,68,0.036189462480042574
no.film,no.video,2416,248,93,0.03617269544924154
no.general,no.www,5599,560,215,0.03617092866756393
no.biz.diskusjoner,no.uninett.drift,190,68,9,0.03614457831325301
no.alt.mat.drikke,no.biz.annonser,420,1415,64,0.03613777526821005
no.religion,no.student.nett,1105,300,49,0.036135693215339236
no.alt.motorsykler,no.norsk,1690,1809,122,0.0361267397098016
no.alkohol,no.alt.irc-treff,1064,227,45,0.036115569823434994
no.biz.diskusjoner,no.unix,190,1073,44,0.03609515996718622
no.musikk.gitar,no.spill,1047,2771,133,0.03609226594301221
no.religion,no.www,1105,560,58,0.03609209707529558
no.marked.jobb,no.religion,1996,1105,108,0.03608419645840294
no.alt.config,no.elektronikk,327,1511,64,0.036076662908680945
no.mac,no.ms-windows,2597,2258,169,0.036064874093043105
no.alt.motorsykler,no.multimedia,1690,1241,102,0.036055143160127257
no.alt.pompel-og-pilt,no.alt.pompelog,202,143,12,0.036036036036036036
no.stortinget,no.uninett.diverse,599,149,26,0.036011080332409975
no.ef,no.sykkel,510,756,44,0.03600654664484452
no.alt.mat.drikke,no.religion,420,1105,53,0.036005434782608696
no.hobby.diverse,no.prat.ufo,270,133,14,0.03598971722365039
no.alt.diskusjoner,no.uninett.diverse,2183,149,81,0.03598400710795202
no.alt.radio_tv.irma1000,no.ef,210,510,25,0.03597122302158273
no.kryptografi,no.norsk.fagord,212,105,11,0.03594771241830065
no.norsk.fagord,no.perl,105,385,17,0.035940803382663845
no.alt.pompelog,no.lisp,143,203,12,0.03592814371257485
no.news.diverse,no.typografi,1727,176,66,0.03592814371257485
no.unix,no.vit.diverse,1073,196,44,0.035918367346938776
no.alt.flame,no.musikk,2346,3425,200,0.03590019745108598
no.eunet.hjelp,no.radio_tv,225,583,28,0.035897435897435895
no.it.diverse,no.multimedia,260,1241,52,0.035886818495514144
no.speider,no.uninett.drift,423,68,17,0.035864978902953586
no.amiga,no.biz.annonser.data,333,534,30,0.035842293906810034
no.it.diverse,no.tex,260,87,12,0.03582089552238806
no.ef,no.pc,510,5333,202,0.03580925367842581
no.speider,no.standard,423,69,17,0.035789473684210524
no.ef,no.standard,510,69,20,0.03577817531305903
no.kjemi,no.marked,663,8022,300,0.03577817531305903
no.jus,no.x,1720,220,67,0.03577148958889482
no.slekt,no.slekt.programmer,1728,126,64,0.035754189944134075
no.jus,no.slekt,1720,1728,119,0.035746470411534996
no.alt.fan.de-lillos,no.alt.radio-tv.irma-1000,117,202,11,0.03571428571428571
no.alt.mat,no.prat.seksualitet,1172,336,52,0.03571428571428571
no.folklore.overtro,no.uninett.katalog,9,20,1,0.03571428571428571
no.alt.mat,no.uninett.skole,1172,395,54,0.0356906807666887
no.general,no.musikk.gitar,5599,1047,229,0.035686457846345644
no.sykkel,no.unix,756,1073,63,0.03567383918459796
no.alt.god.jul,no.alt.motorsykler,459,1690,74,0.03566265060240964
no.ai,no.mail.drift,179,373,19,0.03564727954971857
no.hobby.diverse,no.multimedia,270,1241,52,0.03564084989718986
no.kjemi,no.pc,663,5333,206,0.03557858376511226
no.alt.god.jul,no.www,459,560,35,0.03556910569105691
no.multimedia,no.reiser,1241,972,76,0.035563874590547495
no.it.emacs,no.litteratur,281,1408,58,0.035561005518087066
no.alkohol,no.biz.annonser,1064,1415,85,0.035505430242272346
no.org.isoc-no,no.uninett.diverse,26,149,6,0.03550295857988166
no.reiser,no.sport.diverse,972,1362,80,0.0354924578527063
no.alt.mat,no.prat.narkotika,1172,316,51,0.03549060542797495
no.ms-windows,no.sport.diverse,2258,1362,124,0.03546910755148741
no.alt.sjokolade,no.sport.fotball,212,372,20,0.03546099290780142
no.eunet.hjelp,no.sources.wanted,225,126,12,0.035398230088495575
no.uninett.katalog,no.vr,20,97,4,0.035398230088495575
no.havforskning,no.kryptografi,344,212,19,0.035381750465549346
no.eunet.drift,no.mail.drift,125,373,17,0.035343035343035345
no.biz.annonser,no.mail.drift,1415,373,61,0.03532136653155762
no.mail.drift,no.media,373,96,16,0.03532008830022075
no.ai,no.alt.tegneserier,179,906,37,0.035305343511450385
no.alt.gledesutbrudd,no.havforskning,1621,344,67,0.03530031612223393
no.eunet.drift,no.tungregning,125,51,6,0.03529411764705882
no.irc,no.prat.politikk,1349,382,59,0.035287081339712915
no.spill,no.unix,2771,1073,131,0.035281443576622676
no.alt.tegneserier,no.reiser,906,972,64,0.03528114663726571
no.alt.config,no.it.diverse,327,260,20,0.03527336860670194
no.kjemi,no.speider,663,423,37,0.03527168732125834
no.perl,no.radio-tv,385,1319,58,0.03523693803159174
no.alt.mat.drikke,no.sykkel,420,756,40,0.035211267605633804
no.folklore.edb,no.mail.drift,68,373,15,0.035211267605633804
no.alt.gledesutbrudd,no.alt.pompel-og-pilt,1621,202,62,0.03520726859738785
no.biz.diskusjoner,no.it.emacs,190,281,16,0.035164835164835165
no.alt.mat.drikke,no.prat.narkotika,420,316,25,0.035161744022503515
no.it.emacs,no.medisin,281,514,27,0.03515625
no.alt.flame,no.stortinget,2346,599,100,0.0351493848857645
no.irc,no.kryptografi,1349,212,53,0.035145888594164454
no.audio,no.sykkel,2278,756,103,0.03514158990105766
no.it.diverse,no.tele,260,1538,61,0.03511801957397812
no.it.diverse,no.kryptografi,260,212,16,0.03508771929824561
no.lisp,no.spill.rollespill,203,269,16,0.03508771929824561
no.alt.motorsykler,no.irc,1690,1349,103,0.03508174386920981
no.alt.katter,no.film,535,2416,100,0.035075412136092596
no.psykologi,no.vr,405,97,17,0.03505154639175258
no.irc,no.speider,1349,423,60,0.035046728971962614
no.alt.config,no.prat.politikk,327,382,24,0.035036496350364967
no.alt.motorsykler,no.spill,1690,2771,151,0.03503480278422274
no.reiser,no.student.nett,972,300,43,0.03498779495524817
no.bolig,no.marked.jobb,608,1996,88,0.034976152623211444
no.prat.politikk,no.spill.rollespill,382,269,22,0.034976152623211444
no.biz.diskusjoner,no.irc,190,1349,52,0.03496973772696705
no.ai,no.alt.fan.de-lillos,179,117,10,0.03496503496503497
no.tungregning,no.vr,51,97,5,0.03496503496503497
no.alt.arkiv,no.havforskning,130,344,16,0.034934497816593885
no.biz.nettilbydere,no.news.diverse,258,1727,67,0.034932221063607924
no.radio_tv,no.uninett.skole,583,395,33,0.03492063492063492
no.film,no.sykkel,2416,756,107,0.034910277324632956
no.bolig,no.sykkel,608,756,46,0.03490136570561457
no.c,no.uninett.skole,940,395,45,0.03488372093023256
no.mail.diverse,no.vit.diverse,902,196,37,0.034872761545711596
no.havforskning,no.musikk,344,3425,127,0.034870950027457444
no.alt.pompelog,no.stortinget,143,599,25,0.03486750348675035
no.alt.god.jul,no.telepost,459,403,29,0.03481392557022809
no.it.emacs,no.telepost,281,403,23,0.03479576399394856
no.kryptografi,no.org.isoc-no,212,26,8,0.034782608695652174
no.norsk.fagord,no.prat.ufo,105,133,8,0.034782608695652174
no.bolig,no.c,608,940,52,0.034759358288770054
no.alt.mat.drikke,no.typografi,420,176,20,0.034722222222222224
no.it.diverse,no.prat.seksualitet,260,336,20,0.034722222222222224
no.stortinget,no.typografi,599,176,26,0.03471295060080107
no.film,no.org.efn.diskusjon,2416,357,93,0.03470149253731343
no.ai,no.uninett.diverse,179,149,11,0.03470031545741325
no.mail.drift,no.skole.diverse,373,224,20,0.03466204506065858
no.alt.mat.drikke,no.film,420,2416,95,0.03465888361911711
no.bolig,no.ms-windows,608,2258,96,0.034657039711191336
no.alt.motorsykler,no.biz.annonser,1690,1415,104,0.03465511496167944
no.alt.config,no.student.nett,327,300,21,0.034653465346534656
no.alt.mat,no.alt.pompel-og-pilt,1172,202,46,0.03463855421686747
no.musikk.gitar,no.org.efn.diskusjon,1047,357,47,0.034635224760501106
no.alt.flame,no.pc,2346,5333,257,0.03462678523309081
no.linux,no.medisin,2863,514,113,0.03462009803921569
no.lisp,no.media,203,96,10,0.03460207612456748
no.prat.ufo,no.vit.diverse,133,196,11,0.03459119496855346
no.mail.drift,no.sport.diverse,373,1362,58,0.0345855694692904
no.alt.config,no.alt.sjokolade,327,212,18,0.0345489443378119
no.alt.config,no.kryptografi,327,212,18,0.0345489443378119
no.alt.mat.drikke,no.uninett.diverse,420,149,19,0.034545454545454546
no.eunet.hjelp,no.havforskning,225,344,19,0.034545454545454546
no.marked.bil,no.net,875,1073,65,0.03451938396176314
no.alt.mat,no.musikk.gitar,1172,1047,74,0.0344988344988345
no.news.drift,no.prat.narkotika,314,316,21,0.034482758620689655
no.alt.tegneserier,no.perl,906,385,43,0.03445512820512821
no.alt.god.jul,no.prat.politikk,459,382,28,0.03444034440344403
no.speider,no.stortinget,423,599,34,0.03441295546558704
no.biz.annonser,no.uninett.diverse,1415,149,52,0.03439153439153439
no.student.samfund,no.tegnsett,147,184,11,0.034375
no.lisp,no.uninett.drift,203,68,9,0.03435114503816794
no.kjemi,no.vitser,663,3342,133,0.034349173553719005
no.alt.gledesutbrudd,no.embnet,1621,218,61,0.0343082114735658
no.prat.politikk,no.sport.fotball,382,372,25,0.03429355281207133
no.mail.drift,no.religion,373,1105,49,0.034289713086074175
no.alt.gledesutbrudd,no.x,1621,220,61,0.034269662921348316
no.alt.mat.drikke,no.uninett.skole,420,395,27,0.03426395939086294
no.alt.mat.drikke,no.tegnsett,420,184,20,0.03424657534246575
no.eunet.diverse,no.tungregning,100,51,5,0.03424657534246575
no.mac,no.medisin,2597,514,103,0.034242021276595744
no.alt.katter,no.radio_tv,535,583,37,0.034227567067530065
no.radio_tv,no.spill,583,2771,111,0.034227567067530065
no.alt.tegneserier,no.sykkel,906,756,55,0.03422526446795271
no.alt.god.jul,no.typografi,459,176,21,0.03420195439739414
no.prat.narkotika,no.radio-tv,316,1319,54,0.03415559772296015
no.mail.drift,no.tungregning,373,51,14,0.03414634146341464
no.news.diverse,no.slekt,1727,1728,114,0.03412152050284346
no.alt.frustrasjoner,no.lisp,3040,203,107,0.03411989795918367
no.alt.flame,no.film,2346,2416,157,0.034093376764386535
no.stortinget,no.x,599,220,27,0.03409090909090909
no.ef,no.vr,510,97,20,0.034071550255536626
no.bil,no.sport.diverse,1461,1362,93,0.03406593406593406
no.mail.drift,no.marked.bolig,373,538,30,0.0340522133938706
no.havforskning,no.tungregning,344,51,13,0.034031413612565446
no.ai,no.eunet.drift,179,125,10,0.034013605442176874
no.alt.pompelog,no.net,143,1073,40,0.034013605442176874
no.general,no.sykkel,5599,756,209,0.03400585746827205
no.marked.jobb,no.radio-tv,1996,1319,109,0.03399875233936369
no.litteratur,no.nuug,1408,83,49,0.03398058252427184
no.eunet.drift,no.uninett.diverse,125,149,9,0.033962264150943396
no.kjemi,no.x,663,220,29,0.03395784543325527
no.alt.config,no.uninett.hjelp,327,69,13,0.033942558746736295
no.it.diverse,no.jus,260,1720,65,0.033942558746736295
no.net,no.typografi,1073,176,41,0.03394039735099338
no.audio,no.unix,2278,1073,110,0.033940141931502625
no.biz.diskusjoner,no.kjemi,190,663,28,0.03393939393939394
no.alt.arkiv,no.alt.tegneserier,130,906,34,0.033932135728542916
no.biz.annonser.data,no.tele,534,1538,68,0.033932135728542916
no.telepost,no.typografi,403,176,19,0.033928571428571426
no.alt.flame,no.alt.god.jul,2346,459,92,0.03391079985256174
no.musikk.gitar,no.sport.diverse,1047,1362,79,0.03390557939914163
no.linux,no.telepost,2863,403,107,0.033871478315922764
no.bil,no.unix,1461,1073,83,0.03386372909016728
no.norsk,no.sykkel,1809,756,84,0.03385731559854897
no.spill,no.www,2771,560,109,0.03382991930477964
no.mail.drift,no.student.samfund,373,147,17,0.033797216699801194
no.speider,no.telepost,423,403,27,0.03379224030037547
no.alt.arkiv,no.typografi,130,176,10,0.033783783783783786
no.alt.katter,no.multimedia,535,1241,58,0.033760186263096625
no.biz.annonser,no.hobby.diverse,1415,270,55,0.03374233128834356
no.alt.irc-treff,no.alt.pompel-og-pilt,227,202,14,0.033734939759036145
no.lisp,no.vit.diverse,203,196,13,0.03367875647668394
no.student.samfund,no.uninett.drift,147,68,7,0.03365384615384615
no.slekt,no.speider,1728,423,70,0.03363767419509851
no.mail.diverse,no.mswindow,902,358,41,0.033634126333059886
no.c,no.prat.politikk,940,382,43,0.033620015637216574
no.mail.drift,no.radio-tv,373,1319,55,0.033598045204642636
no.it.diverse,no.kjemi,260,663,30,0.0335946248600224
no.alt.mat.drikke,no.vit.diverse,420,196,20,0.03355704697986577
no.bolig,no.multimedia,608,1241,60,0.03353828954723309
no.musikk.gitar,no.pc,1047,5333,207,0.03353312813866839
no.kjemi,no.perl,663,385,34,0.03353057199211045
no.alt.motorsykler,no.sport.diverse,1690,1362,99,0.03352522858110396
no.it.diverse,no.lisp,260,203,15,0.033482142857142856
no.multimedia,no.uninett.skole,1241,395,53,0.033480732785849655
no.biz.nettilbydere,no.medisin,258,514,25,0.03346720214190094
no.alt.mat,no.embnet,1172,218,45,0.03345724907063197
no.alt.god.jul,no.vitser,459,3342,123,0.033442088091353996
no.alt.katter,no.typografi,535,176,23,0.03343023255813953
