from_newsgroup,to_newsgroup,number_of_references
no.eunet.diverse,no.litteratur,7
no.eunet.diverse,no.mac,7
no.eunet.diverse,no.mail.diverse,7
no.eunet.diverse,no.mail.drift,7
no.eunet.diverse,no.marked,7
no.eunet.diverse,no.multimedia,7
no.eunet.diverse,no.net,7
no.eunet.diverse,no.news.drift,7
no.eunet.diverse,no.norsk,7
no.eunet.diverse,no.nuug,7
no.eunet.diverse,no.org.efn.diskusjon,7
no.eunet.diverse,no.pc,7
no.eunet.diverse,no.psykologi,7
no.eunet.diverse,no.radio_tv,7
no.eunet.diverse,no.slekt,7
no.eunet.diverse,no.sources.list,7
no.eunet.diverse,no.sources.wanted,7
no.eunet.diverse,no.speider,7
no.eunet.diverse,no.spill,7
no.eunet.diverse,no.sport.diverse,7
no.eunet.diverse,no.stortinget,7
no.eunet.diverse,no.tegnsett,7
no.eunet.diverse,no.telepost,7
no.eunet.diverse,unknown,7
no.eunet.drift,no.ai,7
no.eunet.drift,no.alkohol,7
no.eunet.drift,no.alt.arkiv,7
no.eunet.drift,no.alt.config,7
no.eunet.drift,no.alt.god.jul,7
no.eunet.drift,no.alt.motorsykler,7
no.eunet.drift,no.alt.radio_tv.irma1000,7
no.eunet.drift,no.kjemi,7
no.eunet.drift,no.linux,7
no.eunet.drift,no.litteratur,7
no.eunet.drift,no.mac,7
no.eunet.drift,no.mail.diverse,7
no.eunet.drift,no.mail.drift,7
no.eunet.drift,no.marked,7
no.eunet.drift,no.multimedia,7
no.eunet.drift,no.net,7
no.eunet.drift,no.norsk,7
no.eunet.drift,no.nuug,7
no.eunet.drift,no.org.efn.diskusjon,7
no.eunet.drift,no.psykologi,7
no.eunet.drift,no.radio_tv,7
no.eunet.drift,no.slekt,7
no.eunet.drift,no.sources.list,7
no.eunet.drift,no.sources.wanted,7
no.eunet.drift,no.speider,7
no.eunet.drift,no.spill,7
no.eunet.drift,no.sport.diverse,7
no.eunet.drift,no.stortinget,7
no.eunet.drift,no.tegnsett,7
no.eunet.hjelp,no.ai,7
no.eunet.hjelp,no.alkohol,7
no.eunet.hjelp,no.alt.arkiv,7
no.eunet.hjelp,no.alt.config,7
no.eunet.hjelp,no.alt.god.jul,7
no.eunet.hjelp,no.alt.motorsykler,7
no.eunet.hjelp,no.alt.radio_tv.irma1000,7
no.eunet.hjelp,no.audio,7
no.eunet.hjelp,no.kjemi,7
no.eunet.hjelp,no.linux,7
no.eunet.hjelp,no.litteratur,7
no.eunet.hjelp,no.mac,7
no.eunet.hjelp,no.mail.diverse,7
no.eunet.hjelp,no.mail.drift,7
no.eunet.hjelp,no.marked,7
no.eunet.hjelp,no.multimedia,7
no.eunet.hjelp,no.norsk,7
no.eunet.hjelp,no.nuug,7
no.eunet.hjelp,no.org.efn.diskusjon,7
no.eunet.hjelp,no.pc,7
no.eunet.hjelp,no.psykologi,7
no.eunet.hjelp,no.radio_tv,7
no.eunet.hjelp,no.slekt,7
no.eunet.hjelp,no.sources.list,7
no.eunet.hjelp,no.sources.wanted,7
no.eunet.hjelp,no.speider,7
no.eunet.hjelp,no.spill,7
no.eunet.hjelp,no.sport.diverse,7
no.eunet.hjelp,no.stortinget,7
no.eunet.hjelp,no.tegnsett,7
no.eunet.hjelp,no.telepost,7
no.eunet.hjelp,unknown,7
no.film,no.alt.diskusjoner,7
no.film,no.kryptografi,7
no.general,no.sources.wanted,7
no.general,no.standard,7
no.general,no.video,7
no.havforskning,no.ai,7
no.havforskning,no.alkohol,7
no.havforskning,no.alt.arkiv,7
no.havforskning,no.alt.config,7
no.havforskning,no.alt.motorsykler,7
no.havforskning,no.alt.radio_tv.irma1000,7
no.havforskning,no.org.efn.diskusjon,7
no.havforskning,no.standard,7
no.havforskning,no.tungregning,7
no.hobby.diverse,unknown,7
no.irc,no.alt.mat,7
no.irc,no.alt.motorsykler,7
no.irc,no.alt.pompelog,7
no.irc,no.alt.radio_tv.irma1000,7
no.irc,no.eunet.hjelp,7
no.irc,no.standard,7
no.irc,no.stortinget,7
no.irc,no.tungregning,7
no.it.diverse,no.typografi,7
no.it.emacs,no.norsk,7
no.jus,no.ai,7
no.jus,no.alt.arkiv,7
no.jus,no.alt.config,7
no.jus,no.alt.radio_tv.irma1000,7
no.jus,no.prat.politikk,7
no.jus,no.standard,7
no.jus,no.tungregning,7
no.jus,no.uninett.diverse,7
no.kjemi,no.alt.frustrasjoner,7
no.kjemi,no.alt.gledesutbrudd,7
no.kjemi,no.alt.pompelog,7
no.kjemi,no.alt.radio_tv.irma1000,7
no.kjemi,no.bolig,7
no.kjemi,no.eunet.diverse,7
no.kjemi,no.eunet.drift,7
no.kjemi,no.eunet.hjelp,7
no.kjemi,no.standard,7
no.kjemi,no.tungregning,7
no.kryptografi,no.c,7
no.kryptografi,no.jus,7
no.kryptografi,no.mac,7
no.linux,no.alt.mat,7
no.linux,no.alt.motorsykler,7
no.linux,no.alt.radio_tv.irma1000,7
no.linux,no.bolig,7
no.linux,no.eunet.diverse,7
no.linux,no.eunet.drift,7
no.linux,no.marked.bil,7
no.linux,no.marked.bolig,7
no.linux,no.standard,7
no.linux,no.stortinget,7
no.linux,no.tungregning,7
no.lisp,no.bolig,7
no.lisp,no.marked.bil,7
no.lisp,no.marked.bolig,7
no.litteratur,no.alt.frustrasjoner,7
no.litteratur,no.alt.pompelog,7
no.litteratur,no.alt.radio_tv.irma1000,7
no.litteratur,no.bolig,7
no.litteratur,no.eunet.diverse,7
no.litteratur,no.eunet.drift,7
no.litteratur,no.eunet.hjelp,7
no.litteratur,no.religion,7
no.litteratur,no.standard,7
no.litteratur,no.stortinget,7
no.litteratur,no.tungregning,7
no.litteratur,no.www,7
no.mac,no.alt.mat,7
no.mac,no.alt.motorsykler,7
no.mac,no.alt.pompelog,7
no.mac,no.alt.radio_tv.irma1000,7
no.mac,no.bolig,7
no.mac,no.eunet.diverse,7
no.mac,no.eunet.drift,7
no.mac,no.eunet.hjelp,7
no.mac,no.kryptografi,7
no.mac,no.standard,7
no.mac,no.stortinget,7
no.mac,no.tungregning,7
no.mail.diverse,no.alt.gledesutbrudd,7
no.mail.diverse,no.alt.motorsykler,7
no.mail.diverse,no.alt.pompelog,7
no.mail.diverse,no.alt.radio_tv.irma1000,7
no.mail.diverse,no.eunet.diverse,7
no.mail.diverse,no.eunet.drift,7
no.mail.diverse,no.eunet.hjelp,7
no.mail.diverse,no.standard,7
no.mail.diverse,no.stortinget,7
no.mail.diverse,no.tungregning,7
no.mail.diverse,no.uninett.skole,7
no.mail.drift,no.alt.gledesutbrudd,7
no.mail.drift,no.alt.mat,7
no.mail.drift,no.alt.motorsykler,7
no.mail.drift,no.alt.pompelog,7
no.mail.drift,no.alt.radio_tv.irma1000,7
no.mail.drift,no.eunet.diverse,7
no.mail.drift,no.eunet.drift,7
no.mail.drift,no.eunet.hjelp,7
no.mail.drift,no.standard,7
no.mail.drift,no.stortinget,7
no.mail.drift,no.tungregning,7
no.marked,no.alt.mat.drikke,7
no.marked,no.alt.pompelog,7
no.marked,no.eunet.diverse,7
no.marked,no.eunet.drift,7
no.marked,no.eunet.hjelp,7
no.marked,no.standard,7
no.marked,no.tungregning,7
no.marked.bil,no.elektronikk,7
no.marked.bil,no.linux,7
no.marked.bolig,no.linux,7
no.marked.data,no.bolig,7
no.marked.data,no.unix,7
no.marked.data,no.vitser,7
no.marked.diskusjon,no.marked.bil,7
no.marked.diskusjon,no.marked.bolig,7
no.marked.diskusjon,no.media,7
no.marked.diskusjon,no.net,7
no.marked.diskusjon,no.norsk,7
no.marked.diskusjon,no.nuug,7
no.marked.diskusjon,no.pc,7
no.marked.jobb,no.bolig,7
no.media,no.audio,7
no.media,no.marked.jobb,7
no.media,no.prat.ufo,7
no.medisin,no.general,7
no.ms-windows,no.biz.annonser,7
no.multimedia,no.alt.motorsykler,7
no.multimedia,no.alt.pompelog,7
no.multimedia,no.alt.radio_tv.irma1000,7
no.multimedia,no.eunet.diverse,7
no.multimedia,no.eunet.drift,7
no.multimedia,no.eunet.hjelp,7
no.multimedia,no.standard,7
no.multimedia,no.stortinget,7
no.multimedia,no.tungregning,7
no.musikk.gitar,no.biz.annonser,7
no.musikk.gitar,no.bolig,7
no.musikk.gitar,no.radio_tv,7
no.musikk.gitar,no.standard,7
no.musikk.gitar,no.tungregning,7
no.musikk.klassisk,no.alt.frustrasjoner,7
no.net,no.alt.gledesutbrudd,7
no.net,no.alt.mat,7
no.net,no.alt.radio_tv.irma1000,7
no.net,no.tungregning,7
no.news.diverse,no.bil,7
no.news.diverse,no.elektronikk,7
no.news.diverse,no.radio_tv,7
no.news.diverse,no.speider,7
no.news.drift,no.alt.gledesutbrudd,7
no.news.drift,no.alt.god.jul,7
no.news.drift,no.alt.mat,7
no.news.drift,no.alt.motorsykler,7
no.news.drift,no.alt.radio_tv.irma1000,7
no.news.drift,no.alt.tegneserier,7
no.news.drift,no.audio,7
no.news.drift,no.embnet,7
no.news.drift,no.eunet.diverse,7
no.news.drift,no.standard,7
no.news.drift,no.stortinget,7
no.news.drift,no.tungregning,7
no.norsk,no.alt.mat,7
no.norsk,no.alt.motorsykler,7
no.norsk,no.alt.pompelog,7
no.norsk,no.alt.radio_tv.irma1000,7
no.norsk,no.eunet.hjelp,7
no.norsk,no.ms-windows,7
no.norsk,no.religion,7
no.norsk,no.standard,7
no.norsk,no.tungregning,7
no.norsk,no.www,7
no.norsk.fagord,no.general,7
no.nuug,no.alt.frustrasjoner,7
no.nuug,no.alt.gledesutbrudd,7
no.nuug,no.alt.mat,7
no.nuug,no.alt.motorsykler,7
no.nuug,no.alt.pompelog,7
no.nuug,no.alt.radio_tv.irma1000,7
no.nuug,no.alt.tegneserier,7
no.nuug,no.audio,7
no.nuug,no.c,7
no.nuug,no.ef,7
no.nuug,no.embnet,7
no.nuug,no.eunet.diverse,7
no.nuug,no.eunet.drift,7
no.nuug,no.eunet.hjelp,7
no.nuug,no.marked.data,7
no.nuug,no.stortinget,7
no.org.efn.diskusjon,no.alt.gledesutbrudd,7
no.org.efn.diskusjon,no.alt.god.jul,7
no.org.efn.diskusjon,no.alt.mat,7
no.org.efn.diskusjon,no.alt.motorsykler,7
no.org.efn.diskusjon,no.alt.pompelog,7
no.org.efn.diskusjon,no.alt.radio_tv.irma1000,7
no.org.efn.diskusjon,no.eunet.hjelp,7
no.org.efn.diskusjon,no.radio_tv,7
no.org.efn.diskusjon,no.slekt,7
no.org.efn.diskusjon,no.sources.list,7
no.org.efn.diskusjon,no.sources.wanted,7
no.org.efn.diskusjon,no.speider,7
no.org.efn.diskusjon,no.spill,7
no.org.efn.diskusjon,no.sport.diverse,7
no.org.efn.diskusjon,no.stortinget,7
no.org.efn.diskusjon,no.tegnsett,7
no.org.efn.diskusjon,no.telepost,7
no.pc,no.alt.gledesutbrudd,7
no.pc,no.alt.mat,7
no.pc,no.alt.motorsykler,7
no.pc,no.alt.radio_tv.irma1000,7
no.pc,no.embnet,7
no.pc,no.eunet.diverse,7
no.pc,no.religion,7
no.pc,no.slekt.programmer,7
no.pc,no.standard,7
no.pc,no.stortinget,7
no.pc,no.tungregning,7
no.prat.politikk,no.kjemi,7
no.prat.seksualitet,no.vitser,7
no.prat.ufo,no.marked,7
no.prat.ufo,no.media,7
no.psykologi,no.alt.god.jul,7
no.psykologi,no.alt.mat,7
no.psykologi,no.alt.motorsykler,7
no.psykologi,no.alt.pompelog,7
no.psykologi,no.alt.radio_tv.irma1000,7
no.psykologi,no.alt.tegneserier,7
no.psykologi,no.audio,7
no.psykologi,no.c,7
no.psykologi,no.ef,7
no.psykologi,no.embnet,7
no.psykologi,no.eunet.diverse,7
no.psykologi,no.eunet.drift,7
no.psykologi,no.eunet.hjelp,7
no.psykologi,no.stortinget,7
no.radio_tv,no.alt.god.jul,7
no.radio_tv,no.alt.mat,7
no.radio_tv,no.alt.motorsykler,7
no.radio_tv,no.alt.pompelog,7
no.radio_tv,no.c,7
no.radio_tv,no.ef,7
no.radio_tv,no.embnet,7
no.radio_tv,no.eunet.diverse,7
no.radio_tv,no.eunet.drift,7
no.radio_tv,no.eunet.hjelp,7
no.radio_tv,no.musikk.gitar,7
no.radio_tv,no.org.efn.diskusjon,7
no.reiser,no.net,7
no.religion,no.alt.flame,7
no.religion,no.pc,7
no.religion,no.skole.diverse,7
no.religion,no.spill,7
no.skole.diverse,no.kjemi,7
no.skole.diverse,no.religion,7
no.skole.diverse,no.stortinget,7
no.slekt,no.alt.gledesutbrudd,7
no.slekt,no.alt.god.jul,7
no.slekt,no.alt.mat,7
no.slekt,no.alt.motorsykler,7
no.slekt,no.alt.pompelog,7
no.slekt,no.alt.radio_tv.irma1000,7
no.slekt,no.alt.tegneserier,7
no.slekt,no.ef,7
no.slekt,no.embnet,7
no.slekt,no.eunet.diverse,7
no.slekt,no.eunet.drift,7
no.slekt,no.eunet.hjelp,7
no.slekt,no.org.efn.diskusjon,7
no.sources.list,no.alt.frustrasjoner,7
no.sources.list,no.alt.gledesutbrudd,7
no.sources.list,no.alt.god.jul,7
no.sources.list,no.alt.mat,7
no.sources.list,no.alt.motorsykler,7
no.sources.list,no.alt.pompelog,7
no.sources.list,no.alt.radio_tv.irma1000,7
no.sources.list,no.alt.tegneserier,7
no.sources.list,no.audio,7
no.sources.list,no.c,7
no.sources.list,no.ef,7
no.sources.list,no.embnet,7
no.sources.list,no.eunet.diverse,7
no.sources.list,no.eunet.drift,7
no.sources.list,no.eunet.hjelp,7
no.sources.list,no.irc,7
no.sources.list,no.org.efn.diskusjon,7
no.sources.wanted,no.alt.frustrasjoner,7
no.sources.wanted,no.alt.gledesutbrudd,7
no.sources.wanted,no.alt.god.jul,7
no.sources.wanted,no.alt.mat,7
no.sources.wanted,no.alt.motorsykler,7
no.sources.wanted,no.alt.pompelog,7
no.sources.wanted,no.alt.radio_tv.irma1000,7
no.sources.wanted,no.alt.tegneserier,7
no.sources.wanted,no.audio,7
no.sources.wanted,no.c,7
no.sources.wanted,no.ef,7
no.sources.wanted,no.elektronikk,7
no.sources.wanted,no.embnet,7
no.sources.wanted,no.eunet.diverse,7
no.sources.wanted,no.eunet.drift,7
no.sources.wanted,no.eunet.hjelp,7
no.sources.wanted,no.irc,7
no.sources.wanted,no.org.efn.diskusjon,7
no.speider,no.alt.god.jul,7
no.speider,no.alt.mat,7
no.speider,no.alt.pompelog,7
no.speider,no.alt.radio_tv.irma1000,7
no.speider,no.alt.tegneserier,7
no.speider,no.audio,7
no.speider,no.c,7
no.speider,no.ef,7
no.speider,no.embnet,7
no.speider,no.eunet.diverse,7
no.speider,no.eunet.drift,7
no.speider,no.eunet.hjelp,7
no.speider,no.org.efn.diskusjon,7
no.spill,no.alt.frustrasjoner,7
no.spill,no.alt.mat,7
no.spill,no.alt.pompelog,7
no.spill,no.alt.radio_tv.irma1000,7
no.spill,no.ef,7
no.spill,no.embnet,7
no.spill,no.eunet.diverse,7
no.spill,no.eunet.drift,7
no.spill,no.eunet.hjelp,7
no.spill,no.org.efn.diskusjon,7
no.spill,no.religion,7
no.spill.sjakk,no.spill,7
no.sport.diverse,no.alt.flame,7
no.sport.diverse,no.alt.mat,7
no.sport.diverse,no.alt.motorsykler,7
no.sport.diverse,no.alt.pompelog,7
no.sport.diverse,no.alt.radio_tv.irma1000,7
no.sport.diverse,no.alt.tegneserier,7
no.sport.diverse,no.ef,7
no.sport.diverse,no.embnet,7
no.sport.diverse,no.eunet.diverse,7
no.sport.diverse,no.eunet.drift,7
no.sport.diverse,no.eunet.hjelp,7
no.sport.diverse,no.org.efn.diskusjon,7
no.sport.fotball,no.sport.diverse,7
no.standard,no.alt.arkiv,7
no.standard,no.slekt,7
no.standard,no.sources.list,7
no.standard,no.sources.wanted,7
no.standard,no.speider,7
no.standard,no.spill,7
no.standard,no.sport.diverse,7
no.standard,no.student.nett,7
no.standard,no.student.samfund,7
no.standard,no.tungregning,7
no.standard,unknown,7
no.stortinget,no.alt.gledesutbrudd,7
no.stortinget,no.alt.god.jul,7
no.stortinget,no.alt.mat,7
no.stortinget,no.alt.motorsykler,7
no.stortinget,no.alt.pompelog,7
no.stortinget,no.alt.radio_tv.irma1000,7
no.stortinget,no.alt.tegneserier,7
no.stortinget,no.audio,7
no.stortinget,no.c,7
no.stortinget,no.embnet,7
no.stortinget,no.eunet.diverse,7
no.stortinget,no.eunet.drift,7
no.stortinget,no.eunet.hjelp,7
no.stortinget,no.linux,7
no.stortinget,no.litteratur,7
no.stortinget,no.mac,7
no.stortinget,no.mail.diverse,7
no.stortinget,no.mail.drift,7
no.stortinget,no.multimedia,7
no.stortinget,no.news.drift,7
no.stortinget,no.nuug,7
no.stortinget,no.pc,7
no.stortinget,no.psykologi,7
no.stortinget,no.vitser,7
no.student.nett,no.jus,7
no.student.samfund,no.general,7
no.sykkel,no.alkohol,7
no.sykkel,no.jus,7
no.tegnsett,no.alt.god.jul,7
no.tegnsett,no.alt.mat,7
no.tegnsett,no.alt.motorsykler,7
no.tegnsett,no.alt.pompelog,7
no.tegnsett,no.alt.radio_tv.irma1000,7
no.tegnsett,no.alt.tegneserier,7
no.tegnsett,no.audio,7
no.tegnsett,no.c,7
no.tegnsett,no.ef,7
no.tegnsett,no.embnet,7
no.tegnsett,no.eunet.diverse,7
no.tegnsett,no.eunet.drift,7
no.tegnsett,no.eunet.hjelp,7
no.tegnsett,no.org.efn.diskusjon,7
no.tegnsett,no.tungregning,7
no.telepost,no.alt.gledesutbrudd,7
no.telepost,no.alt.god.jul,7
no.telepost,no.alt.mat,7
no.telepost,no.alt.motorsykler,7
no.telepost,no.alt.pompelog,7
no.telepost,no.alt.radio_tv.irma1000,7
no.telepost,no.alt.tegneserier,7
no.telepost,no.audio,7
no.telepost,no.c,7
no.telepost,no.embnet,7
no.telepost,no.eunet.diverse,7
no.telepost,no.eunet.hjelp,7
no.telepost,no.irc,7
no.telepost,no.org.efn.diskusjon,7
no.test,no.alt.diskusjoner,7
no.test,no.audio,7
no.test,no.hobby.diverse,7
no.test,no.marked,7
no.test,no.ms-windows,7
no.test,no.multimedia,7
no.test,no.religion,7
no.test,no.typografi,7
no.typografi,no.mac,7
no.uninett.diverse,no.uninett.hjelp,7
no.uninett.hjelp,no.uninett.diverse,7
no.uninett.skole,no.uninett.diverse,7
no.unix,no.marked.data,7
no.unix,no.news.diverse,7
no.vit.diverse,no.alt.mat,7
no.www,no.alt.flame,7
no.www,no.litteratur,7
no.www,no.norsk,7
no.ai,no.alt.radio-tv.irma-1000,6
no.alkohol,no.alt.irc-treff,6
no.alkohol,no.alt.radio-tv.irma-1000,6
no.alkohol,no.alt.sjokolade,6
no.alkohol,no.film,6
no.alt.arkiv,no.alt.sjokolade,6
no.alt.arkiv,no.standard,6
no.alt.arkiv,no.student.nett,6
no.alt.arkiv,no.student.samfund,6
no.alt.diskusjoner,no.bil,6
no.alt.diskusjoner,no.radio-tv,6
no.alt.flame,no.reiser,6
no.alt.flame,no.sykkel,6
no.alt.frustrasjoner,no.prat.narkotika,6
no.alt.gledesutbrudd,no.alt.pompel-og-pilt,6
no.alt.gledesutbrudd,no.alt.radio-tv.irma-1000,6
no.alt.gledesutbrudd,no.it.emacs,6
no.alt.gledesutbrudd,no.marked.data,6
no.alt.irc-treff,no.ai,6
no.alt.irc-treff,no.alt.config,6
no.alt.irc-treff,no.alt.diskusjoner,6
no.alt.irc-treff,no.alt.frustrasjoner,6
no.alt.irc-treff,no.alt.mat,6
no.alt.katter,no.biz.annonser,6
no.alt.mat,no.alt.radio-tv.irma-1000,6
no.alt.mat,no.biz.annonser,6
no.alt.mat,no.musikk.gitar,6
no.alt.mat.drikke,no.biz.annonser,6
no.alt.mat.drikke,no.marked,6
no.alt.motorsykler,no.alt.radio-tv.irma-1000,6
no.alt.motorsykler,no.alt.sjokolade,6
no.alt.motorsykler,no.marked.bil,6
no.alt.motorsykler,no.musikk.gitar,6
no.alt.pompel-og-pilt,no.biz.diskusjoner,6
no.alt.pompel-og-pilt,no.bolig,6
no.alt.pompelog,no.musikk.gitar,6
no.alt.radio-tv.irma-1000,no.biz.diskusjoner,6
no.alt.radio-tv.irma-1000,no.bolig,6
no.alt.radio_tv.irma1000,no.musikk.gitar,6
no.alt.tegneserier,no.alt.sjokolade,6
no.amiga,no.c,6
no.amiga,no.marked.data,6
no.amiga,no.www,6
no.audio,no.alt.katter,6
no.audio,no.alt.mat.drikke,6
no.audio,no.kryptografi,6
no.bibsys,no.ms-windows,6
no.bibsys,no.norsk.fagord,6
no.bibsys,no.skole.diverse,6
no.bibsys,no.uninett.skole,6
no.bibsys,no.vit.diverse,6
no.bil,no.alt.gledesutbrudd,6
no.bil,no.alt.katter,6
no.bil,no.alt.mat.drikke,6
no.bil,no.kryptografi,6
no.biz.annonser,no.c,6
no.biz.annonser,no.havforskning,6
no.biz.annonser,no.jus,6
no.biz.annonser.data,no.biz.nettilbydere,6
no.biz.diskusjoner,no.alt.katter,6
no.biz.diskusjoner,no.alt.mat.drikke,6
no.biz.diskusjoner,no.alt.pompel-og-pilt,6
no.biz.diskusjoner,no.alt.radio-tv.irma-1000,6
no.biz.diskusjoner,no.alt.tegneserier,6
no.biz.diskusjoner,no.havforskning,6
no.biz.diskusjoner,no.jus,6
no.biz.diskusjoner,no.kjemi,6
no.biz.nettilbydere,no.biz.annonser.data,6
no.biz.nettilbydere,no.net,6
no.bolig,no.alt.katter,6
no.bolig,no.alt.mat.drikke,6
no.bolig,no.alt.pompel-og-pilt,6
no.bolig,no.alt.radio-tv.irma-1000,6
no.bolig,no.alt.tegneserier,6
no.bolig,no.havforskning,6
no.bolig,no.kryptografi,6
no.bolig,no.mac,6
no.c,no.alt.katter,6
no.c,no.alt.mat.drikke,6
no.c,no.biz.annonser,6
no.c,no.kryptografi,6
no.c,no.news.diverse,6
no.c,no.x,6
no.ef,no.alt.katter,6
no.ef,no.alt.mat.drikke,6
no.elektronikk,no.alt.katter,6
no.elektronikk,no.alt.mat.drikke,6
no.elektronikk,no.kryptografi,6
no.elektronikk,no.marked.bil,6
no.embnet,no.alt.katter,6
no.embnet,no.alt.mat.drikke,6
no.embnet,no.biz.annonser,6
no.embnet,no.kryptografi,6
no.eunet.diverse,no.musikk.gitar,6
no.eunet.drift,no.musikk.gitar,6
no.eunet.hjelp,no.musikk.gitar,6
no.eunet.hjelp,no.news.diverse,6
no.film,no.prat.seksualitet,6
no.folklore.edb,no.it.diverse,6
no.general,no.hobby.diverse,6
no.general,no.marked.bil,6
no.general,no.marked.bolig,6
no.general,no.spill.sjakk,6
no.general,no.uninett.hjelp,6
no.irc,no.kryptografi,6
no.it.emacs,no.uninett.skole,6
no.jus,no.biz.annonser,6
no.jus,no.biz.diskusjoner,6
no.jus,no.kryptografi,6
no.kjemi,no.biz.diskusjoner,6
no.kjemi,no.kryptografi,6
no.kryptografi,no.audio,6
no.kryptografi,no.bil,6
no.kryptografi,no.bolig,6
no.kryptografi,no.elektronikk,6
no.kryptografi,no.embnet,6
no.kryptografi,no.film,6
no.kryptografi,no.havforskning,6
no.kryptografi,no.irc,6
no.kryptografi,no.kjemi,6
no.kryptografi,no.lisp,6
no.kryptografi,no.litteratur,6
no.kryptografi,no.marked.jobb,6
no.linux,no.it.os.os2,6
no.lisp,no.kryptografi,6
no.litteratur,no.kryptografi,6
no.mac,no.biz.diskusjoner,6
no.mac,no.it.emacs,6
no.mac,no.media,6
no.mac,no.tele,6
no.mail.diverse,no.media,6
no.mail.drift,no.uninett.drift,6
no.marked,no.alt.katter,6
no.marked,no.marked.diskusjon,6
no.marked,no.prat.ufo,6
no.marked,no.radio-tv,6
no.marked.bil,no.marked.diskusjon,6
no.marked.bil,no.media,6
no.marked.bil,no.net,6
no.marked.bil,no.norsk,6
no.marked.bil,no.nuug,6
no.marked.bil,no.pc,6
no.marked.bil,unknown,6
no.marked.bolig,no.marked.diskusjon,6
no.marked.bolig,no.media,6
no.marked.bolig,no.net,6
no.marked.bolig,no.norsk,6
no.marked.bolig,no.nuug,6
no.marked.data,no.news.diverse,6
no.marked.diskusjon,no.litteratur,6
no.marked.diskusjon,no.mac,6
no.marked.diskusjon,no.mail.diverse,6
no.marked.diskusjon,no.mail.drift,6
no.marked.diskusjon,no.medisin,6
no.marked.diskusjon,no.multimedia,6
no.marked.diskusjon,no.norsk.fagord,6
no.marked.jobb,no.media,6
no.media,no.net,6
no.media,no.norsk,6
no.media,no.nuug,6
no.ms-windows,no.bibsys,6
no.ms-windows,no.litteratur,6
no.ms-windows,no.norsk,6
no.ms-windows,no.skole.diverse,6
no.ms-windows,no.uninett.skole,6
no.ms-windows,no.vit.diverse,6
no.multimedia,no.unix,6
no.musikk,no.slekt,6
no.net,no.media,6
no.net,no.reiser,6
no.net,no.student.samfund,6
no.net,no.uninett.drift,6
no.news.diverse,no.eunet.drift,6
no.news.diverse,no.x,6
no.norsk,no.marked.jobb,6
no.norsk,no.media,6
no.norsk.fagord,no.bibsys,6
no.norsk.fagord,no.skole.diverse,6
no.norsk.fagord,no.uninett.skole,6
no.norsk.fagord,no.vit.diverse,6
no.nuug,no.general,6
no.nuug,no.irc,6
no.nuug,no.media,6
no.nuug,no.standard,6
no.nuug,no.tungregning,6
no.pc,no.marked.bil,6
no.pc,no.marked.diskusjon,6
no.pc,no.medisin,6
no.prat.narkotika,no.medisin,6
no.prat.narkotika,no.perl,6
no.prat.narkotika,no.prat.ufo,6
no.prat.politikk,no.pressemeldinger.diskusjon,6
no.prat.politikk,no.vitser,6
no.prat.seksualitet,no.alt.gledesutbrudd,6
no.prat.seksualitet,no.psykologi,6
no.prat.ufo,no.perl,6
no.prat.ufo,no.prat.narkotika,6
no.radio-tv,no.video,6
no.radio_tv,no.news.diverse,6
no.radio_tv,no.standard,6
no.radio_tv,no.tungregning,6
no.reiser,no.alt.motorsykler,6
no.reiser,no.slekt,6
no.religion,no.alt.motorsykler,6
no.religion,no.musikk,6
no.skole.diverse,no.bibsys,6
no.skole.diverse,no.ms-windows,6
no.skole.diverse,no.norsk.fagord,6
no.slekt,no.musikk,6
no.slekt,no.reiser,6
no.slekt.programmer,no.pc,6
no.speider,no.news.diverse,6
no.standard,no.havforskning,6
no.standard,no.irc,6
no.standard,no.jus,6
no.standard,no.kjemi,6
no.standard,no.linux,6
no.standard,no.litteratur,6
no.standard,no.mac,6
no.standard,no.mail.diverse,6
no.standard,no.mail.drift,6
no.standard,no.marked,6
no.standard,no.multimedia,6
no.standard,no.musikk.gitar,6
no.standard,no.news.drift,6
no.standard,no.norsk,6
no.standard,no.nuug,6
no.standard,no.pc,6
no.standard,no.psykologi,6
no.standard,no.radio_tv,6
no.stortinget,no.musikk.gitar,6
no.stortinget,no.standard,6
no.student.nett,no.alt.arkiv,6
no.student.nett,no.standard,6
no.student.samfund,no.alt.arkiv,6
no.student.samfund,no.net,6
no.student.samfund,no.standard,6
no.tegnsett,no.irc,6
no.tele,no.mac,6
no.test,no.alt.frustrasjoner,6
no.tungregning,no.slekt,6
no.tungregning,no.sources.list,6
no.tungregning,no.sources.wanted,6
no.tungregning,no.speider,6
no.tungregning,no.spill,6
no.tungregning,no.sport.diverse,6
no.tungregning,no.standard,6
no.tungregning,no.tegnsett,6
no.tungregning,no.telepost,6
no.uninett.diverse,no.uninett.skole,6
no.uninett.drift,no.mail.drift,6
no.uninett.drift,no.net,6
no.uninett.drift,no.uninett.diverse,6
no.uninett.hjelp,no.uninett.skole,6
no.uninett.skole,no.bibsys,6
no.uninett.skole,no.ms-windows,6
no.uninett.skole,no.norsk.fagord,6
no.uninett.skole,no.uninett.hjelp,6
no.uninett.skole,no.vit.diverse,6
no.unix,no.lisp,6
no.unix,no.multimedia,6
no.unix,no.tele,6
no.video,no.radio-tv,6
no.video,unknown,6
