from_newsgroup,to_newsgroup,number_of_references
no.spill,no.biz.annonser,26
no.spill,no.irc,26
no.stortinget,no.tele,26
no.telepost,no.alt.flame,26
no.vitser,no.alt.flame,26
no.alt.config,no.ef,25
no.alt.flame,no.telepost,25
no.alt.gledesutbrudd,no.alt.god.jul,25
no.alt.god.jul,no.alt.diskusjoner,25
no.alt.god.jul,no.alt.gledesutbrudd,25
no.alt.pompel-og-pilt,unknown,25
no.alt.pompelog,no.net,25
no.alt.pompelog,no.news.drift,25
no.alt.sjokolade,no.alt.frustrasjoner,25
no.alt.sjokolade,no.alt.gledesutbrudd,25
no.audio,no.ms-windows,25
no.biz.annonser,no.musikk,25
no.biz.annonser,no.spill,25
no.c,no.alt.diskusjoner,25
no.c,no.biz.diskusjoner,25
no.c,no.news.drift,25
no.ef,no.alt.config,25
no.ef,no.news.drift,25
no.eunet.hjelp,no.net,25
no.eunet.hjelp,no.news.drift,25
no.irc,no.alt.irc-treff,25
no.ms-windows,no.hobby.diverse,25
no.ms-windows,no.typografi,25
no.musikk.gitar,no.nuug,25
no.musikk.gitar,no.pc,25
no.net,no.eunet.hjelp,25
no.news.diverse,no.ef,25
no.nuug,no.jus,25
no.nuug,no.kjemi,25
no.nuug,no.musikk.gitar,25
no.nuug,no.news.drift,25
no.nuug,no.psykologi,25
no.radio-tv,no.audio,25
no.radio-tv,no.marked,25
no.radio-tv,no.pc,25
no.religion,no.org.efn.diskusjon,25
no.tele,no.www,25
no.typografi,no.audio,25
no.typografi,no.hobby.diverse,25
no.typografi,no.marked,25
no.typografi,no.marked.data,25
no.typografi,no.ms-windows,25
no.typografi,no.musikk,25
no.vitser,no.norsk,25
no.www,no.news.diverse,25
no.x,no.general,25
no.alt.config,unknown,24
no.alt.diskusjoner,no.alt.radio_tv.irma1000,24
no.alt.diskusjoner,no.biz.annonser,24
no.alt.flame,no.alt.mat,24
no.alt.frustrasjoner,no.alt.sjokolade,24
no.alt.frustrasjoner,no.multimedia,24
no.alt.gledesutbrudd,no.alt.katter,24
no.alt.gledesutbrudd,no.linux,24
no.alt.gledesutbrudd,no.musikk.gitar,24
no.alt.katter,no.alt.mat.drikke,24
no.alt.mat,no.film,24
no.alt.mat.drikke,no.alt.katter,24
no.alt.mat.drikke,unknown,24
no.audio,no.hobby.diverse,24
no.biz.diskusjoner,no.ef,24
no.biz.diskusjoner,no.pc,24
no.ef,no.biz.diskusjoner,24
no.folklore.edb,no.pc,24
no.hobby.diverse,no.musikk,24
no.mail.drift,unknown,24
no.marked,no.bolig,24
no.marked,no.slekt,24
no.marked.data,no.marked.diskusjon,24
no.musikk,no.biz.annonser,24
no.musikk,no.hobby.diverse,24
no.musikk.gitar,no.psykologi,24
no.net,no.biz.diskusjoner,24
no.news.drift,no.alt.pompelog,24
no.news.drift,no.org.efn.diskusjon,24
no.norsk,no.radio-tv,24
no.norsk,no.vitser,24
no.org.efn.diskusjon,no.kjemi,24
no.org.efn.diskusjon,no.linux,24
no.org.efn.diskusjon,no.litteratur,24
no.org.efn.diskusjon,no.mac,24
no.org.efn.diskusjon,no.mail.diverse,24
no.org.efn.diskusjon,no.mail.drift,24
no.org.efn.diskusjon,no.marked,24
no.org.efn.diskusjon,no.multimedia,24
no.org.efn.diskusjon,no.net,24
no.org.efn.diskusjon,no.news.drift,24
no.org.efn.diskusjon,no.nuug,24
no.org.efn.diskusjon,no.pc,24
no.org.efn.diskusjon,no.psykologi,24
no.pc,no.org.efn.diskusjon,24
no.slekt,no.marked,24
no.vitser,no.stortinget,24
no.alkohol,no.alt.flame,23
no.alt.flame,no.ai,23
no.alt.flame,no.alt.radio_tv.irma1000,23
no.alt.frustrasjoner,no.litteratur,23
no.alt.frustrasjoner,no.mail.drift,23
no.alt.frustrasjoner,no.religion,23
no.alt.gledesutbrudd,no.alt.mat.drikke,23
no.alt.gledesutbrudd,no.radio_tv,23
no.alt.god.jul,no.alt.motorsykler,23
no.alt.katter,no.alt.gledesutbrudd,23
no.alt.mat.drikke,no.general,23
no.alt.motorsykler,no.alt.god.jul,23
no.audio,no.typografi,23
no.biz.annonser,no.alt.diskusjoner,23
no.biz.annonser,no.audio,23
no.eunet.drift,no.eunet.diverse,23
no.general,no.alt.katter,23
no.hobby.diverse,no.ms-windows,23
no.hobby.diverse,no.typografi,23
no.irc,no.alt.frustrasjoner,23
no.kjemi,no.org.efn.diskusjon,23
no.linux,no.alt.gledesutbrudd,23
no.linux,no.org.efn.diskusjon,23
no.litteratur,no.org.efn.diskusjon,23
no.mac,no.org.efn.diskusjon,23
no.mac,no.tegnsett,23
no.mail.diverse,no.org.efn.diskusjon,23
no.mail.drift,no.org.efn.diskusjon,23
no.marked,no.org.efn.diskusjon,23
no.marked,no.typografi,23
no.marked.data,no.typografi,23
no.ms-windows,no.elektronikk,23
no.multimedia,no.org.efn.diskusjon,23
no.musikk,no.news.drift,23
no.musikk,no.nuug,23
no.musikk,no.typografi,23
no.musikk.gitar,no.alt.frustrasjoner,23
no.musikk.gitar,no.alt.gledesutbrudd,23
no.net,no.alt.pompelog,23
no.net,no.org.efn.diskusjon,23
no.news.diverse,no.nuug,23
no.news.drift,no.unix,23
no.nuug,no.org.efn.diskusjon,23
no.org.efn.diskusjon,no.musikk.gitar,23
no.prat.narkotika,no.stortinget,23
no.psykologi,no.org.efn.diskusjon,23
no.radio-tv,no.marked.data,23
no.radio_tv,no.film,23
no.religion,no.alt.frustrasjoner,23
no.slekt,no.pc,23
no.spill,no.radio_tv,23
no.sport.diverse,no.uninett.diverse,23
no.www,no.marked,23
no.www,no.tele,23
no.x,no.unix,23
no.ai,no.alt.motorsykler,22
no.alt.config,no.alt.radio_tv.irma1000,22
no.alt.diskusjoner,no.biz.diskusjoner,22
no.alt.frustrasjoner,no.alt.mat.drikke,22
no.alt.frustrasjoner,no.marked.data,22
no.alt.gledesutbrudd,no.alt.sjokolade,22
no.alt.god.jul,no.norsk,22
no.alt.irc-treff,no.irc,22
no.alt.motorsykler,no.ai,22
no.alt.pompelog,no.alt.god.jul,22
no.alt.radio_tv.irma1000,no.alt.diskusjoner,22
no.alt.tegneserier,no.eunet.drift,22
no.biz.annonser,no.film,22
no.biz.annonser.data,no.it.diverse,22
no.c,no.eunet.drift,22
no.ef,no.eunet.drift,22
no.embnet,no.eunet.drift,22
no.eunet.diverse,no.eunet.drift,22
no.eunet.diverse,no.havforskning,22
no.eunet.drift,no.alt.tegneserier,22
no.eunet.drift,no.c,22
no.eunet.drift,no.ef,22
no.eunet.drift,no.embnet,22
no.eunet.drift,no.havforskning,22
no.general,no.it.diverse,22
no.havforskning,no.eunet.diverse,22
no.havforskning,no.eunet.drift,22
no.it.emacs,no.prat.politikk,22
no.jus,no.stortinget,22
no.mail.diverse,no.unix,22
no.marked,no.www,22
no.medisin,no.net,22
no.multimedia,no.sport.diverse,22
no.net,no.medisin,22
no.news.diverse,no.medisin,22
no.prat.aksjer,unknown,22
no.radio-tv,no.norsk,22
no.spill,no.speider,22
no.sport.diverse,no.multimedia,22
no.stortinget,no.news.diverse,22
no.unix,no.news.drift,22
no.vit.diverse,no.news.diverse,22
no.ai,unknown,21
no.alkohol,no.alt.radio_tv.irma1000,21
no.alkohol,no.multimedia,21
no.alt.flame,no.alt.katter,21
no.alt.flame,no.alt.mat.drikke,21
no.alt.flame,no.alt.motorsykler,21
no.alt.katter,no.alt.frustrasjoner,21
no.alt.radio_tv.irma1000,no.alkohol,21
no.alt.radio_tv.irma1000,no.alt.config,21
no.biz.diskusjoner,no.marked,21
no.c,no.pc,21
no.film,no.alt.mat,21
no.litteratur,no.news.diverse,21
no.mac,no.ms-windows,21
no.marked,no.biz.nettilbydere,21
no.musikk,no.radio-tv,21
no.musikk.gitar,no.org.efn.diskusjon,21
no.news.diverse,no.spill,21
no.norsk,no.film,21
no.norsk,no.slekt,21
no.nuug,no.musikk,21
no.pc,no.slekt,21
no.radio_tv,no.spill,21
no.speider,no.marked,21
no.speider,no.spill,21
no.tegnsett,no.mac,21
no.uninett.diverse,no.sport.diverse,21
no.unix,no.x,21
no.ai,no.alt.flame,20
no.ai,no.alt.pompelog,20
no.alt.arkiv,no.alt.pompelog,20
no.alt.diskusjoner,no.alt.katter,20
no.alt.diskusjoner,no.alt.mat.drikke,20
no.alt.gledesutbrudd,no.religion,20
no.alt.god.jul,no.alt.pompelog,20
no.alt.god.jul,no.alt.radio_tv.irma1000,20
no.alt.mat,no.alt.flame,20
no.alt.pompelog,no.ai,20
no.alt.pompelog,no.alt.arkiv,20
no.alt.pompelog,no.alt.tegneserier,20
no.alt.radio_tv.irma1000,no.alt.god.jul,20
no.audio,no.biz.annonser,20
no.biz.annonser,no.uninett.diverse,20
no.biz.diskusjoner,no.alt.diskusjoner,20
no.biz.diskusjoner,no.biz.annonser,20
no.biz.diskusjoner,no.eunet.hjelp,20
no.biz.diskusjoner,no.net,20
no.eunet.drift,no.general,20
no.eunet.hjelp,no.biz.diskusjoner,20
no.film,no.biz.annonser,20
no.general,no.eunet.drift,20
no.general,no.medisin,20
no.general,no.reiser,20
no.it.diverse,no.general,20
no.jus,no.alt.gledesutbrudd,20
no.news.diverse,no.embnet,20
no.norsk,no.alt.gledesutbrudd,20
no.org.efn.diskusjon,no.musikk,20
no.pc,no.radio-tv,20
no.prat.politikk,no.alkohol,20
no.psykologi,no.musikk,20
no.radio-tv,no.radio_tv,20
no.religion,no.alt.gledesutbrudd,20
no.slekt,no.multimedia,20
no.slekt,no.speider,20
no.slekt.programmer,unknown,20
no.sport.diverse,no.biz.annonser,20
no.unix,no.mail.diverse,20
no.x,unknown,20
no.ai,no.alt.katter,19
no.ai,no.alt.mat.drikke,19
no.alkohol,no.alt.katter,19
no.alt.arkiv,no.alt.katter,19
no.alt.arkiv,no.alt.mat.drikke,19
no.alt.config,no.alt.mat.drikke,19
no.alt.diskusjoner,no.alt.radio-tv.irma-1000,19
no.alt.diskusjoner,no.unix,19
no.alt.flame,no.irc,19
no.alt.frustrasjoner,no.psykologi,19
no.alt.mat,no.alt.tegneserier,19
no.alt.pompelog,no.biz.diskusjoner,19
no.alt.radio-tv.irma-1000,no.alt.diskusjoner,19
no.alt.radio_tv.irma1000,unknown,19
no.alt.tegneserier,no.alt.mat,19
no.alt.tegneserier,no.alt.pompelog,19
no.biz.annonser,no.it.diverse,19
no.elektronikk,no.spill,19
no.film,no.alt.motorsykler,19
no.general,no.bolig,19
no.it.diverse,no.biz.annonser,19
no.kjemi,no.alkohol,19
no.mac,no.alt.gledesutbrudd,19
no.marked,no.uninett.diverse,19
no.marked.data,no.mswindow,19
no.mswindow,no.marked.data,19
no.multimedia,no.alkohol,19
no.multimedia,no.slekt,19
no.news.diverse,no.alt.radio-tv.irma-1000,19
no.news.drift,no.biz.diskusjoner,19
no.norsk,no.alt.god.jul,19
no.nuug,no.news.diverse,19
no.pc,no.c,19
no.radio-tv,no.havforskning,19
no.slekt,no.norsk,19
no.slekt,no.sport.diverse,19
no.speider,no.slekt,19
no.speider,no.sport.diverse,19
no.spill,no.elektronikk,19
no.spill,no.vitser,19
no.sport.diverse,no.speider,19
no.uninett.diverse,no.biz.annonser,19
no.uninett.diverse,no.marked,19
no.unix,no.norsk,19
no.alt.config,no.alt.radio-tv.irma-1000,18
no.alt.flame,no.alt.sjokolade,18
no.alt.flame,no.musikk.gitar,18
no.alt.frustrasjoner,no.alt.pompel-og-pilt,18
no.alt.gledesutbrudd,no.jus,18
no.alt.god.jul,no.vit.diverse,18
no.alt.god.jul,unknown,18
no.alt.katter,no.ai,18
no.alt.katter,no.alkohol,18
no.alt.katter,no.alt.arkiv,18
no.alt.katter,no.alt.diskusjoner,18
no.alt.katter,no.alt.flame,18
no.alt.katter,no.alt.mat,18
no.alt.mat,no.alt.katter,18
no.alt.mat.drikke,no.ai,18
no.alt.mat.drikke,no.alt.arkiv,18
no.alt.mat.drikke,no.alt.config,18
no.alt.mat.drikke,no.alt.diskusjoner,18
no.alt.mat.drikke,no.alt.flame,18
no.alt.motorsykler,no.alt.mat.drikke,18
no.alt.pompelog,no.unix,18
no.alt.radio-tv.irma-1000,no.alt.arkiv,18
no.alt.radio-tv.irma-1000,no.alt.config,18
no.alt.radio-tv.irma-1000,no.alt.flame,18
no.alt.sjokolade,no.alt.flame,18
no.alt.sjokolade,no.marked.jobb,18
no.alt.sjokolade,no.musikk.gitar,18
no.alt.sjokolade,no.news.diverse,18
no.alt.sjokolade,no.vitser,18
no.alt.tegneserier,no.radio_tv,18
no.biz.annonser,no.mail.diverse,18
no.biz.annonser,no.sport.diverse,18
no.biz.diskusjoner,no.news.drift,18
no.biz.diskusjoner,no.unix,18
no.c,no.alt.frustrasjoner,18
no.c,no.spill,18
no.ef,no.unix,18
no.eunet.hjelp,no.unix,18
no.general,no.vr,18
no.kjemi,no.vit.diverse,18
no.linux,no.spill,18
no.mac,no.alt.config,18
no.marked,no.radio_tv,18
no.marked.bil,no.marked.data,18
no.marked.data,no.marked.bil,18
no.marked.jobb,no.news.diverse,18
no.marked.jobb,no.telepost,18
no.media,no.multimedia,18
no.medisin,no.prat.seksualitet,18
no.multimedia,no.alt.config,18
no.musikk,no.psykologi,18
no.musikk.gitar,no.alt.flame,18
no.musikk.gitar,no.alt.sjokolade,18
no.musikk.gitar,no.vitser,18
no.news.diverse,no.alt.sjokolade,18
no.news.diverse,no.org.efn.diskusjon,18
no.norsk,no.spill,18
no.norsk,no.uninett.diverse,18
no.pc,no.hobby.diverse,18
no.pc,no.video,18
no.radio-tv,no.irc,18
no.radio-tv,no.kjemi,18
no.radio-tv,no.linux,18
no.radio-tv,no.litteratur,18
no.radio-tv,no.mac,18
no.radio-tv,no.mail.diverse,18
no.radio-tv,no.mail.drift,18
no.radio-tv,no.musikk.gitar,18
no.radio-tv,no.net,18
no.radio_tv,no.alt.tegneserier,18
no.radio_tv,no.marked,18
no.religion,no.radio-tv,18
no.skole.diverse,unknown,18
no.spill,no.c,18
no.spill,no.net,18
no.spill,no.norsk,18
no.sport.diverse,no.slekt,18
no.student.nett,no.general,18
no.tegnsett,no.alt.frustrasjoner,18
no.test,no.musikk,18
no.uninett.diverse,no.norsk,18
no.unix,no.alt.diskusjoner,18
no.unix,no.biz.diskusjoner,18
no.unix,no.ef,18
no.unix,no.eunet.hjelp,18
no.vr,no.general,18
no.alkohol,no.kjemi,17
no.alkohol,no.medisin,17
no.alt.config,no.multimedia,17
no.alt.flame,no.film,17
no.alt.flame,no.marked.jobb,17
no.alt.frustrasjoner,no.alt.radio-tv.irma-1000,17
no.alt.frustrasjoner,no.bil,17
no.alt.gledesutbrudd,no.marked.jobb,17
no.alt.motorsykler,no.alt.flame,17
no.alt.pompelog,no.embnet,17
no.biz.annonser,no.norsk,17
no.bolig,no.general,17
no.ef,no.alt.frustrasjoner,17
no.elektronikk,no.alt.flame,17
no.film,no.alt.frustrasjoner,17
no.general,no.student.samfund,17
no.general,no.x,17
no.hobby.diverse,no.pc,17
no.hobby.diverse,no.video,17
no.irc,no.radio_tv,17
no.jus,no.alt.motorsykler,17
no.jus,no.slekt,17
no.linux,no.tegnsett,17
no.mail.diverse,no.slekt,17
no.marked,no.alt.mat,17
no.marked,no.speider,17
no.marked.bil,no.marked.bolig,17
no.marked.bolig,no.marked.bil,17
no.marked.bolig,no.marked.data,17
no.marked.data,no.www,17
no.marked.jobb,no.norsk,17
no.ms-windows,no.mac,17
no.musikk,no.org.efn.diskusjon,17
no.net,no.spill,17
no.news.diverse,no.religion,17
no.norsk,no.biz.annonser,17
no.org.efn.diskusjon,no.news.diverse,17
no.pc,no.norsk.fagord,17
no.prat.seksualitet,no.general,17
no.prat.ufo,unknown,17
no.radio-tv,no.religion,17
no.reiser,no.general,17
no.skole.diverse,no.prat.seksualitet,17
no.slekt,no.jus,17
no.slekt,no.mac,17
no.slekt,no.mail.diverse,17
no.spill,no.uninett.diverse,17
no.tegnsett,no.linux,17
no.tele,no.marked.data,17
no.tele,no.vitser,17
no.telepost,no.marked.jobb,17
no.video,no.hobby.diverse,17
no.video,no.pc,17
no.vit.diverse,no.medisin,17
no.vitser,no.alt.sjokolade,17
no.vitser,no.marked.jobb,17
no.vitser,no.musikk.gitar,17
no.alkohol,no.mac,16
no.alkohol,no.norsk,16
no.alt.arkiv,no.alt.radio-tv.irma-1000,16
no.alt.arkiv,no.net,16
no.alt.flame,no.alt.radio-tv.irma-1000,16
no.alt.frustrasjoner,no.org.efn.diskusjon,16
no.alt.frustrasjoner,no.slekt,16
no.alt.frustrasjoner,no.telepost,16
no.alt.gledesutbrudd,no.c,16
no.alt.gledesutbrudd,no.ef,16
no.alt.gledesutbrudd,no.embnet,16
no.alt.gledesutbrudd,no.havforskning,16
no.alt.mat,no.c,16
no.alt.mat,no.ef,16
no.alt.mat,no.embnet,16
no.alt.mat,no.marked,16
no.alt.motorsykler,no.biz.annonser,16
no.audio,no.alt.frustrasjoner,16
no.bil,no.sykkel,16
no.biz.annonser,no.marked.jobb,16
no.biz.diskusjoner,no.alt.pompelog,16
no.bolig,no.biz.annonser,16
no.bolig,unknown,16
no.general,no.typografi,16
no.havforskning,no.alt.gledesutbrudd,16
no.it.emacs,no.alt.gledesutbrudd,16
no.jus,no.eunet.diverse,16
no.jus,no.spill,16
no.linux,no.slekt,16
no.litteratur,no.slekt,16
no.mac,no.alkohol,16
no.mac,no.slekt,16
no.marked.bolig,no.bolig,16
no.marked.data,no.marked.bolig,16
no.marked.jobb,no.alt.flame,16
no.marked.jobb,no.alt.frustrasjoner,16
no.marked.jobb,no.alt.gledesutbrudd,16
no.marked.jobb,no.alt.sjokolade,16
no.marked.jobb,no.biz.annonser,16
no.marked.jobb,no.vitser,16
no.media,no.marked,16
no.multimedia,no.uninett.diverse,16
no.musikk,no.alt.diskusjoner,16
no.musikk,no.prat.politikk,16
no.net,no.alt.arkiv,16
no.news.diverse,no.marked.data,16
no.norsk,no.alt.tegneserier,16
no.norsk,no.telepost,16
no.norsk,no.unix,16
no.norsk.fagord,no.pc,16
no.pc,no.uninett.diverse,16
no.prat.aksjer,no.general,16
no.prat.seksualitet,no.alt.frustrasjoner,16
no.slekt,no.linux,16
no.slekt,no.litteratur,16
no.sport.diverse,no.radio_tv,16
no.stortinget,no.jus,16
no.uninett.diverse,no.spill,16
no.unix,no.alt.pompelog,16
no.unix,no.folklore.edb,16
no.unix,no.perl,16
no.vitser,no.prat.politikk,16
no.vitser,no.spill,16
no.www,no.marked.data,16
no.alkohol,no.alt.tegneserier,15
no.alt.arkiv,no.alt.tegneserier,15
no.alt.config,no.mac,15
no.alt.diskusjoner,no.mail.drift,15
no.alt.flame,no.alt.pompelog,15
no.alt.flame,no.religion,15
no.alt.frustrasjoner,no.eunet.diverse,15
no.alt.frustrasjoner,no.eunet.drift,15
no.alt.frustrasjoner,no.eunet.hjelp,15
no.alt.gledesutbrudd,no.eunet.diverse,15
no.alt.gledesutbrudd,no.mac,15
no.alt.mat,no.havforskning,15
no.alt.motorsykler,no.film,15
no.alt.motorsykler,no.jus,15
no.alt.pompelog,unknown,15
no.alt.tegneserier,no.alkohol,15
no.alt.tegneserier,no.alt.arkiv,15
no.audio,no.eunet.drift,15
no.biz.annonser,no.bolig,15
no.biz.annonser.data,no.spill,15
no.bolig,no.marked.bolig,15
no.c,no.alt.gledesutbrudd,15
no.c,no.alt.mat,15
no.ef,no.alt.gledesutbrudd,15
no.ef,no.alt.mat,15
no.embnet,no.alt.frustrasjoner,15
no.embnet,no.alt.gledesutbrudd,15
no.embnet,no.alt.mat,15
no.embnet,no.alt.pompelog,15
no.eunet.diverse,no.alt.gledesutbrudd,15
no.eunet.diverse,no.eunet.hjelp,15
no.eunet.drift,no.audio,15
no.folklore.edb,no.general,15
no.havforskning,no.alt.frustrasjoner,15
no.havforskning,no.alt.mat,15
no.irc,no.eunet.diverse,15
no.irc,no.eunet.drift,15
no.jus,no.eunet.drift,15
no.jus,no.speider,15
no.jus,no.sport.diverse,15
no.kryptografi,unknown,15
no.linux,no.alt.pompelog,15
no.linux,no.eunet.hjelp,15
no.linux,no.folklore.edb,15
no.litteratur,no.spill,15
no.mail.diverse,no.biz.annonser,15
no.marked.data,no.sport.diverse,15
no.ms-windows,no.tele,15
no.news.diverse,no.uninett.skole,15
no.norsk,no.havforskning,15
no.norsk,no.radio_tv,15
no.norsk,no.tele,15
no.pc,no.folklore.edb,15
no.radio-tv,no.alt.pompel-og-pilt,15
no.radio-tv,no.alt.radio-tv.irma-1000,15
no.radio-tv,no.bil,15
no.radio-tv,no.c,15
no.radio-tv,no.ef,15
no.radio-tv,no.embnet,15
no.radio-tv,no.lisp,15
no.radio-tv,no.marked.jobb,15
no.radio_tv,no.alt.gledesutbrudd,15
no.radio_tv,no.sport.diverse,15
no.speider,no.jus,15
no.spill,no.biz.annonser.data,15
no.spill,no.litteratur,15
no.spill.sjakk,no.general,15
no.sport.diverse,no.marked.data,15
no.stortinget,no.alt.frustrasjoner,15
no.sykkel,no.bil,15
no.tegnsett,no.norsk,15
no.uninett.diverse,no.multimedia,15
no.uninett.diverse,no.pc,15
no.uninett.diverse,no.radio_tv,15
no.unix,no.www,15
no.www,no.linux,15
no.alt.diskusjoner,no.alt.tegneserier,14
no.alt.diskusjoner,no.linux,14
no.alt.flame,no.jus,14
no.alt.flame,no.norsk,14
no.alt.frustrasjoner,no.speider,14
no.alt.gledesutbrudd,no.eunet.drift,14
no.alt.gledesutbrudd,no.eunet.hjelp,14
no.alt.mat,no.audio,14
no.alt.mat,no.eunet.diverse,14
no.alt.mat,no.eunet.drift,14
no.alt.mat,no.eunet.hjelp,14
no.alt.mat,no.jus,14
no.alt.mat.drikke,no.it.emacs,14
no.alt.motorsykler,no.www,14
no.alt.pompel-og-pilt,no.alt.katter,14
no.alt.pompel-og-pilt,no.alt.mat.drikke,14
no.alt.pompelog,no.eunet.diverse,14
no.alt.pompelog,no.eunet.drift,14
no.alt.pompelog,no.havforskning,14
no.alt.pompelog,no.jus,14
no.alt.radio-tv.irma-1000,no.alt.katter,14
no.alt.radio-tv.irma-1000,no.alt.mat.drikke,14
no.alt.radio_tv.irma1000,no.radio_tv,14
no.alt.tegneserier,no.eunet.hjelp,14
no.bil,no.biz.annonser,14
no.bil,no.religion,14
no.biz.annonser,no.alt.motorsykler,14
no.biz.annonser,no.multimedia,14
no.biz.nettilbydere,unknown,14
no.bolig,no.elektronikk,14
no.elektronikk,no.bolig,14
no.elektronikk,no.hobby.diverse,14
no.embnet,no.eunet.hjelp,14
no.eunet.diverse,no.alt.frustrasjoner,14
no.eunet.diverse,no.alt.mat,14
no.eunet.diverse,no.alt.pompelog,14
no.eunet.diverse,no.jus,14
no.eunet.drift,no.alt.frustrasjoner,14
no.eunet.drift,no.alt.gledesutbrudd,14
no.eunet.drift,no.alt.mat,14
no.eunet.drift,no.alt.pompelog,14
no.eunet.drift,no.jus,14
no.eunet.hjelp,no.alt.frustrasjoner,14
no.eunet.hjelp,no.alt.gledesutbrudd,14
no.eunet.hjelp,no.alt.mat,14
no.eunet.hjelp,no.alt.tegneserier,14
no.eunet.hjelp,no.embnet,14
no.eunet.hjelp,no.eunet.diverse,14
no.eunet.hjelp,no.havforskning,14
no.eunet.hjelp,no.jus,14
no.film,no.radio_tv,14
no.general,no.alt.arkiv,14
no.havforskning,no.alt.pompelog,14
no.havforskning,no.eunet.hjelp,14
no.irc,no.news.drift,14
no.it.diverse,no.www,14
no.jus,no.alt.mat,14
no.jus,no.alt.pompelog,14
no.jus,no.eunet.hjelp,14
no.marked.jobb,no.marked.bil,14
no.marked.jobb,no.marked.bolig,14
no.ms-windows,no.marked.jobb,14
no.musikk,no.alt.motorsykler,14
no.musikk,no.medisin,14
no.net,no.standard,14
no.news.diverse,no.ms-windows,14
no.prat.politikk,no.musikk,14
no.psykologi,no.slekt,14
no.radio-tv,no.spill,14
no.radio_tv,no.alt.radio_tv.irma1000,14
no.radio_tv,no.uninett.diverse,14
no.slekt,no.alt.frustrasjoner,14
no.slekt,no.psykologi,14
no.slekt,no.radio_tv,14
no.slekt,no.sources.wanted,14
no.slekt,no.telepost,14
no.sources.wanted,no.slekt,14
no.sources.wanted,no.telepost,14
no.speider,no.norsk,14
no.spill,no.jus,14
no.spill,no.linux,14
no.spill,no.news.diverse,14
no.sport.diverse,no.alt.gledesutbrudd,14
no.standard,no.net,14
no.tegnsett,no.jus,14
no.tele,no.ms-windows,14
no.telepost,no.norsk,14
no.telepost,no.slekt,14
no.telepost,no.sources.wanted,14
no.typografi,no.alt.frustrasjoner,14
no.typografi,no.norsk,14
no.uninett.skole,no.alt.frustrasjoner,14
no.video,no.multimedia,14
no.www,no.alt.frustrasjoner,14
no.x,no.linux,14
no.ai,no.alt.radio_tv.irma1000,13
no.alt.arkiv,no.alt.radio_tv.irma1000,13
no.alt.diskusjoner,no.spill,13
no.alt.frustrasjoner,no.stortinget,13
no.alt.gledesutbrudd,no.irc,13
no.alt.gledesutbrudd,no.marked,13
no.alt.gledesutbrudd,no.sport.diverse,13
no.alt.katter,no.marked,13
no.alt.mat,no.multimedia,13
no.alt.mat,no.prat.politikk,13
no.alt.mat,no.vit.diverse,13
no.alt.motorsykler,no.audio,13
no.alt.motorsykler,no.irc,13
no.alt.pompelog,no.alt.flame,13
no.alt.pompelog,no.alt.katter,13
no.alt.pompelog,no.alt.mat.drikke,13
no.alt.radio_tv.irma1000,no.ai,13
no.alt.radio_tv.irma1000,no.alt.arkiv,13
no.alt.radio_tv.irma1000,no.alt.flame,13
no.alt.radio_tv.irma1000,no.alt.katter,13
no.alt.radio_tv.irma1000,no.alt.mat.drikke,13
no.audio,no.alt.mat,13
no.audio,no.alt.motorsykler,13
no.biz.annonser,no.bil,13
no.biz.annonser,no.biz.diskusjoner,13
no.biz.diskusjoner,no.ms-windows,13
no.elektronikk,no.biz.annonser,13
no.elektronikk,no.radio_tv,13
no.elektronikk,no.tele,13
no.film,no.pc,13
no.general,no.nuug,13
no.general,no.tegnsett,13
no.havforskning,no.psykologi,13
no.irc,no.slekt,13
no.kjemi,no.slekt,13
no.kryptografi,no.linux,13
no.linux,no.biz.diskusjoner,13
no.marked,no.alt.flame,13
no.marked.bil,no.biz.annonser,13
no.marked.bil,no.marked.jobb,13
no.marked.bolig,no.marked.jobb,13
no.marked.data,no.video,13
no.marked.jobb,no.ms-windows,13
no.multimedia,no.alt.mat,13
no.multimedia,no.biz.annonser,13
no.multimedia,no.media,13
no.multimedia,no.video,13
no.news.diverse,no.bibsys,13
no.news.diverse,no.biz.nettilbydere,13
no.news.diverse,no.bolig,13
no.news.diverse,no.radio-tv,13
no.norsk,no.sources.wanted,13
no.org.efn.diskusjon,no.alt.frustrasjoner,13
no.pc,no.film,13
no.pc,no.vr,13
no.perl,no.general,13
no.psykologi,no.havforskning,13
no.radio-tv,no.news.diverse,13
no.radio-tv,no.sport.diverse,13
no.radio_tv,no.irc,13
no.radio_tv,no.norsk,13
no.slekt,no.kjemi,13
no.sources.wanted,no.norsk,13
no.speider,no.alt.gledesutbrudd,13
no.spill,no.alt.diskusjoner,13
no.spill,no.vr,13
no.standard,no.c,13
no.video,no.marked.data,13
no.vit.diverse,no.litteratur,13
no.alt.diskusjoner,no.musikk,12
no.alt.diskusjoner,no.vr,12
no.alt.flame,no.kjemi,12
no.alt.flame,no.sport.diverse,12
no.alt.frustrasjoner,no.uninett.skole,12
no.alt.gledesutbrudd,no.audio,12
no.alt.gledesutbrudd,no.litteratur,12
no.alt.gledesutbrudd,no.norsk,12
no.alt.katter,no.alt.pompel-og-pilt,12
no.alt.katter,no.alt.pompelog,12
no.alt.katter,no.alt.radio-tv.irma-1000,12
no.alt.katter,no.alt.radio_tv.irma1000,12
