from_newsgroup,to_newsgroup,number_of_references
no.marked.jobb,no.alt.god.jul,320
no.musikk,no.bibsys,320
no.net,no.alt.sjokolade,320
no.lisp,no.musikk,319
no.musikk.gitar,no.general,319
no.pc,no.tele,319
no.unix,no.www,319
no.lisp,no.bibsys,318
no.musikk,no.embnet,318
no.musikk,no.alt.tegneserier,316
no.alt.god.jul,no.alt.flame,315
no.mail.diverse,no.bibsys,315
no.mail.drift,no.bibsys,315
no.pc,no.norsk,315
no.typografi,no.audio,315
no.typografi,no.hobby.diverse,315
no.typografi,no.marked,315
no.typografi,no.marked.data,315
no.typografi,no.ms-windows,315
no.typografi,no.musikk,315
no.audio,no.typografi,314
no.jus,no.prat.seksualitet,314
no.lisp,no.alt.god.jul,314
no.lisp,no.perl,314
no.musikk,no.alt.god.jul,314
no.musikk,no.alt.pompel-og-pilt,314
no.musikk,no.alt.radio-tv.irma-1000,314
no.musikk,no.typografi,314
no.musikk.gitar,no.alt.pompel-og-pilt,314
no.musikk.gitar,no.alt.radio-tv.irma-1000,314
no.musikk.gitar,no.bil,314
no.tele,no.telepost,314
no.lisp,no.musikk.gitar,313
no.musikk,no.alt.sjokolade,313
no.musikk.gitar,no.bibsys,313
no.musikk.gitar,no.elektronikk,313
no.musikk.gitar,no.lisp,313
no.radio-tv,no.elektronikk,312
no.amiga,no.elektronikk,311
no.jus,no.www,310
no.alt.motorsykler,no.alt.frustrasjoner,308
no.alt.frustrasjoner,no.alt.sjokolade,307
no.pressemeldinger,no.news.diverse,307
no.marked,no.typografi,305
no.marked.data,no.typografi,305
no.alt.motorsykler,no.alt.gledesutbrudd,303
no.media,no.vit.diverse,302
no.alt.config,no.alkohol,301
no.general,no.kryptografi,301
no.ms-windows,no.it.diverse,301
no.net,no.norsk,300
no.news.drift,no.mail.diverse,299
no.alt.flame,no.news.diverse,298
no.norsk,no.uninett.skole,298
no.alkohol,no.alt.config,297
no.news.diverse,no.slekt.programmer,297
no.alt.config,no.alt.diskusjoner,296
no.net,no.alt.flame,295
no.vitser,no.prat.politikk,295
no.alt.diskusjoner,no.alt.arkiv,294
no.ef,unknown,294
no.radio-tv,no.www,294
no.vit.diverse,no.media,294
no.vitser,no.irc,294
no.alt.flame,no.alkohol,293
no.jus,no.news.drift,293
no.slekt.programmer,no.news.diverse,293
no.vit.diverse,no.alt.mat.drikke,293
no.www,no.prat.narkotika,292
no.www,no.tele,292
no.media,no.radio-tv,291
no.news.diverse,no.religion,289
no.news.diverse,no.radio-tv,288
no.prat.seksualitet,no.prat.politikk,287
no.alt.mat,no.alt.mat.drikke,285
no.alt.sjokolade,no.alt.frustrasjoner,284
no.alt.tegneserier,no.radio-tv,283
no.linux,no.kryptografi,283
no.alt.frustrasjoner,no.mail.diverse,282
no.elektronikk,no.slekt,281
no.linux,no.alt.frustrasjoner,281
no.elektronikk,no.radio-tv,280
no.radio-tv,no.alt.diskusjoner,280
no.slekt,unknown,280
no.www,no.biz.nettilbydere,280
no.alt.flame,no.prat.seksualitet,279
no.irc,no.alt.irc-treff,279
no.alkohol,no.alt.frustrasjoner,278
no.alt.frustrasjoner,no.tele,278
no.alt.pompel-og-pilt,no.alt.pompelog,277
no.irc,no.vitser,276
no.alt.flame,no.ai,275
no.mail.diverse,no.unix,275
no.marked.jobb,no.www,275
no.alt.diskusjoner,no.mail.diverse,274
no.alt.motorsykler,no.mac,274
no.tele,no.elektronikk,274
no.musikk,no.alt.gledesutbrudd,273
no.skole.diverse,no.uninett.skole,272
no.alt.frustrasjoner,no.biz.diskusjoner,271
no.marked,no.norsk,271
no.alt.flame,no.ms-windows,270
no.alt.flame,no.multimedia,270
no.alt.mat.drikke,no.alt.mat,270
no.it.emacs,no.general,269
no.spill,no.elektronikk,269
no.spill,no.marked.data,268
no.alt.flame,no.vitser,267
no.alt.frustrasjoner,no.irc,267
no.hobby.diverse,unknown,267
no.uninett.skole,no.skole.diverse,267
no.irc,no.alt.frustrasjoner,266
no.mail.diverse,no.news.drift,266
no.marked.data,no.www,266
no.news.diverse,no.biz.nettilbydere,266
no.prat.politikk,no.uninett.skole,266
no.alt.frustrasjoner,no.alt.pompelog,265
no.net,no.nuug,265
no.org.efn.diskusjon,unknown,263
no.alt.gledesutbrudd,no.psykologi,262
no.telepost,no.tele,262
no.uninett.skole,no.litteratur,262
no.alt.diskusjoner,no.news.drift,261
no.news.drift,no.jus,261
no.tegnsett,no.general,261
no.telepost,no.pc,261
no.alt.pompelog,no.alt.pompel-og-pilt,259
no.marked,no.alkohol,259
no.marked.data,no.spill,259
no.psykologi,no.alt.gledesutbrudd,259
no.alt.diskusjoner,no.alt.mat,258
no.ms-windows,no.elektronikk,258
no.norsk,no.ef,258
no.alt.sjokolade,unknown,257
no.folklore.overtro,no.medisin,256
no.general,no.bolig,255
no.litteratur,unknown,255
no.kryptografi,no.general,254
no.alt.mat,no.prat.politikk,252
no.audio,no.pc,252
no.biz.diskusjoner,no.marked,252
no.elektronikk,no.biz.annonser,252
no.it.diverse,no.marked.data,252
no.biz.annonser.data,no.multimedia,251
no.general,no.prat.ufo,251
no.linux,no.nuug,251
no.ms-windows,no.mail.diverse,251
no.biz.diskusjoner,no.alt.frustrasjoner,250
no.litteratur,no.uninett.skole,250
no.pc,no.nuug,249
no.pc,no.telepost,249
no.news.drift,no.norsk,248
no.it.diverse,no.ms-windows,247
no.alt.gledesutbrudd,no.film,246
no.biz.annonser,no.elektronikk,246
no.www,no.audio,246
no.alt.arkiv,no.alt.diskusjoner,245
no.mail.diverse,no.alt.diskusjoner,245
no.net,no.stortinget,243
no.perl,unknown,243
no.www,no.biz.diskusjoner,243
no.jus,no.radio-tv,242
no.spill,no.slekt,242
no.vit.diverse,no.hobby.diverse,242
no.vit.diverse,no.pc,242
no.mail.diverse,no.ms-windows,241
no.uninett.skole,no.norsk,240
no.marked,no.nuug,239
no.news.diverse,no.musikk.gitar,238
no.uninett.skole,no.prat.politikk,238
no.alt.arkiv,no.alt.config,237
no.alt.config,no.alt.arkiv,237
no.alt.tegneserier,unknown,237
no.biz.nettilbydere,no.pc,237
no.mail.diverse,no.norsk,237
no.multimedia,no.nuug,237
no.net,no.telepost,237
no.org.efn.diskusjon,no.pressemeldinger,237
no.alt.flame,no.alt.mat,236
no.alt.frustrasjoner,no.alt.radio_tv.irma1000,235
no.news.diverse,no.tele,235
no.sport.diverse,no.norsk,235
no.news.diverse,no.alt.flame,234
no.religion,no.vit.diverse,234
no.media,no.musikk,233
no.perl,no.lisp,233
no.general,no.tegnsett,232
no.alt.flame,no.alt.radio_tv.irma1000,231
no.news.diverse,no.lisp,231
no.telepost,no.net,231
no.marked.jobb,no.telepost,230
no.multimedia,no.biz.annonser.data,230
no.c,unknown,229
no.nuug,no.marked,228
no.nuug,no.net,228
no.alt.diskusjoner,no.alt.katter,227
no.mail.diverse,no.alt.frustrasjoner,227
no.norsk,no.norsk.fagord,227
no.nuug,no.multimedia,227
no.alt.diskusjoner,no.alt.pompelog,226
no.biz.diskusjoner,no.www,226
no.marked,no.slekt,226
no.news.drift,no.alt.diskusjoner,226
no.nuug,no.pc,226
no.alkohol,no.alt.mat.drikke,225
no.alt.flame,no.alt.katter,225
no.alt.flame,no.alt.mat.drikke,225
no.alt.gledesutbrudd,no.musikk,225
no.biz.diskusjoner,no.general,225
no.alt.flame,no.alt.motorsykler,223
no.religion,no.alt.frustrasjoner,223
no.alt.frustrasjoner,no.ai,221
no.alt.mat,no.medisin,221
no.eunet.diverse,no.embnet,221
no.norsk,no.velkommen,221
no.tele,no.alt.flame,221
no.tele,no.stortinget,221
no.alt.config,no.alt.katter,220
no.alt.frustrasjoner,no.news.drift,220
no.marked.data,no.marked.diskusjon,220
no.kryptografi,no.mac,218
no.kryptografi,no.marked,218
no.litteratur,no.skole.diverse,218
no.org.efn.diskusjon,no.alt.frustrasjoner,218
no.pc,no.slekt,218
no.alt.diskusjoner,no.ai,217
no.alt.frustrasjoner,no.alt.arkiv,217
no.alt.gledesutbrudd,no.alt.motorsykler,217
no.pc,no.audio,217
no.slekt.etterlysning,unknown,217
no.alt.motorsykler,no.alt.config,215
no.www,no.it.diverse,215
no.embnet,no.eunet.diverse,214
no.marked.data,no.amiga,214
no.telepost,no.marked.jobb,214
no.uninett.skole,no.religion,213
no.alt.diskusjoner,no.sport.diverse,212
no.havforskning,no.alt.diskusjoner,212
no.marked,no.amiga,212
no.alt.frustrasjoner,no.linux,211
no.prat.seksualitet,no.jus,211
no.telepost,no.stortinget,210
no.alkohol,no.alt.arkiv,209
no.alt.diskusjoner,no.uninett.diverse,208
no.alt.flame,no.alt.pompelog,208
no.musikk,no.media,208
no.religion,no.prat.ufo,208
no.bil,no.marked.bil,207
no.religion,no.uninett.skole,207
no.alt.config,no.alt.flame,206
no.alt.frustrasjoner,no.film,206
no.sport.diverse,no.alt.diskusjoner,206
no.marked.data,no.it.diverse,205
no.net,no.kryptografi,205
no.alt.arkiv,no.alkohol,204
no.alt.irc-treff,no.general,204
no.irc,no.pressemeldinger,204
no.ms-windows,no.mswindow,204
no.multimedia,no.slekt,204
no.www,no.pressemeldinger.diskusjon,204
no.alt.mat.drikke,no.alkohol,203
no.eunet.diverse,no.c,203
no.eunet.diverse,no.ef,203
no.news.diverse,no.prat.seksualitet,203
no.norsk.fagord,unknown,203
no.biz.annonser,unknown,202
no.ef,no.alkohol,202
no.pc,no.musikk,202
no.sport.diverse,no.marked,202
no.alt.flame,no.stortinget,201
no.alt.motorsykler,no.alt.mat,201
no.general,no.alt.pompelog,201
no.stortinget,no.norsk,201
no.alt.config,no.alt.gledesutbrudd,200
no.c,no.pc,200
no.eunet.diverse,no.alt.tegneserier,200
no.radio-tv,no.norsk,200
no.kryptografi,no.kjemi,199
no.unix,no.mail.diverse,199
no.alt.diskusjoner,no.biz.annonser,198
no.alt.sjokolade,no.alt.diskusjoner,198
no.general,no.alt.config,198
no.jus,no.media,198
no.news.diverse,no.psykologi,198
no.stortinget,no.alt.flame,198
no.alt.pompelog,no.alt.diskusjoner,197
no.marked,no.media,197
no.nuug,no.linux,197
no.jus,no.medisin,196
no.marked,no.kryptografi,196
no.norsk,no.net,196
no.telepost,no.www,195
no.amiga,no.alt.amiga,193
no.bil,no.alt.katter,193
no.prat.politikk,no.havforskning,193
no.alkohol,no.ai,192
no.linux,no.norsk,192
no.multimedia,no.norsk,192
no.musikk.gitar,no.news.diverse,192
no.alt.frustrasjoner,no.musikk,191
no.linux,no.www,191
no.news.diverse,no.nuug,191
no.norsk,no.multimedia,191
no.pressemeldinger.diskusjon,no.www,191
no.sport.diverse,no.spill,191
no.biz.annonser.data,no.general,190
no.ms-windows,no.mac,190
no.radio-tv,no.jus,190
no.radio_tv,no.multimedia,190
no.news.diverse,no.hobby.diverse,189
no.ai,no.alkohol,188
no.kryptografi,no.litteratur,188
no.musikk,no.pc,188
no.spill,no.sport.diverse,188
no.alkohol,no.jus,187
no.alt.mat,no.alkohol,187
no.alt.sjokolade,no.alt.gledesutbrudd,187
no.general,no.biz,187
no.alt.gledesutbrudd,no.alt.flame,186
no.alt.mat,no.alt.motorsykler,186
no.marked,no.biz.diskusjoner,186
no.news.drift,no.alt.frustrasjoner,186
no.alt.config,no.alt.mat,185
no.alt.frustrasjoner,no.alt.god.jul,185
no.c,no.eunet.diverse,185
no.ef,no.eunet.diverse,185
no.ms-windows,no.marked.jobb,185
no.www,no.mac,185
no.folklore.overtro,no.prat.ufo,184
no.folklore.overtro,no.religion,184
no.kryptografi,no.marked.jobb,184
no.mac,no.ms-windows,184
no.marked,no.tele,184
no.multimedia,no.radio_tv,184
no.news.diverse,no.c,184
no.prat.ufo,no.vit.diverse,184
no.stortinget,no.havforskning,184
no.vitser,no.alt.gledesutbrudd,184
no.alt.gledesutbrudd,no.vitser,183
no.alt.tegneserier,no.eunet.diverse,183
no.kryptografi,no.mail.diverse,183
no.kryptografi,no.mail.drift,183
no.marked,no.news.diverse,183
no.slekt,no.slekt.etterlysning,183
no.ai,no.alt.arkiv,182
no.ai,no.alt.config,182
no.ai,no.alt.diskusjoner,182
no.alt.arkiv,no.ai,182
no.alt.config,no.ai,182
no.alt.diskusjoner,no.alt.sjokolade,182
no.alt.diskusjoner,no.telepost,182
no.alt.frustrasjoner,no.radio_tv,181
no.alt.katter,no.alt.config,181
no.biz.annonser.data,no.musikk,181
no.news.diverse,no.kryptografi,181
no.religion,no.medisin,181
no.alt.mat,no.alt.config,179
no.news.diverse,no.it.diverse,179
no.typografi,no.general,179
no.alt.flame,no.alt.god.jul,178
no.alt.gledesutbrudd,no.alkohol,178
no.alt.gledesutbrudd,no.alt.config,178
no.marked,no.alt.motorsykler,178
no.spill,no.www,178
no.sport.diverse,no.hobby.diverse,178
no.alt.frustrasjoner,no.musikk.gitar,177
no.alt.motorsykler,no.alkohol,177
no.general,no.eunet.hjelp,177
no.pc,no.mail.drift,177
no.religion,no.media,177
no.stortinget,no.net,177
no.alt.arkiv,no.alt.flame,176
no.elektronikk,no.tele,176
no.lisp,no.medisin,176
no.alkohol,no.alt.mat,175
no.biz.nettilbydere,no.net,175
no.media,no.religion,175
no.general,no.eunet.drift,174
no.psykologi,no.norsk,174
no.alt.irc-treff,no.alt.irctreff,173
no.elektronikk,no.amiga,173
no.musikk,no.biz.annonser.data,173
no.stortinget,unknown,173
no.alkohol,no.alt.gledesutbrudd,172
no.alt.gledesutbrudd,no.alt.pompelog,172
no.alt.mat,unknown,172
no.irc,no.news.diverse,172
no.kryptografi,no.multimedia,172
no.mac,no.tegnsett,172
no.news.diverse,no.alt.gledesutbrudd,172
no.pc,no.c,172
no.alt.pompelog,no.alt.frustrasjoner,171
no.alt.pompelog,no.alt.gledesutbrudd,171
no.alt.pompelog,no.alt.mat,171
no.linux,no.ms-windows,171
no.medisin,no.prat.politikk,171
no.ms-windows,no.slekt,171
no.stortinget,no.telepost,171
no.vitser,no.news.diverse,171
no.net,unknown,170
no.biz.nettilbydere,no.multimedia,169
no.norsk.fagord,no.norsk,169
no.student.nett,no.student.samfund,169
no.tegnsett,no.mac,169
no.eunet.diverse,no.audio,168
no.general,no.alt.irc-treff,168
no.mail.diverse,unknown,168
no.media,no.litteratur,168
no.net,no.uninett.diverse,168
no.sport.diverse,no.uninett.diverse,168
no.telepost,no.alt.flame,168
no.alt.flame,no.irc,167
no.eunet.diverse,no.general,167
no.video,no.marked.data,167
no.alt.mat,no.alt.pompelog,166
no.lisp,unknown,166
no.medisin,no.jus,166
no.prat.politikk,no.medisin,166
no.vitser,no.stortinget,166
no.alt.frustrasjoner,no.sport.diverse,165
no.biz.annonser.data,unknown,165
no.marked.data,no.video,165
no.norsk,no.sport.diverse,165
no.norsk,no.uninett.diverse,165
no.pc,no.biz.nettilbydere,165
no.alt.motorsykler,no.www,164
no.it.diverse,no.www,164
no.kryptografi,no.medisin,164
no.student.samfund,no.student.nett,164
no.typografi,unknown,164
no.biz.diskusjoner,no.multimedia,163
no.biz.diskusjoner,no.musikk,163
no.biz.nettilbydere,no.musikk,163
no.marked,no.marked.bil,163
no.alkohol,no.prat.seksualitet,162
no.alt.frustrasjoner,no.mac,162
no.irc,no.spill,162
no.linux,no.folklore.edb,162
no.mail.drift,no.news.diverse,162
no.multimedia,unknown,162
no.norsk,no.mail.diverse,162
no.spill,no.biz.annonser,162
no.sport.diverse,no.biz.annonser,162
no.www,no.multimedia,162
no.alt.flame,no.slekt,161
no.kjemi,no.news.diverse,161
no.mac,no.www,161
no.musikk,no.alt.frustrasjoner,161
no.musikk,no.norsk,161
no.news.drift,no.mac,161
no.norsk,no.alt.gledesutbrudd,161
no.radio-tv,no.musikk,161
no.student.nett,no.net,161
no.alt.frustrasjoner,no.alt.katter,160
no.kryptografi,no.net,160
no.litteratur,no.kryptografi,159
no.pc,no.hobby.diverse,159
no.religion,no.folklore.overtro,159
no.alt.mat.drikke,no.alt.motorsykler,158
no.it.emacs,no.unix,158
no.mail.drift,no.news.drift,158
no.ms-windows,no.general,158
no.alt.diskusjoner,no.alt.pompel-og-pilt,157
no.alt.frustrasjoner,no.unix,157
no.alt.motorsykler,no.marked.bil,157
no.kjemi,no.pc,157
no.net,no.student.nett,157
no.perl,no.unix,157
no.religion,no.prat.seksualitet,157
no.student.nett,no.pc,157
no.test,no.general,157
no.unix,no.folklore.edb,157
no.alt.config,no.alt.god.jul,156
no.jus,no.psykologi,156
no.kjemi,no.kryptografi,156
no.perl,no.general,156
no.www,no.telepost,156
no.mac,no.biz.annonser,155
no.marked.bil,no.marked,155
no.media,unknown,155
no.musikk,no.radio-tv,155
no.news.drift,no.mail.drift,155
no.news.drift,no.prat.seksualitet,155
no.sport.diverse,no.pc,155
no.mail.diverse,no.prat.seksualitet,154
no.net,no.prat.seksualitet,154
no.unix,no.alt.frustrasjoner,154
no.alt.flame,no.tele,153
no.alt.god.jul,no.alt.config,153
no.biz.annonser,no.spill,153
no.mail.diverse,no.kryptografi,153
no.media,no.jus,153
no.skole.diverse,no.prat.seksualitet,153
no.uninett.diverse,no.alt.diskusjoner,153
no.alt.config,no.alt.pompelog,152
no.audio,no.eunet.diverse,152
no.jus,no.kryptografi,152
no.multimedia,no.video,152
no.net,no.medisin,152
no.norsk,no.mac,152
no.pc,no.litteratur,152
no.video,no.multimedia,152
no.alkohol,no.alt.motorsykler,151
no.alt.gledesutbrudd,no.ai,151
no.alt.mat,no.film,151
no.linux,no.news.diverse,151
no.org.efn.diskusjon,no.kryptografi,151
no.spill,no.irc,151
no.mac,no.alt.frustrasjoner,150
no.mail.drift,no.kryptografi,150
no.norsk,no.news.drift,150
no.pc,no.uninett.diverse,150
no.sport.diverse,no.www,150
no.alt.mat,no.ai,149
no.alt.mat,no.alt.arkiv,149
no.it.diverse,no.biz.annonser.data,149
no.news.drift,no.musikk,149
no.pc,no.sport.diverse,149
no.prat.ufo,no.religion,149
no.psykologi,no.litteratur,149
no.stortinget,no.tele,149
no.alt.gledesutbrudd,no.alt.arkiv,148
no.alt.tegneserier,no.alt.motorsykler,148
no.medisin,no.net,148
no.medisin,no.religion,148
no.norsk,no.vitser,148
no.www,no.sport.diverse,148
no.alt.motorsykler,no.alt.arkiv,147
no.amiga,no.net,147
no.marked.jobb,no.kryptografi,147
no.student.nett,no.ms-windows,147
no.uninett.diverse,no.pc,147
no.ai,no.alt.gledesutbrudd,146
no.alt.frustrasjoner,no.psykologi,146
no.film,no.alt.motorsykler,146
no.slekt.etterlysning,no.slekt,146
no.marked.bil,no.bil,145
no.mswindow,no.pc,145
no.pc,no.kjemi,145
no.pc,no.video,145
no.radio-tv,no.news.diverse,145
no.tele,no.ms-windows,145
no.general,no.perl,144
no.marked.diskusjon,no.marked,144
no.medisin,no.lisp,144
no.multimedia,no.biz.nettilbydere,144
no.musikk,no.biz.annonser,144
no.prat.politikk,no.alt.frustrasjoner,144
no.alt.diskusjoner,no.bil,143
no.alt.flame,no.alt.sjokolade,143
no.alt.pompelog,no.c,143
no.alt.pompelog,no.ef,143
no.alt.tegneserier,no.alt.frustrasjoner,143
no.irc,no.pc,143
no.marked,no.video,143
no.multimedia,no.biz.diskusjoner,143
no.musikk,no.biz.diskusjoner,143
no.musikk,no.biz.nettilbydere,143
no.prat.seksualitet,no.news.diverse,143
no.alt.god.jul,no.vit.diverse,142
no.mac,no.norsk,142
no.pc,no.mswindow,142
no.prat.narkotika,no.medisin,142
no.alt.gledesutbrudd,no.alt.radio_tv.irma1000,141
no.mail.drift,no.pc,141
no.mswindow,no.ms-windows,141
no.prat.seksualitet,no.mail.diverse,141
no.prat.seksualitet,no.net,141
no.prat.seksualitet,no.news.drift,141
no.alt.mat.drikke,no.alt.gledesutbrudd,140
no.c,no.news.diverse,140
no.hobby.diverse,no.biz.annonser,140
no.mac,no.amiga,140
no.ms-windows,no.medisin,140
no.prat.politikk,no.vit.diverse,140
no.radio-tv,no.audio,140
no.video,no.hobby.diverse,140
no.www,no.spill,140
no.alt.frustrasjoner,no.alt.tegneserier,139
no.alt.pompelog,no.alt.radio_tv.irma1000,139
no.general,no.marked.bolig,139
no.mail.drift,no.norsk,139
no.marked,no.sport.diverse,139
no.medisin,no.prat.ufo,139
no.musikk,no.alt.flame,139
no.net,no.biz.nettilbydere,139
no.video,no.marked,139
no.kryptografi,no.pc,138
no.media,no.biz.annonser.data,138
no.ms-windows,no.tele,138
no.pc,no.folklore.edb,138
no.psykologi,no.news.diverse,138
no.ai,no.alt.frustrasjoner,137
no.alt.arkiv,no.alt.frustrasjoner,137
no.alt.god.jul,no.alkohol,137
no.c,no.it.diverse,137
no.kjemi,no.norsk,137
no.news.drift,no.multimedia,137
no.pc,no.medisin,137
no.alt.motorsykler,no.alt.pompelog,136
no.alt.motorsykler,no.alt.radio_tv.irma1000,136
no.alt.pompelog,no.alt.motorsykler,136
no.alt.pompelog,no.eunet.hjelp,136
no.general,no.marked.bil,136
no.net,no.amiga,136
no.ai,no.alt.mat,135
no.alt.arkiv,no.alt.mat,135
no.alt.frustrasjoner,no.alt.mat.drikke,135
no.it.diverse,no.news.diverse,135
no.kryptografi,no.org.efn.diskusjon,135
no.litteratur,no.pc,135
no.mail.drift,no.nuug,135
no.marked.jobb,unknown,135
no.medisin,no.nuug,135
no.medisin,no.pc,135
no.spill,no.net,135
no.student.nett,no.marked,135
no.alt.arkiv,no.alt.gledesutbrudd,134
no.alt.config,unknown,134
no.alt.mat,no.alt.radio_tv.irma1000,134
no.biz.annonser,no.alt.diskusjoner,134
no.c,no.unix,134
no.hobby.diverse,no.pc,134
no.hobby.diverse,no.video,134
no.litteratur,no.nuug,134
no.psykologi,no.mail.diverse,134
no.alt.pompel-og-pilt,unknown,133
no.amiga,no.biz.annonser,133
no.general,no.ms-windows,133
no.it.diverse,no.biz.annonser,133
no.linux,no.amiga,133
no.mac,no.nuug,133
no.news.drift,no.musikk.gitar,133
no.pc,no.radio_tv,133
no.video,no.pc,133
no.alkohol,no.alt.god.jul,132
no.alkohol,no.alt.pompelog,132
no.amiga,no.biz.annonser.data,132
no.eunet.diverse,no.havforskning,132
no.medisin,no.folklore.overtro,132
no.multimedia,no.www,132
no.vit.diverse,no.news.diverse,132
no.alt.mat.drikke,unknown,131
no.kryptografi,no.unix,131
no.litteratur,no.media,131
no.student.nett,no.medisin,131
no.biz.annonser.data,no.it.diverse,130
no.irc,no.alt.katter,130
no.kryptografi,no.uninett.diverse,130
no.linux,no.news.drift,130
no.alt.flame,no.telepost,129
no.alt.frustrasjoner,no.c,129
no.alt.frustrasjoner,no.ef,129
no.hobby.diverse,no.sport.diverse,129
no.news.drift,no.kjemi,129
no.news.drift,no.linux,129
no.news.drift,no.marked,129
no.news.drift,no.pc,129
no.student.nett,no.multimedia,129
no.alkohol,no.alt.flame,128
no.alt.pompelog,no.alkohol,128
no.alt.pompelog,no.alt.config,128
no.alt.pompelog,no.general,128
no.amiga,no.linux,128
no.biz.annonser.data,no.media,128
no.medisin,no.ms-windows,128
no.multimedia,no.kryptografi,128
no.nuug,no.medisin,128
no.pc,no.student.nett,128
no.student.nett,no.nuug,128
no.general,no.typografi,127
no.it.diverse,no.c,127
no.mail.diverse,no.psykologi,127
no.radio-tv,no.multimedia,127
no.alt.irc-treff,no.irc,126
no.kryptografi,no.jus,126
no.news.drift,no.psykologi,126
no.radio_tv,no.alt.frustrasjoner,126
no.unix,no.uninett.diverse,126
no.video,unknown,126
no.vit.diverse,no.havforskning,126
no.alkohol,no.medisin,125
no.alt.mat.drikke,no.alt.frustrasjoner,125
no.alt.motorsykler,no.ai,125
no.alt.radio_tv.irma1000,no.alt.gledesutbrudd,125
no.eunet.hjelp,no.c,125
no.eunet.hjelp,no.ef,125
no.news.drift,no.litteratur,125
no.news.drift,no.nuug,125
no.norsk,no.mail.drift,125
no.alt.frustrasjoner,no.embnet,124
no.alt.radio_tv.irma1000,no.alt.frustrasjoner,124
no.alt.radio_tv.irma1000,no.alt.mat,124
no.alt.radio_tv.irma1000,no.alt.pompelog,124
no.biz.nettilbydere,no.media,124
no.mac,no.vitser,124
no.mail.diverse,no.nuug,124
no.media,no.biz.nettilbydere,124
no.medisin,no.kryptografi,124
no.norsk,no.alkohol,124
no.norsk,no.org.efn.diskusjon,124
no.radio_tv,no.pc,124
no.skole.diverse,no.pressemeldinger.diskusjon,124
no.skole.diverse,no.www,124
no.www,no.jus,124
no.alt.diskusjoner,no.marked.bil,123
no.alt.diskusjoner,no.marked.bolig,123
no.alt.frustrasjoner,no.marked.jobb,123
no.alt.gledesutbrudd,no.musikk.gitar,123
no.alt.tegneserier,no.norsk,123
no.ef,no.norsk,123
no.ms-windows,no.student.nett,123
no.pc,no.psykologi,123
no.biz.diskusjoner,no.media,122
no.eunet.hjelp,no.alt.pompelog,122
no.marked,no.student.nett,122
no.media,no.biz.diskusjoner,122
no.norsk,no.nuug,122
no.radio-tv,no.marked,122
no.vitser,no.norsk,122
no.ai,no.alt.flame,121
no.alt.gledesutbrudd,no.news.diverse,121
no.alt.mat.drikke,no.alt.katter,121
no.alt.radio_tv.irma1000,no.alt.motorsykler,121
no.embnet,no.eunet.drift,121
no.eunet.diverse,no.film,121
no.it.diverse,no.alt.frustrasjoner,121
no.jus,no.nuug,121
no.psykologi,no.pc,121
no.sport.diverse,no.alt.frustrasjoner,121
no.uninett.skole,no.alt.gledesutbrudd,121
no.unix,no.kryptografi,121
no.litteratur,no.psykologi,120
no.net,no.psykologi,120
no.news.diverse,no.alt.sjokolade,120
no.news.diverse,no.audio,120
no.nuug,no.ms-windows,120
no.pc,no.musikk.gitar,120
no.pc,no.news.drift,120
no.prat.ufo,no.medisin,120
no.psykologi,no.multimedia,120
no.spill.rollespill,no.general,120
no.alt.arkiv,no.alt.motorsykler,119
no.alt.diskusjoner,no.alt.radio_tv.irma1000,119
no.alt.diskusjoner,no.eunet.hjelp,119
no.biz.annonser,no.it.diverse,119
no.ef,no.alt.config,119
no.litteratur,no.sources.wanted,119
no.news.diverse,no.spill,119
no.news.drift,no.org.efn.diskusjon,119
no.norsk,no.kjemi,119
no.nuug,no.litteratur,119
no.nuug,no.mac,119
no.nuug,no.norsk,119
no.stortinget,no.news.diverse,119
no.alt.config,no.alt.radio_tv.irma1000,118
no.alt.diskusjoner,no.alt.amiga,118
no.alt.god.jul,unknown,118
no.alt.katter,no.alt.mat.drikke,118
no.alt.motorsykler,no.biz.annonser,118
no.c,no.eunet.hjelp,118
no.ef,no.eunet.hjelp,118
no.havforskning,no.stortinget,118
no.medisin,no.student.nett,118
no.nuug,no.mail.diverse,118
no.nuug,no.mail.drift,118
no.alt.frustrasjoner,no.audio,117
no.alt.radio-tv.irma-1000,unknown,117
no.alt.tegneserier,no.eunet.drift,117
no.biz.annonser,no.hobby.diverse,117
no.elektronikk,no.alt.flame,117
no.eunet.diverse,no.eunet.drift,117
no.kjemi,unknown,117
no.mac,no.psykologi,117
no.news.diverse,no.alt.radio-tv.irma-1000,117
no.alt.config,no.ef,116
no.c,no.alt.pompelog,116
no.ef,no.alt.pompelog,116
no.multimedia,no.student.nett,116
no.psykologi,no.kjemi,116
no.slekt,no.spill,116
no.stortinget,no.kjemi,116
no.alt.sjokolade,no.alt.flame,115
no.amiga,no.mac,115
no.c,no.eunet.drift,115
no.ef,no.eunet.drift,115
no.elektronikk,no.biz.annonser.data,115
no.eunet.hjelp,no.eunet.drift,115
no.jus,no.pressemeldinger.diskusjon,115
no.linux,no.uninett.diverse,115
no.medisin,no.alkohol,115
no.medisin,no.prat.narkotika,115
no.news.diverse,no.stortinget,115
no.prat.politikk,no.vitser,115
no.psykologi,no.mac,115
no.alt.diskusjoner,no.c,114
no.alt.frustrasjoner,no.havforskning,114
no.alt.gledesutbrudd,no.alt.sjokolade,114
no.alt.mat.drikke,no.alt.sjokolade,114
