from_newsgroup,to_newsgroup,number_of_references
no.news.diverse,no.litteratur,38
no.news.diverse,no.medisin,38
no.tele,no.telepost,38
no.video,no.elektronikk,38
no.www,no.marked.bil,38
no.www,no.marked.bolig,38
no.www,no.marked.diskusjon,38
no.alt.irc-treff,no.alt.gledesutbrudd,37
no.biz.annonser,no.video,37
no.biz.annonser.data,no.hobby.diverse,37
no.c,no.ef,37
no.ef,no.c,37
no.hobby.diverse,no.biz.annonser.data,37
no.irc,no.kjemi,37
no.linux,no.x,37
no.marked.data,no.alt.sjokolade,37
no.marked.data,no.linux,37
no.musikk,no.pc,37
no.news.diverse,no.alt.radio-tv.irma-1000,37
no.test,no.audio,37
no.unix,no.ms-windows,37
no.alt.amiga,no.alt.flame,36
no.alt.diskusjoner,no.eunet.hjelp,36
no.alt.pompel-og-pilt,no.ef,36
no.alt.pompel-og-pilt,no.eunet.hjelp,36
no.biz.annonser,no.tele,36
no.kjemi,no.irc,36
no.linux,no.tex,36
no.litteratur,no.musikk.klassisk,36
no.multimedia,no.mac,36
no.news.diverse,no.psykologi,36
no.news.drift,unknown,36
no.pc,no.musikk,36
no.perl,no.news.diverse,36
no.prat.narkotika,no.religion,36
no.skole.diverse,no.norsk.fagord,36
no.tele,no.unix,36
no.test,no.bil,36
no.unix,no.biz.annonser.data,36
no.alkohol,no.religion,35
no.alkohol,no.vit.diverse,35
no.alt.diskusjoner,no.c,35
no.alt.mat,no.alt.sjokolade,35
no.alt.mat.drikke,no.alt.gledesutbrudd,35
no.alt.radio-tv.irma-1000,no.alt.arkiv,35
no.alt.radio-tv.irma-1000,no.alt.config,35
no.alt.radio-tv.irma-1000,no.alt.diskusjoner,35
no.alt.radio-tv.irma-1000,no.alt.flame,35
no.biz.annonser.data,no.www,35
no.jus,no.prat.aksjer,35
no.marked.bolig,no.bolig,35
no.news.diverse,no.mail.drift,35
no.news.diverse,no.media,35
no.news.drift,no.musikk,35
no.spill,no.c,35
no.tele,no.biz.diskusjoner,35
no.tele,no.news.diverse,35
no.www,no.medisin,35
no.alt.config,no.alt.katter,34
no.bil,no.religion,34
no.biz.annonser.data,no.unix,34
no.bolig,no.jus,34
no.eunet.diverse,no.bil,34
no.folklore.edb,no.marked.data,34
no.kjemi,no.bil,34
no.linux,no.marked.data,34
no.marked.bil,no.marked.data,34
no.marked.bil,no.marked.diskusjon,34
no.marked.bolig,no.marked.diskusjon,34
no.marked.data,no.marked.bil,34
no.marked.data,no.marked.bolig,34
no.marked.diskusjon,no.marked.bil,34
no.marked.diskusjon,no.marked.bolig,34
no.ms-windows,no.skole.diverse,34
no.ms-windows,no.uninett.skole,34
no.multimedia,no.it.diverse,34
no.news.diverse,no.film,34
no.norsk.fagord,no.skole.diverse,34
no.prat.politikk,no.net,34
no.radio-tv,no.marked.data,34
no.telepost,no.tele,34
no.vr,unknown,34
no.alt.diskusjoner,no.biz.annonser.data,33
no.alt.flame,no.reiser,33
no.alt.pompel-og-pilt,no.alt.mat.drikke,33
no.bil,no.film,33
no.biz.annonser,no.unix,33
no.bolig,no.marked.bolig,33
no.folklore.edb,no.amiga,33
no.folklore.edb,no.biz.annonser,33
no.folklore.edb,no.biz.annonser.data,33
no.folklore.edb,no.marked,33
no.folklore.edb,no.vr,33
no.general,no.folklore.edb,33
no.lisp,no.folklore.edb,33
no.mail.diverse,no.it.diverse,33
no.marked.bolig,no.marked.data,33
no.musikk,no.amiga,33
no.news.diverse,no.biz.annonser.data,33
no.radio-tv,no.religion,33
no.spill.sjakk,no.religion,33
no.spill.sjakk,no.vit.diverse,33
no.unix,no.biz.annonser,33
no.alt.diskusjoner,no.alt.radio-tv.irma-1000,32
no.alt.diskusjoner,no.nuug,32
no.alt.gledesutbrudd,no.alt.flame,32
no.irc,no.norsk,32
no.it.diverse,no.net,32
no.it.emacs,no.jus,32
no.litteratur,no.www,32
no.marked,no.unix,32
no.net,no.it.diverse,32
no.news.drift,no.mac,32
no.norsk.fagord,no.pc,32
no.pc,no.norsk.fagord,32
no.test,no.alt.god.jul,32
no.test,no.alt.pompel-og-pilt,32
no.test,no.alt.radio-tv.irma-1000,32
no.test,no.alt.sjokolade,32
no.test,no.alt.tegneserier,32
no.test,no.bibsys,32
no.unix,no.marked,32
no.unix,no.vr,32
no.vr,no.unix,32
no.alkohol,no.pressemeldinger,31
no.alt.config,no.alt.radio-tv.irma-1000,31
no.alt.radio-tv.irma-1000,no.amiga,31
no.eunet.diverse,no.film,31
no.film,no.eunet.diverse,31
no.folklore.edb,no.alt.irc-treff,31
no.folklore.edb,no.irc,31
no.irc,no.folklore.edb,31
no.jus,no.skole.diverse,31
no.kultur.fritid.friluftsliv,unknown,31
no.lisp,no.marked,31
no.marked.diskusjon,no.mail.diverse,31
no.marked.jobb,no.marked.diskusjon,31
no.ms-windows,no.norsk,31
no.net,no.alt.arkiv,31
no.news.diverse,no.amiga,31
no.prat.seksualitet,no.religion,31
no.psykologi,no.news.diverse,31
no.spill.sjakk,no.general,31
no.tex,no.general,31
no.unix,no.amiga,31
no.vitser,no.alt.flame,31
no.www,no.alt.flame,31
no.www,no.litteratur,31
no.alt.arkiv,no.alt.radio-tv.irma-1000,30
no.alt.arkiv,no.biz.annonser.data,30
no.alt.arkiv,no.elektronikk,30
no.alt.arkiv,no.hobby.diverse,30
no.alt.config,no.biz.annonser.data,30
no.alt.config,no.elektronikk,30
no.alt.config,no.hobby.diverse,30
no.alt.flame,no.alt.radio-tv.irma-1000,30
no.alt.flame,no.biz.annonser.data,30
no.alt.flame,no.hobby.diverse,30
no.alt.katter,no.alt.mat.drikke,30
no.alt.mat.drikke,no.alt.katter,30
no.alt.mat.drikke,no.alt.pompel-og-pilt,30
no.alt.mat.drikke,no.alt.radio-tv.irma-1000,30
no.alt.mat.drikke,no.amiga,30
no.alt.mat.drikke,no.audio,30
no.alt.radio-tv.irma-1000,no.alt.mat.drikke,30
no.alt.radio-tv.irma-1000,no.biz.annonser.data,30
no.alt.radio-tv.irma-1000,no.elektronikk,30
no.alt.radio-tv.irma-1000,no.hobby.diverse,30
no.alt.sjokolade,no.amiga,30
no.alt.tegneserier,no.amiga,30
no.amiga,no.alt.mat.drikke,30
no.amiga,no.alt.radio-tv.irma-1000,30
no.amiga,no.alt.sjokolade,30
no.amiga,no.alt.tegneserier,30
no.amiga,no.unix,30
no.amiga,no.vr,30
no.audio,no.alt.mat.drikke,30
no.biz.annonser,no.vr,30
no.biz.annonser.data,no.alt.arkiv,30
no.biz.annonser.data,no.alt.config,30
no.biz.annonser.data,no.alt.diskusjoner,30
no.biz.annonser.data,no.alt.flame,30
no.biz.annonser.data,no.alt.radio-tv.irma-1000,30
no.biz.annonser.data,no.marked.diskusjon,30
no.biz.annonser.data,no.vr,30
no.biz.diskusjoner,no.tele,30
no.eunet.hjelp,no.alt.diskusjoner,30
no.eunet.hjelp,no.general,30
no.hobby.diverse,no.alt.arkiv,30
no.hobby.diverse,no.alt.config,30
no.hobby.diverse,no.alt.flame,30
no.hobby.diverse,no.alt.radio-tv.irma-1000,30
no.it.diverse,no.vitser,30
no.jus,no.it.emacs,30
no.jus,no.prat.narkotika,30
no.marked,no.vr,30
no.marked.data,no.vr,30
no.marked.jobb,no.norsk,30
no.marked.jobb,no.pressemeldinger,30
no.net,no.prat.politikk,30
no.news.diverse,no.alt.pompel-og-pilt,30
no.news.diverse,no.spill.rollespill,30
no.norsk,no.tele,30
no.sport.diverse,no.musikk,30
no.sykkel,no.bil,30
no.uninett.skole,no.ms-windows,30
no.uninett.skole,no.student.nett,30
no.unix,no.c,30
no.vr,no.amiga,30
no.vr,no.biz.annonser,30
no.vr,no.biz.annonser.data,30
no.vr,no.marked,30
no.vr,no.marked.data,30
no.vr,no.www,30
no.www,no.bolig,30
no.alt.diskusjoner,no.eunet.diverse,29
no.alt.diskusjoner,no.film,29
no.alt.katter,no.alt.radio-tv.irma-1000,29
no.alt.katter,no.alt.sjokolade,29
no.alt.katter,no.alt.tegneserier,29
no.alt.katter,no.amiga,29
no.alt.katter,no.audio,29
no.alt.mat.drikke,no.it.emacs,29
no.alt.radio-tv.irma-1000,no.alt.katter,29
no.alt.sjokolade,no.alt.katter,29
no.alt.tegneserier,no.alt.katter,29
no.amiga,no.alt.katter,29
no.audio,no.alt.katter,29
no.c,no.alt.pompel-og-pilt,29
no.eunet.hjelp,no.amiga,29
no.eunet.hjelp,no.c,29
no.eunet.hjelp,no.ef,29
no.irc,no.it.emacs,29
no.linux,no.it.emacs,29
no.mail.diverse,no.marked,29
no.marked.bolig,unknown,29
no.marked.diskusjon,no.www,29
no.marked.jobb,no.marked.bil,29
no.marked.jobb,no.marked.bolig,29
no.media,no.pressemeldinger,29
no.medisin,no.alt.sjokolade,29
no.medisin,no.org.efn.diskusjon,29
no.ms-windows,no.alt.diskusjoner,29
no.ms-windows,no.irc,29
no.news.diverse,no.alt.sjokolade,29
no.norsk,no.alt.flame,29
no.norsk,no.prat.narkotika,29
no.norsk,no.typografi,29
no.psykologi,no.medisin,29
no.radio-tv,no.vit.diverse,29
no.skole.diverse,no.ms-windows,29
no.sport.diverse,no.alt.flame,29
no.student.nett,no.uninett.skole,29
no.vit.diverse,no.alt.mat,29
no.alt.flame,no.litteratur,28
no.alt.gledesutbrudd,no.bil,28
no.amiga,no.ef,28
no.amiga,no.eunet.hjelp,28
no.biz.annonser,no.marked.diskusjon,28
no.elektronikk,no.video,28
no.general,no.test,28
no.it.diverse,no.multimedia,28
no.it.emacs,no.irc,28
no.it.emacs,no.kjemi,28
no.kjemi,no.it.emacs,28
no.marked,no.it.diverse,28
no.marked,no.news.diverse,28
no.marked.bil,no.marked.jobb,28
no.marked.bil,no.www,28
no.marked.bolig,no.marked.jobb,28
no.marked.bolig,no.www,28
no.marked.data,no.radio-tv,28
no.marked.jobb,no.alt.sjokolade,28
no.media,no.news.diverse,28
no.musikk.gitar,no.marked,28
no.news.diverse,no.bolig,28
no.norsk,no.org.efn.diskusjon,28
no.test,no.pc,28
no.unix,no.vitser,28
no.www,no.bil,28
no.alt.gledesutbrudd,no.biz.annonser,27
no.alt.gledesutbrudd,no.eunet.diverse,27
no.alt.gledesutbrudd,no.marked.data,27
no.alt.gledesutbrudd,no.www,27
no.alt.mat,no.bil,27
no.alt.mat,no.biz.annonser,27
no.alt.mat,no.eunet.diverse,27
no.bil,no.alt.mat,27
no.bil,no.eunet.diverse,27
no.biz.annonser,no.alt.gledesutbrudd,27
no.biz.annonser,no.alt.mat,27
no.biz.annonser,no.eunet.diverse,27
no.biz.annonser,no.marked.bolig,27
no.biz.annonser,no.ms-windows,27
no.elektronikk,no.media,27
no.eunet.diverse,no.alt.diskusjoner,27
no.eunet.diverse,no.alt.gledesutbrudd,27
no.eunet.diverse,no.alt.mat,27
no.eunet.diverse,no.biz.annonser,27
no.film,no.alt.diskusjoner,27
no.it.emacs,no.alt.gledesutbrudd,27
no.marked,no.mail.diverse,27
no.marked,no.musikk.gitar,27
no.marked.bolig,no.biz.annonser,27
no.marked.data,no.mail.diverse,27
no.medisin,no.alt.mat.drikke,27
no.medisin,no.psykologi,27
no.ms-windows,no.biz.annonser,27
no.norsk,no.ms-windows,27
no.norsk.fagord,no.www,27
no.prat.narkotika,no.kjemi,27
no.sport.diverse,no.alt.gledesutbrudd,27
no.sport.volleyball,no.sport.fotball,27
no.vitser,no.vit.diverse,27
no.www,no.bibsys,27
no.c,no.alt.diskusjoner,26
no.c,no.eunet.hjelp,26
no.ef,no.amiga,26
no.ef,no.eunet.hjelp,26
no.eunet.hjelp,no.alt.pompel-og-pilt,26
no.folklore.edb,no.it.diverse,26
no.it.os.os2,no.linux,26
no.jus,no.vitser,26
no.litteratur,no.alt.flame,26
no.litteratur,no.marked,26
no.marked,no.litteratur,26
no.media,no.lisp,26
no.media,no.vitser,26
no.multimedia,no.pressemeldinger,26
no.news.diverse,no.alt.tegneserier,26
no.news.diverse,no.slekt.etterlysning,26
no.org.efn.diskusjon,no.medisin,26
no.pc,no.mail.drift,26
no.radio-tv,no.alt.radio-tv.irma-1000,26
no.test,no.news.diverse,26
no.alt.fan.de-lillos,no.alt.diskusjoner,25
no.alt.flame,no.marked.data,25
no.alt.gledesutbrudd,no.news.diverse,25
no.alt.katter,no.marked,25
no.biz.annonser,no.radio-tv,25
no.marked.bil,no.linux,25
no.musikk,no.bil,25
no.org.efn.diskusjon,no.media,25
no.psykologi,no.jus,25
no.radio-tv,no.alt.pompel-og-pilt,25
no.radio-tv,no.alt.sjokolade,25
no.radio-tv,no.bibsys,25
no.radio-tv,no.bil,25
no.radio-tv,no.biz.annonser,25
no.radio-tv,no.pressemeldinger,25
no.sport.diverse,no.biz.annonser.data,25
no.sport.diverse,no.marked.data,25
no.sport.diverse,no.multimedia,25
no.velkommen,no.svar,25
no.alt.amiga,unknown,24
no.alt.gledesutbrudd,no.marked.jobb,24
no.alt.sjokolade,no.marked.data,24
no.alt.sjokolade,no.vitser,24
no.biz.annonser.data,no.sport.diverse,24
no.c,no.bil,24
no.c,no.unix,24
no.elektronikk,no.bolig,24
no.it.emacs,no.linux,24
no.jus,no.audio,24
no.litteratur,no.marked.bil,24
no.marked,no.lisp,24
no.marked,no.mail.drift,24
no.marked.bil,no.lisp,24
no.marked.data,no.alt.flame,24
no.marked.data,no.alt.gledesutbrudd,24
no.marked.data,no.sport.diverse,24
no.marked.data,no.velkommen,24
no.medisin,no.news.diverse,24
no.medisin,no.prat.seksualitet,24
no.multimedia,no.sport.diverse,24
no.news.diverse,no.alt.katter,24
no.norsk.fagord,no.media,24
no.prat.politikk,no.student.nett,24
no.pressemeldinger,no.marked.jobb,24
no.standard,unknown,24
no.sykkel,no.jus,24
no.video,no.amiga,24
no.alt.gledesutbrudd,no.slekt.etterlysning,23
no.alt.sjokolade,no.marked.jobb,23
no.alt.sjokolade,no.slekt.etterlysning,23
no.alt.tegneserier,no.www,23
no.biz.annonser,no.musikk.gitar,23
no.biz.diskusjoner,no.c,23
no.ef,no.alt.pompel-og-pilt,23
no.marked.data,no.media,23
no.marked.data,no.slekt.etterlysning,23
no.news.diverse,no.bil,23
no.norsk,no.svar,23
no.psykologi,no.litteratur,23
no.skole.diverse,no.student.nett,23
no.standard,no.c,23
no.www,no.skole.diverse,23
no.alkohol,no.bil,22
no.alkohol,no.hobby.diverse,22
no.alkohol,no.marked,22
no.alt.diskusjoner,no.news.drift,22
no.alt.fan.de-lillos,no.alkohol,22
no.alt.flame,no.marked.jobb,22
no.alt.flame,no.slekt.etterlysning,22
no.alt.sjokolade,no.alt.mat,22
no.amiga,no.musikk,22
no.biz.annonser,no.mail.diverse,22
no.biz.annonser,no.news.diverse,22
no.biz.diskusjoner,no.ef,22
no.film,no.pc,22
no.film,no.prat.seksualitet,22
no.jus,no.litteratur,22
no.linux,no.nuug,22
no.linux,no.svar,22
no.mail.diverse,no.biz.annonser,22
no.marked.data,no.news.diverse,22
no.media,no.pc,22
no.medisin,no.norsk.fagord,22
no.net,no.alt.radio-tv.irma-1000,22
no.news.diverse,no.bibsys,22
no.news.diverse,no.multimedia,22
no.norsk.fagord,no.kjemi,22
no.norsk.fagord,no.medisin,22
no.prat.seksualitet,no.irc,22
no.speider,no.alt.gledesutbrudd,22
no.sport.diverse,no.medisin,22
no.standard,no.net,22
no.student.nett,no.skole.diverse,22
no.tele,no.multimedia,22
no.vitser,no.marked.data,22
no.www,no.alt.gledesutbrudd,22
no.alkohol,no.folklore.overtro,21
no.alkohol,no.prat.ufo,21
no.alt.gledesutbrudd,no.sport.diverse,21
no.alt.mat.drikke,no.alt.arkiv,21
no.alt.sjokolade,no.medisin,21
no.alt.tegneserier,no.biz.annonser,21
no.alt.tegneserier,no.norsk,21
no.amiga,no.video,21
no.biz.annonser,no.alt.tegneserier,21
no.biz.nettilbydere,no.jus,21
no.folklore.generelt,unknown,21
no.general,no.it.os.os2,21
no.it.diverse,no.student.nett,21
no.mac,no.alt.god.jul,21
no.mac,no.marked.bil,21
no.mail.diverse,no.marked.bil,21
no.mail.drift,no.marked,21
no.mail.drift,no.marked.bil,21
no.marked.bil,no.litteratur,21
no.marked.bil,no.mac,21
no.marked.bil,no.mail.diverse,21
no.marked.bil,no.mail.drift,21
no.marked.bolig,no.musikk.gitar,21
no.marked.data,no.irc,21
no.marked.jobb,no.it.diverse,21
no.musikk.gitar,no.marked.bolig,21
no.net,no.standard,21
no.news.diverse,no.folklore.overtro,21
no.news.diverse,no.prat.ufo,21
no.nuug,no.linux,21
no.pressemeldinger,no.alkohol,21
no.pressemeldinger.diskusjon,no.jus,21
no.pressemeldinger.diskusjon,no.pressemeldinger,21
no.pressemeldinger.diskusjon,no.skole.diverse,21
no.standard,no.alt.arkiv,21
no.standard,no.prat.politikk,21
no.standard,no.student.nett,21
no.standard,no.student.samfund,21
no.student.nett,no.it.diverse,21
no.vit.diverse,no.spill.sjakk,21
no.alt.arkiv,no.net,20
no.alt.arkiv,no.prat.politikk,20
no.alt.arkiv,no.standard,20
no.alt.arkiv,no.student.nett,20
no.alt.arkiv,no.student.samfund,20
no.alt.gledesutbrudd,no.it.emacs,20
no.bil,no.alkohol,20
no.bil,no.c,20
no.biz.annonser.data,no.velkommen,20
no.biz.diskusjoner,no.alt.diskusjoner,20
no.bolig,no.musikk,20
no.bolig,no.musikk.gitar,20
no.jus,no.psykologi,20
no.marked.bolig,no.musikk,20
no.marked.data,no.alt.tegneserier,20
no.marked.jobb,no.biz.annonser,20
no.musikk.gitar,no.biz.annonser,20
no.musikk.gitar,no.bolig,20
no.net,no.alt.flame,20
no.net,no.student.samfund,20
no.news.diverse,no.uninett.skole,20
no.prat.politikk,no.alt.arkiv,20
no.prat.politikk,no.standard,20
no.student.nett,no.alt.arkiv,20
no.student.nett,no.general,20
no.student.nett,no.prat.politikk,20
no.student.nett,no.standard,20
no.student.samfund,no.alt.arkiv,20
no.student.samfund,no.net,20
no.student.samfund,no.standard,20
no.test,no.jus,20
no.test,no.musikk,20
no.uninett.skole,no.it.diverse,20
no.unix,no.tele,20
no.vitser,no.alt.sjokolade,20
no.vitser,no.marked.jobb,20
no.vitser,no.media,20
no.vitser,no.slekt.etterlysning,20
no.alt.fan.de-lillos,unknown,19
no.alt.god.jul,no.alt.config,19
no.alt.katter,no.medisin,19
no.biz.annonser,no.marked.jobb,19
no.biz.annonser.data,no.mac,19
no.biz.diskusjoner,no.eunet.hjelp,19
no.eunet.hjelp,no.eunet.drift,19
no.it.diverse,no.norsk,19
no.it.diverse,no.skole.diverse,19
no.it.diverse,no.uninett.skole,19
no.mail.diverse,no.elektronikk,19
no.mail.diverse,no.slekt,19
no.media,no.net,19
no.media,no.uninett.skole,19
no.multimedia,no.alt.tegneserier,19
no.news.diverse,no.alkohol,19
no.news.diverse,no.irc,19
no.news.diverse,no.unix,19
no.norsk,no.it.diverse,19
no.norsk,no.student.nett,19
no.pc,no.skole.diverse,19
no.prat.narkotika,no.jus,19
no.prat.politikk,no.psykologi,19
no.pressemeldinger,no.media,19
no.pressemeldinger,no.multimedia,19
no.pressemeldinger,no.radio-tv,19
no.skole.diverse,no.it.diverse,19
no.skole.diverse,no.pc,19
no.student.nett,no.norsk,19
no.vit.diverse,no.c,19
no.vit.diverse,no.elektronikk,19
no.alt.config,no.alt.gledesutbrudd,18
no.alt.diskusjoner,no.alt.tegneserier,18
no.alt.god.jul,no.ef,18
no.alt.katter,no.alt.config,18
no.alt.katter,no.alt.diskusjoner,18
no.alt.sjokolade,no.alkohol,18
no.alt.sjokolade,no.alt.arkiv,18
no.ef,no.alt.god.jul,18
no.embnet,unknown,18
no.folklore.edb,no.alt.gledesutbrudd,18
no.hobby.diverse,no.radio-tv,18
no.it.diverse,no.lisp,18
no.linux,no.c,18
no.lisp,no.it.diverse,18
no.mail.diverse,no.marked.diskusjon,18
no.marked.jobb,no.medisin,18
no.multimedia,no.marked.jobb,18
no.net,no.biz,18
no.org.efn.diskusjon,no.org.isoc-no,18
no.pc,no.alt.config,18
no.pc,no.litteratur,18
no.pc,no.marked.bil,18
no.radio-tv,no.hobby.diverse,18
no.sport.diverse,no.marked.jobb,18
no.sykkel,no.speider,18
no.tele,no.mac,18
no.typografi,no.www,18
no.uninett.skole,no.media,18
no.unix,no.tex,18
no.vit.diverse,no.alt.god.jul,18
no.vitser,no.kjemi,18
no.alt.fan.de-lillos,no.alt.flame,17
no.alt.pompel-og-pilt,no.hobby.diverse,17
no.alt.pompel-og-pilt,no.marked,17
no.alt.pompel-og-pilt,no.news.diverse,17
no.alt.sjokolade,no.biz.annonser,17
no.alt.troll,unknown,17
no.c,no.tex,17
no.elektronikk,no.it.diverse,17
no.eunet.drift,no.eunet.hjelp,17
no.irc,no.mail.diverse,17
no.irc,no.ms-windows,17
no.it.diverse,no.elektronikk,17
no.mac,no.alt.config,17
no.mac,no.biz.annonser.data,17
no.mac,no.ef,17
no.mail.drift,no.www,17
no.marked,no.kryptografi,17
no.marked.data,no.alt.god.jul,17
no.marked.jobb,no.alt.flame,17
no.marked.jobb,no.alt.gledesutbrudd,17
no.marked.jobb,no.slekt.etterlysning,17
no.marked.jobb,no.sport.diverse,17
no.marked.jobb,no.vitser,17
no.news.diverse,no.biz,17
no.news.diverse,no.elektronikk,17
no.pc,no.media,17
no.prat.aksjer,no.jus,17
no.prat.narkotika,no.litteratur,17
no.prat.ufo,no.media,17
no.slekt.etterlysning,no.alt.flame,17
no.slekt.etterlysning,no.alt.gledesutbrudd,17
no.slekt.etterlysning,no.alt.sjokolade,17
no.slekt.etterlysning,no.marked.data,17
no.slekt.etterlysning,no.marked.jobb,17
no.slekt.etterlysning,no.vitser,17
no.spill,no.vit.diverse,17
no.sport.diverse,no.prat.politikk,17
no.test,no.www,17
no.tex,no.c,17
no.www,no.film,17
no.alkohol,no.alt.sjokolade,16
no.alkohol,no.alt.tegneserier,16
no.alkohol,no.biz.annonser,16
no.alt.fan.de-lillos,no.ai,16
no.alt.fan.de-lillos,no.alt.arkiv,16
no.alt.fan.de-lillos,no.alt.config,16
no.alt.tegneserier,no.marked,16
no.bil,no.kjemi,16
no.biz.diskusjoner,no.mail.diverse,16
no.biz.diskusjoner,no.marked.diskusjon,16
no.c,no.audio,16
no.film,no.www,16
no.general,no.spill.sjakk,16
no.hobby.diverse,no.news.diverse,16
no.irc,no.mac,16
no.it.diverse,no.biz.nettilbydere,16
no.kryptografi,no.marked,16
no.litteratur,no.bibsys,16
no.mail.diverse,no.biz.diskusjoner,16
no.marked.data,no.litteratur,16
no.marked.diskusjon,no.biz.diskusjoner,16
no.marked.jobb,no.audio,16
no.marked.jobb,no.multimedia,16
no.multimedia,no.alt.god.jul,16
no.net,no.media,16
no.news.diverse,no.alt.arkiv,16
no.news.diverse,no.kultur.fritid.friluftsliv,16
no.org.efn.diskusjon,no.it.diverse,16
no.org.isoc-no,no.org.efn.diskusjon,16
no.pc,no.alt.arkiv,16
no.pc,no.alt.radio-tv.irma-1000,16
no.pc,no.film,16
no.psykologi,no.norsk,16
no.slekt,no.mail.diverse,16
no.slekt.etterlysning,no.sources.list,16
no.slekt.programmer,no.sources.list,16
no.sources.list,no.slekt.etterlysning,16
no.sources.list,no.slekt.programmer,16
no.sport.fotball,no.sport.volleyball,16
no.tele,no.hobby.diverse,16
no.video,no.www,16
no.alt.arkiv,no.alt.mat.drikke,15
no.alt.arkiv,no.alt.sjokolade,15
no.alt.arkiv,no.alt.tegneserier,15
no.alt.arkiv,no.bil,15
no.alt.arkiv,no.biz.annonser,15
no.alt.mat.drikke,no.bil,15
no.alt.mat.drikke,no.biz.annonser,15
no.alt.tegneserier,no.alkohol,15
no.alt.tegneserier,no.alt.arkiv,15
no.bil,no.alt.arkiv,15
no.bil,no.alt.mat.drikke,15
no.biz.annonser,no.alkohol,15
no.biz.annonser,no.alt.arkiv,15
no.biz.annonser,no.alt.mat.drikke,15
no.biz.annonser,no.alt.sjokolade,15
no.biz.annonser,no.media,15
no.biz.annonser,no.pressemeldinger,15
no.biz.diskusjoner,no.alt.pompel-og-pilt,15
no.biz.nettilbydere,no.linux,15
no.bolig,no.elektronikk,15
no.elektronikk,no.irc,15
no.hobby.diverse,no.alkohol,15
no.hobby.diverse,no.mac,15
no.irc,no.elektronikk,15
no.irc,no.kryptografi,15
no.it.diverse,no.linux,15
no.it.diverse,no.org.dnd,15
no.it.emacs,no.lisp,15
no.kryptografi,no.biz.annonser,15
no.kryptografi,no.it.emacs,15
no.litteratur,no.jus,15
no.mail.diverse,no.marked.data,15
no.marked,no.alt.katter,15
no.marked,no.musikk.klassisk,15
no.media,no.elektronikk,15
no.media,no.mac,15
no.medisin,no.alt.katter,15
no.medisin,no.marked.jobb,15
no.multimedia,no.alt.pompel-og-pilt,15
no.multimedia,no.alt.radio-tv.irma-1000,15
no.multimedia,no.alt.sjokolade,15
no.multimedia,no.bibsys,15
no.multimedia,no.bil,15
no.news.diverse,no.alt.mat.drikke,15
no.news.diverse,no.video,15
no.news.drift,no.net,15
no.org.dnd,no.it.diverse,15
no.org.dnd,no.pc,15
no.org.dnd,no.www,15
no.pc,no.org.dnd,15
no.prat.seksualitet,no.velkommen,15
no.psykologi,no.prat.politikk,15
no.radio-tv,no.litteratur,15
no.radio-tv,no.mac,15
no.test,no.marked.data,15
no.test,no.media,15
no.test,no.prat.politikk,15
no.test,no.tele,15
no.vit.diverse,no.radio-tv,15
no.www,no.org.dnd,15
no.alt.diskusjoner,no.biz.diskusjoner,14
no.alt.diskusjoner,no.slekt,14
no.alt.fan.de-lillos,no.alt.amiga,14
no.alt.katter,no.news.diverse,14
no.audio,no.biz.annonser.data,14
no.audio,no.jus,14
no.biz.annonser,no.kryptografi,14
no.biz.annonser.data,no.audio,14
no.bolig,no.kjemi,14
no.c,no.bibsys,14
no.c,no.biz.diskusjoner,14
no.c,no.linux,14
no.folklore.edb,no.mac,14
no.folklore.edb,no.norsk,14
no.folklore.edb,no.perl,14
no.general,no.uninett.hjelp,14
no.it.diverse,no.biz.diskusjoner,14
no.jus,no.alt.gledesutbrudd,14
no.jus,no.it.os.os2,14
no.jus,no.marked.jobb,14
no.jus,no.slekt,14
no.kjemi,no.bolig,14
no.kryptografi,no.irc,14
no.mac,no.audio,14
no.mail.diverse,no.prat.politikk,14
no.mail.diverse,no.psykologi,14
no.media,no.biz.annonser,14
no.medisin,no.sport.diverse,14
no.multimedia,no.tele,14
no.musikk,no.alt.mat,14
no.news.drift,no.alt.diskusjoner,14
no.prat.narkotika,no.skole.diverse,14
no.prat.narkotika,no.vit.diverse,14
no.prat.politikk,no.mail.diverse,14
no.prat.politikk,no.slekt,14
no.prat.ufo,no.kryptografi,14
no.prat.ufo,no.norsk,14
no.prat.ufo,no.psykologi,14
no.psykologi,no.mail.diverse,14
no.psykologi,no.slekt,14
no.reiser,no.www,14
no.skole.diverse,no.slekt,14
no.slekt,no.general,14
no.sport.volleyball,no.sport.orientering,14
no.test,no.norsk,14
no.typografi,no.it.emacs,14
no.uninett.skole,no.biz.annonser,14
no.video,no.media,14
no.www,no.reiser,14
no.alt.config,no.alt.god.jul,13
no.alt.config,no.ef,13
no.alt.config,no.mac,13
no.alt.flame,no.sykkel,13
no.alt.god.jul,no.mac,13
no.alt.mat,no.alt.flame,13
no.alt.mat.drikke,no.medisin,13
no.biz.annonser,no.student.nett,13
no.biz.annonser,no.student.samfund,13
no.biz.nettilbydere,no.mac,13
no.ef,no.alt.config,13
no.ef,no.biz.diskusjoner,13
no.ef,no.mac,13
no.ef,no.norsk,13
no.elektronikk,no.mail.diverse,13
no.elektronikk,no.mail.drift,13
no.irc,no.it.os.os2,13
no.it.diverse,no.reiser,13
no.jus,no.lisp,13
no.linux,no.spill,13
no.mac,no.biz.nettilbydere,13
no.mail.diverse,no.tele,13
