from_newsgroup,to_newsgroup,number_of_references
no.alt.diskusjoner,no.net,179
no.jus,no.medisin,179
no.news.diverse,no.musikk,179
no.tele,no.net,179
no.news.diverse,no.religion,178
no.jus,no.alkohol,177
no.lisp,no.perl,177
no.alt.diskusjoner,no.alt.arkiv,176
no.it.diverse,no.ms-windows,175
no.mail.drift,no.mail.diverse,175
no.media,no.religion,175
no.uninett.skole,no.norsk,175
no.marked.data,no.spill,174
no.news.diverse,no.jus,174
no.religion,no.media,174
no.musikk.klassisk,no.musikk,173
no.biz.nettilbydere,no.pc,172
no.elektronikk,no.tele,172
no.jus,no.marked.data,172
no.alt.gledesutbrudd,no.film,170
no.bil,no.marked.bil,170
no.alt.flame,no.alt.config,169
no.general,no.havforskning,169
no.norsk,no.norsk.fagord,169
no.alt.irc-treff,unknown,168
no.alt.mat,no.alt.mat.drikke,168
no.general,no.alt.god.jul,168
no.litteratur,no.norsk,168
no.musikk,no.alt.gledesutbrudd,167
no.marked,no.amiga,166
no.multimedia,no.biz.annonser.data,166
no.spill,no.www,166
no.sport.diverse,no.norsk,166
no.radio-tv,no.norsk,165
no.alkohol,no.ef,164
no.biz.annonser.data,no.multimedia,164
no.news.diverse,no.news.drift,164
no.tele,no.alt.diskusjoner,164
no.alt.mat,no.medisin,163
no.general,no.elektronikk,162
no.jus,no.mail.diverse,161
no.biz.diskusjoner,no.marked,160
no.alt.diskusjoner,no.sport.diverse,159
no.bil,no.alt.katter,159
no.it.diverse,no.www,159
no.kryptografi,no.net,159
no.psykologi,no.ai,159
no.religion,no.folklore.overtro,159
no.general,no.alt.radio-tv.irma-1000,158
no.it.emacs,no.unix,158
no.alt.diskusjoner,no.mail.diverse,157
no.net,no.kryptografi,157
no.prat.politikk,no.medisin,157
no.marked.jobb,no.telepost,156
no.alt.config,no.alt.diskusjoner,155
no.alt.flame,no.vitser,155
no.general,no.linux,155
no.linux,no.kryptografi,155
no.student.nett,no.pc,155
no.tele,no.marked,155
no.jus,no.news.diverse,154
no.mac,no.kryptografi,154
no.marked,no.slekt,154
no.net,no.alt.diskusjoner,154
no.ai,no.general,153
no.ai,no.psykologi,153
no.ms-windows,no.mac,153
no.skole.diverse,no.prat.seksualitet,153
no.marked,no.biz.diskusjoner,152
no.sport.diverse,no.alt.diskusjoner,152
no.alt.flame,no.alt.arkiv,151
no.bibsys,unknown,151
no.news.diverse,no.norsk,151
no.mail.diverse,no.alt.diskusjoner,150
no.www,no.mac,150
no.marked,no.media,149
no.marked.data,no.marked.jobb,149
no.medisin,no.jus,149
no.spill,no.slekt,149
no.mac,no.linux,148
no.mac,no.ms-windows,148
no.marked,no.bil,148
no.medisin,no.religion,148
no.musikk,no.media,148
no.pc,no.biz.nettilbydere,148
no.student.nett,no.net,148
no.alt.arkiv,no.alt.diskusjoner,147
no.marked.data,no.general,147
no.perl,no.lisp,147
no.student.nett,no.ms-windows,147
no.telepost,no.www,147
no.alt.config,no.alt.arkiv,146
no.biz.diskusjoner,no.general,145
no.medisin,no.prat.politikk,145
no.news.diverse,no.it.diverse,145
no.pc,no.slekt,145
no.telepost,no.general,145
no.telepost,no.marked.jobb,145
no.telepost,no.pc,145
no.alt.config,no.news.diverse,144
no.alt.diskusjoner,no.ai,144
no.it.diverse,no.marked.data,144
no.prat.ufo,no.religion,144
no.alt.diskusjoner,no.havforskning,143
no.jus,no.media,143
no.musikk,no.biz.annonser.data,143
no.jus,no.marked,142
no.ms-windows,no.mail.diverse,142
no.mail.diverse,no.mail.drift,141
no.ms-windows,no.slekt,141
no.multimedia,no.slekt,141
no.net,no.marked,141
no.prat.seksualitet,no.mail.diverse,141
no.prat.seksualitet,no.net,141
no.www,no.sport.diverse,141
no.alt.diskusjoner,no.biz.annonser,140
no.mail.diverse,no.ms-windows,140
no.prat.politikk,no.vit.diverse,140
no.general,no.perl,139
no.net,no.tele,139
no.pc,no.telepost,139
no.www,no.telepost,139
no.alt.mat.drikke,no.alt.mat,138
no.bil,no.marked,138
no.kryptografi,no.pc,138
no.tex,unknown,138
no.alt.flame,no.alt.god.jul,137
no.alkohol,no.alt.arkiv,136
no.c,no.pc,136
no.media,no.biz.annonser.data,136
no.hobby.diverse,no.biz.annonser,135
no.pc,no.c,135
no.alt.arkiv,no.alt.config,134
no.alt.radio-tv.irma-1000,unknown,134
no.elektronikk,no.amiga,134
no.jus,no.net,134
no.mail.diverse,no.prat.seksualitet,134
no.net,no.news.diverse,134
no.net,no.prat.seksualitet,134
no.prat.politikk,no.havforskning,134
no.sport.diverse,no.www,134
no.biz.annonser.data,no.musikk,133
no.marked,no.marked.bil,133
no.media,no.musikk,133
no.norsk,no.uninett.diverse,133
no.alt.arkiv,no.alkohol,132
no.amiga,no.biz.annonser.data,132
no.kryptografi,no.general,132
no.marked,no.net,132
no.marked,no.video,132
no.medisin,no.folklore.overtro,132
no.musikk,no.alt.flame,132
no.kryptografi,no.unix,131
no.video,no.marked,131
no.irc,no.news.diverse,130
no.it.diverse,no.news.diverse,130
no.kryptografi,no.uninett.diverse,130
no.linux,no.www,130
no.litteratur,no.kjemi,130
no.marked.bil,no.marked,130
no.radio-tv,no.news.diverse,130
no.sport.diverse,no.marked,130
no.tele,no.ms-windows,130
no.elektronikk,no.general,129
no.musikk,no.news.diverse,129
no.musikk,no.radio-tv,129
no.student.nett,no.marked,129
no.www,no.linux,129
no.ai,unknown,128
no.net,no.student.nett,128
no.net,no.uninett.diverse,128
no.sport.diverse,no.hobby.diverse,128
no.student.nett,no.medisin,128
no.student.nett,no.multimedia,128
no.student.nett,no.nuug,128
no.video,no.marked.data,128
no.alkohol,no.prat.seksualitet,127
no.alt.diskusjoner,no.alt.katter,127
no.biz.nettilbydere,no.net,127
no.hobby.diverse,no.sport.diverse,127
no.mail.diverse,no.pc,127
no.slekt,no.slekt.etterlysning,127
no.alt.flame,no.alkohol,126
no.biz.annonser.data,no.media,126
no.medisin,no.prat.ufo,126
no.pc,no.student.nett,126
no.student.samfund,unknown,125
no.www,no.spill,125
no.marked.data,no.it.diverse,124
no.marked.data,no.video,124
no.pc,no.norsk,124
no.skole.diverse,no.pressemeldinger.diskusjon,124
no.skole.diverse,no.www,124
no.alkohol,no.ai,123
no.alt.flame,no.news.diverse,123
no.biz.nettilbydere,no.media,123
no.eunet.hjelp,unknown,123
no.media,no.biz.nettilbydere,123
no.ms-windows,no.student.nett,123
no.ms-windows,no.tele,123
no.alt.mat,no.alt.gledesutbrudd,122
no.biz.diskusjoner,no.media,122
no.biz.diskusjoner,no.multimedia,122
no.biz.diskusjoner,no.musikk,122
no.biz.nettilbydere,no.multimedia,122
no.biz.nettilbydere,no.musikk,122
no.mac,no.www,122
no.marked.bil,no.bil,122
no.media,no.biz.diskusjoner,122
no.multimedia,no.biz.diskusjoner,122
no.multimedia,no.biz.nettilbydere,122
no.musikk,no.biz.diskusjoner,122
no.musikk,no.biz.nettilbydere,122
no.alt.flame,no.ai,121
no.alt.irc-treff,no.general,121
no.alt.mat,no.alt.diskusjoner,121
no.general,no.lisp,121
no.norsk,no.sport.diverse,121
no.unix,no.kryptografi,121
no.ai,no.alkohol,120
no.alt.config,no.alt.flame,120
no.havforskning,no.general,120
no.mail.diverse,no.jus,120
no.news.diverse,no.c,120
no.norsk,no.alt.gledesutbrudd,120
no.spill.rollespill,no.general,120
no.sport.diverse,no.biz.annonser,120
no.tegnsett,no.general,120
no.unix,no.uninett.diverse,120
no.alt.diskusjoner,no.alt.pompel-og-pilt,119
no.general,no.typografi,119
no.perl,no.general,119
no.pressemeldinger,unknown,119
no.sport.diverse,no.uninett.diverse,119
no.mac,no.net,118
no.ai,no.alt.arkiv,117
no.ai,no.alt.diskusjoner,117
no.alt.arkiv,no.ai,117
no.amiga,no.biz.annonser,117
no.marked,no.medisin,117
no.alt.config,no.ai,116
no.alt.config,no.alkohol,116
no.it.emacs,no.general,116
no.media,no.jus,116
no.norsk.fagord,no.norsk,116
no.alt.flame,no.slekt,115
no.general,no.marked.bolig,115
no.mail.diverse,no.unix,115
no.uninett.skole,no.alt.gledesutbrudd,115
no.elektronikk,no.biz.annonser.data,114
no.film,no.musikk,114
no.irc,no.alt.pompel-og-pilt,114
no.it.diverse,no.c,114
no.jus,no.pressemeldinger.diskusjon,114
no.medisin,no.marked,114
no.net,no.multimedia,114
no.pc,no.hobby.diverse,114
no.prat.ufo,no.general,114
no.pc,no.mail.diverse,113
no.radio-tv,no.audio,113
no.video,no.multimedia,113
no.alt.arkiv,no.alt.flame,112
no.alt.diskusjoner,no.marked.bil,112
no.alt.diskusjoner,no.marked.bolig,112
no.alt.diskusjoner,no.uninett.diverse,112
no.c,no.news.diverse,112
no.general,no.marked.bil,112
no.marked.bil,unknown,112
no.net,no.elektronikk,112
no.news.diverse,no.hobby.diverse,112
no.prat.politikk,no.www,112
no.c,no.it.diverse,111
no.irc,no.hobby.diverse,111
no.linux,no.folklore.edb,111
no.prat.seksualitet,no.alkohol,111
no.audio,no.pc,110
no.hobby.diverse,no.uninett.diverse,110
no.ms-windows,no.general,110
no.musikk,no.jus,110
no.org.efn.diskusjon,no.kryptografi,110
no.test,no.general,110
no.unix,no.folklore.edb,110
no.alt.diskusjoner,no.tele,109
no.alt.gledesutbrudd,no.alt.mat,109
no.marked,no.jus,109
no.news.diverse,no.lisp,109
no.alt.god.jul,no.vit.diverse,108
no.irc,no.alt.katter,108
no.irc,no.linux,108
no.net,no.medisin,108
no.net,no.nuug,108
no.nuug,no.marked,108
no.nuug,no.medisin,108
no.nuug,no.ms-windows,108
no.nuug,no.multimedia,108
no.nuug,no.net,108
no.nuug,no.pc,108
no.nuug,no.student.nett,108
no.prat.narkotika,no.medisin,108
no.unix,no.mail.diverse,108
no.alkohol,no.alt.config,107
no.bil,no.general,107
no.biz.annonser,no.alt.diskusjoner,107
no.lisp,no.linux,107
no.marked,no.linux,107
no.marked,no.norsk,107
no.multimedia,no.video,107
no.prat.seksualitet,no.news.diverse,107
no.spill,no.biz.annonser,107
no.alkohol,no.alt.mat.drikke,106
no.religion,no.prat.seksualitet,106
no.biz.annonser,no.hobby.diverse,105
no.linux,no.jus,105
no.litteratur,no.media,105
no.mac,no.marked,105
no.marked,no.mac,105
no.multimedia,no.net,105
no.ai,no.alt.config,104
no.biz.annonser,no.spill,104
no.linux,no.irc,104
no.news.diverse,no.linux,104
no.www,no.it.diverse,104
no.alt.flame,no.net,103
no.alt.sjokolade,no.alt.gledesutbrudd,103
no.jus,no.linux,103
no.general,no.ms-windows,102
no.hobby.diverse,no.norsk,102
no.mac,no.amiga,102
no.www,no.prat.politikk,102
no.mac,no.irc,101
no.pc,no.video,101
no.prat.ufo,no.folklore.overtro,101
no.prat.ufo,no.medisin,101
no.general,no.alt.irc-treff,100
no.mac,no.mail.diverse,100
no.marked,no.student.nett,100
no.musikk,no.biz.annonser,100
no.www,no.audio,100
no.www,no.multimedia,100
no.alt.flame,no.irc,99
no.marked,no.nuug,99
no.marked.data,no.jus,99
no.media,no.litteratur,99
no.media,no.skole.diverse,99
no.medisin,no.ms-windows,99
no.medisin,no.multimedia,99
no.medisin,no.net,99
no.medisin,no.nuug,99
no.medisin,no.pc,99
no.medisin,no.student.nett,99
no.ms-windows,no.medisin,99
no.ms-windows,no.nuug,99
no.multimedia,no.medisin,99
no.multimedia,no.nuug,99
no.multimedia,no.student.nett,99
no.net,no.jus,99
no.pc,no.medisin,99
no.pc,no.nuug,99
no.telepost,unknown,99
no.alkohol,no.medisin,98
no.alt.diskusjoner,no.bil,98
no.elektronikk,no.hobby.diverse,98
no.general,no.spill.rollespill,98
no.jus,no.radio-tv,98
no.mac,no.mail.drift,98
no.linux,no.marked,97
no.slekt.etterlysning,no.slekt,97
no.mac,no.elektronikk,96
no.pressemeldinger.diskusjon,unknown,96
no.www,no.jus,96
no.alt.diskusjoner,no.alt.sjokolade,95
no.mac,no.general,95
no.spill,no.net,95
no.sport.orientering,unknown,95
no.alt.mat.drikke,no.alt.sjokolade,94
no.biz.annonser.data,no.elektronikk,94
no.marked,no.tele,94
no.video,no.hobby.diverse,94
no.video,no.pc,94
no.kryptografi,no.org.efn.diskusjon,93
no.alt.flame,no.www,92
no.alt.mat.drikke,no.alkohol,92
no.prat.politikk,no.alt.flame,92
no.student.nett,no.student.samfund,92
no.c,no.general,91
no.hobby.diverse,no.pc,91
no.mail.diverse,no.mac,91
no.multimedia,no.www,91
no.norsk.fagord,no.video,91
no.pc,no.audio,91
no.pc,no.folklore.edb,91
no.radio-tv,no.musikk,91
no.tele,no.linux,91
no.alt.gledesutbrudd,no.vitser,90
no.amiga,no.tele,90
no.multimedia,no.biz.annonser,90
no.norsk,no.vitser,90
no.radio-tv,no.pc,90
no.student.samfund,no.student.nett,90
no.uninett.diverse,no.net,90
no.vitser,no.alt.gledesutbrudd,90
no.litteratur,no.film,89
no.marked,no.sport.diverse,89
no.perl,no.unix,89
no.prat.politikk,no.vitser,89
no.havforskning,unknown,88
no.hobby.diverse,no.video,88
no.irc,no.musikk,88
no.linux,no.tele,88
no.marked,no.irc,88
no.ms-windows,no.marked.jobb,88
no.vit.diverse,no.news.diverse,88
no.biz.annonser.data,no.amiga,87
no.general,no.sources.wanted,87
no.mac,no.vitser,87
no.marked.diskusjon,unknown,87
no.vit.diverse,no.prat.politikk,87
no.alt.irc-treff,no.irc,86
no.it.diverse,no.biz.annonser.data,86
no.marked.diskusjon,no.marked,86
no.uninett.diverse,no.marked,86
no.vitser,no.norsk,86
no.amiga,no.mac,85
no.biz.annonser,no.amiga,85
no.mail.drift,no.mac,85
no.news.diverse,no.alt.gledesutbrudd,85
no.uninett.diverse,no.alt.diskusjoner,85
no.uninett.diverse,no.hobby.diverse,85
no.uninett.diverse,no.sport.diverse,85
no.biz.annonser,no.norsk,84
no.film,no.marked,84
no.havforskning,no.alt.diskusjoner,84
no.jus,no.norsk,84
no.linux,no.uninett.diverse,84
no.pc,no.kryptografi,84
no.pc,no.radio-tv,84
no.pc,no.uninett.diverse,84
no.uninett.diverse,no.biz.annonser,84
no.uninett.diverse,no.kryptografi,84
no.uninett.diverse,no.linux,84
no.uninett.diverse,no.pc,84
no.uninett.diverse,no.unix,84
no.x,unknown,84
no.irc,no.spill,83
no.kjemi,no.prat.narkotika,83
no.sport.diverse,no.spill,83
no.tegnsett,unknown,83
no.uninett.diverse,no.norsk,83
no.ai,no.alt.flame,82
no.alkohol,no.alt.flame,82
no.alt.mat.drikke,no.vit.diverse,82
no.biz.annonser,no.sport.diverse,82
no.film,no.litteratur,82
no.litteratur,no.sources.wanted,82
no.mac,no.litteratur,82
no.mail.diverse,no.linux,82
no.net,no.biz.nettilbydere,82
no.skole.diverse,no.media,82
no.vitser,no.stortinget,82
no.alt.arkiv,unknown,81
no.bil,no.alt.gledesutbrudd,81
no.biz.annonser,no.uninett.diverse,81
no.general,no.mac,81
no.linux,no.mac,81
no.linux,no.musikk,81
no.musikk,no.irc,81
no.musikk,no.linux,81
no.spill,no.irc,81
no.bil,no.alt.diskusjoner,80
no.film,no.sources.wanted,80
no.litteratur,no.medisin,80
no.marked,no.film,80
no.religion,no.org.efn.diskusjon,80
no.sources.wanted,no.film,80
no.sources.wanted,no.general,80
no.sources.wanted,no.litteratur,80
no.sport.diverse,no.pc,80
no.alt.diskusjoner,no.alt.amiga,79
no.litteratur,no.vit.diverse,79
no.biz.annonser,no.multimedia,78
no.eunet.drift,unknown,78
no.havforskning,no.prat.politikk,78
no.havforskning,no.vit.diverse,78
no.prat.politikk,no.pressemeldinger,78
no.vit.diverse,no.havforskning,78
no.elektronikk,no.mac,77
no.irc,no.pc,77
no.marked.bolig,no.marked,77
no.medisin,no.prat.narkotika,77
no.news.diverse,no.spill,77
no.it.diverse,no.biz.annonser,76
no.jus,no.bil,76
no.jus,no.kryptografi,76
no.linux,no.lisp,76
no.mac,no.lisp,76
no.medisin,no.alkohol,76
no.news.diverse,no.skole.diverse,76
no.norsk,no.biz.annonser,76
no.spill,no.sport.diverse,76
no.amiga,no.linux,75
no.elektronikk,no.alt.flame,75
no.kryptografi,no.mac,75
no.linux,no.kjemi,75
no.litteratur,no.linux,75
no.litteratur,no.mac,75
no.marked,no.uninett.diverse,75
no.tele,no.amiga,75
no.amiga,no.net,74
no.elektronikk,no.net,74
no.kryptografi,no.jus,74
no.litteratur,no.mail.diverse,74
no.marked,no.marked.bolig,74
no.sport.volleyball,unknown,74
no.alt.mat,no.vit.diverse,73
no.eunet.diverse,unknown,73
no.kryptografi,no.news.diverse,73
no.mac,no.multimedia,73
no.news.diverse,no.nuug,73
no.jus,no.elektronikk,72
no.mail.drift,no.linux,72
no.musikk,no.mac,72
no.pc,no.sport.diverse,72
no.mac,no.musikk,71
no.mail.diverse,no.litteratur,71
no.norsk,no.hobby.diverse,71
no.tele,no.marked.data,71
no.vitser,no.news.diverse,71
no.hobby.diverse,no.elektronikk,70
no.kjemi,no.linux,70
no.litteratur,no.lisp,70
no.litteratur,no.mail.drift,70
no.net,no.mac,70
no.news.diverse,no.sykkel,70
no.pc,no.vit.diverse,70
no.sport.diverse,no.radio-tv,70
no.alt.pompel-og-pilt,no.amiga,69
no.biz.annonser.data,no.it.diverse,69
no.linux,no.mail.diverse,69
no.musikk,no.alt.diskusjoner,69
no.news.diverse,no.alt.flame,69
no.news.diverse,no.stortinget,69
no.pc,no.biz.diskusjoner,69
no.pc,no.typografi,69
no.pressemeldinger,no.prat.politikk,69
no.stortinget,no.norsk,69
no.video,no.radio-tv,69
no.hobby.diverse,no.vit.diverse,68
no.mac,no.biz.annonser,68
no.marked,no.pressemeldinger,68
no.alt.sjokolade,no.alt.mat.drikke,67
no.general,no.org.dnd,67
no.mail.drift,no.litteratur,67
no.news.diverse,no.audio,67
no.www,no.mail.diverse,67
no.www,no.news.drift,67
no.alt.config,no.general,66
no.mac,no.unix,66
no.mail.diverse,no.lisp,66
no.mail.drift,no.lisp,66
no.amiga,no.www,65
no.biz,unknown,65
no.general,no.pressemeldinger.diskusjon,65
no.irc,no.www,65
no.linux,no.amiga,65
no.linux,no.litteratur,65
no.spill,no.vitser,65
no.biz.annonser,no.it.diverse,64
no.kjemi,no.alkohol,64
no.typografi,no.general,64
no.alkohol,no.alt.amiga,63
no.biz.diskusjoner,no.pc,63
no.ef,no.alkohol,63
no.general,no.eunet.hjelp,63
no.musikk,no.bolig,63
no.news.diverse,no.kjemi,63
no.radio-tv,no.video,63
no.stortinget,no.news.diverse,63
no.x,no.unix,63
no.media,no.www,62
no.net,no.amiga,62
no.news.diverse,no.kryptografi,62
no.religion,no.prat.narkotika,62
no.stortinget,no.religion,62
no.stortinget,no.skole.diverse,62
no.ai,no.alt.amiga,61
no.alt.amiga,no.ai,61
no.alt.amiga,no.alkohol,61
no.alt.amiga,no.alt.arkiv,61
no.alt.amiga,no.alt.diskusjoner,61
no.alt.arkiv,no.alt.amiga,61
no.linux,no.mail.drift,61
no.lisp,no.mac,61
no.mac,no.kjemi,61
no.marked,no.alt.tegneserier,61
no.unix,no.x,61
no.alt.config,no.alt.amiga,60
no.bil,no.jus,60
no.bolig,no.marked,60
no.elektronikk,no.linux,60
no.linux,no.elektronikk,60
no.lisp,no.litteratur,60
no.marked,no.bolig,60
no.marked.diskusjon,no.pc,60
no.marked.jobb,no.ms-windows,60
no.news.diverse,no.vit.diverse,60
no.radio-tv,no.sport.diverse,60
no.www,no.media,60
no.alt.pompel-og-pilt,no.alt.diskusjoner,59
no.bolig,no.general,59
no.folklore.edb,no.www,59
no.general,no.video,59
no.kjemi,no.kryptografi,59
no.kryptografi,no.kjemi,59
no.lisp,no.mail.diverse,59
no.lisp,no.mail.drift,59
no.multimedia,no.norsk,59
no.musikk,no.marked.bolig,59
no.norsk,no.multimedia,59
no.pressemeldinger.diskusjon,no.general,59
no.radio-tv,no.marked,59
no.www,no.perl,59
no.alt.flame,no.alt.gledesutbrudd,58
no.linux,no.alt.gledesutbrudd,58
no.lisp,no.kjemi,58
no.spill,no.radio-tv,58
no.vitser,no.spill,58
no.lisp,no.kryptografi,57
no.musikk,no.sport.diverse,57
no.sport.diverse,no.vitser,57
no.tele,no.vitser,57
no.vitser,no.radio-tv,57
no.biz.annonser,no.musikk,56
no.biz.nettilbydere,no.news.diverse,56
no.kjemi,no.lisp,56
no.mac,no.uninett.diverse,56
no.musikk,no.religion,56
no.norsk,no.spill,56
no.pc,no.it.os.os2,56
no.prat.ufo,no.radio-tv,56
no.radio-tv,no.spill,56
no.tele,no.prat.seksualitet,56
no.vitser,no.sport.diverse,56
no.alt.flame,no.alt.sjokolade,55
no.alt.mat,no.film,55
no.amiga,no.alt.pompel-og-pilt,55
no.biz.annonser,no.film,55
no.film,no.biz.annonser,55
no.general,no.mail.drift,55
no.kjemi,no.norsk.fagord,55
no.kryptografi,no.lisp,55
no.mail.diverse,no.www,55
no.marked,no.alt.pompel-og-pilt,55
no.marked.diskusjon,no.general,55
no.pressemeldinger,no.marked,55
no.alkohol,no.kjemi,54
no.alt.pompel-og-pilt,no.general,54
no.it.os.os2,no.pc,54
no.news.drift,no.news.diverse,54
no.norsk,no.ef,54
no.stortinget,no.alt.flame,54
no.student.nett,unknown,54
no.alt.diskusjoner,no.ms-windows,53
no.alt.flame,no.stortinget,53
no.alt.god.jul,no.norsk,53
no.audio,no.radio-tv,53
no.biz.annonser.data,no.spill,53
no.folklore.edb,no.norsk.fagord,53
no.litteratur,no.marked.diskusjon,53
no.litteratur,no.spill,53
no.marked.diskusjon,no.biz.annonser.data,53
no.alt.irc-treff,no.folklore.edb,52
no.amiga,no.c,52
no.biz.annonser,no.net,52
no.biz.diskusjoner,no.marked.data,52
no.litteratur,no.multimedia,52
no.marked.data,no.net,52
no.marked.diskusjon,no.marked.jobb,52
no.multimedia,no.litteratur,52
no.multimedia,no.skole.diverse,52
no.net,no.biz.annonser,52
no.norsk,no.alt.god.jul,52
no.perl,no.www,52
no.skole.diverse,no.multimedia,52
no.velkommen,no.biz.annonser.data,52
no.biz.annonser,no.audio,51
no.c,no.amiga,51
no.mail.diverse,no.kjemi,51
no.marked,no.radio-tv,51
no.news.diverse,no.svar,51
no.radio-tv,no.multimedia,51
no.spill,no.news.diverse,51
no.spill.rollespill,no.news.diverse,51
no.uninett.skole,unknown,51
no.unix,no.alt.tegneserier,51
no.general,no.marked.diskusjon,50
no.kjemi,no.mac,50
no.kjemi,no.mail.diverse,50
no.linux,no.ms-windows,50
no.mail.drift,no.unix,50
no.marked,no.alt.god.jul,50
no.marked.bolig,no.marked.bil,50
no.media,no.alt.radio-tv.irma-1000,50
no.net,no.marked.data,50
no.radio-tv,no.vitser,50
no.religion,no.alt.flame,50
no.slekt,no.pc,50
no.slekt.programmer,no.pc,50
no.uninett.skole,no.pc,50
no.audio,no.biz.annonser,49
no.biz.nettilbydere,no.alt.diskusjoner,49
no.marked.data,no.tele,49
no.news.diverse,no.marked,49
no.news.diverse,no.ms-windows,49
no.org.dnd,no.general,49
no.pc,no.uninett.skole,49
no.spill,no.norsk,49
no.sykkel,no.marked,49
no.alt.amiga,no.alt.config,48
no.bil,no.musikk,48
no.biz.diskusjoner,no.amiga,48
no.linux,no.news.diverse,48
no.marked.diskusjon,no.biz.annonser,48
no.spill,no.biz.annonser.data,48
no.vitser,no.religion,48
no.irc,no.prat.seksualitet,47
no.litteratur,no.musikk,47
no.mail.diverse,no.it.emacs,47
no.mail.drift,no.kjemi,47
no.ms-windows,no.news.diverse,47
no.norsk,no.sykkel,47
no.slekt,no.spill,47
no.spill,no.litteratur,47
no.spill,no.marked.diskusjon,47
no.spill,no.media,47
no.alt.flame,no.alt.amiga,46
no.alt.pompel-og-pilt,no.alt.katter,46
no.elektronikk,no.jus,46
no.film,no.alt.mat,46
no.folklore.edb,no.lisp,46
no.kjemi,no.mail.drift,46
no.litteratur,no.kryptografi,46
no.mail.diverse,no.kryptografi,46
no.mail.drift,no.kryptografi,46
no.news.diverse,no.perl,46
no.slekt,no.marked,46
no.alt.mat.drikke,no.alt.tegneserier,45
no.alt.tegneserier,no.alt.mat.drikke,45
no.general,no.student.nett,45
no.kryptografi,no.litteratur,45
no.kryptografi,no.mail.diverse,45
no.kryptografi,no.mail.drift,45
no.marked,no.alt.radio-tv.irma-1000,45
no.marked,no.alt.sjokolade,45
no.marked,no.bibsys,45
no.multimedia,no.radio-tv,45
no.news.diverse,no.biz.annonser,45
no.news.diverse,no.norsk.fagord,45
no.pc,no.slekt.programmer,45
no.radio-tv,no.jus,45
no.slekt,no.elektronikk,45
no.slekt,no.ms-windows,45
no.slekt,no.multimedia,45
no.www,no.biz,45
no.www,no.mail.drift,45
no.alt.god.jul,no.alt.diskusjoner,44
no.film,no.marked.data,44
no.it.diverse,no.marked,44
no.kryptografi,no.www,44
no.marked.data,no.biz.diskusjoner,44
no.marked.diskusjon,no.litteratur,44
no.media,no.alt.god.jul,44
no.net,no.spill,44
no.slekt.etterlysning,no.slekt.programmer,44
no.tele,no.biz.annonser,44
no.velkommen,no.marked.data,44
no.alt.diskusjoner,no.alt.mat,43
no.alt.diskusjoner,no.musikk,43
no.alt.gledesutbrudd,no.alt.sjokolade,43
no.alt.gledesutbrudd,no.linux,43
no.alt.god.jul,no.general,43
no.folklore.overtro,unknown,43
no.lisp,no.media,43
no.mac,no.hobby.diverse,43
no.mac,no.radio-tv,43
no.marked.data,no.film,43
no.media,no.norsk.fagord,43
no.news.diverse,no.reiser,43
no.news.diverse,no.speider,43
no.prat.politikk,no.musikk,43
no.unix,no.mail.drift,43
no.unix,no.perl,43
no.video,no.biz.annonser,43
no.video,no.norsk.fagord,43
no.www,no.irc,43
no.alt.amiga,no.amiga,42
no.alt.diskusjoner,no.alt.god.jul,42
no.alt.flame,no.religion,42
no.biz.annonser,no.www,42
no.general,no.alt.config,42
no.marked.bil,no.marked.bolig,42
no.marked.diskusjon,no.media,42
no.marked.diskusjon,no.spill,42
no.media,no.marked.diskusjon,42
no.perl,no.linux,42
no.slekt.programmer,no.slekt.etterlysning,42
no.velkommen,unknown,42
no.video,no.general,42
no.x,no.linux,42
no.alt.flame,no.sport.diverse,41
no.elektronikk,no.alt.radio-tv.irma-1000,41
no.it.diverse,no.jus,41
no.it.diverse,no.spill,41
no.jus,no.bolig,41
no.jus,no.it.diverse,41
no.lisp,no.unix,41
no.litteratur,no.marked.data,41
no.marked,no.marked.diskusjon,41
no.marked,no.sykkel,41
no.marked.data,no.unix,41
no.media,no.marked.data,41
no.media,no.spill,41
no.net,no.mail.drift,41
no.radio-tv,no.prat.ufo,41
no.stortinget,no.ef,41
no.stortinget,no.vitser,41
no.alt.flame,no.ef,40
no.amiga,no.biz.diskusjoner,40
no.biz.annonser,no.mac,40
no.elektronikk,no.alt.arkiv,40
no.elektronikk,no.alt.config,40
no.it.diverse,no.marked.jobb,40
no.jus,no.kjemi,40
no.linux,no.it.os.os2,40
no.media,no.alt.pompel-og-pilt,40
no.media,no.alt.sjokolade,40
no.media,no.alt.tegneserier,40
no.media,no.bibsys,40
no.media,no.bil,40
no.prat.politikk,no.alt.katter,40
no.unix,no.marked.data,40
no.alt.diskusjoner,no.student.nett,39
no.alt.katter,no.alt.pompel-og-pilt,39
no.alt.sjokolade,no.alt.flame,39
no.biz.nettilbydere,no.mail.diverse,39
no.biz.nettilbydere,no.prat.seksualitet,39
no.ef,no.pressemeldinger,39
no.film,no.bil,39
no.marked.data,no.vitser,39
no.pressemeldinger,no.ef,39
no.skole.diverse,no.jus,39
no.typografi,no.tex,39
no.alkohol,no.jus,38
no.alt.flame,no.norsk,38
no.alt.pompel-og-pilt,no.c,38
no.c,no.spill,38
no.it.diverse,no.mail.diverse,38
no.kjemi,no.jus,38
no.kjemi,no.pc,38
no.linux,no.norsk,38
no.musikk,no.norsk,38
