from_newsgroup,to_newsgroup,number_of_references
no.biz,no.biz.annonser,30
no.biz,no.bolig,30
no.biz.annonser,no.biz,30
no.bolig,no.biz,30
no.c,no.general,30
no.elektronikk,no.multimedia,30
no.general,no.alt.god.jul,30
no.it.diverse,no.biz.annonser,30
no.mail.diverse,no.ms-windows,30
no.prat.politikk,no.medisin,30
no.radio-tv,no.alt.diskusjoner,30
no.biz.annonser,no.hobby.diverse,29
no.elektronikk,no.hobby.diverse,29
no.havforskning,no.general,29
no.mail.diverse,no.unix,29
no.marked,no.media,29
no.marked,no.norsk,29
no.multimedia,no.elektronikk,29
no.net,no.news.diverse,29
no.norsk.fagord,no.norsk,29
no.pc,no.biz.nettilbydere,29
no.student.nett,no.student.samfund,29
no.vit.diverse,no.alt.mat.drikke,29
no.vit.diverse,no.psykologi,29
no.alt.diskusjoner,no.biz.annonser,28
no.alt.gledesutbrudd,no.psykologi,28
no.alt.gledesutbrudd,no.vitser,28
no.alt.sjokolade,no.alt.gledesutbrudd,28
no.bil,no.alt.diskusjoner,28
no.biz,no.biz.diskusjoner,28
no.biz,no.biz.nettilbydere,28
no.biz.diskusjoner,no.biz,28
no.biz.nettilbydere,no.biz,28
no.elektronikk,no.ms-windows,28
no.folklore.edb,no.unix,28
no.folklore.overtro,no.vit.diverse,28
no.general,no.ai,28
no.hobby.diverse,no.sport.diverse,28
no.jus,no.medisin,28
no.jus,no.news.diverse,28
no.marked.data,no.video,28
no.marked.jobb,no.pc,28
no.medisin,no.prat.politikk,28
no.musikk,no.alt.flame,28
no.net,no.alt.diskusjoner,28
no.norsk,no.sport.diverse,28
no.norsk,no.uninett.diverse,28
no.org.efn.diskusjon,no.religion,28
no.pc,no.audio,28
no.pc,no.c,28
no.prat.ufo,no.vit.diverse,28
no.pressemeldinger.diskusjon,no.www,28
no.psykologi,no.alt.gledesutbrudd,28
no.sport.diverse,no.hobby.diverse,28
no.sport.diverse,no.www,28
no.student.samfund,no.student.nett,28
no.uninett.skole,no.norsk,28
no.uninett.skole,unknown,28
no.vit.diverse,no.folklore.overtro,28
no.vitser,no.alt.gledesutbrudd,28
no.www,no.biz.annonser,28
no.www,no.prat.narkotika,28
no.www,no.pressemeldinger.diskusjon,28
no.alt.sjokolade,no.alt.diskusjoner,27
no.amiga,no.biz.annonser,27
no.c,no.pc,27
no.jus,no.media,27
no.jus,no.norsk,27
no.linux,no.www,27
no.mac,no.amiga,27
no.mac,no.musikk,27
no.marked.bolig,no.marked,27
no.musikk,no.mac,27
no.musikk,no.media,27
no.org.efn.diskusjon,no.kryptografi,27
no.pc,no.norsk,27
no.radio-tv,no.news.diverse,27
no.radio-tv,no.pc,27
no.vit.diverse,no.news.diverse,27
no.www,no.linux,27
no.www,no.sport.diverse,27
no.alt.diskusjoner,no.net,26
no.alt.diskusjoner,no.tele,26
no.alt.irc-treff,no.general,26
no.alt.katter,no.bil,26
no.alt.mat.drikke,no.alkohol,26
no.alt.tegneserier,no.radio-tv,26
no.biz.annonser,no.alt.diskusjoner,26
no.biz.annonser,no.musikk,26
no.biz.annonser.data,no.multimedia,26
no.general,no.havforskning,26
no.general,no.mac,26
no.kjemi,no.litteratur,26
no.mac,no.linux,26
no.mail.diverse,no.alt.diskusjoner,26
no.mail.diverse,no.jus,26
no.medisin,no.prat.narkotika,26
no.multimedia,no.biz.annonser.data,26
no.musikk,no.biz.annonser,26
no.news.diverse,no.alt.flame,26
no.news.diverse,no.marked,26
no.news.drift,unknown,26
no.pc,no.mail.diverse,26
no.unix,no.mail.diverse,26
no.vit.diverse,no.hobby.diverse,26
no.www,no.biz.diskusjoner,26
no.ai,no.alt.flame,25
no.alkohol,no.alt.flame,25
no.alkohol,no.medisin,25
no.alt.diskusjoner,no.bil,25
no.alt.sjokolade,no.general,25
no.biz.annonser,no.audio,25
no.biz.annonser,no.spill,25
no.biz.annonser.data,no.amiga,25
no.biz.annonser.data,no.elektronikk,25
no.elektronikk,no.spill,25
no.general,no.alt.radio-tv.irma-1000,25
no.general,no.biz,25
no.general,no.spill.rollespill,25
no.general,no.unix,25
no.havforskning,unknown,25
no.jus,no.linux,25
no.kryptografi,no.net,25
no.kryptografi,no.pc,25
no.linux,no.jus,25
no.marked,no.jus,25
no.marked,no.marked.bolig,25
no.ms-windows,no.elektronikk,25
no.ms-windows,no.hobby.diverse,25
no.musikk,no.jus,25
no.net,no.kryptografi,25
no.net,no.marked,25
no.news.diverse,no.c,25
no.news.diverse,no.pressemeldinger,25
no.norsk,no.irc,25
no.norsk,no.musikk,25
no.pc,no.hobby.diverse,25
no.radio-tv,no.marked,25
no.spill,no.biz.annonser,25
no.spill,no.elektronikk,25
no.sport.diverse,no.marked,25
no.tele,no.marked.data,25
no.uninett.skole,no.litteratur,25
no.video,no.multimedia,25
no.vitser,no.norsk,25
no.www,no.perl,25
no.alt.flame,no.news.diverse,24
no.alt.gledesutbrudd,no.alt.mat,24
no.alt.mat,no.medisin,24
no.alt.mat.drikke,no.alt.sjokolade,24
no.alt.radio-tv.irma-1000,unknown,24
no.amiga,no.alt.amiga,24
no.audio,no.biz.annonser,24
no.bil,no.jus,24
no.biz.diskusjoner,no.general,24
no.biz.diskusjoner,no.marked,24
no.hobby.diverse,no.ms-windows,24
no.it.diverse,no.news.diverse,24
no.kryptografi,no.org.efn.diskusjon,24
no.linux,no.irc,24
no.marked,no.net,24
no.media,no.litteratur,24
no.ms-windows,no.musikk,24
no.multimedia,no.biz.annonser,24
no.news.diverse,no.it.diverse,24
no.norsk,no.vitser,24
no.pc,no.irc,24
no.pc,no.radio-tv,24
no.perl,no.www,24
no.student.nett,unknown,24
no.sykkel,no.marked,24
no.uninett.skole,no.religion,24
no.vitser,no.irc,24
no.www,no.biz.annonser.data,24
no.ai,no.general,23
no.ai,no.psykologi,23
no.alt.mat.drikke,no.vit.diverse,23
no.biz.annonser,no.amiga,23
no.biz.annonser,no.multimedia,23
no.biz.nettilbydere,no.net,23
no.bolig,no.marked,23
no.general,no.lisp,23
no.hobby.diverse,no.elektronikk,23
no.hobby.diverse,no.vit.diverse,23
no.irc,no.linux,23
no.linux,no.mac,23
no.litteratur,no.kjemi,23
no.litteratur,no.uninett.skole,23
no.mail.diverse,no.pc,23
no.marked,no.sykkel,23
no.media,no.www,23
no.medisin,no.jus,23
no.multimedia,no.typografi,23
no.multimedia,no.video,23
no.musikk,no.biz.annonser.data,23
no.musikk,no.ms-windows,23
no.news.diverse,no.biz.annonser,23
no.norsk,no.org.efn.diskusjon,23
no.psykologi,no.ai,23
no.religion,no.uninett.skole,23
no.sport.diverse,no.biz.annonser,23
no.sport.diverse,no.uninett.diverse,23
no.student.nett,no.pc,23
no.test,no.audio,23
no.typografi,no.multimedia,23
no.www,no.jus,23
no.alkohol,no.alt.mat.drikke,22
no.alt.diskusjoner,no.uninett.diverse,22
no.alt.flame,no.marked,22
no.alt.mat,no.alt.gledesutbrudd,22
no.folklore.edb,no.pc,22
no.hobby.diverse,no.uninett.diverse,22
no.linux,no.tele,22
no.mac,no.kryptografi,22
no.mac,no.mail.diverse,22
no.mac,no.mail.drift,22
no.mail.diverse,no.mac,22
no.mail.diverse,no.www,22
no.marked,no.bolig,22
no.marked,no.linux,22
no.marked,no.radio-tv,22
no.marked,no.sport.diverse,22
no.ms-windows,no.typografi,22
no.net,no.elektronikk,22
no.news.diverse,no.hobby.diverse,22
no.news.diverse,no.marked.data,22
no.pc,no.student.nett,22
no.prat.politikk,no.musikk,22
no.pressemeldinger,no.news.diverse,22
no.pressemeldinger.diskusjon,no.general,22
no.religion,no.prat.ufo,22
no.religion,no.radio-tv,22
no.tele,no.linux,22
no.test,no.bil,22
no.typografi,no.hobby.diverse,22
no.typografi,no.marked,22
no.typografi,no.marked.data,22
no.typografi,no.ms-windows,22
no.typografi,no.musikk,22
no.vit.diverse,no.prat.politikk,22
no.www,no.media,22
no.alkohol,no.prat.seksualitet,21
no.audio,no.ms-windows,21
no.audio,no.typografi,21
no.biz.annonser,no.norsk,21
no.biz.annonser.data,no.it.diverse,21
no.bolig,no.general,21
no.hobby.diverse,no.typografi,21
no.irc,no.vitser,21
no.linux,no.kjemi,21
no.linux,no.marked,21
no.mail.drift,no.mac,21
no.marked,no.biz.diskusjoner,21
no.marked,no.pressemeldinger,21
no.marked,no.typografi,21
no.marked.data,no.typografi,21
no.media,no.biz.annonser.data,21
no.ms-windows,no.audio,21
no.musikk,no.typografi,21
no.news.diverse,no.news.drift,21
no.news.drift,no.news.diverse,21
no.norsk,no.biz.annonser,21
no.pc,no.musikk,21
no.prat.politikk,no.vit.diverse,21
no.prat.seksualitet,no.alkohol,21
no.prat.seksualitet,no.psykologi,21
no.prat.ufo,no.religion,21
no.radio-tv,no.multimedia,21
no.religion,no.norsk,21
no.religion,no.org.efn.diskusjon,21
no.typografi,no.audio,21
no.ai,unknown,20
no.alt.flame,no.alt.gledesutbrudd,20
no.alt.gledesutbrudd,no.alt.sjokolade,20
no.alt.sjokolade,no.alt.mat.drikke,20
no.amiga,no.mac,20
no.amiga,no.tele,20
no.biz.annonser,no.sport.diverse,20
no.biz.annonser,no.uninett.diverse,20
no.biz.annonser.data,no.musikk,20
no.biz.diskusjoner,no.www,20
no.c,no.amiga,20
no.general,no.alt.irc-treff,20
no.jus,no.kryptografi,20
no.jus,no.marked.data,20
no.kjemi,no.linux,20
no.mac,no.biz.annonser,20
no.mac,no.elektronikk,20
no.mail.diverse,no.linux,20
no.media,no.skole.diverse,20
no.medisin,no.religion,20
no.musikk,no.religion,20
no.net,no.student.nett,20
no.news.diverse,no.audio,20
no.news.diverse,no.prat.seksualitet,20
no.news.diverse,no.stortinget,20
no.pc,no.video,20
no.prat.politikk,no.pressemeldinger,20
no.skole.diverse,no.media,20
no.student.nett,no.ms-windows,20
no.student.nett,no.net,20
no.test,no.musikk,20
no.uninett.diverse,no.alt.diskusjoner,20
no.uninett.diverse,no.hobby.diverse,20
no.uninett.diverse,no.sport.diverse,20
no.video,no.biz.annonser,20
no.video,no.hobby.diverse,20
no.video,no.pc,20
no.alt.diskusjoner,no.alt.amiga,19
no.alt.diskusjoner,no.alt.sjokolade,19
no.alt.diskusjoner,no.havforskning,19
no.alt.irc-treff,no.irc,19
no.amiga,no.c,19
no.biz.annonser,no.film,19
no.biz.annonser,no.mac,19
no.biz.diskusjoner,no.pc,19
no.elektronikk,no.mac,19
no.film,no.biz.annonser,19
no.general,no.pressemeldinger.diskusjon,19
no.general,no.telepost,19
no.hobby.diverse,no.norsk,19
no.hobby.diverse,no.pc,19
no.irc,no.marked,19
no.jus,no.elektronikk,19
no.jus,no.kjemi,19
no.kryptografi,no.jus,19
no.linux,no.lisp,19
no.linux,no.mail.diverse,19
no.litteratur,no.media,19
no.mac,no.multimedia,19
no.mail.diverse,no.prat.seksualitet,19
no.mail.drift,no.linux,19
no.marked,no.medisin,19
no.marked,no.uninett.diverse,19
no.marked.diskusjon,no.biz.annonser.data,19
no.media,no.jus,19
no.medisin,no.marked,19
no.ms-windows,no.student.nett,19
no.net,no.biz.nettilbydere,19
no.net,no.multimedia,19
no.net,no.prat.seksualitet,19
no.norsk,no.linux,19
no.pc,no.biz.diskusjoner,19
no.pc,no.it.os.os2,19
no.prat.politikk,no.alt.flame,19
no.prat.seksualitet,no.mail.diverse,19
no.prat.seksualitet,no.net,19
no.pressemeldinger,no.marked,19
no.pressemeldinger,no.prat.politikk,19
no.religion,no.medisin,19
no.sport.diverse,no.spill,19
no.telepost,no.www,19
no.uninett.diverse,no.biz.annonser,19
no.uninett.diverse,no.marked,19
no.vit.diverse,no.pc,19
no.x,no.unix,19
no.alkohol,no.alt.amiga,18
no.alt.pompel-og-pilt,no.amiga,18
no.amiga,no.linux,18
no.amiga,no.net,18
no.bil,no.alt.katter,18
no.biz.annonser,no.it.diverse,18
no.biz.annonser,no.video,18
no.c,no.news.diverse,18
no.folklore.overtro,unknown,18
no.general,no.it.emacs,18
no.general,no.video,18
no.hobby.diverse,no.video,18
no.it.diverse,no.c,18
no.it.os.os2,no.pc,18
no.jus,no.net,18
no.jus,no.prat.narkotika,18
no.jus,no.pressemeldinger.diskusjon,18
no.kjemi,no.jus,18
no.kryptografi,no.mac,18
no.kryptografi,no.unix,18
no.linux,no.folklore.edb,18
no.lisp,no.linux,18
no.litteratur,no.film,18
no.mac,no.net,18
no.marked,no.irc,18
no.marked.bolig,no.marked.bil,18
no.marked.data,no.alt.sjokolade,18
no.marked.diskusjon,no.marked.jobb,18
no.marked.jobb,no.telepost,18
no.media,no.musikk,18
no.medisin,no.alkohol,18
no.ms-windows,no.marked.jobb,18
no.multimedia,no.mac,18
no.multimedia,no.net,18
no.multimedia,no.radio-tv,18
no.musikk,no.pc,18
no.news.diverse,no.alkohol,18
no.news.diverse,no.alt.gledesutbrudd,18
no.news.diverse,no.biz.annonser.data,18
no.news.diverse,no.linux,18
no.norsk,no.hobby.diverse,18
no.psykologi,no.litteratur,18
no.radio-tv,no.jus,18
no.slekt.etterlysning,no.slekt.programmer,18
no.spill,no.sport.diverse,18
no.sport.diverse,no.radio-tv,18
no.student.samfund,unknown,18
no.test,no.alt.god.jul,18
no.test,no.alt.pompel-og-pilt,18
no.test,no.alt.radio-tv.irma-1000,18
no.test,no.alt.sjokolade,18
no.test,no.alt.tegneserier,18
no.test,no.bibsys,18
no.uninett.diverse,no.norsk,18
no.unix,no.kryptografi,18
no.alt.amiga,no.amiga,17
no.alt.flame,no.stortinget,17
no.alt.tegneserier,no.norsk,17
no.c,no.it.diverse,17
no.elektronikk,no.alt.flame,17
no.elektronikk,no.net,17
no.havforskning,no.alt.diskusjoner,17
no.irc,no.alt.irc-treff,17
no.kryptografi,no.uninett.diverse,17
no.linux,no.litteratur,17
no.litteratur,no.linux,17
no.litteratur,no.mac,17
no.mac,no.litteratur,17
no.marked.bolig,no.bolig,17
no.net,no.uninett.diverse,17
no.news.diverse,no.bolig,17
no.news.diverse,no.ms-windows,17
no.pc,no.telepost,17
no.perl,no.unix,17
no.prat.narkotika,no.kjemi,17
no.prat.politikk,no.havforskning,17
no.prat.seksualitet,no.news.diverse,17
no.skole.diverse,no.prat.seksualitet,17
no.skole.diverse,no.pressemeldinger.diskusjon,17
no.skole.diverse,no.stortinget,17
no.skole.diverse,no.www,17
no.spill.sjakk,no.religion,17
no.sport.diverse,no.pc,17
no.stortinget,no.norsk,17
no.telepost,no.general,17
no.telepost,no.marked.jobb,17
no.telepost,no.pc,17
no.typografi,no.general,17
no.uninett.diverse,no.net,17
no.unix,no.folklore.edb,17
no.unix,no.uninett.diverse,17
no.unix,no.x,17
no.vitser,no.stortinget,17
no.www,no.mail.diverse,17
no.www,no.telepost,17
no.ai,no.alt.amiga,16
no.alt.amiga,no.ai,16
no.alt.amiga,no.alkohol,16
no.alt.amiga,no.alt.arkiv,16
no.alt.amiga,no.alt.diskusjoner,16
no.alt.arkiv,no.alt.amiga,16
no.alt.config,no.alt.amiga,16
no.alt.gledesutbrudd,no.alt.flame,16
no.alt.gledesutbrudd,no.news.diverse,16
no.alt.god.jul,no.vit.diverse,16
no.alt.pompel-og-pilt,no.alt.diskusjoner,16
no.audio,no.radio-tv,16
no.biz.annonser.data,no.media,16
no.biz.diskusjoner,no.amiga,16
no.biz.diskusjoner,no.marked.data,16
no.bolig,no.marked.bolig,16
no.c,no.ef,16
no.ef,no.c,16
no.film,no.bil,16
no.film,no.marked.data,16
no.folklore.overtro,no.medisin,16
no.general,no.folklore.edb,16
no.general,no.student.nett,16
no.general,no.typografi,16
no.irc,no.kjemi,16
no.irc,no.news.diverse,16
no.irc,no.pc,16
no.irc,no.www,16
no.kjemi,no.irc,16
no.linux,no.uninett.diverse,16
no.litteratur,no.mail.diverse,16
no.mail.diverse,no.litteratur,16
no.marked.data,no.jus,16
no.marked.data,no.linux,16
no.marked.data,no.net,16
no.marked.jobb,no.ms-windows,16
no.media,no.religion,16
no.multimedia,no.norsk,16
no.musikk,no.amiga,16
no.net,no.jus,16
no.news.diverse,no.bil,16
no.news.diverse,no.spill,16
no.norsk,no.film,16
no.norsk,no.multimedia,16
no.norsk,no.spill,16
no.pc,no.kryptografi,16
no.pc,no.uninett.diverse,16
no.religion,no.media,16
no.spill,no.vitser,16
no.student.nett,no.marked,16
no.tegnsett,unknown,16
no.tele,no.amiga,16
no.tele,no.biz.annonser,16
no.test,no.pc,16
no.uninett.diverse,no.kryptografi,16
no.uninett.diverse,no.linux,16
no.uninett.diverse,no.pc,16
no.uninett.diverse,no.unix,16
no.velkommen,unknown,16
no.video,no.general,16
no.vitser,no.news.diverse,16
no.www,no.irc,16
no.x,no.linux,16
no.alt.flame,no.ms-windows,15
no.alt.flame,no.multimedia,15
no.alt.flame,no.net,15
no.alt.flame,no.religion,15
no.alt.flame,no.www,15
no.alt.god.jul,no.norsk,15
no.alt.pompel-og-pilt,no.general,15
no.alt.sjokolade,no.alt.flame,15
no.amiga,no.alt.pompel-og-pilt,15
no.amiga,no.www,15
no.bibsys,unknown,15
no.biz.annonser,no.www,15
no.general,no.alt.config,15
no.general,no.eunet.hjelp,15
no.general,no.org.dnd,15
no.havforskning,no.prat.politikk,15
no.havforskning,no.vit.diverse,15
no.it.diverse,no.biz.nettilbydere,15
no.jus,no.alkohol,15
no.jus,no.audio,15
no.kjemi,no.kryptografi,15
no.kryptografi,no.kjemi,15
no.linux,no.amiga,15
no.linux,no.mail.drift,15
no.linux,no.x,15
no.lisp,no.mac,15
no.mac,no.irc,15
no.mac,no.lisp,15
no.marked,no.student.nett,15
no.marked.data,no.film,15
no.marked.data,no.tele,15
no.marked.diskusjon,no.biz.annonser,15
no.media,no.alt.radio-tv.irma-1000,15
no.medisin,no.folklore.overtro,15
no.medisin,no.litteratur,15
no.medisin,no.prat.seksualitet,15
no.ms-windows,no.news.diverse,15
no.net,no.marked.data,15
no.net,no.medisin,15
no.net,no.nuug,15
no.news.diverse,no.bibsys,15
no.news.diverse,no.biz,15
no.news.diverse,no.media,15
no.nuug,no.marked,15
no.nuug,no.medisin,15
no.nuug,no.ms-windows,15
no.nuug,no.multimedia,15
no.nuug,no.net,15
no.nuug,no.pc,15
no.nuug,no.student.nett,15
no.pc,no.sport.diverse,15
no.prat.seksualitet,no.alt.gledesutbrudd,15
no.pressemeldinger.diskusjon,unknown,15
no.radio-tv,no.sport.diverse,15
no.religion,no.prat.narkotika,15
no.spill,no.radio-tv,15
no.stortinget,no.alt.flame,15
no.student.nett,no.medisin,15
no.student.nett,no.multimedia,15
no.student.nett,no.nuug,15
no.test,no.media,15
no.test,no.news.diverse,15
no.vit.diverse,no.havforskning,15
no.alt.amiga,no.alt.config,14
no.alt.config,no.alt.katter,14
no.alt.diskusjoner,no.alt.mat,14
no.alt.fan.de-lillos,no.alt.diskusjoner,14
no.alt.gledesutbrudd,no.linux,14
no.alt.god.jul,no.alt.diskusjoner,14
no.alt.god.jul,no.general,14
no.alt.mat,no.film,14
no.alt.mat,no.prat.politikk,14
no.alt.mat,no.vit.diverse,14
no.biz.annonser.data,no.spill,14
no.biz.nettilbydere,no.media,14
no.eunet.diverse,no.bil,14
no.film,no.alt.mat,14
no.film,no.litteratur,14
no.irc,no.musikk,14
no.irc,no.spill,14
no.jus,no.bolig,14
no.jus,no.prat.aksjer,14
no.kryptografi,no.news.diverse,14
no.linux,no.alt.gledesutbrudd,14
no.linux,no.marked.data,14
no.linux,no.musikk,14
no.lisp,no.litteratur,14
no.litteratur,no.lisp,14
no.litteratur,no.mail.drift,14
no.mail.drift,no.litteratur,14
no.marked,no.alt.tegneserier,14
no.marked,no.news.diverse,14
no.marked,no.nuug,14
no.marked.bil,no.marked.bolig,14
no.marked.data,no.unix,14
no.marked.data,no.vitser,14
no.marked.jobb,no.alt.sjokolade,14
no.marked.jobb,no.biz.annonser,14
no.media,no.biz.nettilbydere,14
no.medisin,no.ms-windows,14
no.medisin,no.multimedia,14
no.medisin,no.net,14
no.medisin,no.nuug,14
no.medisin,no.pc,14
no.medisin,no.student.nett,14
no.ms-windows,no.medisin,14
no.ms-windows,no.nuug,14
no.multimedia,no.medisin,14
no.multimedia,no.nuug,14
no.multimedia,no.student.nett,14
no.musikk,no.alt.diskusjoner,14
no.musikk,no.irc,14
no.musikk,no.linux,14
no.musikk,no.norsk,14
no.net,no.amiga,14
no.news.diverse,no.kryptografi,14
no.news.diverse,no.sykkel,14
no.news.diverse,no.tele,14
no.news.diverse,no.vit.diverse,14
no.norsk.fagord,no.www,14
no.pc,no.medisin,14
no.pc,no.nuug,14
no.pc,no.typografi,14
no.pc,no.vit.diverse,14
no.perl,no.general,14
no.prat.narkotika,no.litteratur,14
no.prat.narkotika,no.skole.diverse,14
no.prat.narkotika,no.vit.diverse,14
no.radio-tv,no.vit.diverse,14
no.slekt.programmer,no.slekt.etterlysning,14
no.spill,no.biz.annonser.data,14
no.spill,no.irc,14
no.spill,no.slekt,14
no.stortinget,no.news.diverse,14
no.test,no.www,14
no.unix,no.c,14
no.video,no.elektronikk,14
no.vitser,no.alt.flame,14
no.vitser,no.religion,14
no.www,no.amiga,14
no.alt.diskusjoner,no.alt.pompel-og-pilt,13
no.alt.flame,no.alt.sjokolade,13
no.alt.flame,no.irc,13
no.amiga,no.biz.diskusjoner,13
no.biz.annonser,no.marked.jobb,13
no.biz.annonser,no.net,13
no.biz.diskusjoner,no.media,13
no.biz.diskusjoner,no.multimedia,13
no.biz.diskusjoner,no.musikk,13
no.biz.nettilbydere,no.multimedia,13
no.biz.nettilbydere,no.musikk,13
no.bolig,no.jus,13
no.elektronikk,no.bolig,13
no.elektronikk,no.jus,13
no.folklore.edb,no.it.diverse,13
no.folklore.edb,no.lisp,13
no.general,no.sources.wanted,13
no.it.diverse,no.biz.diskusjoner,13
no.it.diverse,no.linux,13
no.it.emacs,no.alt.gledesutbrudd,13
no.kjemi,no.alkohol,13
no.kjemi,no.lisp,13
no.kjemi,no.prat.narkotika,13
no.linux,no.norsk,13
no.lisp,no.kjemi,13
no.lisp,no.mail.diverse,13
no.lisp,no.mail.drift,13
no.litteratur,no.sources.wanted,13
no.mail.diverse,no.lisp,13
no.mail.diverse,no.marked,13
no.mail.drift,no.lisp,13
no.marked,no.it.diverse,13
no.marked,no.slekt,13
no.marked.bolig,unknown,13
no.marked.data,no.alt.tegneserier,13
no.marked.data,no.biz.diskusjoner,13
no.media,no.alt.god.jul,13
no.media,no.biz.diskusjoner,13
no.multimedia,no.biz.diskusjoner,13
no.multimedia,no.biz.nettilbydere,13
no.musikk,no.biz.diskusjoner,13
no.musikk,no.biz.nettilbydere,13
no.musikk.gitar,no.marked,13
no.net,no.alt.radio-tv.irma-1000,13
no.net,no.biz.annonser,13
no.net,no.spill,13
no.news.diverse,no.amiga,13
no.news.diverse,no.biz.diskusjoner,13
no.news.diverse,no.prat.narkotika,13
no.news.diverse,no.psykologi,13
no.news.diverse,no.skole.diverse,13
no.norsk,no.alt.god.jul,13
no.pc,no.slekt,13
no.pc,no.uninett.skole,13
no.prat.narkotika,no.religion,13
no.prat.politikk,no.vitser,13
no.radio-tv,no.spill,13
no.religion,no.stortinget,13
no.slekt,no.pc,13
no.spill,no.net,13
no.spill,no.news.diverse,13
no.spill.rollespill,no.general,13
no.spill.sjakk,no.general,13
no.sport.diverse,no.vitser,13
no.stortinget,no.religion,13
no.stortinget,no.skole.diverse,13
no.test,no.marked.data,13
no.test,no.norsk,13
no.typografi,no.norsk,13
no.uninett.skole,no.pc,13
no.unix,no.marked.data,13
no.velkommen,no.biz.annonser.data,13
no.vit.diverse,no.litteratur,13
no.vitser,no.radio-tv,13
no.vitser,no.spill,13
no.alkohol,no.kjemi,12
no.alt.arkiv,unknown,12
no.alt.diskusjoner,no.alt.god.jul,12
no.alt.diskusjoner,no.eunet.hjelp,12
no.alt.flame,no.alt.amiga,12
no.alt.flame,no.jus,12
no.alt.flame,no.norsk,12
no.alt.gledesutbrudd,no.marked.data,12
no.alt.mat.drikke,no.alt.tegneserier,12
no.alt.radio-tv.irma-1000,no.alt.arkiv,12
no.alt.radio-tv.irma-1000,no.alt.config,12
no.alt.radio-tv.irma-1000,no.alt.diskusjoner,12
no.alt.radio-tv.irma-1000,no.alt.flame,12
no.alt.tegneserier,no.alt.mat.drikke,12
no.alt.tegneserier,no.www,12
no.biz.annonser,no.tele,12
no.biz.annonser.data,no.hobby.diverse,12
no.biz.annonser.data,no.mac,12
no.biz.nettilbydere,no.news.diverse,12
no.c,no.bil,12
no.elektronikk,no.linux,12
no.eunet.diverse,unknown,12
no.film,no.sources.wanted,12
no.folklore.overtro,no.prat.ufo,12
no.folklore.overtro,no.religion,12
no.general,no.prat.ufo,12
no.hobby.diverse,no.biz.annonser.data,12
no.it.diverse,no.bibsys,12
no.it.diverse,no.bil,12
no.it.diverse,no.biz,12
no.it.diverse,no.bolig,12
no.it.diverse,no.marked,12
no.it.emacs,no.jus,12
no.jus,no.it.emacs,12
no.kjemi,no.mac,12
no.kjemi,no.mail.diverse,12
no.kryptografi,no.lisp,12
no.kultur.fritid.friluftsliv,unknown,12
no.linux,no.elektronikk,12
no.linux,no.news.diverse,12
no.lisp,no.kryptografi,12
no.litteratur,no.bibsys,12
no.litteratur,no.medisin,12
no.litteratur,no.multimedia,12
no.mac,no.audio,12
no.mac,no.kjemi,12
no.mail.diverse,no.kjemi,12
no.mail.drift,no.unix,12
no.marked,no.marked.diskusjon,12
no.marked,no.musikk.gitar,12
no.marked.data,no.alt.god.jul,12
no.media,no.pc,12
no.medisin,no.prat.ufo,12
no.multimedia,no.litteratur,12
no.multimedia,no.skole.diverse,12
no.musikk,no.bil,12
no.net,no.mac,12
no.news.diverse,no.irc,12
no.norsk,no.prat.narkotika,12
no.org.dnd,no.general,12
no.pc,no.folklore.edb,12
no.prat.ufo,no.general,12
no.radio-tv,no.marked.data,12
no.radio-tv,no.vitser,12
no.skole.diverse,no.jus,12
no.skole.diverse,no.multimedia,12
no.skole.diverse,no.news.diverse,12
no.sources.wanted,no.film,12
no.sources.wanted,no.general,12
no.sources.wanted,no.litteratur,12
no.tegnsett,no.jus,12
no.tegnsett,no.prat.politikk,12
no.tegnsett,no.student.samfund,12
no.tele,no.vitser,12
no.tex,no.general,12
no.unix,no.perl,12
no.velkommen,no.marked.data,12
no.vitser,no.sport.diverse,12
no.vr,unknown,12
no.www,no.medisin,12
no.alt.diskusjoner,no.c,11
no.alt.fan.de-lillos,no.alkohol,11
no.alt.flame,no.marked.data,11
no.alt.gledesutbrudd,no.www,11
no.alt.katter,no.alt.diskusjoner,11
no.alt.katter,no.marked,11
no.alt.mat.drikke,no.alt.arkiv,11
no.alt.pompel-og-pilt,no.c,11
no.bil,no.c,11
no.biz.annonser,no.radio-tv,11
no.biz.annonser.data,no.www,11
no.elektronikk,no.slekt,11
no.elektronikk,no.video,11
no.eunet.hjelp,no.alt.diskusjoner,11
no.eunet.hjelp,no.general,11
no.irc,no.it.emacs,11
no.irc,no.prat.seksualitet,11
no.it.diverse,no.mail.diverse,11
no.it.emacs,no.irc,11
no.it.emacs,no.kjemi,11
no.it.emacs,no.unix,11
no.kjemi,no.it.emacs,11
no.kryptografi,no.www,11
no.linux,no.it.emacs,11
no.linux,no.it.os.os2,11
no.linux,no.tex,11
no.litteratur,no.musikk,11
no.litteratur,no.vit.diverse,11
no.mac,no.alt.god.jul,11
no.marked.diskusjon,no.general,11
no.marked.diskusjon,no.ms-windows,11
no.marked.jobb,no.audio,11
no.marked.jobb,no.norsk,11
no.media,no.pressemeldinger,11
no.medisin,no.alt.mat.drikke,11
no.medisin,no.psykologi,11
no.ms-windows,no.slekt,11
no.multimedia,no.slekt,11
no.net,no.alt.arkiv,11
no.news.diverse,no.alt.sjokolade,11
no.news.diverse,no.medisin,11
