from_newsgroup,to_newsgroup,number_of_references
no.news.diverse,no.multimedia,11
no.news.drift,no.alt.diskusjoner,11
no.news.drift,no.net,11
no.norsk,no.alkohol,11
no.norsk,no.alt.gledesutbrudd,11
no.norsk,no.velkommen,11
no.norsk.fagord,no.skole.diverse,11
no.norsk.fagord,no.video,11
no.pc,no.media,11
no.prat.narkotika,no.jus,11
no.prat.politikk,no.net,11
no.prat.ufo,no.folklore.overtro,11
no.prat.ufo,no.medisin,11
no.prat.ufo,no.radio-tv,11
no.psykologi,no.jus,11
no.psykologi,no.medisin,11
no.psykologi,no.news.diverse,11
no.radio-tv,no.alt.radio-tv.irma-1000,11
no.radio-tv,no.biz.annonser,11
no.radio-tv,no.religion,11
no.religion,no.ef,11
no.religion,no.folklore.overtro,11
no.skole.diverse,no.norsk.fagord,11
no.slekt,no.marked,11
no.slekt,no.spill,11
no.spill,no.norsk,11
no.tele,no.prat.seksualitet,11
no.test,no.marked.jobb,11
no.unix,no.mail.drift,11
no.unix,no.ms-windows,11
no.vit.diverse,no.alt.mat,11
no.www,no.vr,11
no.alkohol,no.ef,10
no.alkohol,no.jus,10
no.alkohol,no.religion,10
no.alkohol,no.vit.diverse,10
no.alt.config,no.alt.gledesutbrudd,10
no.alt.katter,no.alt.config,10
no.alt.katter,no.alt.pompel-og-pilt,10
no.alt.mat,no.alt.flame,10
no.alt.mat.drikke,no.it.emacs,10
no.alt.pompel-og-pilt,no.alt.katter,10
no.alt.pompel-og-pilt,no.ef,10
no.alt.pompel-og-pilt,no.eunet.hjelp,10
no.alt.tegneserier,no.marked,10
no.amiga,no.ef,10
no.amiga,no.eunet.hjelp,10
no.bil,no.alt.gledesutbrudd,10
no.bil,no.film,10
no.bil,no.religion,10
no.biz.annonser,no.marked.bolig,10
no.biz.annonser.data,no.unix,10
no.biz.diskusjoner,no.c,10
no.c,no.alt.diskusjoner,10
no.c,no.alt.pompel-og-pilt,10
no.c,no.eunet.hjelp,10
no.c,no.spill,10
no.ef,no.alkohol,10
no.ef,no.amiga,10
no.ef,no.eunet.hjelp,10
no.elektronikk,no.bibsys,10
no.elektronikk,no.biz.diskusjoner,10
no.elektronikk,no.biz.nettilbydere,10
no.eunet.hjelp,no.amiga,10
no.eunet.hjelp,no.c,10
no.eunet.hjelp,no.ef,10
no.irc,no.norsk,10
no.it.diverse,no.net,10
no.jus,no.skole.diverse,10
no.kjemi,no.mail.drift,10
no.kjemi,no.pc,10
no.linux,no.nuug,10
no.lisp,no.folklore.edb,10
no.litteratur,no.alt.tegneserier,10
no.litteratur,no.www,10
no.mac,no.biz.annonser.data,10
no.mac,no.unix,10
no.mail.diverse,no.it.diverse,10
no.mail.drift,no.kjemi,10
no.marked,no.mail.diverse,10
no.marked.bolig,no.biz.annonser,10
no.marked.data,no.news.diverse,10
no.media,no.alt.pompel-og-pilt,10
no.media,no.alt.sjokolade,10
no.media,no.alt.tegneserier,10
no.media,no.bibsys,10
no.media,no.bil,10
no.media,no.lisp,10
no.medisin,no.alt.sjokolade,10
no.ms-windows,no.alt.diskusjoner,10
no.multimedia,no.it.diverse,10
no.multimedia,no.pressemeldinger,10
no.musikk,no.prat.seksualitet,10
no.net,no.it.diverse,10
no.news.diverse,no.alt.pompel-og-pilt,10
no.news.diverse,no.alt.radio-tv.irma-1000,10
no.news.diverse,no.film,10
no.news.diverse,no.svar,10
no.norsk,no.ms-windows,10
no.nuug,no.linux,10
no.pc,no.slekt.programmer,10
no.perl,no.linux,10
no.radio-tv,no.alt.pompel-og-pilt,10
no.radio-tv,no.alt.sjokolade,10
no.radio-tv,no.bibsys,10
no.radio-tv,no.bil,10
no.radio-tv,no.prat.ufo,10
no.religion,no.alt.flame,10
no.slekt,no.elektronikk,10
no.slekt,no.ms-windows,10
no.slekt,no.multimedia,10
no.slekt,no.norsk,10
no.spill,no.c,10
no.standard,unknown,10
no.sykkel,no.jus,10
no.uninett.diverse,unknown,10
no.unix,no.biz.annonser.data,10
no.vit.diverse,no.radio-tv,10
no.www,no.biz,10
no.www,no.film,10
no.alt.amiga,no.alt.flame,9
no.alt.diskusjoner,no.biz.annonser.data,9
no.alt.diskusjoner,no.musikk,9
no.alt.fan.de-lillos,no.alt.flame,9
no.alt.fan.de-lillos,unknown,9
no.alt.flame,no.sport.diverse,9
no.alt.gledesutbrudd,no.marked.jobb,9
no.alt.god.jul,no.alt.config,9
no.alt.irc-treff,no.folklore.edb,9
no.alt.mat,no.alkohol,9
no.alt.mat.drikke,no.alt.gledesutbrudd,9
no.alt.sjokolade,no.marked.data,9
no.alt.sjokolade,no.vitser,9
no.audio,no.biz.annonser.data,9
no.bil,no.musikk,9
no.biz.annonser,no.unix,9
no.biz.annonser.data,no.audio,9
no.biz.diskusjoner,no.alt.diskusjoner,9
no.biz.diskusjoner,no.ef,9
no.c,no.unix,9
no.ef,no.alt.sjokolade,9
no.elektronikk,no.biz,9
no.elektronikk,no.it.diverse,9
no.embnet,unknown,9
no.eunet.diverse,no.film,9
no.eunet.hjelp,no.eunet.drift,9
no.film,no.eunet.diverse,9
no.film,no.www,9
no.folklore.edb,no.alt.irc-treff,9
no.folklore.edb,no.irc,9
no.general,no.marked.diskusjon,9
no.irc,no.alt.pompel-og-pilt,9
no.irc,no.audio,9
no.irc,no.bil,9
no.irc,no.folklore.edb,9
no.it.diverse,no.elektronikk,9
no.it.diverse,no.jus,9
no.it.diverse,no.multimedia,9
no.it.emacs,no.linux,9
no.jus,no.litteratur,9
no.kryptografi,no.litteratur,9
no.kryptografi,no.mail.diverse,9
no.kryptografi,no.mail.drift,9
no.linux,no.c,9
no.lisp,no.media,9
no.litteratur,no.jus,9
no.litteratur,no.kryptografi,9
no.mac,no.vitser,9
no.mail.diverse,no.kryptografi,9
no.mail.drift,no.kryptografi,9
no.marked,no.litteratur,9
no.marked.bil,no.marked.data,9
no.marked.bil,no.marked.diskusjon,9
no.marked.bolig,no.marked.diskusjon,9
no.marked.data,no.alt.flame,9
no.marked.data,no.alt.gledesutbrudd,9
no.marked.data,no.alt.pompel-og-pilt,9
no.marked.data,no.alt.radio-tv.irma-1000,9
no.marked.data,no.bibsys,9
no.marked.data,no.bil,9
no.marked.data,no.irc,9
no.marked.data,no.mail.diverse,9
no.marked.data,no.marked.bil,9
no.marked.data,no.marked.bolig,9
no.marked.data,no.media,9
no.marked.data,no.radio-tv,9
no.marked.diskusjon,no.litteratur,9
no.marked.diskusjon,no.mail.diverse,9
no.marked.diskusjon,no.marked.bil,9
no.marked.diskusjon,no.marked.bolig,9
no.media,no.marked.data,9
no.media,no.net,9
no.medisin,no.news.diverse,9
no.ms-windows,no.norsk,9
no.ms-windows,no.skole.diverse,9
no.ms-windows,no.uninett.skole,9
no.musikk.gitar,no.alt.sjokolade,9
no.net,no.alt.flame,9
no.net,no.bibsys,9
no.net,no.prat.politikk,9
no.news.diverse,no.alt.katter,9
no.news.diverse,no.alt.tegneserier,9
no.news.diverse,no.kjemi,9
no.news.diverse,no.perl,9
no.norsk,no.ef,9
no.norsk.fagord,no.pc,9
no.pc,no.mail.drift,9
no.pc,no.norsk.fagord,9
no.prat.seksualitet,no.irc,9
no.prat.seksualitet,no.religion,9
no.pressemeldinger.diskusjon,no.pressemeldinger,9
no.psykologi,no.norsk,9
no.radio-tv,no.pressemeldinger,9
no.skole.diverse,no.ms-windows,9
no.slekt.programmer,no.pc,9
no.sport.diverse,no.prat.politikk,9
no.sport.volleyball,no.sport.fotball,9
no.student.nett,no.general,9
no.tele,no.biz.diskusjoner,9
no.tele,no.unix,9
no.test,no.marked,9
no.test,no.unix,9
no.uninett.skole,no.ms-windows,9
no.unix,no.biz.annonser,9
no.unix,no.vr,9
no.video,no.norsk.fagord,9
no.video,no.www,9
no.vitser,no.marked.data,9
no.vr,no.unix,9
no.www,no.audio,9
no.www,no.litteratur,9
no.alkohol,no.pressemeldinger,8
no.alt.amiga,unknown,8
no.alt.config,no.alt.radio-tv.irma-1000,8
no.alt.diskusjoner,no.alt.katter,8
no.alt.diskusjoner,no.alt.radio-tv.irma-1000,8
no.alt.diskusjoner,no.ms-windows,8
no.alt.fan.de-lillos,no.ai,8
no.alt.fan.de-lillos,no.alt.arkiv,8
no.alt.fan.de-lillos,no.alt.config,8
no.alt.flame,no.marked.jobb,8
no.alt.flame,no.slekt.etterlysning,8
no.alt.gledesutbrudd,no.bil,8
no.alt.gledesutbrudd,no.slekt.etterlysning,8
no.alt.god.jul,no.ef,8
no.alt.katter,no.news.diverse,8
no.alt.pompel-og-pilt,no.alt.mat.drikke,8
no.alt.radio-tv.irma-1000,no.amiga,8
no.alt.sjokolade,no.marked.jobb,8
no.alt.sjokolade,no.slekt.etterlysning,8
no.alt.tegneserier,no.biz.annonser,8
no.audio,no.mac,8
no.bil,no.alkohol,8
no.biz,unknown,8
no.biz.annonser,no.alt.tegneserier,8
no.biz.annonser,no.ms-windows,8
no.biz.annonser.data,no.marked.diskusjon,8
no.biz.diskusjoner,no.eunet.hjelp,8
no.biz.diskusjoner,no.tele,8
no.biz.nettilbydere,no.alt.diskusjoner,8
no.c,no.audio,8
no.ef,no.alt.god.jul,8
no.ef,no.alt.pompel-og-pilt,8
no.ef,no.pressemeldinger,8
no.elektronikk,no.alt.radio-tv.irma-1000,8
no.elektronikk,no.irc,8
no.eunet.drift,no.eunet.hjelp,8
no.eunet.hjelp,no.alt.pompel-og-pilt,8
no.film,no.prat.seksualitet,8
no.folklore.edb,no.alt.gledesutbrudd,8
no.general,no.test,8
no.havforskning,no.jus,8
no.havforskning,no.kjemi,8
no.hobby.diverse,no.news.diverse,8
no.irc,no.elektronikk,8
no.irc,no.mac,8
no.it.diverse,no.lisp,8
no.it.diverse,no.marked.jobb,8
no.it.diverse,no.spill,8
no.it.os.os2,no.linux,8
no.jus,no.alt.sjokolade,8
no.jus,no.havforskning,8
no.jus,no.it.diverse,8
no.jus,no.marked.jobb,8
no.jus,no.psykologi,8
no.jus,no.stortinget,8
no.kjemi,no.havforskning,8
no.kjemi,no.norsk.fagord,8
no.kryptografi,no.it.emacs,8
no.linux,no.ms-windows,8
no.lisp,no.it.diverse,8
no.litteratur,no.alt.god.jul,8
no.litteratur,no.alt.pompel-og-pilt,8
no.litteratur,no.alt.radio-tv.irma-1000,8
no.litteratur,no.alt.sjokolade,8
no.litteratur,no.audio,8
no.litteratur,no.bil,8
no.mail.diverse,no.slekt,8
no.marked,no.alt.pompel-og-pilt,8
no.marked,no.unix,8
no.marked.bolig,no.marked.data,8
no.marked.data,no.slekt.etterlysning,8
no.marked.diskusjon,no.media,8
no.marked.diskusjon,no.spill,8
no.marked.jobb,no.marked.diskusjon,8
no.marked.jobb,no.pressemeldinger,8
no.media,no.elektronikk,8
no.media,no.mac,8
no.media,no.marked.diskusjon,8
no.media,no.news.diverse,8
no.media,no.vitser,8
no.ms-windows,no.biz.annonser,8
no.ms-windows,no.irc,8
no.multimedia,no.alt.tegneserier,8
no.musikk,no.bolig,8
no.net,no.alt.god.jul,8
no.net,no.alt.pompel-og-pilt,8
no.net,no.alt.sjokolade,8
no.net,no.alt.tegneserier,8
no.net,no.audio,8
no.net,no.bil,8
no.net,no.media,8
no.news.diverse,no.lisp,8
no.news.diverse,no.norsk.fagord,8
no.news.diverse,no.slekt.etterlysning,8
no.news.diverse,no.uninett.skole,8
no.news.drift,no.mail.diverse,8
no.news.drift,no.musikk,8
no.news.drift,no.prat.seksualitet,8
no.norsk,no.alt.flame,8
no.pc,no.alt.config,8
no.perl,no.news.diverse,8
no.prat.aksjer,no.jus,8
no.pressemeldinger,no.ef,8
no.pressemeldinger,no.media,8
no.pressemeldinger,no.multimedia,8
no.pressemeldinger,no.radio-tv,8
no.radio-tv,no.litteratur,8
no.spill,no.vit.diverse,8
no.sport.diverse,no.musikk,8
no.student.nett,no.uninett.skole,8
no.tele,no.telepost,8
no.telepost,no.tele,8
no.test,no.prat.politikk,8
no.test,no.vitser,8
no.uninett.skole,no.student.nett,8
no.unix,no.amiga,8
no.unix,no.marked,8
no.vitser,no.alt.sjokolade,8
no.vitser,no.marked.jobb,8
no.vitser,no.slekt.etterlysning,8
no.www,no.alt.flame,8
no.www,no.alt.gledesutbrudd,8
no.www,no.alt.god.jul,8
no.www,no.bolig,8
no.alkohol,no.alt.fan.de-lillos,7
no.alkohol,no.bil,7
no.alt.arkiv,no.alt.radio-tv.irma-1000,7
no.alt.arkiv,no.biz.annonser.data,7
no.alt.arkiv,no.elektronikk,7
no.alt.arkiv,no.hobby.diverse,7
no.alt.config,no.biz.annonser.data,7
no.alt.config,no.elektronikk,7
no.alt.config,no.hobby.diverse,7
no.alt.diskusjoner,no.alt.fan.de-lillos,7
no.alt.diskusjoner,no.biz.diskusjoner,7
no.alt.diskusjoner,no.eunet.diverse,7
no.alt.diskusjoner,no.film,7
no.alt.fan.de-lillos,no.alt.amiga,7
no.alt.flame,no.alt.radio-tv.irma-1000,7
no.alt.flame,no.biz.annonser.data,7
no.alt.flame,no.hobby.diverse,7
no.alt.flame,no.litteratur,7
no.alt.gledesutbrudd,no.ai,7
no.alt.gledesutbrudd,no.alkohol,7
no.alt.gledesutbrudd,no.alt.arkiv,7
no.alt.gledesutbrudd,no.alt.config,7
no.alt.gledesutbrudd,no.alt.katter,7
no.alt.gledesutbrudd,no.biz.annonser,7
no.alt.gledesutbrudd,no.eunet.diverse,7
no.alt.katter,no.alt.mat.drikke,7
no.alt.mat,no.bil,7
no.alt.mat,no.biz.annonser,7
no.alt.mat,no.eunet.diverse,7
no.alt.mat.drikke,no.alt.diskusjoner,7
no.alt.mat.drikke,no.alt.katter,7
no.alt.mat.drikke,no.alt.pompel-og-pilt,7
no.alt.mat.drikke,no.alt.radio-tv.irma-1000,7
no.alt.mat.drikke,no.amiga,7
no.alt.mat.drikke,no.audio,7
no.alt.mat.drikke,no.medisin,7
no.alt.radio-tv.irma-1000,no.alt.mat.drikke,7
no.alt.radio-tv.irma-1000,no.biz.annonser.data,7
no.alt.radio-tv.irma-1000,no.elektronikk,7
no.alt.radio-tv.irma-1000,no.hobby.diverse,7
no.alt.sjokolade,no.amiga,7
no.alt.tegneserier,no.amiga,7
no.amiga,no.alt.mat.drikke,7
no.amiga,no.alt.radio-tv.irma-1000,7
no.amiga,no.alt.sjokolade,7
no.amiga,no.alt.tegneserier,7
no.amiga,no.musikk,7
no.amiga,no.unix,7
no.amiga,no.vr,7
no.audio,no.alt.mat.drikke,7
no.bil,no.alt.mat,7
no.bil,no.amiga,7
no.bil,no.eunet.diverse,7
no.biz.annonser,no.alt.gledesutbrudd,7
no.biz.annonser,no.alt.mat,7
no.biz.annonser,no.eunet.diverse,7
no.biz.annonser,no.marked.bil,7
no.biz.annonser,no.marked.diskusjon,7
no.biz.annonser,no.media,7
no.biz.annonser,no.musikk.gitar,7
no.biz.annonser,no.vr,7
no.biz.annonser.data,no.alt.arkiv,7
no.biz.annonser.data,no.alt.config,7
no.biz.annonser.data,no.alt.diskusjoner,7
no.biz.annonser.data,no.alt.flame,7
no.biz.annonser.data,no.alt.radio-tv.irma-1000,7
no.biz.annonser.data,no.vr,7
no.c,no.bibsys,7
no.c,no.biz.diskusjoner,7
no.c,no.linux,7
no.elektronikk,no.alt.arkiv,7
no.elektronikk,no.alt.config,7
no.eunet.diverse,no.alt.diskusjoner,7
no.eunet.diverse,no.alt.gledesutbrudd,7
no.eunet.diverse,no.alt.god.jul,7
no.eunet.diverse,no.alt.mat,7
no.eunet.diverse,no.alt.pompel-og-pilt,7
no.eunet.diverse,no.alt.radio-tv.irma-1000,7
no.eunet.diverse,no.alt.sjokolade,7
no.eunet.diverse,no.alt.tegneserier,7
no.eunet.diverse,no.audio,7
no.eunet.diverse,no.bibsys,7
no.eunet.diverse,no.biz.annonser,7
no.film,no.alt.diskusjoner,7
no.film,no.pc,7
no.folklore.edb,no.norsk,7
no.folklore.generelt,no.general,7
no.folklore.generelt,unknown,7
no.general,no.mail.drift,7
no.general,no.spill.sjakk,7
no.havforskning,no.irc,7
no.havforskning,no.linux,7
no.hobby.diverse,no.alt.arkiv,7
no.hobby.diverse,no.alt.config,7
no.hobby.diverse,no.alt.flame,7
no.hobby.diverse,no.alt.radio-tv.irma-1000,7
no.hobby.diverse,no.radio-tv,7
no.irc,no.havforskning,7
no.it.diverse,no.alt.gledesutbrudd,7
no.it.diverse,no.student.nett,7
no.it.diverse,no.unix,7
no.it.emacs,no.norsk,7
no.jus,no.alt.god.jul,7
no.jus,no.alt.pompel-og-pilt,7
no.jus,no.alt.radio-tv.irma-1000,7
no.jus,no.alt.tegneserier,7
no.jus,no.bibsys,7
no.kjemi,no.bil,7
no.linux,no.havforskning,7
no.linux,no.spill,7
no.litteratur,no.alt.flame,7
no.litteratur,no.marked,7
no.litteratur,no.marked.diskusjon,7
no.litteratur,no.spill,7
no.mac,no.alt.config,7
no.mac,no.ef,7
no.mail.drift,no.general,7
no.marked,no.alt.god.jul,7
no.marked,no.lisp,7
no.marked,no.mail.drift,7
no.marked,no.vr,7
no.marked.bil,no.biz.annonser,7
no.marked.bil,no.linux,7
no.marked.bolig,no.musikk.gitar,7
no.marked.data,no.velkommen,7
no.marked.data,no.vr,7
no.marked.diskusjon,no.audio,7
no.marked.diskusjon,no.www,7
no.marked.jobb,no.alt.flame,7
no.marked.jobb,no.alt.gledesutbrudd,7
no.marked.jobb,no.alt.god.jul,7
no.marked.jobb,no.alt.pompel-og-pilt,7
no.marked.jobb,no.alt.radio-tv.irma-1000,7
no.marked.jobb,no.alt.tegneserier,7
no.marked.jobb,no.bibsys,7
no.marked.jobb,no.bil,7
no.marked.jobb,no.marked.bil,7
no.marked.jobb,no.marked.bolig,7
no.marked.jobb,no.slekt.etterlysning,7
no.marked.jobb,no.vitser,7
no.media,no.biz.annonser,7
no.media,no.norsk.fagord,7
no.media,no.spill,7
no.media,no.uninett.skole,7
no.medisin,no.norsk.fagord,7
no.medisin,no.org.efn.diskusjon,7
no.ms-windows,no.unix,7
no.multimedia,no.alt.god.jul,7
no.musikk,no.bibsys,7
no.musikk,no.sport.diverse,7
no.musikk.gitar,no.marked.bolig,7
no.musikk.klassisk,no.musikk.gitar,7
no.news.diverse,no.spill.rollespill,7
no.news.drift,no.jus,7
no.norsk,no.typografi,7
no.norsk.fagord,no.media,7
no.norsk.fagord,no.medisin,7
no.nuug,no.unix,7
no.org.efn.diskusjon,no.pressemeldinger,7
no.prat.politikk,no.psykologi,7
no.prat.politikk,no.student.nett,7
no.radio-tv,no.hobby.diverse,7
no.religion,no.prat.seksualitet,7
no.slekt,no.general,7
no.slekt,no.mail.diverse,7
no.slekt.etterlysning,no.alt.flame,7
no.slekt.etterlysning,no.alt.gledesutbrudd,7
no.slekt.etterlysning,no.alt.sjokolade,7
no.slekt.etterlysning,no.marked.data,7
no.slekt.etterlysning,no.marked.jobb,7
no.slekt.etterlysning,no.vitser,7
no.spill,no.litteratur,7
no.spill,no.marked.diskusjon,7
no.spill,no.media,7
no.spill.rollespill,no.news.diverse,7
no.spill.sjakk,no.spill,7
no.sport.diverse,no.alt.flame,7
no.standard,no.c,7
no.student.nett,no.it.diverse,7
no.sykkel,no.bil,7
no.sykkel,no.speider,7
no.test,no.hobby.diverse,7
no.test,no.tele,7
no.tex,no.linux,7
no.tex,no.unix,7
no.typografi,no.www,7
no.unix,no.mac,7
no.unix,no.tele,7
no.unix,no.tex,7
no.video,no.amiga,7
no.vit.diverse,no.c,7
no.vitser,no.media,7
no.vitser,no.vit.diverse,7
no.vr,no.amiga,7
no.vr,no.biz.annonser,7
no.vr,no.biz.annonser.data,7
no.vr,no.marked,7
no.vr,no.marked.data,7
no.vr,no.www,7
no.www,no.bil,7
no.www,no.ef,7
no.www,no.marked.bil,7
no.www,no.marked.bolig,7
no.www,no.marked.diskusjon,7
no.alt.config,no.alt.god.jul,6
no.alt.config,no.ef,6
no.alt.config,no.mac,6
no.alt.diskusjoner,no.student.nett,6
no.alt.flame,no.reiser,6
no.alt.flame,no.slekt,6
no.alt.gledesutbrudd,no.irc,6
no.alt.gledesutbrudd,no.it.emacs,6
no.alt.god.jul,no.mac,6
no.alt.irc-treff,no.alt.gledesutbrudd,6
no.alt.katter,no.alt.radio-tv.irma-1000,6
no.alt.katter,no.alt.sjokolade,6
no.alt.katter,no.alt.tegneserier,6
no.alt.katter,no.amiga,6
no.alt.katter,no.audio,6
no.alt.mat,no.ai,6
no.alt.mat,no.alt.arkiv,6
no.alt.mat,no.alt.config,6
no.alt.mat,no.alt.sjokolade,6
no.alt.mat.drikke,no.ai,6
no.alt.mat.drikke,no.alt.config,6
no.alt.mat.drikke,no.alt.flame,6
no.alt.radio-tv.irma-1000,no.alt.katter,6
no.alt.sjokolade,no.alkohol,6
no.alt.sjokolade,no.alt.arkiv,6
no.alt.sjokolade,no.alt.katter,6
no.alt.sjokolade,no.alt.mat,6
no.alt.tegneserier,no.alt.katter,6
no.alt.troll,unknown,6
no.amiga,no.alt.katter,6
no.amiga,no.bil,6
no.amiga,no.video,6
no.audio,no.alt.katter,6
no.audio,no.bolig,6
no.audio,no.c,6
no.audio,no.www,6
no.biz.annonser,no.pressemeldinger,6
no.biz.annonser.data,no.velkommen,6
no.biz.nettilbydere,no.linux,6
no.bolig,no.audio,6
no.bolig,no.c,6
no.bolig,no.musikk,6
no.bolig,no.musikk.gitar,6
no.c,no.bolig,6
no.ef,no.alt.config,6
no.ef,no.biz.diskusjoner,6
no.ef,no.mac,6
no.elektronikk,no.film,6
no.film,no.alt.god.jul,6
no.film,no.alt.pompel-og-pilt,6
no.film,no.alt.radio-tv.irma-1000,6
no.film,no.alt.sjokolade,6
no.film,no.bibsys,6
no.film,no.elektronikk,6
no.folklore.edb,no.norsk.fagord,6
no.general,no.perl,6
no.general,no.vr,6
no.hobby.diverse,no.havforskning,6
no.irc,no.alt.god.jul,6
no.irc,no.alt.radio-tv.irma-1000,6
no.irc,no.alt.sjokolade,6
no.irc,no.alt.tegneserier,6
no.irc,no.bibsys,6
no.irc,no.kryptografi,6
no.irc,no.mail.diverse,6
no.irc,no.marked.data,6
no.irc,no.ms-windows,6
no.it.diverse,no.typografi,6
no.it.emacs,no.uninett.skole,6
no.jus,no.it.os.os2,6
no.kryptografi,no.irc,6
no.lisp,no.marked,6
no.mac,no.hobby.diverse,6
no.mac,no.radio-tv,6
no.mail.diverse,no.marked.data,6
no.mail.drift,no.www,6
no.marked,no.alt.katter,6
no.marked,no.alt.mat,6
no.marked,no.kryptografi,6
no.marked.bil,no.lisp,6
no.marked.bil,no.marked.jobb,6
no.marked.bil,no.www,6
no.marked.bolig,no.marked.jobb,6
no.marked.bolig,no.musikk,6
no.marked.bolig,no.news.diverse,6
no.marked.bolig,no.www,6
no.marked.jobb,no.it.diverse,6
no.marked.jobb,no.multimedia,6
no.marked.jobb,no.unix,6
no.media,no.kjemi,6
no.medisin,no.alt.katter,6
no.medisin,no.mail.diverse,6
no.ms-windows,no.alt.config,6
no.ms-windows,no.linux,6
no.multimedia,no.alt.pompel-og-pilt,6
no.multimedia,no.alt.radio-tv.irma-1000,6
no.multimedia,no.alt.sjokolade,6
no.multimedia,no.bibsys,6
no.multimedia,no.bil,6
no.multimedia,no.marked.jobb,6
no.musikk,no.marked.bolig,6
no.musikk.gitar,no.biz.annonser,6
no.musikk.gitar,no.bolig,6
no.musikk.gitar,no.slekt.etterlysning,6
no.net,no.standard,6
no.news.diverse,no.folklore.overtro,6
no.news.diverse,no.litteratur,6
no.news.diverse,no.mail.drift,6
no.news.diverse,no.marked.bolig,6
no.news.diverse,no.marked.jobb,6
no.news.diverse,no.prat.ufo,6
no.news.drift,no.mac,6
no.norsk.fagord,no.kjemi,6
no.org.efn.diskusjon,no.medisin,6
no.pc,no.alt.arkiv,6
no.pc,no.alt.radio-tv.irma-1000,6
no.pc,no.litteratur,6
no.pc,no.marked.bil,6
no.pressemeldinger,no.alkohol,6
no.pressemeldinger,no.marked.jobb,6
no.pressemeldinger.diskusjon,no.jus,6
no.pressemeldinger.diskusjon,no.skole.diverse,6
no.psykologi,no.prat.politikk,6
no.religion,no.musikk,6
no.skole.diverse,no.student.nett,6
no.spill.sjakk,no.vit.diverse,6
no.sport.diverse,no.biz.annonser.data,6
no.sport.diverse,no.marked.data,6
no.sport.diverse,no.medisin,6
no.sport.diverse,no.multimedia,6
no.sport.fotball,no.sport.volleyball,6
no.sport.orientering,no.sport.volleyball,6
no.sport.volleyball,no.sport.orientering,6
no.standard,no.net,6
no.student.nett,no.skole.diverse,6
no.tele,no.mac,6
no.test,no.alt.gledesutbrudd,6
no.test,no.ms-windows,6
no.test,no.multimedia,6
no.test,no.typografi,6
no.uninett.skole,no.alt.gledesutbrudd,6
no.uninett.skole,no.media,6
no.uninett.skole,no.news.diverse,6
no.unix,no.nuug,6
no.video,no.mac,6
no.vit.diverse,no.alt.god.jul,6
no.www,no.alt.config,6
no.www,no.bibsys,6
no.www,no.mail.drift,6
no.www,no.skole.diverse,6
no.www,no.test,6
no.x,no.general,6
no.alkohol,no.alt.sjokolade,5
no.alkohol,no.alt.tegneserier,5
no.alkohol,no.biz.annonser,5
no.alkohol,no.folklore.overtro,5
no.alkohol,no.hobby.diverse,5
no.alkohol,no.marked,5
no.alkohol,no.prat.ufo,5
no.alt.arkiv,no.alt.mat.drikke,5
no.alt.arkiv,no.alt.sjokolade,5
no.alt.arkiv,no.alt.tegneserier,5
no.alt.arkiv,no.bil,5
no.alt.arkiv,no.biz.annonser,5
no.alt.arkiv,no.net,5
no.alt.arkiv,no.prat.politikk,5
no.alt.arkiv,no.standard,5
no.alt.arkiv,no.student.nett,5
no.alt.arkiv,no.student.samfund,5
no.alt.diskusjoner,no.marked.bil,5
no.alt.diskusjoner,no.marked.bolig,5
no.alt.diskusjoner,no.marked.jobb,5
no.alt.diskusjoner,no.slekt,5
no.alt.gledesutbrudd,no.folklore.edb,5
no.alt.katter,no.alt.gledesutbrudd,5
no.alt.katter,no.hobby.diverse,5
no.alt.katter,no.medisin,5
no.alt.mat,no.alt.fan.de-lillos,5
no.alt.mat.drikke,no.bil,5
no.alt.mat.drikke,no.biz.annonser,5
no.alt.radio-tv.irma-1000,no.ai,5
no.alt.radio-tv.irma-1000,no.alkohol,5
no.alt.sjokolade,no.biz.annonser,5
no.alt.sjokolade,no.medisin,5
no.alt.tegneserier,no.alkohol,5
no.alt.tegneserier,no.alt.arkiv,5
no.audio,no.biz,5
no.audio,no.ef,5
no.bibsys,no.c,5
no.bil,no.alt.arkiv,5
no.bil,no.alt.mat.drikke,5
no.bil,no.kjemi,5
no.bil,no.sykkel,5
no.biz,no.audio,5
no.biz.annonser,no.alkohol,5
no.biz.annonser,no.alt.arkiv,5
no.biz.annonser,no.alt.mat.drikke,5
no.biz.annonser,no.alt.sjokolade,5
no.biz.annonser,no.mail.diverse,5
no.biz.annonser,no.news.diverse,5
no.biz.annonser,no.student.nett,5
no.biz.annonser,no.student.samfund,5
no.biz.annonser,no.uninett.skole,5
no.biz.annonser.data,no.c,5
no.biz.annonser.data,no.sport.diverse,5
no.biz.diskusjoner,no.alt.pompel-og-pilt,5
no.biz.nettilbydere,no.mac,5
no.bolig,no.kjemi,5
no.c,no.biz.annonser.data,5
no.c,no.elektronikk,5
no.c,no.film,5
no.c,no.x,5
no.ef,no.audio,5
no.ef,no.norsk,5
no.elektronikk,no.c,5
no.eunet.hjelp,no.biz.diskusjoner,5
no.film,no.c,5
no.folklore.edb,no.perl,5
no.folklore.generelt,no.jus,5
no.general,no.alt.amiga,5
no.general,no.tex,5
no.general,no.x,5
no.hobby.diverse,no.kjemi,5
no.hobby.diverse,no.mac,5
no.irc,no.alt.gledesutbrudd,5
no.irc,no.hobby.diverse,5
no.irc,no.it.os.os2,5
