newsgroup,message_id_hash,replacement_char_count,nb_body_length,matched_similarity,shuffled_similarity
no.ai,0debfbac2b14b784,12,705,0.9992590085071414,0.46105955000567744
no.ai,117de86fa437fa76,2,140,0.995211391446401,0.4963425224128573
no.ai,1298caf112c8cbae,28,880,0.9967006048645263,0.7471627527845583
no.ai,13d5ac298d332c56,29,1635,0.9931186498459794,0.4510548149246134
no.ai,14fef30edb07a1b8,6,433,0.995895779624805,0.44790614397274037
no.ai,164942b114eb23ee,2,828,0.9947440694829539,0.5248306173609685
no.ai,1d2e410b5013cfbc,28,1334,0.9983635737299213,0.7037914078359161
no.ai,202914214bebf6cb,9,485,0.9923401721832119,0.704694787774513
no.ai,21a6abb620695cec,15,915,0.9964531510006396,0.5502342189890405
no.ai,2fab2999bd24043d,7,610,0.9900363710533877,0.5163197795087289
no.ai,334f912bbff9a48e,8,337,0.9946339617742441,0.6319109181484693
no.ai,4604a3336a182c37,14,494,0.9698648200388384,0.6132814720369645
no.ai,4655906211d6c9ca,1,1096,0.9996657599463088,0.5613571773780436
no.ai,50c2be546f276985,36,2155,0.9980596690640298,0.505796319610961
no.ai,574ab9edee545191,27,1493,0.9987760683082308,0.6262855263144393
no.ai,5901e639db7df1a3,1,413,0.9995144198465373,0.6558069458478598
no.ai,666dcfa1c13e8594,6,489,0.9952167006841904,0.49184690967139155
no.ai,6a1187d925d2b0da,2,617,0.9999129302088402,0.5420963044332973
no.ai,71e203a201c80565,18,1443,0.9990685549642455,0.5270707189308764
no.ai,73b3d8ec260a728a,3,291,0.9966164983278255,0.44592829204406087
no.ai,748bf51203f66663,2,88,0.9834936052421177,0.4515335644800054
no.ai,78f5d2eb31267b38,24,1356,0.9952636285160776,0.5170905978475733
no.ai,7b83514e47c1f900,2,255,0.9987090193494754,0.5705627307910323
no.ai,85ba6d8ef5e085f7,18,622,0.9968984442530214,0.4672527476853169
no.ai,8b436cf2b88567d2,10,284,0.994783320500586,0.5562974137565811
no.ai,8ff5d07dbfa58218,20,1329,0.9972063527997193,0.538946822169466
no.ai,913127183a7d56cc,13,802,0.9978180347654194,0.7865406791976972
no.ai,920f8faa53024945,42,2048,0.9985493544041122,0.4818888328019832
no.ai,92dd5c903177901d,5,128,0.985496117420513,0.5929944888983115
no.ai,92f175275985f922,9,672,0.9987194646555462,0.6466415721276166
no.ai,a470beb381e91201,11,272,0.9908008351691425,0.6005531419807668
no.ai,a9f8fa3e4d6a5411,1,166,0.9972047186904152,0.6628113493727038
no.ai,cd9eddd89dc0fd85,8,288,0.9858651479704158,0.7112631062540024
no.ai,d299c66cbe959d82,4,513,0.9972516795739572,0.5300148035673063
no.ai,d8e15c059d8b981c,1,1298,0.9991286331100863,0.6349636047983469
no.ai,db004c412e4e161a,8,237,0.9872666531947577,0.5881963381823114
no.ai,e37bc92d63b3d6a0,5,525,0.994312102703255,0.6017245946721123
no.ai,e3d038e5c245fdec,31,1264,0.9976750949887478,0.5655310704322216
no.ai,eb7f9823513115d9,1,435,0.9997821258418349,0.455449419942433
no.ai,ecbbdc05a35ef0d0,92,6436,0.9967940572915629,0.4710256253760965
no.ai,f37ec4133eca75f8,11,346,0.9884520917338532,0.5310895592520506
no.ai,fb778c454b37945e,10,642,0.9995501592400801,0.6146198013513251
no.alkohol,0640c50ff6cf0a8d,4,190,0.9919709161882824,0.5743276570183994
no.alkohol,071dbf71200a5dcd,2,21,0.6686907685106761,0.5571911948802221
no.alkohol,1091e087c43b78aa,1,294,0.9998909949003836,0.6580939682530216
no.alkohol,1292dead11f7b5f0,5,488,0.9990245132362879,0.4759148193257692
